Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Marketing_authorisation_holder_extracted,Agency,Indications_and_usage,Origin,Referral,Disease_name(s),DRUG_CODE
anda203468,,levetiracetam,levetiracetam,prinston inc,,tablet,oral,approved,authorised,21.05.2015,2015,no,,,,,,,yes,,,prinston,FDA,,fda,no,,
anda204312,,levetiracetam,levetiracetam,eugia pharma,,injectable,intravenous,approved,authorised,01.02.2016,2016,no,,,,,,,yes,,,eugia,FDA,,fda,no,,
anda204511,,levetiracetam,levetiracetam,anda repository,,tablet,oral,approved,authorised,23.02.2016,2016,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda204754,,levetiracetam,levetiracetam,aiping pharm inc,,tablet,oral,approved,authorised,26.08.2016,2016,no,,,,,,,yes,,,aiping,FDA,,fda,no,,
anda205102,,levetiracetam,levetiracetam,china resources,,tablet,oral,conditional marketing authorisation,discontinued,16.12.2015,2015,no,,,,,,,yes,,,china resources,FDA,,fda,no,,
anda205130,,levetiracetam,levetiracetam,sciegen pharms inc,,tablet,oral,approved,authorised,27.11.2020,2020,no,,,,diseases of the nervous system,,,yes,,,sciegen,FDA,1 indications and usage levetiracetam extended-release tablets are indicated for the treatment of partial-onset seizures in patients 12 years of age and older. levetiracetam is indicated for the treatment of partial-onset seizures in patients 12 years of age and older ( 1 ),fda,no,<seizures>,
anda206838,,levetiracetam,levetiracetam,jubilant generics,,injectable,intravenous,approved,discontinued,02.06.2016,2016,no,,,,,,,yes,,,jubilant,FDA,,fda,no,,
anda207175,,levetiracetam,levetiracetam,hisun pharm hangzhou,,tablet,oral,approved,authorised,28.09.2017,2017,no,,,,,,,yes,,,hisun,FDA,,fda,no,,
anda209474,,levetiracetam,levetiracetam,prinston inc,,injectable,intravenous,approved,authorised,28.03.2022,2022,no,,,,diseases of the nervous system,,,yes,,,prinston,FDA,1 indications and usage • levetiracetam injection is indicated for the treatment of partial-onset seizures in patients 1 month of age and older ( 1.1 ) • levetiracetam injection is indicated for adjunctive therapy for the treatment of: o myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy ( 1.2 ) o primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy ( 1.3 ) • levetiracetam injection is for intravenous use only as an alternative for patients when oral administration is temporarily not feasible ( 1.4 ) 1.1 partial-onset seizures levetiracetam injection is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam injection is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam injection is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy. 1.4 limitations of use levetiracetam injection is for intravenous use only as an alternative for patients when oral administration is temporarily not feasible.,fda,no,<seizures>; <epilepsy>,
anda209781,,levetiracetam,levetiracetam,hainan poly pharm,,injectable,intravenous,approved,authorised,20.03.2018,2018,no,,,,,,,yes,,,poly,FDA,,fda,no,,
anda209934,,levetiracetam,levetiracetam,epic pharma llc,,injectable,intravenous,approved,discontinued,04.05.2018,2018,no,,,,,,,yes,,,epic,FDA,,fda,no,,
anda211954,,levetiracetam,levetiracetam,micro labs,,injectable,intravenous,approved,authorised,09.08.2019,2019,no,,,,diseases of the nervous system,,,yes,,,micro,FDA,1 indications and usage levetiracetam injection is indicated for the treatment of partial-onset seizures in patients 1 month of age and older ( 1.1 ) levetiracetam injection is indicated for adjunctive therapy for the treatment of: myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy ( 1.2 ) primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy ( 1.3 ) levetiracetam injection is for intravenous use only as an alternative for patients when oral administration is temporarily not feasible ( 1.4 ) 1.1 partial-onset seizures levetiracetam is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy. 1.4 limitations of use levetiracetam injection is for intravenous use only as an alternative for patients when oral administration is temporarily not feasible.,fda,no,"<seizures>; <epilepsy, juvenile myoclonic>; <epilepsy, generalized>",
anda212688,,levetiracetam,levetiracetam,overseas,,tablet,oral,approved,authorised,11.06.2020,2020,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda214673,,levetiracetam,levetiracetam,strides pharma,,solution,oral,approved,discontinued,20.11.2023,2023,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda214757,,levetiracetam,levetiracetam,msn,,solution,oral,approved,authorised,15.07.2022,2022,no,,,,diseases of the nervous system,,,yes,,,msn,FDA,1 indications and usage levetiracetam oral solution is indicated for the treatment of partial-onset seizures in patients 1 month of age and older ( 1.1 ) levetiracetam oral solution is indicated for adjunctive therapy for the treatment of: myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy ( 1.2 ) primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy ( 1.3 ) 1.1 partial-onset seizures levetiracetam oral solution is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam oral solution is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam oral solution is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy.,fda,no,"<seizures>; <epilepsy, juvenile myoclonic>; <epilepsy, generalized>",
anda214815,,levetiracetam,levetiracetam,msn,,tablet,oral,approved,authorised,07.10.2022,2022,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda215069,,levetiracetam,levetiracetam,sciegen pharms inc,,tablet,oral,approved,authorised,11.06.2021,2021,no,,,,,,,yes,,,sciegen,FDA,,fda,no,,
anda215980,,levetiracetam,levetiracetam,msn,,injectable,intravenous,approved,authorised,15.11.2022,2022,no,,,,,,,yes,,,msn,FDA,,fda,no,,
anda216375,,levetiracetam,levetiracetam,alkem labs ltd,,tablet,oral,approved,authorised,27.05.2022,2022,no,,,,,,,yes,,,alkem,FDA,,fda,no,,
anda217878,,levetiracetam,levetiracetam,granule,,tablet,oral,approved,discontinued,13.06.2023,2023,no,,,,,,,yes,,,granule,FDA,,fda,no,,
02353342,,levetiracetam,levetiracetam,sanis health inc,small molecule,tablet,oral,approved,approved,16.06.2010,2010,,,,,,,,,,,sanis,HealthCanada,,,,,83854.0
02353350,,levetiracetam,levetiracetam,sanis health inc,small molecule,tablet,oral,approved,approved,16.06.2010,2010,,,,,,,,,,,sanis,HealthCanada,,,,,83855.0
02353369,,levetiracetam,levetiracetam,sanis health inc,small molecule,tablet,oral,approved,approved,16.06.2010,2010,,,,,,,,,,,sanis,HealthCanada,,,,,83856.0
02442531,,levetiracetam,levetiracetam,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,21.07.2015,2015,,,,,,,,,,,sivem,HealthCanada,,,,,92688.0
02442558,,levetiracetam,levetiracetam,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,22.07.2015,2015,,,,,,,,,,,sivem,HealthCanada,,,,,92689.0
02442566,,levetiracetam,levetiracetam,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,22.07.2015,2015,,,,,,,,,,,sivem,HealthCanada,,,,,92690.0
anda075961,,metformin hydrochloride,metformin hydrochloride,watson labs florida,small molecule,tablet,oral,approved,discontinued,25.01.2002,2002,no,,,,,,,yes,,,watson,FDA,,fda,no,,
anda075965,,metformin hydrochloride,metformin hydrochloride,epic pharma llc,small molecule,tablet,oral,approved,authorised,25.01.2002,2002,no,,,,,,,yes,,,epic,FDA,,fda,no,,
anda075967,,metformin hydrochloride,metformin hydrochloride,sun pharm inds inc,small molecule,tablet,oral,approved,discontinued,29.01.2002,2002,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda075969,,metformin hydrochloride,metformin hydrochloride,norvium bioscience,small molecule,tablet,oral,approved,discontinued,29.01.2002,2002,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda075971,,metformin hydrochloride,metformin hydrochloride,barr,small molecule,tablet,oral,approved,discontinued,25.01.2002,2002,no,,,,,,,yes,,,barr,FDA,,fda,no,,
anda075972,,metformin hydrochloride,metformin hydrochloride,chartwell,small molecule,tablet,oral,approved,authorised,24.01.2002,2002,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda075973,,metformin hydrochloride,metformin hydrochloride,mylan,small molecule,tablet,oral,approved,authorised,25.01.2002,2002,no,,,,,,,yes,,,mylan,FDA,,fda,no,,
anda075975,,metformin hydrochloride,metformin hydrochloride,ivax sub teva pharms,small molecule,tablet,oral,approved,discontinued,24.01.2002,2002,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda075976,,metformin hydrochloride,metformin hydrochloride,norvium bioscience,small molecule,tablet,oral,approved,discontinued,24.01.2002,2002,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda075978,,metformin hydrochloride,metformin hydrochloride,heritage pharma,small molecule,tablet,oral,approved,discontinued,25.01.2002,2002,no,,,,,,,yes,,,heritage,FDA,,fda,no,,
anda075979,,metformin hydrochloride,metformin hydrochloride,watson labs,small molecule,tablet,oral,approved,discontinued,24.01.2002,2002,no,,,,,,,yes,,,watson,FDA,,fda,no,,
anda075984,,metformin hydrochloride,metformin hydrochloride,apotex,small molecule,tablet,oral,approved,discontinued,23.04.2002,2002,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda075985,,metformin hydrochloride,metformin hydrochloride,sandoz,small molecule,tablet,oral,approved,discontinued,25.01.2002,2002,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda076033,,metformin hydrochloride,metformin hydrochloride,atlas pharms llc,small molecule,tablet,oral,approved,authorised,24.01.2002,2002,no,,,,,,,yes,,,atlas,FDA,,fda,no,,
anda076038,,metformin hydrochloride,metformin hydrochloride,sun pharm industries,small molecule,tablet,oral,approved,discontinued,21.02.2002,2002,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda076172,,metformin hydrochloride,metformin hydrochloride,actavis labs fl inc,small molecule,tablet,oral,approved,discontinued,16.06.2004,2004,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda076223,,metformin hydrochloride,metformin hydrochloride,sandoz,small molecule,tablet,oral,approved,discontinued,14.12.2004,2004,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda076249,,metformin hydrochloride,metformin hydrochloride,impax labs,small molecule,tablet,oral,approved,discontinued,30.07.2004,2004,no,,,,,,,yes,,,impax,FDA,,fda,no,,
anda076269,,metformin hydrochloride,metformin hydrochloride,teva,small molecule,tablet,oral,approved,authorised,18.06.2004,2004,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda076328,,metformin hydrochloride,metformin hydrochloride,teva,small molecule,tablet,oral,approved,discontinued,16.12.2002,2002,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda076413,,metformin hydrochloride,metformin hydrochloride,ranbaxy labs ltd,small molecule,tablet,oral,conditional marketing authorisation,discontinued,31.10.2003,2003,no,,,,,,,yes,,,ranbaxy,FDA,,fda,no,,
anda076450,,metformin hydrochloride,metformin hydrochloride,actavis elizabeth,small molecule,tablet,oral,approved,discontinued,01.10.2004,2004,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda076496,,metformin hydrochloride,metformin hydrochloride,barr,small molecule,tablet,oral,approved,discontinued,25.11.2005,2005,no,,,,,,,yes,,,barr,FDA,,fda,no,,
anda076545,,metformin hydrochloride,metformin hydrochloride,ivax sub teva pharms,small molecule,tablet,oral,approved,discontinued,01.12.2003,2003,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda076650,,metformin hydrochloride,metformin hydrochloride,norvium bioscience,,tablet,oral,approved,discontinued,13.09.2005,2005,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda076706,,metformin hydrochloride,metformin hydrochloride,apotex,,tablet,oral,approved,discontinued,14.12.2004,2004,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda076756,,metformin hydrochloride,metformin hydrochloride,nostrum pharms llc,,tablet,oral,approved,authorised,26.07.2006,2006,no,,,,,,,yes,,,nostrum,FDA,,fda,no,,
anda076818,,metformin hydrochloride,metformin hydrochloride,watson labs inc,,tablet,oral,approved,discontinued,14.12.2004,2004,no,,,,,,,yes,,,watson,FDA,,fda,no,,
anda076863,,metformin hydrochloride,metformin hydrochloride,barr,,tablet,oral,approved,discontinued,14.10.2004,2004,no,,,,,,,yes,,,barr,FDA,,fda,no,,
anda076864,,metformin hydrochloride,metformin hydrochloride,teva,,tablet,oral,approved,authorised,12.04.2005,2005,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda076869,,metformin hydrochloride,metformin hydrochloride,actavis labs fl inc,,tablet,oral,approved,authorised,12.04.2005,2005,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda076873,,metformin hydrochloride,metformin hydrochloride,sandoz,,tablet,oral,approved,authorised,14.12.2004,2004,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda076878,,metformin hydrochloride,metformin hydrochloride,actavis elizabeth,,tablet,oral,approved,discontinued,13.04.2005,2005,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda076985,,metformin hydrochloride,metformin hydrochloride,impax labs,,tablet,oral,approved,discontinued,13.09.2005,2005,no,,,,,,,yes,,,impax,FDA,,fda,no,,
anda077060,,metformin hydrochloride,metformin hydrochloride,zydus lifesciences,,tablet,oral,approved,authorised,20.04.2005,2005,no,,,,other,,,yes,,,zydus,FDA,no indication found.,fda,no,not reported,
anda077064,,metformin hydrochloride,metformin hydrochloride,zydus pharms usa,,tablet,oral,approved,authorised,18.04.2005,2005,no,,,,,,,yes,,,zydus,FDA,,fda,no,,
anda077078,,metformin hydrochloride,metformin hydrochloride,zydus lifesciences,,tablet,oral,approved,authorised,21.04.2005,2005,no,,,,"endocrine, nutritional, and metabolic diseases",,,yes,,,zydus,FDA,1 indications and usage metformin hydrochloride extended-release tablets are indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. metformin hydrochloride extended-release tablets are biguanide indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. ( 1 ),fda,no,<type 2 diabetes mellitus>,
anda077095,,metformin hydrochloride,metformin hydrochloride,aurobindo,,tablet,oral,approved,authorised,14.01.2005,2005,no,,,,"endocrine, nutritional, and metabolic diseases",,,yes,,,aurobindo,FDA,1 indications and usage metformin hydrochloride tablets are indicated as an adjunct to diet and exercise to improve glycemic control in adults and pediatric patients 10 years of age and older with type 2 diabetes mellitus. metformin hydrochloride tablets is a biguanide indicated as an adjunct to diet and exercise to improve glycemic control in adults and pediatric patients 10 years of age and older with type 2 diabetes mellitus. (1),fda,no,<type 2 diabetes mellitus>,
anda077113,,metformin hydrochloride,metformin hydrochloride,norvium bioscience,,tablet,oral,approved,discontinued,08.09.2005,2005,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda077124,,metformin hydrochloride,metformin hydrochloride,sun pharm industries,,tablet,oral,approved,discontinued,21.12.2005,2005,no,,,,,,,yes,,,sun,FDA,,fda,no,,
