Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Marketing_authorisation_holder_extracted,Agency,Indications_and_usage,Origin,Referral,Disease_name(s),DRUG_CODE
anda205647,,ibuprofen,ibuprofen,pai holdings pharm,,suspension,oral,approved,discontinued,03.11.2016,2016,no,,,,,,,yes,,,pai,FDA,,fda,no,,
anda206568,,ibuprofen,ibuprofen,humanwell puracap,,capsule,oral,approved,authorised,21.06.2016,2016,no,,,,,,,yes,,,humanwell,FDA,,fda,no,,
anda206989,,ibuprofen,ibuprofen,strides pharma,,tablet,oral,approved,authorised,29.06.2018,2018,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda206999,,ibuprofen,ibuprofen,ascent pharms inc,,capsule,oral,approved,authorised,21.12.2017,2017,no,,,,,,,yes,,,ascent,FDA,,fda,no,,
anda207052,,ibuprofen,ibuprofen,strides pharma,,tablet,oral,approved,authorised,30.05.2017,2017,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda207095,,ibuprofen,ibuprofen,shandong xinhua,,tablet,oral,approved,authorised,05.05.2017,2017,no,,,,infectious and parasitic diseases; diseases of the musculoskeletal system and connective tissue; diseases of the nervous system; diseases of the digestive system; diseases of the genitourinary system,,,yes,,,xinhua,FDA,uses temporarily relieves minor aches and pains due to common cold headache minor pain of arthritis toothache backache muscular aches menstrual cramps temporarily reduces fever,fda,no,<common cold>; <headache>; <arthritis>; <toothache>; <back pain>; <muscle pain>; <dysmenorrhea>; <fever>,
anda207753,,ibuprofen,ibuprofen,aurobindo pharma ltd,,capsule,oral,approved,authorised,29.06.2018,2018,no,,,,diseases of the nervous system; diseases of the musculoskeletal system and connective tissue; diseases of the respiratory system; diseases of the genitourinary system,,,yes,,,aurobindo,FDA,uses temporarily relieves minor aches and pains due to: headache toothache backache menstrual cramps muscular aches the common cold minor pain of arthritis temporarily reduces fever,fda,no,<headache>; <toothache>; <back pain>; <dysmenorrhea>; <muscle pain>; <common cold>; <arthritis>,
anda208865,,ibuprofen,ibuprofen,aurobindo pharma,,tablet,oral,approved,authorised,08.11.2017,2017,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda209076,,ibuprofen,ibuprofen,ultratab labs inc,,tablet,oral,approved,discontinued,06.01.2020,2020,no,,,,,,,yes,,,ultratab,FDA,,fda,no,,
anda209178,,ibuprofen,ibuprofen,aurobindo pharma ltd,,suspension,oral,approved,authorised,16.02.2018,2018,no,,,,"diseases of the musculoskeletal system and connective tissue; diseases of the genitourinary system; injury, poisoning and certain other consequences of external causes",,,yes,,,aurobindo,FDA,"indications and usage carefully consider the potential benefits and risks of ibuprofen oral suspension and other treatment options before deciding to use ibuprofen oral suspension. use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see warnings ). in pediatric patients, ibuprofen oral suspension is indicated: for reduction of fever in patients aged 6 months up to 2 years of age. for relief of mild to moderate pain in patients aged 6 months up to 2 years of age. for relief of signs and symptoms of juvenile arthritis. in adults, ibuprofen oral suspension is indicated: for treatment of primary dysmenorrhea. for relief of the signs and symptoms of rheumatoid arthritis and osteoarthritis. since there have been no controlled trials to demonstrate whether there is any beneficial effect or harmful interaction with the use of ibuprofen in conjunction with aspirin, the combination cannot be recommended (see precautions-drug interactions ).",fda,no,<fever>; <pain>; <juvenile arthritis>; <dysmenorrhea>; <rheumatoid arthritis>; <osteoarthritis>,
anda209179,,ibuprofen,ibuprofen,aurobindo pharma ltd,,suspension,oral,approved,authorised,17.04.2018,2018,no,,,,infectious and parasitic diseases; diseases of the respiratory system; diseases of the digestive system; diseases of the musculoskeletal system and connective tissue,,,yes,,,aurobindo,FDA,"uses temporarily: • relieves minor aches and pains due to the common cold, flu, sore throat, headache and toothache • reduces fever",fda,no,<common cold>; <influenza>; <sore throat>; <headache>,
anda209204,,ibuprofen,ibuprofen,taro,,suspension,oral,approved,authorised,23.06.2017,2017,no,,,,,,,yes,,,taro,FDA,,fda,no,,
anda209207,,ibuprofen,ibuprofen,taro,,suspension,oral,approved,authorised,27.06.2017,2017,no,,,,,,,yes,,,taro,FDA,,fda,no,,
anda210149,,ibuprofen,ibuprofen,guardian drug,,suspension,oral,approved,authorised,17.08.2018,2018,no,,,,,,,yes,,,guardian,FDA,,fda,no,,
anda210602,,ibuprofen,ibuprofen,annora pharma,,suspension,oral,approved,authorised,23.11.2018,2018,no,,,,,,,yes,,,annora,FDA,,fda,no,,
anda210755,,ibuprofen,ibuprofen,guardian drug,,suspension; drops,oral,approved,authorised,26.09.2018,2018,no,,,,infectious and parasitic diseases; diseases of the respiratory system; diseases of the digestive system; diseases of the musculoskeletal system and connective tissue; diseases of the nervous system,,,yes,,,guardian,FDA,"use(s) temporarily: reduces fever relieves minor aches and pains due to the common cold, flu, sore throat, headaches and toothaches",fda,no,<common cold>; <influenza>; <sore throat>; <headache>,
anda211666,,ibuprofen,ibuprofen,strides pharma,,suspension,oral,approved,discontinued,22.02.2021,2021,no,,,,infectious and parasitic diseases; diseases of the respiratory system; diseases of the digestive system; diseases of the musculoskeletal system and connective tissue,,,yes,,,strides,FDA,"uses temporarily: relieves minor aches and pains due to the common cold, flu, sore throat, headache and toothache reduces fever",fda,no,<common cold>; <influenza>; <sore throat>; <headache>; <toothache>; <fever>,
anda213506,,ibuprofen,ibuprofen,aurobindo pharma ltd,,suspension; drops,oral,approved,discontinued,08.04.2024,2024,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda213794,,ibuprofen,ibuprofen,aurobindo pharma ltd,,tablet,oral,approved,authorised,08.05.2020,2020,no,,,,"diseases of the musculoskeletal system and connective tissue; diseases of the genitourinary system; injury, poisoning and certain other consequences of external causes",,,yes,,,aurobindo,FDA,indications and usage carefully consider the potential benefits and risks of ibuprofen tablets and other treatment options before deciding to use ibuprofen. use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see warnings ). ibuprofen tablets are indicated for relief of the signs and symptoms of rheumatoid arthritis and osteoarthritis. ibuprofen tablets are indicated for relief of mild to moderate pain. ibuprofen tablets are also indicated for the treatment of primary dysmenorrhea. controlled clinical trials to establish the safety and effectiveness of ibuprofen tablets in children have not been conducted.,fda,no,<rheumatoid arthritis>; <osteoarthritis>; <pain>; <primary dysmenorrhea>,
anda214003,,ibuprofen,ibuprofen,yichang humanwell,,tablet,oral,approved,discontinued,19.10.2020,2020,no,,,,,,,yes,,,humanwell,FDA,,fda,no,,
anda214071,,ibuprofen,ibuprofen,strides pharma,,suspension; drops,oral,approved,discontinued,09.06.2022,2022,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda214699,,ibuprofen,ibuprofen,alkem labs ltd,,tablet,oral,approved,authorised,13.09.2021,2021,no,,,,,,,yes,,,alkem,FDA,,fda,no,,
anda214789,,ibuprofen,ibuprofen,pai holdings pharm,,suspension,oral,approved,authorised,08.11.2024,2024,no,,,,,,,yes,,,pai,FDA,,fda,no,,
anda215311,,ibuprofen,ibuprofen,strides pharma,,suspension,oral,approved,authorised,27.05.2022,2022,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda215318,,ibuprofen,ibuprofen,yichang humanwell,,tablet,oral,approved,authorised,30.03.2022,2022,no,,,,,,,yes,,,humanwell,FDA,,fda,no,,
anda215777,,ibuprofen,ibuprofen,aurobindo pharma ltd,,capsule,oral,approved,authorised,14.09.2023,2023,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda217236,,ibuprofen,ibuprofen,patheon softgels,,capsule,oral,approved,authorised,13.02.2024,2024,no,,,,,,,yes,,,patheon,FDA,,fda,no,,
anda217261,,ibuprofen,ibuprofen,taro,,suspension; drops,oral,approved,authorised,08.08.2023,2023,no,,,,,,,yes,,,taro,FDA,,fda,no,,
02439689,,ibuprofen,ibuprofen,apotex inc,small molecule,tablet,oral,approved,approved,07.04.2015,2015,,,,,,,,,,,apotex,HealthCanada,,,,,92408.0
anda076919,,levetiracetam,levetiracetam,mylan,,tablet,oral,approved,authorised,04.11.2008,2008,no,,,,,,,yes,,,mylan,FDA,,fda,no,,
anda076920,,levetiracetam,levetiracetam,senores pharms,,tablet,oral,approved,authorised,15.01.2009,2009,no,,,,,,,yes,,,senores,FDA,,fda,no,,
anda077319,,levetiracetam,levetiracetam,oxford pharms,,tablet,oral,approved,authorised,20.03.2009,2009,no,,,,,,,yes,,,oxford,FDA,,fda,no,,
anda077324,,levetiracetam,levetiracetam,fosun pharma,,tablet,oral,approved,discontinued,15.01.2009,2009,no,,,,,,,yes,,,fosun,FDA,,fda,no,,
anda077408,,levetiracetam,levetiracetam,actavis labs fl inc,,tablet,oral,approved,discontinued,02.03.2009,2009,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda078042,,levetiracetam,levetiracetam,strides pharma,,tablet,oral,approved,authorised,15.01.2009,2009,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda078101,,levetiracetam,levetiracetam,teva pharms,,tablet,oral,approved,discontinued,15.01.2009,2009,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda078106,,levetiracetam,levetiracetam,prinston inc,,tablet,oral,approved,authorised,10.02.2009,2009,no,,,,,,,yes,,,prinston,FDA,,fda,no,,
anda078154,,levetiracetam,levetiracetam,lupin,,tablet,oral,approved,authorised,15.01.2009,2009,no,,,,,,,yes,,,lupin,FDA,,fda,no,,
anda078234,,levetiracetam,levetiracetam,invagen pharms,,tablet,oral,approved,discontinued,15.01.2009,2009,no,,,,,,,yes,,,invagen,FDA,,fda,no,,
anda078526,,levetiracetam,levetiracetam,orbion pharms,,tablet,oral,approved,authorised,15.01.2009,2009,no,,,,,,,yes,,,orbion,FDA,,fda,no,,
anda078582,,levetiracetam,levetiracetam,strides pharma,,solution,oral,approved,authorised,15.01.2009,2009,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda078731,,levetiracetam,levetiracetam,mylan,,tablet,oral,approved,discontinued,10.02.2009,2009,no,,,,,,,yes,,,mylan,FDA,,fda,no,,
anda078774,,levetiracetam,levetiracetam,taro,,solution,oral,approved,authorised,10.02.2009,2009,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda078797,,levetiracetam,levetiracetam,watson labs inc,,tablet,oral,approved,discontinued,15.01.2009,2009,no,,,,,,,yes,,,watson,FDA,,fda,no,,
anda078858,,levetiracetam,levetiracetam,torrent pharms,,tablet,oral,approved,authorised,15.01.2009,2009,no,,,,,,,yes,,,torrent,FDA,,fda,no,,
anda078869,,levetiracetam,levetiracetam,viwit pharm,,tablet,oral,approved,authorised,13.03.2009,2009,no,,,,,,,yes,,,viwit,FDA,,fda,no,,
anda078904,,levetiracetam,levetiracetam,senores pharms,,tablet,oral,approved,authorised,15.01.2009,2009,no,,,,diseases of the nervous system,,,yes,,,senores,FDA,1 indications and usage levetiracetam tablets are an antiepileptic drug indicated for adjunctive therapy in the treatment of: partial onset seizures in patients one month of age and older with epilepsy (1.1) myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy (1.2) primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy (1.3) 1.1 partial onset seizures levetiracetam tablets are indicated as adjunctive therapy in the treatment of partial onset seizures in adults and children 1 month of age and older with epilepsy. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam tablets are indicated as adjunctive therapy in the treatment of myoclonic seizures in adults and adolescents 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam tablets are indicated as adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in adults and children 6 years of age and older with idiopathic generalized epilepsy.,fda,no,<epilepsy>; <juvenile myoclonic epilepsy>; <idiopathic generalized epilepsy>,
anda078918,,levetiracetam,levetiracetam,zydus pharms usa inc,,tablet,oral,approved,authorised,29.04.2009,2009,no,,,,,,,yes,,,zydus,FDA,,fda,no,,
anda078960,,levetiracetam,levetiracetam,taro,,tablet,oral,approved,authorised,01.02.2010,2010,no,,,,,,,yes,,,taro,FDA,,fda,no,,
anda078976,,levetiracetam,levetiracetam,actavis mid atlantic,,solution,oral,approved,authorised,15.01.2009,2009,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda078993,,levetiracetam,levetiracetam,aurobindo pharma,,tablet,oral,approved,authorised,15.01.2009,2009,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda079042,,levetiracetam,levetiracetam,ingenus pharms llc,,tablet,oral,approved,authorised,15.01.2009,2009,no,,,,,,,yes,,,ingenus,FDA,,fda,no,,
anda079063,,levetiracetam,levetiracetam,aurobindo pharma,,solution,oral,approved,authorised,15.01.2009,2009,no,,,,diseases of the nervous system,,,yes,,,aurobindo,FDA,1 indications and usage levetiracetam oral solution is indicated for the treatment of partial-onset seizures in patients 1 month of age and older ( 1.1 ) levetiracetam oral solution is indicated for adjunctive therapy for the treatment of: myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy (1.2) primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy (1.3) 1.1 partial-onset seizures levetiracetam oral solution is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam oral solution is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam oral solution is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy.,fda,no,"<seizures>; <epilepsy, juvenile myoclonic>; <epilepsy, generalized>",
anda079107,,levetiracetam,levetiracetam,tolmar,,solution,oral,approved,discontinued,15.01.2009,2009,no,,,,,,,yes,,,tolmar,FDA,,fda,no,,
anda079120,,levetiracetam,levetiracetam,bionpharma,,solution,oral,approved,discontinued,16.01.2009,2009,no,,,,,,,yes,,,bionpharma,FDA,,fda,no,,
anda090025,,levetiracetam,levetiracetam,lupin,,tablet,oral,approved,authorised,15.01.2009,2009,no,,,,,,,yes,,,lupin,FDA,,fda,no,,
anda090028,,levetiracetam,levetiracetam,pharmobedient cnsltg,,solution,oral,approved,discontinued,03.03.2010,2010,no,,,,,,,yes,,,pharmobedient,FDA,,fda,no,,
anda090079,,levetiracetam,levetiracetam,quagen,,solution,oral,approved,authorised,11.04.2012,2012,no,,,,,,,yes,,,quagen,FDA,,fda,no,,
anda090187,,levetiracetam,levetiracetam,apotex inc,,solution,oral,approved,discontinued,05.08.2011,2011,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda090261,,levetiracetam,levetiracetam,mylan,,tablet,oral,approved,authorised,08.12.2009,2009,no,,,,,,,yes,,,mylan,FDA,,fda,no,,
anda090263,,levetiracetam,levetiracetam,chartwell molecular,,solution,oral,approved,authorised,03.04.2009,2009,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda090461,,levetiracetam,levetiracetam,ajenat pharms,,solution,oral,approved,authorised,30.09.2010,2010,no,,,,,,,yes,,,ajenat,FDA,,fda,no,,
anda090484,,levetiracetam,levetiracetam,orbion pharms,,tablet,oral,approved,authorised,05.08.2010,2010,no,,,,,,,yes,,,orbion,FDA,,fda,no,,
anda090511,,levetiracetam,levetiracetam,nostrum labs inc,,tablet,oral,approved,discontinued,18.08.2011,2011,no,,,,,,,yes,,,nostrum,FDA,,fda,no,,
anda090515,,levetiracetam,levetiracetam,hetero labs ltd iii,,tablet,oral,approved,authorised,08.10.2010,2010,no,,,,diseases of the nervous system,,,yes,,,hetero,FDA,1.1 partial onset seizures levetiracetam tablet is indicated as adjunctive therapy in the treatment of partial onset seizures in adults and children 1 month of age and older with epilepsy. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam tablet is indicated as adjunctive therapy in the treatment of myoclonic seizures in adults and adolescents 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam tablet is indicated as adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in adults and children 6 years of age and older with idiopathic generalized epilepsy.,fda,no,<epilepsy>; <juvenile myoclonic epilepsy>; <idiopathic generalized epilepsy>,
anda090601,,levetiracetam,levetiracetam,hikma,,solution,oral,approved,discontinued,28.02.2012,2012,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda090754,,levetiracetam,levetiracetam,sun pharm inds ltd,,injectable,intravenous,approved,discontinued,16.06.2010,2010,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda090767,,levetiracetam,levetiracetam,rising,,tablet,oral,approved,authorised,28.07.2010,2010,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda090813,,levetiracetam,levetiracetam,fresenius kabi usa,,injectable,intravenous,approved,discontinued,26.05.2010,2010,no,,,,,,,yes,,,fresenius,FDA,,fda,no,,
anda090843,,levetiracetam,levetiracetam,accord hlthcare,,tablet,oral,approved,discontinued,14.02.2011,2011,no,,,,,,,yes,,,accord,FDA,,fda,no,,
anda090876,,levetiracetam,levetiracetam,fresenius kabi usa,,injectable,intravenous,approved,authorised,13.08.2015,2015,no,,,,,,,yes,,,fresenius,FDA,,fda,no,,
anda090893,,levetiracetam,levetiracetam,lupin ltd,,solution,oral,approved,authorised,17.10.2011,2011,no,,,,,,,yes,,,lupin,FDA,,fda,no,,
anda090906,,levetiracetam,levetiracetam,lotus pharm co ltd,,tablet,oral,approved,discontinued,05.11.2010,2010,no,,,,,,,yes,,,lotus,FDA,,fda,no,,
anda090981,,levetiracetam,levetiracetam,hikma farmaceutica,,injectable,intravenous,approved,authorised,13.10.2011,2011,no,,,,diseases of the nervous system,,,yes,,,hikma,FDA,1 indications and usage levetiracetam injection is indicated for the treatment of partial-onset seizures in patients 1 month of age and older ( 1.1 ) levetiracetam injection is indicated for adjunctive therapy for the treatment of: myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy ( 1.2 ) primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy ( 1.3 ) levetiracetam injection is for intravenous use only as an alternative for patients when oral administration is temporarily not feasible ( 1.4 ) 1.1 partial-onset seizures levetiracetam injection is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam injection is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam injection is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy. 1.4 limitations of use levetiracetam injection is for intravenous use only as an alternative for patients when oral administration is temporarily not feasible.,fda,no,"<seizures>; <juvenile myoclonic epilepsy>; <epilepsy, generalized>",
anda090992,,levetiracetam,levetiracetam,amneal pharms,,solution,oral,approved,authorised,27.10.2009,2009,no,,,,diseases of the nervous system,,,yes,,,amneal,FDA,1 indications and usage levetiracetam oral solution is indicated for the treatment of partial-onset seizures in patients 1 month of age and older (1.1) levetiracetam oral solution is indicated for adjunctive therapy for the treatment of: myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy (1.2) primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy (1.3) 1.1 partial-onset seizures levetiracetam oral solution is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam oral solution is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam oral solution is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy.,fda,no,<seizures>; <epilepsy>,
anda091093,,levetiracetam,levetiracetam,actavis labs fl inc,,tablet,oral,approved,authorised,12.09.2011,2011,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda091261,,levetiracetam,levetiracetam,apotex inc,,tablet,oral,approved,authorised,12.09.2011,2011,no,,,,diseases of the nervous system,,,yes,,,apotex,FDA,1 indications and usage levetiracetam extended-release tablets are indicated for the treatment of partial-onset seizures in patients 12 years of age and older. levetiracetam extended-release tablets are indicated for the treatment of partial-onset seizures in patients 12 years of age and older ( 1 ),fda,no,<seizures>,
anda091285,,levetiracetam,levetiracetam,sun pharm industries,,tablet,oral,approved,discontinued,12.09.2011,2011,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda091291,,levetiracetam,levetiracetam,chartwell rx,,tablet,oral,approved,discontinued,12.09.2011,2011,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda091338,,levetiracetam,levetiracetam,torrent pharms ltd,,tablet,oral,approved,discontinued,29.05.2012,2012,no,,,,,,,yes,,,torrent,FDA,,fda,no,,
anda091360,,levetiracetam,levetiracetam,endo operations,,tablet,oral,approved,discontinued,04.10.2011,2011,no,,,,,,,yes,,,endo,FDA,,fda,no,,
anda091399,,levetiracetam,levetiracetam,lupin ltd,,tablet,oral,approved,authorised,12.09.2011,2011,no,,,,diseases of the nervous system,,,yes,,,lupin,FDA,1 indications and usage levetiracetam extended-release tablet is indicated for the treatment of partial-onset seizures in patients 12 years of age and older ( 1 ) levetiracetam extended-release tablet is indicated for the treatment of partial-onset seizures in patients 12 years of age and older.,fda,no,<seizures>,
anda091430,,levetiracetam,levetiracetam,teva pharms,,tablet,oral,approved,discontinued,12.09.2011,2011,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda091485,,levetiracetam,levetiracetam,xgen pharms,,injectable,intravenous,approved,authorised,05.08.2011,2011,no,,,,,,,yes,,,xgen,FDA,,fda,no,,
anda091491,,levetiracetam,levetiracetam,zhejiang jingxin,,tablet,oral,approved,authorised,14.12.2010,2010,no,,,,diseases of the nervous system,,,yes,,,jingxin,FDA,1 indications and usage levetiracetam is indicated for the treatment of partial-onset seizures in patients 1 month of age and older (1.1) levetiracetam is indicated for adjunctive therapy for the treatment of: myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy (1.2) primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy (1.3) 1.1 partial-onset seizures levetiracetam is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy.,fda,no,<seizures>; <epilepsy>,
anda091557,,levetiracetam,levetiracetam,actavis elizabeth,,tablet,oral,approved,discontinued,12.09.2011,2011,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda091627,,levetiracetam,levetiracetam,sagent pharms,,injectable,intravenous,approved,authorised,26.06.2013,2013,no,,,,diseases of the nervous system,,,yes,,,sagent,FDA,1 indications and usage levetiracetam injection is indicated for the treatment of partial-onset seizures in patients 1 month of age and older ( 1.1 ) levetiracetam injection is indicated for adjunctive therapy for the treatment of: myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy ( 1.2 ) primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy ( 1.3 ) levetiracetam injection is for intravenous use only as an alternative for patients when oral administration is temporarily not feasible. ( 1.4 ) 1.1 partial-onset seizures levetiracetam injection is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam injection is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam injection is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy. 1.4 limitations of use levetiracetam injection is for intravenous use only as an alternative for patients when oral administration is temporarily not feasible.,fda,no,"<seizures>; <juvenile myoclonic epilepsy>; <epilepsy, generalized>",
anda091668,,levetiracetam,levetiracetam,sandoz,,tablet,oral,approved,discontinued,01.11.2012,2012,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda200475,,levetiracetam,levetiracetam,aurobindo pharma usa,,tablet,oral,approved,discontinued,19.12.2011,2011,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda201157,,levetiracetam,levetiracetam,pharm assoc,,solution,oral,approved,authorised,04.06.2015,2015,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda201293,,levetiracetam,levetiracetam,chartwell rx,,tablet,oral,approved,authorised,14.06.2011,2011,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda201464,,levetiracetam,levetiracetam,pharmadax inc,,tablet,oral,approved,discontinued,25.05.2012,2012,no,,,,,,,yes,,,pharmadax,FDA,,fda,no,,
anda202095,,levetiracetam,levetiracetam,lotus pharm co ltd,,tablet,oral,approved,discontinued,06.06.2016,2016,no,,,,,,,yes,,,lotus,FDA,,fda,no,,
anda202143,,levetiracetam,levetiracetam,am regent,,injectable,intravenous,approved,discontinued,31.01.2012,2012,no,,,,,,,yes,,,am regent,FDA,,fda,no,,
anda202167,,levetiracetam,levetiracetam,adaptis,,tablet,oral,approved,discontinued,04.09.2015,2015,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda202524,,levetiracetam,levetiracetam,rouses point pharms,,tablet,oral,approved,discontinued,27.08.2012,2012,no,,,,,,,yes,,,rouses point,FDA,,fda,no,,
anda202533,,levetiracetam,levetiracetam,prinston inc,,tablet,oral,approved,discontinued,20.07.2012,2012,no,,,,,,,yes,,,prinston,FDA,,fda,no,,
anda202869,,levetiracetam,levetiracetam,hospira inc,,injectable,intravenous,approved,authorised,06.04.2012,2012,no,,,,,,,yes,,,hospira,FDA,,fda,no,,
anda202958,,levetiracetam,levetiracetam,apotex,,tablet,oral,approved,discontinued,25.02.2015,2015,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda203052,,levetiracetam,levetiracetam,hetero labs ltd iii,,solution,oral,approved,authorised,28.02.2013,2013,no,,,,diseases of the nervous system,,,yes,,,hetero,FDA,1 indications and usage levetiracetam oral solution is indicated for the treatment of partial-onset seizures in patients 1 month of age and older (1.1) levetiracetam oral solution is indicated for adjunctive therapy for the treatment of: • myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy (1.2) • primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy (1.3) 1.1 partial-onset seizures levetiracetam oral solution is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 myoclonic seizures in patients with juvenile myoclonic epilepsy levetiracetam oral solution is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 primary generalized tonic-clonic seizures levetiracetam oral solution is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy.,fda,no,"<seizures>; <epilepsy, juvenile myoclonic>; <epilepsy, generalized>",
anda203059,,levetiracetam,levetiracetam,sun pharm,,tablet,oral,approved,discontinued,09.09.2013,2013,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda203067,,levetiracetam,levetiracetam,alembic,,solution,oral,approved,authorised,09.05.2013,2013,no,,,,,,,yes,,,alembic,FDA,,fda,no,,
anda203308,,levetiracetam,levetiracetam,mylan labs ltd,,injectable,intravenous,approved,authorised,16.09.2016,2016,no,,,,,,,yes,,,mylan,FDA,,fda,no,,
