"FORMULATION_ID"~"COMPONENT_ID"~"FORMULATION_TYPE"~"INGREDIENT_ID"~"LABEL_NAME_AND_POTENCY"~"CONCENTRATION_RATIO_1"~"CONCENTRATION_RATIO_2"~"POTENCY"~"POTENCY_MEASURED"~"UNIT_PROPORTION_CODE"~"ADDITIONAL_INFORMATION"~"STANDARDISED_FLAG"~"CREATION_DATE"~"LAST_UPDATE_DATE"~"QUANTITY"~"FORMULATION_INGREDIENT_TYPE"
2517078~350313~E~55690~~~1~~~mg~~N~08-may-2014 00:00:00~~~S
2517079~350313~A~53177~~~1~~~mg~~N~08-may-2014 00:00:00~~1.2~S
2517080~350313~E~55624~~~1~~~mg~~N~08-may-2014 00:00:00~~~S
2517081~350313~A~59204~~~1~~~mg~~N~08-may-2014 00:00:00~~.6~S
2514835~350057~A~95127~~~~~~mg~~~20-jun-2014 00:00:00~~150~S
2514828~350057~E~93278~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514829~350057~E~54400~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514831~350057~E~93242~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514832~350057~E~54420~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514833~350057~E~53016~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514834~350057~E~58409~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514830~350057~E~11771~~~~~~mg~~~20-jun-2014 00:00:00~~~PI
2514848~350059~A~95127~~~~~~mg~~~20-jun-2014 00:00:00~~75~S
2514844~350059~E~54420~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514845~350059~E~58409~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514847~350059~E~53016~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514849~350059~E~54400~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514850~350059~E~93242~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514851~350059~E~93278~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514846~350059~E~11771~~~~~~mg~~~20-jun-2014 00:00:00~~~PI
2514867~350061~A~95127~~~~~~mg~~~20-jun-2014 00:00:00~~300~S
2514860~350061~E~58409~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514861~350061~E~53016~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514862~350061~E~93278~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514864~350061~E~54400~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514865~350061~E~93242~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514866~350061~E~54420~~~~~~mg~~~20-jun-2014 00:00:00~~~S
2514863~350061~E~11771~~~~~~mg~~~20-jun-2014 00:00:00~~~PI
2555699~354866~E~53800~~~1~~~~~N~26-jun-2014 00:00:00~~~S
2555700~354866~A~76064~~3~1~~~mg/mL~~N~26-jun-2014 00:00:00~~500~S
2133396~303941~A~101578~~~~~~mg~~~18-mar-2014 00:00:00~~250~S
2133394~303941~E~94457~~~~~~mg~~~18-mar-2014 00:00:00~~~S
2133395~303941~E~54400~~~~~~mg~~~18-mar-2014 00:00:00~~~S
2133397~303941~E~57948~~~~~~mg~~~18-mar-2014 00:00:00~~~S
2133398~303941~E~58409~~~~~~mg~~~18-mar-2014 00:00:00~~~S
2133399~303941~E~53017~~~~~~mg~~~18-mar-2014 00:00:00~~~S
2133400~303941~E~54048~~~~~~mg~~~18-mar-2014 00:00:00~~~S
2133401~303941~E~93278~~~~~~mg~~~18-mar-2014 00:00:00~~~S
2133402~303941~E~93379~~~~~~mg~~~18-mar-2014 00:00:00~~~S
2133403~303941~E~55458~~~~~~mg~~~18-mar-2014 00:00:00~~~S
2516026~350195~A~96924~~~~~~mg~~~25-jun-2014 00:00:00~~400~S
2516021~350195~E~55886~~~~~~mg~~~25-jun-2014 00:00:00~~~S
2516022~350195~E~55458~~~~~~mg~~~25-jun-2014 00:00:00~~~S
2516023~350195~E~93242~~~~~~mg~~~25-jun-2014 00:00:00~~~S
2516025~350195~E~54400~~~~~~mg~~~25-jun-2014 00:00:00~~~S
2516027~350195~E~52060~~~~~~mg~~~25-jun-2014 00:00:00~~~S
2516028~350195~E~58306~~~~~~mg~~~25-jun-2014 00:00:00~~~S
2388692~335224~A~56375~~~~~~mg~~~26-feb-2014 00:00:00~~240~S
2388683~335224~E~91141~~~~~~mg~~~26-feb-2014 00:00:00~~~S
2388684~335224~E~93379~~~~~~mg~~~26-feb-2014 00:00:00~~~S
2388686~335224~E~55458~~~~~~mg~~~26-feb-2014 00:00:00~~~S
2388687~335224~E~53732~~~~~~mg~~~26-feb-2014 00:00:00~~~S
2388697~335224~E~93370~~~~~~mg~~~26-feb-2014 00:00:00~~~S
2465776~335224~E~93287~~~~~~~~~26-feb-2014 00:00:00~~~S
2465777~335224~E~93285~~~~~~~~~26-feb-2014 00:00:00~~~S
2465778~335224~E~93283~~~~~~~~~26-feb-2014 00:00:00~~~S
2465779~335224~E~55624~~~~~~~~~26-feb-2014 00:00:00~~~S
2563057~355751~E~3176~~~1~~~mg~~N~08-jul-2014 00:00:00~~~PI
2563058~355751~A~56144~~~1~~~mg~~N~08-jul-2014 00:00:00~~2~S
2563059~355751~A~100378~~~1~~~mg~~N~08-jul-2014 00:00:00~~2~S
2563060~355751~A~54851~~~1~~~mg~~N~08-jul-2014 00:00:00~~15~S
2563061~355751~A~52558~~~1~~~mg~~N~08-jul-2014 00:00:00~~10~S
2563062~355751~A~55594~~~1~~~mg~~N~08-jul-2014 00:00:00~~1~S
2563063~355751~A~53030~~~1~~~microgram~~N~08-jul-2014 00:00:00~~1~S
2563064~355751~E~1335~~~1~~~microgram~~N~08-jul-2014 00:00:00~~~PI
2563065~355751~A~53631~~~1~~~mg~~N~08-jul-2014 00:00:00~~30.4~S
2563066~355751~A~56450~~~1~~~mg~~N~08-jul-2014 00:00:00~~7~S
2563067~355751~A~55685~~~1~~~mg~~N~08-jul-2014 00:00:00~~20~S
2563068~355751~A~52985~~~1~~~mg~~N~08-jul-2014 00:00:00~~4.8~S
2563069~355751~A~55432~~~1~~~mg~~N~08-jul-2014 00:00:00~~22.1~S
2563070~355751~A~58035~~~1~~~mg~~N~08-jul-2014 00:00:00~~10~S
2563071~355751~A~94872~~~1~~~mg~~N~08-jul-2014 00:00:00~~4.07~S
2563072~355751~A~59932~~3~1~~~mg~~N~08-jul-2014 00:00:00~~40~S
2563073~355751~A~52525~~~1~~~mg~~N~08-jul-2014 00:00:00~~190~S
2563074~355751~E~93309~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563075~355751~E~55927~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563076~355751~E~93285~~~1~~~mg~~N~08-jul-2014 00:00:00~~~S
2563077~355751~A~68280~~~1~~~mg~~N~08-jul-2014 00:00:00~~.759~PILA
2563078~355751~A~100360~~~1~~~microgram~~N~08-jul-2014 00:00:00~04-apr-2016 00:00:00~10~PILA
2563079~355752~A~62450~~4~1~~~mg~~N~08-jul-2014 00:00:00~~50~S
2563080~355752~A~68779~~~1~~~mg~~N~08-jul-2014 00:00:00~~11.5~S
2563081~355752~A~59174~~4~1~~~mg~~N~08-jul-2014 00:00:00~~25~S
2563082~355752~A~62041~~4~1~~~mg~~N~08-jul-2014 00:00:00~~25~S
2563083~355752~A~60020~~4~1~~~mg~~N~08-jul-2014 00:00:00~~12.5~S
2563084~355752~A~59161~~5~1~~~mg~~N~08-jul-2014 00:00:00~~50~S
2563085~355752~A~75569~~6~1~~~mg~~N~08-jul-2014 00:00:00~~10~S
2563086~355752~A~59699~~4~1~~~mg~~N~08-jul-2014 00:00:00~~10~S
2563087~355752~A~68511~~5~1~~~mg~~N~08-jul-2014 00:00:00~~20~S
2563088~355752~E~52543~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563089~355752~E~54400~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563090~355752~E~58409~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563091~355752~E~55925~~~1~~~mg~~N~08-jul-2014 00:00:00~~~S
2563092~355752~E~53016~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563093~355752~E~93278~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563094~355752~E~57948~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563095~355752~E~2225~~~1~~~mg~~N~08-jul-2014 00:00:00~~~PI
2563096~355752~E~52641~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2515564~350136~E~53800~~~1~~~~~N~05-may-2014 00:00:00~~~S
2515565~350136~E~93224~~~1~~~~~N~05-may-2014 00:00:00~~~S
2515566~350136~A~76064~~10~1~~~mg/mL~~N~05-may-2014 00:00:00~~23~S
2515567~350136~A~76064~~1~2.5~~~mg/mL~~N~05-may-2014 00:00:00~~500~S
2503100~348647~A~56604~~~~~~mg~~~01-jul-2014 00:00:00~~1.25~S
2503096~348647~E~57944~~~~~~mg~~~01-jul-2014 00:00:00~~~S
2503097~348647~E~55775~~~~~~mg~~~01-jul-2014 00:00:00~~~S
2503098~348647~E~54252~~~~~~mg~~~01-jul-2014 00:00:00~~~S
2503099~348647~E~55888~~~~~~mg~~~01-jul-2014 00:00:00~~~S
2525282~351263~A~59392~~~1~~~mg~~N~19-may-2014 00:00:00~~250~S
2525283~351263~E~54400~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525284~351263~A~52560~Calcium phosphate 6X~~1~6~X~mg~~N~19-may-2014 00:00:00~~5~H
2525285~351263~A~59356~~~1~~~mg~~N~19-may-2014 00:00:00~~12.5~S
2525286~351263~A~54398~Magnesium phosphate 6X~~1~6~X~mg~~N~19-may-2014 00:00:00~~5~H
2525287~351263~E~93242~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525288~351263~E~57948~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525289~351263~E~58306~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525290~351263~A~93371~~~1~~~mg~~N~19-may-2014 00:00:00~~6.61~S
2525291~351263~A~97719~~~1~~~mg~~N~19-may-2014 00:00:00~~710.9~S
2525292~351263~E~93278~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525293~351263~E~52641~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525294~351263~A~52560~~~1~~~mg~~N~19-may-2014 00:00:00~~270.27~S
2525295~351263~E~1334~~~1~~~mg~~N~19-may-2014 00:00:00~~~PI
2525296~351263~E~4625~~~1~~~~~N~19-may-2014 00:00:00~~~PI
2525297~351263~E~58409~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525298~351263~A~101150~~~1~~~mg~~N~19-may-2014 00:00:00~~12~S
2525299~351263~A~55750~Silicon Dioxide 10X~~1~10~X~mg~~N~19-may-2014 00:00:00~~5~H
2525300~351263~E~53016~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525301~351263~E~55458~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525302~351263~E~1351~~~1~~~mg~~N~19-may-2014 00:00:00~~~PI
2525303~351263~A~54398~~~1~~~mg~~N~19-may-2014 00:00:00~~363.02~S
2525304~351263~A~104902~~~1~~~microgram~~N~19-may-2014 00:00:00~~425~S
2525305~351263~A~55295~~~1~~~mg~~N~19-may-2014 00:00:00~~.05~PILA
2525306~351263~A~100360~~~1~~~mg~~N~19-may-2014 00:00:00~04-apr-2016 00:00:00~.0062~PILA
2525318~351265~A~53948~~~1~~~mg/g~~N~19-may-2014 00:00:00~~100~S
2525319~351265~A~54971~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525320~351265~A~54954~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525321~351265~A~95463~~~1~~~mg/g~~N~19-may-2014 00:00:00~~35~S
2525322~351265~A~90839~~~1~~~mg/g~~N~19-may-2014 00:00:00~~30~S
2525323~351265~E~93224~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525324~351265~E~54644~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525325~351265~E~93365~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525326~351265~E~52484~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525327~351265~E~55223~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525328~351265~E~93271~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525329~351265~E~108147~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525330~351265~E~56275~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~S
2525331~351265~E~109538~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~PI
2525332~351266~A~53948~~~1~~~mg/g~~N~19-may-2014 00:00:00~~100~S
2525333~351266~A~54971~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525334~351266~A~54954~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525335~351266~A~95463~~~1~~~mg/g~~N~19-may-2014 00:00:00~~35~S
2525336~351266~A~90839~~~1~~~mg/g~~N~19-may-2014 00:00:00~~30~S
2525337~351266~E~93224~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525338~351266~E~54644~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525339~351266~E~93365~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525340~351266~E~52484~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525341~351266~E~55223~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525342~351266~E~93271~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525343~351266~E~108147~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525344~351266~E~56275~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~S
2525345~351266~E~109537~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~PI
2525346~351267~A~53948~~~1~~~mg/g~~N~19-may-2014 00:00:00~~100~S
2525347~351267~A~54971~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525348~351267~A~54954~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525349~351267~A~95463~~~1~~~mg/g~~N~19-may-2014 00:00:00~~35~S
2525350~351267~A~90839~~~1~~~mg/g~~N~19-may-2014 00:00:00~~30~S
2525351~351267~E~93224~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525352~351267~E~54644~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525353~351267~E~93365~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525354~351267~E~52484~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525355~351267~E~55223~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525356~351267~E~93271~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525357~351267~E~108147~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525358~351267~E~56275~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~S
2525359~351267~E~109538~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~PI
2525360~351267~E~56052~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525361~351267~E~52416~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525362~351268~A~53948~~~1~~~mg/g~~N~19-may-2014 00:00:00~~100~S
2525363~351268~A~54971~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525364~351268~A~54954~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525365~351268~A~95463~~~1~~~mg/g~~N~19-may-2014 00:00:00~~35~S
2525366~351268~A~90839~~~1~~~mg/g~~N~19-may-2014 00:00:00~~30~S
2525367~351268~E~93224~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525368~351268~E~54644~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525369~351268~E~93365~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525370~351268~E~52484~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525371~351268~E~55223~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525372~351268~E~93271~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525373~351268~E~108147~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525374~351268~E~56275~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~S
2525375~351268~E~109537~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~PI
2525376~351268~E~56052~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525377~351268~E~52416~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525378~351269~A~53948~~~1~~~mg/g~~N~19-may-2014 00:00:00~~100~S
2525379~351269~A~54971~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525380~351269~A~54954~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525381~351269~A~95463~~~1~~~mg/g~~N~19-may-2014 00:00:00~~35~S
2525382~351269~A~90839~~~1~~~mg/g~~N~19-may-2014 00:00:00~~30~S
2525383~351269~E~93224~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525384~351269~E~54644~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525385~351269~E~93365~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525386~351269~E~52484~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525387~351269~E~55223~~~1~~~~~N~19-may-2014 00:00:00~~~S
2527779~351583~A~106279~~~1~~~mg/g~~N~21-may-2014 00:00:00~~30~S
2527780~351583~A~54968~~~1~~~mg/g~~N~21-may-2014 00:00:00~~90~S
2527781~351583~A~94457~~~1~~~mg/g~~N~21-may-2014 00:00:00~~150~S
2527782~351583~A~56455~~~1~~~mg/g~~N~21-may-2014 00:00:00~~150~S
2527783~351583~E~108859~~~1~~~mg/g~~N~21-may-2014 00:00:00~~~PI
2527784~351583~E~55091~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527785~351583~E~93271~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527787~351582~A~106279~~~1~~~mg/g~~N~21-may-2014 00:00:00~~30~S
2527788~351582~A~54968~~~1~~~mg/g~~N~21-may-2014 00:00:00~~90~S
2527789~351582~A~94457~~~1~~~mg/g~~N~21-may-2014 00:00:00~~140.55~S
2527790~351582~A~56455~~~1~~~mg/g~~N~21-may-2014 00:00:00~~150~S
2527791~351582~E~108859~~~1~~~mg/g~~N~21-may-2014 00:00:00~~~PI
2527792~351582~E~55091~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527793~351582~E~52698~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527794~351582~E~93271~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527796~351582~E~93283~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527797~351582~E~93285~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527798~351582~E~93287~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527799~351582~E~54230~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527800~351581~A~106279~~~1~~~mg/g~~N~21-may-2014 00:00:00~~30~S
2527801~351581~A~54968~~~1~~~mg/g~~N~21-may-2014 00:00:00~~90~S
2527802~351581~A~56455~~~1~~~mg/g~~N~21-may-2014 00:00:00~~250~S
2527803~351581~E~108863~~~1~~~mg/g~~N~21-may-2014 00:00:00~~~PI
2527804~351581~E~55091~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527805~351581~E~93271~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527807~351581~E~12927~~~1~~~mg/g~~N~21-may-2014 00:00:00~~~PI
2426101~339633~A~95489~~~~~~mg~~~13-mar-2014 00:00:00~~50~S
2426096~339633~E~54400~~~~~~mg~~~13-mar-2014 00:00:00~~~S
2426097~339633~E~54252~~~~~~mg~~~13-mar-2014 00:00:00~~~S
2426098~339633~E~55458~~~~~~mg~~~13-mar-2014 00:00:00~~~S
2426100~339633~E~101072~~~~~~mg~~~13-mar-2014 00:00:00~~~S
2426099~339633~E~1475~~~~~~mg~~~13-mar-2014 00:00:00~~~PI
2461218~343755~A~91676~~~1~~~mg~~N~19-feb-2014 00:00:00~~242.5~S
2461219~343755~A~83764~~40~1~~~mg~~N~19-feb-2014 00:00:00~~30~S
2461220~343755~E~103895~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461221~343755~E~93278~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461222~343755~E~55957~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461223~343755~E~54400~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461224~343755~E~57971~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461225~343755~A~55606~~~1~~~mg~~N~19-feb-2014 00:00:00~~500~S
2461226~343755~A~94990~~9~1~~~mg~~N~19-feb-2014 00:00:00~~25~S
2461227~343755~E~93242~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461228~343755~E~57948~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461229~343755~E~3963~~~1~~~mg~~N~19-feb-2014 00:00:00~~~PI
2461230~343755~E~53016~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461231~343755~E~55750~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461232~343755~E~10618~~~1~~~mg~~N~19-feb-2014 00:00:00~~~PI
2461233~343755~A~62088~~25~1~~~mg~~N~19-feb-2014 00:00:00~~76~S
2461234~343755~A~93262~~~1~~~mg~~N~19-feb-2014 00:00:00~~41.3802~PILA
2461235~343755~A~98737~~~1~~~mg~~N~19-feb-2014 00:00:00~~40~PILA
2461548~343797~A~96073~~~1~~~mg/g~~N~19-feb-2014 00:00:00~~20~S
2461549~343797~E~54204~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461550~343797~E~52712~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461551~343797~E~94609~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461552~343797~E~53800~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461553~343797~E~55820~~~1~~~mg/g~~N~19-feb-2014 00:00:00~~~S
2461554~343797~E~52323~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461555~343797~E~104308~~~1~~~g/g~~N~19-feb-2014 00:00:00~~~S
2461556~343797~E~93224~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461557~343797~E~57905~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2461558~343797~E~57963~~~1~~~~~N~19-feb-2014 00:00:00~~~S
2563258~355769~E~96260~~~1~~~mg~~N~08-jul-2014 00:00:00~~~S
2563259~355769~E~93224~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563260~355769~E~93285~~~1~~~mg~~N~08-jul-2014 00:00:00~~~S
2563261~355769~E~53800~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563262~355769~E~53757~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2563263~355769~E~93262~~~1~~~~~N~08-jul-2014 00:00:00~~~S
2525388~351269~E~93271~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525389~351269~E~108147~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525390~351269~E~56275~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~S
2525391~351269~E~109538~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~PI
2525392~351269~E~56052~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525393~351269~E~52416~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525394~351270~E~108860~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~PI
2525395~351270~A~56455~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525396~351270~A~54954~~~1~~~mg/g~~N~19-may-2014 00:00:00~~100~S
2525397~351270~A~90839~~~1~~~mg/g~~N~19-may-2014 00:00:00~~40~S
2525398~351270~A~95463~~~1~~~mg/g~~N~19-may-2014 00:00:00~~50~S
2525399~351270~E~93224~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525400~351270~E~93365~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525401~351270~E~54644~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525402~351270~E~52484~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525403~351270~E~55223~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525404~351270~E~93271~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525405~351270~E~108147~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525406~351270~E~53389~~~1~~~mg/g~~N~19-may-2014 00:00:00~~~S
2525407~351271~A~60202~~1~2~~~microlitre/mL~~N~19-may-2014 00:00:00~~72~S
2525408~351271~E~93224~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525409~351271~A~62323~~1~1~~~microlitre/mL~~N~19-may-2014 00:00:00~~176~S
2525410~351271~A~68779~~1~2~~~microlitre/mL~~N~19-may-2014 00:00:00~~72~S
2525411~351271~A~53580~~~1~~~microlitre/mL~~N~19-may-2014 00:00:00~~2~S
2525412~351271~A~62337~~1~2~~~microlitre/mL~~N~19-may-2014 00:00:00~~70.4~S
2525413~351271~E~53462~~~1~~~microlitre/mL~~N~19-may-2014 00:00:00~~~S
2525414~351271~E~53800~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525415~351272~E~93309~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525416~351272~E~57933~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525417~351272~E~52954~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525418~351272~E~55927~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525419~351272~E~53757~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525420~351272~A~67593~~~1~~~mg~~N~19-may-2014 00:00:00~~750~S
2525421~351272~E~53800~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525422~351272~E~93224~~~1~~~~~N~19-may-2014 00:00:00~~~S
2525423~351272~E~75927~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525424~351272~E~93283~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525425~351272~E~93287~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525426~351272~E~93285~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525427~351272~A~105696~~~1~~~mg~~N~19-may-2014 00:00:00~~200~S
2525900~351325~E~55886~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525901~351325~E~55458~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525902~351324~E~101072~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525903~351325~A~55087~~~1~~~mg~~N~19-may-2014 00:00:00~~500~S
2525904~351325~A~52959~~~1~~~mg~~N~19-may-2014 00:00:00~~6~S
2525905~351324~E~54400~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525906~351325~E~93224~~~1~~~QS~~N~19-may-2014 00:00:00~~~S
2525907~351324~A~55087~~~1~~~mg~~N~19-may-2014 00:00:00~~500~S
2525908~351324~A~55577~~~1~~~mg~~N~19-may-2014 00:00:00~~30~S
2525909~351325~E~54400~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525910~351324~E~53441~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525911~351324~E~55458~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525912~351325~E~93242~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525913~351325~E~58409~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525914~351324~E~93242~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525915~351324~A~52779~~~1~~~mg~~N~19-may-2014 00:00:00~~2~S
2525916~351325~E~55950~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525917~351324~E~58409~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525918~351324~E~55950~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2525919~351325~A~55577~~~1~~~mg~~N~19-may-2014 00:00:00~~30~S
2525920~351325~E~55950~~~1~~~mg~~N~19-may-2014 00:00:00~~~S
2532465~352122~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~25~S
