"FORMULATION_ID"~"COMPONENT_ID"~"FORMULATION_TYPE"~"INGREDIENT_ID"~"LABEL_NAME_AND_POTENCY"~"CONCENTRATION_RATIO_1"~"CONCENTRATION_RATIO_2"~"POTENCY"~"POTENCY_MEASURED"~"UNIT_PROPORTION_CODE"~"ADDITIONAL_INFORMATION"~"STANDARDISED_FLAG"~"CREATION_DATE"~"LAST_UPDATE_DATE"~"QUANTITY"~"FORMULATION_INGREDIENT_TYPE"
2532460~352122~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532461~352122~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532462~352122~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532463~352122~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532464~352122~E~2328~~~~~~QS~~~24-jun-2014 00:00:00~~~PI
2532470~352123~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~50~S
2532466~352123~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532467~352123~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532468~352123~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532469~352123~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532475~352124~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~75~S
2532471~352124~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532472~352124~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532473~352124~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532474~352124~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532481~352125~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~100~S
2532476~352125~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532477~352125~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532478~352125~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532479~352125~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532480~352125~E~93285~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532487~352126~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~150~S
2532482~352126~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532483~352126~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532484~352126~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532485~352126~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532486~352126~E~2328~~~~~~QS~~~24-jun-2014 00:00:00~~~PI
2532493~352127~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~200~S
2532488~352127~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532489~352127~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532490~352127~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532491~352127~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532492~352127~E~2328~~~~~~QS~~~24-jun-2014 00:00:00~~~PI
2532500~352128~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~225~S
2532494~352128~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532495~352128~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532496~352128~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532497~352128~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532499~352128~E~93285~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532498~352128~E~2328~~~~~~QS~~~24-jun-2014 00:00:00~~~PI
2532507~352129~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~300~S
2532501~352129~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532502~352129~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532503~352129~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532504~352129~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532506~352129~E~93285~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532505~352129~E~2328~~~~~~QS~~~24-jun-2014 00:00:00~~~PI
2532529~352133~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~100~S
2532524~352133~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532525~352133~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532526~352133~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532527~352133~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532528~352133~E~93285~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532535~352134~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~150~S
2532530~352134~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532531~352134~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532532~352134~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532533~352134~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532534~352134~E~2328~~~~~~QS~~~24-jun-2014 00:00:00~~~PI
2532541~352135~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~200~S
2532536~352135~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532537~352135~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532538~352135~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532539~352135~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532540~352135~E~2328~~~~~~QS~~~24-jun-2014 00:00:00~~~PI
2532548~352136~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~225~S
2532542~352136~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532543~352136~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532544~352136~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532545~352136~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532547~352136~E~93285~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532546~352136~E~2328~~~~~~QS~~~24-jun-2014 00:00:00~~~PI
2532555~352137~A~104815~~~~~~mg~~~24-jun-2014 00:00:00~~300~S
2374942~333501~A~56251~~~~~~mg/g~~~26-feb-2014 00:00:00~~.55~S
2374936~333501~E~58055~~~~~~mg/g~~~26-feb-2014 00:00:00~~~S
2374937~333501~E~95425~~~~~~QS~~~26-feb-2014 00:00:00~~~S
2374938~333501~E~52296~~~~~~mg/g~~~26-feb-2014 00:00:00~~~S
2374939~333501~E~93224~~~~~~QS~~~26-feb-2014 00:00:00~~~S
2374940~333501~E~61582~~~~~~mg/g~~~26-feb-2014 00:00:00~~~S
2374941~333501~E~55820~~~~~~QS~~~26-feb-2014 00:00:00~~~S
2374943~333501~E~55403~~~~~~mg/g~~~26-feb-2014 00:00:00~~~S
2374944~333501~E~53328~~~~~~mg/g~~~26-feb-2014 00:00:00~~~S
2468635~344612~E~57981~~~1~~~% w/v~~N~03-mar-2014 00:00:00~~~S
2468636~344612~E~106106~~~1~~~% w/v~~N~03-mar-2014 00:00:00~~~PI
2468637~344612~E~93224~~~1~~~% w/v~~N~03-mar-2014 00:00:00~~~S
2468638~344612~E~52639~~~1~~~% w/v~~N~03-mar-2014 00:00:00~~~S
2468639~344612~E~55797~~~1~~~% w/v~~N~03-mar-2014 00:00:00~~~S
2468640~344612~E~55690~~~1~~~% w/v~~N~03-mar-2014 00:00:00~~~S
2468641~344612~E~54644~~~1~~~% w/v~~N~03-mar-2014 00:00:00~~~S
2468642~344612~E~52596~~~1~~~% w/v~~N~03-mar-2014 00:00:00~~~S
2468643~344612~E~53462~~~1~~~% v/v~~N~03-mar-2014 00:00:00~~~S
2468644~344612~A~100644~~~1~~~% w/v~~N~03-mar-2014 00:00:00~~2~S
2468645~344612~E~52877~~~1~~~% w/v~~N~03-mar-2014 00:00:00~04-apr-2016 00:00:00~~S
2526695~351435~E~93365~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2526696~351435~E~53462~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2526697~351435~E~54644~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2526698~351435~E~55549~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2526699~351435~A~52804~~~1~~~mg/g~~N~20-may-2014 00:00:00~~87~S
2526700~351435~E~52190~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2526701~351435~E~93224~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2526702~351435~E~54475~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2526703~351435~E~73795~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2526704~351435~E~53800~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2526705~351435~E~54606~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2526706~351435~E~52702~~~1~~~mg/g~~N~20-may-2014 00:00:00~~~S
2473832~345246~A~100579~~~~~~mg~as hydrochloride.  Also includes a 7 % overage (1.07 mg/vial)~~25-mar-2014 00:00:00~04-apr-2016 00:00:00~1~S
2473829~345246~E~63554~~~~~~mg~~~25-mar-2014 00:00:00~~~S
2473830~345246~E~55797~~~~~~mg~~~25-mar-2014 00:00:00~~~S
2473831~345246~E~68349~~~~~~mg~~~25-mar-2014 00:00:00~~~S
2473833~345246~E~55795~~~~~~mg~~~25-mar-2014 00:00:00~~~S
2473834~345246~E~56582~~~~~~QS~~~25-mar-2014 00:00:00~~~S
2473835~345246~E~95425~~~~~~QS~~~25-mar-2014 00:00:00~~~S
2429741~340087~A~98645~~~~~~mg~~~26-mar-2014 00:00:00~~10.4~S
2429738~340087~E~93242~~~~~~mg~~~26-mar-2014 00:00:00~~~S
2429739~340087~E~53016~~~~~~mg~~~26-mar-2014 00:00:00~~~S
2429742~340087~E~54420~~~~~~mg~~~26-mar-2014 00:00:00~~~S
2429743~340087~E~52228~~~~~~mg~~~26-mar-2014 00:00:00~~~S
2429744~340087~E~54400~~~~~~mg~~~26-mar-2014 00:00:00~~~S
2429745~340087~E~93285~~~~~~mg~~~26-mar-2014 00:00:00~~~S
2429746~340087~E~93287~~~~~~mg~~~26-mar-2014 00:00:00~~~S
2429740~340087~E~107148~~~~~~microgram~ARTG PI# 107148~~26-mar-2014 00:00:00~~~PI
2532549~352137~E~57944~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532550~352137~E~93379~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532551~352137~E~53757~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532552~352137~E~94457~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532554~352137~E~93285~~~~~~mg~~~24-jun-2014 00:00:00~~~S
2532553~352137~E~2328~~~~~~QS~~~24-jun-2014 00:00:00~~~PI
2527848~351588~E~93316~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527849~351588~E~58409~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527850~351588~E~52224~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527851~351588~A~90599~~~1~~~million CFU~~N~21-may-2014 00:00:00~~500~S
2527852~351588~E~54400~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527853~351588~A~100829~~~1~~~mg~~N~21-may-2014 00:00:00~~100~S
2527854~351588~E~93242~~~1~~~~~N~21-may-2014 00:00:00~~~S
2527855~351588~E~3206~~~1~~~~~N~21-may-2014 00:00:00~~~PI
2527856~351588~A~101288~~~1~~~billion CFU~~N~21-may-2014 00:00:00~~4.5~S
2527857~351588~A~94965~~~1~~~billion CFU~~N~21-may-2014 00:00:00~~15~S
2431325~340262~A~75085~~~~~~mg~~~07-mar-2014 00:00:00~~3~S
2431322~340262~E~68903~~~~~~QS~~~07-mar-2014 00:00:00~~~S
2431323~340262~E~56582~~~~~~QS~~~07-mar-2014 00:00:00~~~S
2431324~340262~E~55795~~~~~~mg~~~07-mar-2014 00:00:00~~~S
2535083~352444~A~55700~~~1~~~mg/g~~N~03-jun-2014 00:00:00~~170~S
2535084~352444~A~54250~~~1~~~mg/g~~N~03-jun-2014 00:00:00~~170~S
2535085~352444~E~94317~~~1~~~QS~~N~03-jun-2014 00:00:00~~~S
2553893~354634~E~53580~~~1~~~% v/v~~N~24-jun-2014 00:00:00~~~S
2553894~354634~A~53462~~~1~~~% v/v~~N~24-jun-2014 00:00:00~~70~S
2553895~354634~E~93224~~~1~~~% v/v~~N~24-jun-2014 00:00:00~~~S
2553896~354634~E~53800~~~1~~~% v/v~~N~24-jun-2014 00:00:00~~~S
2553897~354634~E~13132~~~1~~~% w/v~~N~24-jun-2014 00:00:00~~~PI
2562601~355682~A~60157~~25~1~~~mg~~N~07-jul-2014 00:00:00~~2.5~S
2562602~355682~A~59351~~45~1~~~mg~~N~07-jul-2014 00:00:00~~10~S
2562603~355682~E~93370~~~1~~~~~N~07-jul-2014 00:00:00~~~S
2562604~355682~E~55957~~~1~~~~~N~07-jul-2014 00:00:00~~~S
2562605~355682~A~82412~~1~1~~~mg~~N~07-jul-2014 00:00:00~~9~S
2562606~355682~E~93316~~~1~~~~~N~07-jul-2014 00:00:00~~~S
2562607~355682~E~55764~~~1~~~~~N~07-jul-2014 00:00:00~~~S
2458855~343515~A~56455~~~1~~~mg/g~~N~13-feb-2014 00:00:00~~250~S
2458856~343515~E~108308~~~1~~~mg/g~~N~13-feb-2014 00:00:00~~~S
2458857~343515~E~53580~~~1~~~mg/g~~N~13-feb-2014 00:00:00~~~S
2458858~343515~E~55950~~~1~~~~~N~13-feb-2014 00:00:00~~~S
2461853~343829~E~55549~~~1~~~mg/mL~~N~20-feb-2014 00:00:00~~~S
2461854~343829~A~95724~~~1~~~mg/mL~~N~20-feb-2014 00:00:00~~200~S
2461855~343829~E~53462~~~1~~~mg/mL~~N~20-feb-2014 00:00:00~~~S
2461856~343829~E~55164~~~1~~~mg/mL~~N~20-feb-2014 00:00:00~~~S
2461857~343829~A~59773~~~1~~~mg/mL~~N~20-feb-2014 00:00:00~~400~S
2357357~331397~A~61251~~~~~~% v/v~from atmosphere ((compressed))~~24-feb-2014 00:00:00~~100~S
2465780~335224~E~55987~~~~~~~~~26-feb-2014 00:00:00~~~S
2533224~352239~A~55167~~~~~~mg~~~14-jul-2014 00:00:00~~100~S
2533220~352239~E~55950~~~~~~mg~~~14-jul-2014 00:00:00~~~S
2533221~352239~E~93379~~~~~~mg~~~14-jul-2014 00:00:00~~~S
2533222~352239~E~55987~~~~~~mg~~~14-jul-2014 00:00:00~~~S
2533223~352239~E~54252~~~~~~mg~~~14-jul-2014 00:00:00~~~S
2580483~357724~A~55577~~~1~~~mg~~N~30-jul-2014 00:00:00~~60~S
2580484~357724~E~52543~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580485~357724~E~93242~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580486~357724~E~54400~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580491~357726~A~55577~~~1~~~mg~~N~30-jul-2014 00:00:00~~60~S
2580492~357726~E~52543~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580493~357726~E~93242~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580495~357726~E~54400~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580502~357727~E~57944~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580503~357727~A~55087~~~1~~~mg~~N~30-jul-2014 00:00:00~~500~S
2580504~357727~E~54400~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580505~357727~E~68349~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580506~357728~A~56051~~~1~~~mg~~N~30-jul-2014 00:00:00~~890~S
2580507~357728~A~55775~~~1~~~g~~N~30-jul-2014 00:00:00~~1.76~S
2580508~357728~A~90041~~~1~~~mg~~N~30-jul-2014 00:00:00~~630~S
2580509~357728~E~55690~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580510~357728~A~52877~~~1~~~mg~~N~30-jul-2014 00:00:00~04-apr-2016 00:00:00~720~S
2580511~357728~E~4480~~~1~~~mg~~N~30-jul-2014 00:00:00~~~PI
2580523~357730~E~54252~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580524~357730~E~93242~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580525~357730~E~54400~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580526~357730~A~53374~~~1~~~mg~~N~30-jul-2014 00:00:00~~25~S
2580527~357730~E~55950~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580528~357730~E~93224~~~1~~~QS~~N~30-jul-2014 00:00:00~~~S
2580529~357730~E~93242~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580541~357732~E~68471~~~1~~~microgram~~N~30-jul-2014 00:00:00~~~S
2580542~357732~E~58409~~~1~~~microgram~~N~30-jul-2014 00:00:00~~~S
2580543~357732~A~54353~~~1~~~mg~~N~30-jul-2014 00:00:00~~10~S
2580544~357732~E~54400~~~1~~~microgram~~N~30-jul-2014 00:00:00~~~S
2580545~357732~E~101072~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580546~357732~E~54252~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2580547~357732~E~55950~~~1~~~mg~~N~30-jul-2014 00:00:00~~~S
2551304~354363~A~72295~~~~~~mg~~~31-jul-2014 00:00:00~~25~S
2551301~354363~E~57948~~~~~~mg~~~31-jul-2014 00:00:00~~~S
2596567~359510~E~55927~~~1~~~~~N~21-aug-2014 00:00:00~~~S
2596568~359510~E~93309~~~1~~~~~N~21-aug-2014 00:00:00~~~S
2596569~359510~E~96260~~~1~~~~~N~21-aug-2014 00:00:00~~~S
2596570~359510~E~53800~~~1~~~~~N~21-aug-2014 00:00:00~~~S
2596571~359510~E~57893~~~1~~~~~N~21-aug-2014 00:00:00~~~S
2596572~359510~A~59773~~~1~~~mg~~N~21-aug-2014 00:00:00~~500~S
2596573~359510~E~53757~~~1~~~~~N~21-aug-2014 00:00:00~~~S
2596574~359510~E~93224~~~1~~~~~N~21-aug-2014 00:00:00~~~S
2596575~359510~E~57932~~~1~~~~~N~21-aug-2014 00:00:00~~~S
2596576~359510~E~93260~~~1~~~~~N~21-aug-2014 00:00:00~~~S
2633810~364146~E~55774~~~1~~~mg/mL~~N~16-oct-2014 00:00:00~~~S
2633811~364146~E~53800~~~1~~~mg/mL~~N~16-oct-2014 00:00:00~~~S
2633812~364146~E~55690~~~1~~~mg/mL~~N~16-oct-2014 00:00:00~~~S
2633813~364146~A~55283~~~1~~~mg/mL~~N~16-oct-2014 00:00:00~~4~S
2633814~364146~E~52877~~~1~~~mg/mL~~N~16-oct-2014 00:00:00~04-apr-2016 00:00:00~~S
2633815~364146~E~56424~~~1~~~mg/mL~~N~16-oct-2014 00:00:00~~~S
2633816~364146~E~55799~~~1~~~mg/mL~~N~16-oct-2014 00:00:00~~~S
2633817~364146~E~4711~~~1~~~mg/mL~~N~16-oct-2014 00:00:00~~~PI
2633818~364146~E~93224~~~1~~~mg/mL~~N~16-oct-2014 00:00:00~~~S
2633819~364146~E~55549~~~1~~~mg/mL~~N~16-oct-2014 00:00:00~~~S
2591751~359054~E~55458~~~1~~~mg~~N~15-aug-2014 00:00:00~~~S
2591752~359054~E~10792~~~1~~~mg~~N~15-aug-2014 00:00:00~~~PI
2591753~359054~E~93242~~~1~~~mg~~N~15-aug-2014 00:00:00~~~S
2591754~359054~A~96429~~~1~~~mg~~N~15-aug-2014 00:00:00~~30~S
2591755~359054~E~54400~~~1~~~mg~~N~15-aug-2014 00:00:00~~~S
2591756~359054~E~53016~~~1~~~mg~~N~15-aug-2014 00:00:00~~~S
2591757~359054~E~55950~~~1~~~mg~~N~15-aug-2014 00:00:00~~~S
2589747~358798~A~53580~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~100~S
2589748~358798~E~58203~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589749~358798~A~54475~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~250~S
2589751~358798~E~84619~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589752~358798~A~54690~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~150~S
2589753~358798~A~52577~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~100~S
2589762~358799~E~12066~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~PI
2589763~358799~E~52762~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589764~358799~E~100563~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589765~358799~E~100364~~~1~~~mg/g~~N~13-aug-2014 00:00:00~30-mar-2016 00:00:00~~S
2589766~358799~E~53328~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589767~358799~E~93224~~~1~~~QS~~N~13-aug-2014 00:00:00~~~S
2589768~358799~E~57963~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589769~358799~E~58203~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589770~358799~E~75927~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589771~358799~E~94735~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589772~358799~A~52746~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~1~S
2589773~358799~E~93245~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589774~358799~A~100666~~~1~~~mg/g~~N~13-aug-2014 00:00:00~04-apr-2016 00:00:00~10~S
2589775~358799~E~55355~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~~S
2589776~358799~A~52441~~~1~~~mg/g~~N~13-aug-2014 00:00:00~~50~S
2622669~362641~E~53757~~~1~~~~~N~26-sep-2014 00:00:00~~~S
2622670~362641~A~68335~~1~~~~mg~~N~26-sep-2014 00:00:00~~200~S
2622671~362641~E~93224~~~1~~~~~N~26-sep-2014 00:00:00~~~S
2615649~361823~A~100411~~~~~~mg~~~07-oct-2014 00:00:00~~48.485~S
2615646~361823~E~53016~~~~~~mg~~~07-oct-2014 00:00:00~~~S
2615647~361823~E~54252~~~~~~mg~~~07-oct-2014 00:00:00~~~S
2615652~361823~E~93242~~~~~~mg~~~07-oct-2014 00:00:00~~~S
2615653~361823~E~54400~~~~~~mg~~~07-oct-2014 00:00:00~~~S
2615645~361823~E~3089~~~~~~~~~07-oct-2014 00:00:00~~~PI
2615648~361823~E~3482~~~~~~~~~07-oct-2014 00:00:00~~~PI
2615650~361823~E~3088~~~~~~mg~~~07-oct-2014 00:00:00~~~PI
2615651~361823~E~3481~~~~~~mg~~~07-oct-2014 00:00:00~~~PI
2615665~361825~A~100411~~~~~~mg~~~07-oct-2014 00:00:00~~96.97~S
2615664~361825~E~54252~~~~~~mg~~~07-oct-2014 00:00:00~~~S
2615667~361825~E~54400~~~~~~mg~~~07-oct-2014 00:00:00~~~S
2615668~361825~E~93242~~~~~~mg~~~07-oct-2014 00:00:00~~~S
2615669~361825~E~53016~~~~~~mg~~~07-oct-2014 00:00:00~~~S
2615663~361825~E~3089~~~~~~~~~07-oct-2014 00:00:00~~~PI
2615666~361825~E~3481~~~~~~mg~~~07-oct-2014 00:00:00~~~PI
2615670~361825~E~3482~~~~~~~~~07-oct-2014 00:00:00~~~PI
2615671~361825~E~3088~~~~~~mg~~~07-oct-2014 00:00:00~~~PI
2580580~357736~A~104814~~~~~~mg~~~09-oct-2014 00:00:00~~40~S
2580581~357736~A~53957~~~~~~mg~~~09-oct-2014 00:00:00~~25~S
2580582~357736~E~79271~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580583~357736~E~93242~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580584~357736~E~53017~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580585~357736~E~54400~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580586~357736~E~93278~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580587~357736~E~67610~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580588~357736~E~94457~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580589~357736~E~93287~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580590~357736~E~93285~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580602~357738~A~104814~~~~~~mg~~~09-oct-2014 00:00:00~~20~S
2580603~357738~A~53957~~~~~~mg~~~09-oct-2014 00:00:00~~12.5~S
2580604~357738~E~79271~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580605~357738~E~93242~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580606~357738~E~53017~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580607~357738~E~54400~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580608~357738~E~93278~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580609~357738~E~67610~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580610~357738~E~94457~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580611~357738~E~93287~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580612~357738~E~93285~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580613~357739~A~104814~~~~~~mg~~~09-oct-2014 00:00:00~~40~S
2580614~357739~A~53957~~~~~~mg~~~09-oct-2014 00:00:00~~12.5~S
2580615~357739~E~79271~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580616~357739~E~93242~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580617~357739~E~53017~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580618~357739~E~54400~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580619~357739~E~93278~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580620~357739~E~67610~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580621~357739~E~94457~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580622~357739~E~93287~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580623~357739~E~93285~~~~~~mg~~~09-oct-2014 00:00:00~~~S
2580624~357740~A~104814~~~~~~mg~~~09-oct-2014 00:00:00~~40~S
2623045~362694~E~91428~~~~~~QS~~~11-nov-2014 00:00:00~~~S
2623047~362694~E~54198~~~~~~QS~~~11-nov-2014 00:00:00~~~S
2623046~362694~E~108592~~~~~~mg~~~11-nov-2014 00:00:00~~~PI
2623050~362695~A~55433~~~~~~mg~149.774 mg potassium clavulanate is equivalent to clavulanic acid 125 mg~~11-nov-2014 00:00:00~~149.774~S
2623052~362695~A~100606~~~~~~mg~1012.617 mg of amoxicillin tryhydrate is equivalent to amoxicillin 875 mg~~11-nov-2014 00:00:00~~1012.617~S
2623048~362695~E~54198~~~~~~QS~~~11-nov-2014 00:00:00~~~S
2623051~362695~E~54400~~~~~~mg~~~11-nov-2014 00:00:00~~~S
2623053~362695~E~91428~~~~~~QS~~~11-nov-2014 00:00:00~~~S
2623054~362695~E~93242~~~~~~mg~~~11-nov-2014 00:00:00~~~S
2623055~362695~E~58409~~~~~~mg~~~11-nov-2014 00:00:00~~~S
2623056~362695~E~101072~~~~~~mg~~~11-nov-2014 00:00:00~~~S
2623049~362695~E~108592~~~~~~mg~~~11-nov-2014 00:00:00~~~PI
2567303~356251~A~60431~~4~1~~~mg~~N~15-jul-2014 00:00:00~~100~S
2567304~356251~E~55750~~~1~~~~~N~15-jul-2014 00:00:00~~~S
2567305~356251~A~52530~~~1~~~mg~~N~15-jul-2014 00:00:00~~125.37~S
2567306~356251~A~56144~~~1~~~mg~~N~15-jul-2014 00:00:00~~6.03~S
2567307~356251~A~53030~~~1~~~microgram~~N~15-jul-2014 00:00:00~~400~S
