DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year,Marketing_authorisation_holder_extracted,Drug_class,Agency
75000,02264560,myfortic,mycophenolic acid (mycophenolate sodium),tablet,oral,approved,04.02.2005,approved,novartis pharmaceuticals canada inc,2005,novartis,small molecule,HealthCanada
75001,02264579,myfortic,mycophenolic acid (mycophenolate sodium),tablet,oral,approved,04.02.2005,approved,novartis pharmaceuticals canada inc,2005,novartis,small molecule,HealthCanada
75010,02264633,retin-a micro,tretinoin,gel,topical,approved,28.02.2005,approved,"bausch health, canada inc.",2005,bausch,small molecule,HealthCanada
75038,02264870,ultra headache relief,caffeine; acetaminophen,tablet,oral,marketed,17.06.2005,approved,vita health products inc,2005,vita health,small molecule,HealthCanada
75044,02264935,malarone pediatric,atovaquone; proguanil hydrochloride,tablet,oral,marketed,17.05.2005,approved,glaxosmithkline inc,2005,glaxosmithkline,small molecule,HealthCanada
75087,02265400,benylin extra strength cough complete,dextromethorphan hydrobromide; menthol; pseudoephedrine hydrochloride; guaifenesin,syrup,oral,marketed,30.09.2005,approved,mcneil consumer healthcare division of johnson & johnson inc,2005,johnson & johnson,small molecule,HealthCanada
75088,02265419,benylin extra strength cough & chest congestion,menthol; dextromethorphan hydrobromide; guaifenesin,syrup,oral,marketed,30.03.2005,approved,mcneil consumer healthcare division of johnson & johnson inc,2005,johnson & johnson,small molecule,HealthCanada
75089,02265427,benylin extra strength chest congestion & cold,menthol; guaifenesin,syrup,oral,marketed,30.09.2005,approved,mcneil consumer healthcare division of johnson & johnson inc,2005,johnson & johnson,small molecule,HealthCanada
75090,02265435,novomix 30,insulin aspart protamine; insulin aspart,suspension,subcutaneous,approved,25.02.2005,approved,novo nordisk canada inc,2005,novo nordisk,peptides and proteins,HealthCanada
75095,02265494,mylan-lamotrigine,lamotrigine,tablet,oral,approved,31.03.2005,approved,mylan pharmaceuticals ulc,2005,mylan,small molecule,HealthCanada
75096,02265508,mylan-lamotrigine,lamotrigine,tablet,oral,approved,31.03.2005,approved,mylan pharmaceuticals ulc,2005,mylan,small molecule,HealthCanada
75097,02265516,mylan-lamotrigine,lamotrigine,tablet,oral,approved,31.03.2005,approved,mylan pharmaceuticals ulc,2005,mylan,small molecule,HealthCanada
75100,02265540,crestor - 5mg,rosuvastatin (rosuvastatin calcium),tablet,oral,approved,04.03.2005,approved,astrazeneca canada inc,2005,astrazeneca,small molecule,HealthCanada
75127,02265826,sandoz azithromycin,azithromycin (azithromycin dihydrate),tablet,oral,approved,02.11.2005,approved,sandoz canada incorporated,2005,sandoz,small molecule,HealthCanada
75141,02265974,sevoflurane,sevoflurane,liquid,inhalation,approved,15.03.2005,approved,baxter corporation,2005,baxter,small molecule,HealthCanada
75142,02265982,bleomycin for injection,bleomycin (bleomycin sulfate),powder,subcutaneous; intramuscular; intrapleural; intravenous,approved,30.03.2005,approved,fresenius kabi canada ltd,2005,fresenius,biologics,HealthCanada
75144,02266008,apo-fosinopril,fosinopril sodium,tablet,oral,approved,31.03.2005,approved,apotex inc,2005,apotex,small molecule,HealthCanada
75145,02266016,apo-fosinopril,fosinopril sodium,tablet,oral,approved,31.03.2005,approved,apotex inc,2005,apotex,small molecule,HealthCanada
75157,02266121,sativex,delta-9-tetrahydrocannabinol (cannabis sativa extract); cannabidiol (cannabis sativa extract),spray,buccal,approved,15.04.2005,approved,jazz pharmaceuticals operations uk limited,2005,jazz,small molecule,HealthCanada
75176,02266342,"flumazenil injection, usp",flumazenil,solution,intravenous,approved,30.03.2005,approved,fresenius kabi canada ltd,2005,fresenius,small molecule,HealthCanada
75180,02266385,taro-mometasone lotion,mometasone furoate,lotion,topical,approved,16.09.2009,approved,taro pharmaceuticals inc,2009,taro,small molecule,HealthCanada
75196,02266539,sandoz clarithromycin,clarithromycin,tablet,oral,approved,01.05.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
75197,02266547,sandoz clarithromycin,clarithromycin,tablet,oral,approved,01.05.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
75207,02266660,teva-atenolol,atenolol,tablet,oral,approved,27.05.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75209,02266687,apo-methylphenidate sr,methylphenidate hydrochloride,tablet,oral,approved,31.03.2005,approved,apotex inc,2005,apotex,small molecule,HealthCanada
75210,02266695,lithmax,lithium carbonate,tablet,oral,approved,31.03.2005,approved,aa pharma inc,2005,aa,small molecule,HealthCanada
75233,02266938,taro-clindamycin,clindamycin (clindamycin phosphate),solution,topical,approved,25.04.2005,approved,taro pharmaceuticals inc,2005,taro,small molecule,HealthCanada
75254,02267144,hygenipak 2% chg foaming skin cleanser,chlorhexidine gluconate,solution,topical; topical,marketed,29.07.2005,approved,sc johnson professional ca inc,2005,sc johnson,small molecule,HealthCanada
75263,02267233,tecta,pantoprazole (pantoprazole magnesium),tablet,oral,approved,22.04.2005,approved,takeda canada inc,2005,takeda,small molecule,HealthCanada
75279,02267365,ino-f-san instant hand sanitizer,benzethonium chloride,liquid,topical,marketed,21.04.2005,approved,groupe dissan inc.,2005,dissan,small molecule,HealthCanada
75280,02267373,ino-f antibac antibacterial hand soap,triclosan,liquid,topical,marketed,21.04.2005,approved,groupe dissan inc.,2005,dissan,small molecule,HealthCanada
75288,02267470,teva-bisoprolol,bisoprolol fumarate,tablet,oral,approved,05.05.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75289,02267489,teva-bisoprolol,bisoprolol fumarate,tablet,oral,approved,05.05.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75302,02267616,advil cold and sinus daytime,ibuprofen; pseudoephedrine hydrochloride,tablet,oral,approved,27.05.2005,approved,glaxosmithkline consumer healthcare ulc,2005,glaxosmithkline,small molecule,HealthCanada
75304,02267632,advil cold and sinus nighttime,chlorpheniramine maleate; ibuprofen; pseudoephedrine hydrochloride,tablet,oral,approved,10.06.2005,approved,haleon canada ulc,2005,haleon,small molecule,HealthCanada
75305,02267640,aa-medroxy,medroxyprogesterone acetate,tablet,oral,approved,10.06.2005,approved,aa pharma inc,2005,aa,small molecule,HealthCanada
75307,02267659,adenosine injection,adenosine,solution,intravenous,approved,10.05.2005,approved,fresenius kabi canada ltd,2005,fresenius,small molecule,HealthCanada
75308,02267667,rabavert,inactivated rabies virus (flury lep),powder,intramuscular,approved,29.04.2005,approved,bavarian nordic as,2005,bavarian nordic,vaccine,HealthCanada
75325,02267845,teva-azithromycin,azithromycin (azithromycin monohydrate hemiethanolate),tablet,oral,approved,04.11.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75326,02267853,metoprolol tartrate injection usp,metoprolol tartrate,solution,intravenous,approved,31.05.2005,approved,sandoz canada incorporated,2005,sandoz,small molecule,HealthCanada
75337,02267985,taro-atenolol,atenolol,tablet,oral,approved,18.05.2005,approved,sun pharma canada inc,2005,sun,small molecule,HealthCanada
75338,02267993,taro-atenolol,atenolol,tablet,oral,approved,18.05.2005,approved,sun pharma canada inc,2005,sun,small molecule,HealthCanada
75346,02268078,taro-domperidone,domperidone (domperidone maleate),tablet,oral,approved,18.05.2005,approved,sun pharma canada inc,2005,sun,small molecule,HealthCanada
75367,02268272,xyrem,sodium oxybate,solution,oral,approved,05.08.2005,approved,jazz pharmaceuticals ireland limited,2005,jazz,small molecule,HealthCanada
75377,02268388,apo-sumatriptan,sumatriptan (sumatriptan succinate),tablet,oral,approved,24.08.2005,approved,apotex inc,2005,apotex,small molecule,HealthCanada
75378,02268396,apo-sumatriptan,sumatriptan (sumatriptan succinate),tablet,oral,approved,24.08.2005,approved,apotex inc,2005,apotex,small molecule,HealthCanada
75379,02268418,lyrica,pregabalin,capsule,oral,approved,03.06.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75380,02268426,lyrica,pregabalin,capsule,oral,approved,03.06.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75381,02268434,lyrica,pregabalin,capsule,oral,approved,03.06.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75383,02268450,lyrica,pregabalin,capsule,oral,approved,03.06.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75385,02268477,lyrica,pregabalin,capsule,oral,approved,03.06.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75386,02268485,lyrica,pregabalin,capsule,oral,approved,03.06.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75387,02268493,glumetza,metformin hydrochloride,tablet,oral,approved,31.05.2005,approved,"bausch health, canada inc.",2005,bausch,small molecule,HealthCanada
75394,02268531,gentamicin injection usp,gentamicin (gentamicin sulfate),solution,intramuscular; intravenous,approved,10.06.2005,approved,sandoz canada incorporated,2005,sandoz,small molecule,HealthCanada
75411,02268728,acid concentrate a1294,acetic acid; sodium chloride; potassium chloride; magnesium chloride; calcium chloride; dextrose,solution,haemodialysis,marketed,12.07.2005,approved,chief medical supplies ltd,2005,chief medical supplies,other,HealthCanada
75412,02268701,children's advil cold & flu multi-symptom,ibuprofen; chlorpheniramine maleate; pseudoephedrine hydrochloride,suspension,oral,approved,20.07.2005,approved,haleon canada ulc,2005,haleon,small molecule,HealthCanada
75422,02268825,angeliq,drospirenone; estradiol,tablet,oral,approved,08.07.2005,approved,bayer inc,2005,bayer,small molecule,HealthCanada
75427,02268884,crest pro-health multi protection,cetylpyridinium chloride,mouthwash,buccal,marketed,09.11.2007,approved,procter & gamble inc,2007,procter & gamble,small molecule,HealthCanada
75428,02268892,eligard,leuprolide acetate,powder,subcutaneous,approved,20.07.2005,approved,tolmar international ltd.,2005,tolmar,peptides and proteins,HealthCanada
75430,02268906,mylan-sumatriptan,sumatriptan (sumatriptan succinate),tablet,oral,marketed,24.08.2005,approved,mylan pharmaceuticals ulc,2005,mylan,small molecule,HealthCanada
75431,02268914,mylan-sumatriptan,sumatriptan (sumatriptan succinate),tablet,oral,marketed,24.08.2005,approved,mylan pharmaceuticals ulc,2005,mylan,small molecule,HealthCanada
75432,02268922,mylan-sumatriptan,sumatriptan (sumatriptan succinate),tablet,oral,marketed,24.08.2005,approved,mylan pharmaceuticals ulc,2005,mylan,small molecule,HealthCanada
75446,02269066,luveris,lutropin alfa,powder,subcutaneous,approved,24.06.2005,approved,"emd serono, a division of emd inc., canada",2005,emd,biologics,HealthCanada
75447,02269074,lipidil ez,fenofibrate,tablet,oral,approved,18.07.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75448,02269082,lipidil ez,fenofibrate,tablet,oral,approved,18.07.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75453,02269139,jamp-asa chew,acetylsalicylic acid,tablet,oral,marketed,26.10.2006,approved,jamp pharma corporation,2006,jamp,small molecule,HealthCanada
75458,02269198,aclasta,zoledronic acid (zoledronic acid monohydrate),solution,intravenous,approved,30.06.2005,approved,sandoz canada incorporated,2005,sandoz,small molecule,HealthCanada
75459,02269201,avonex,interferon beta-1a,solution,intramuscular,approved,18.07.2005,approved,biogen canada inc,2005,biogen,peptides and proteins,HealthCanada
75473,02269341,kivexa,abacavir (abacavir sulfate); lamivudine,tablet,oral,approved,25.07.2005,approved,viiv healthcare ulc,2005,viiv,small molecule,HealthCanada
75479,02269414,potassium chloride in sodium chloride injection usp,potassium chloride; sodium chloride,solution,intravenous,marketed,31.03.2008,approved,baxter corporation,2008,baxter,small molecule,HealthCanada
75494,02269589,sandoz glimepiride,glimepiride,tablet,oral,approved,27.07.2005,approved,sandoz canada incorporated,2005,sandoz,small molecule,HealthCanada
75495,02269597,sandoz glimepiride,glimepiride,tablet,oral,approved,27.07.2005,approved,sandoz canada incorporated,2005,sandoz,small molecule,HealthCanada
75497,02269619,sandoz glimepiride,glimepiride,tablet,oral,approved,27.07.2005,approved,sandoz canada incorporated,2005,sandoz,small molecule,HealthCanada
75541,02270013,octaplasma,human plasma proteins,solution,intravenous,approved,11.08.2005,approved,octapharma pharmazeutika produktionsges m b h,2005,octapharma,peptides and proteins,HealthCanada
75561,02270226,teva-bicalutamide,bicalutamide,tablet,oral,approved,07.02.2006,approved,teva canada limited,2006,teva,small molecule,HealthCanada
75576,02270382,gonal-f pen,follitropin alfa,solution,subcutaneous,approved,19.08.2005,approved,"emd serono, a division of emd inc., canada",2005,emd,peptides and proteins,HealthCanada
75577,02270390,gonal-f pen,follitropin alfa,solution,subcutaneous,approved,19.08.2005,approved,"emd serono, a division of emd inc., canada",2005,emd,peptides and proteins,HealthCanada
75578,02270404,gonal-f pen,follitropin alfa,solution,subcutaneous,approved,19.08.2005,approved,"emd serono, a division of emd inc., canada",2005,emd,peptides and proteins,HealthCanada
75580,02270420,soapopular,benzalkonium chloride,liquid,topical,marketed,01.11.2005,approved,soapopular inc,2005,soapopular,small molecule,HealthCanada
75588,02270528,diovan,valsartan,tablet,oral,approved,01.09.2005,approved,novartis pharmaceuticals canada inc,2005,novartis,small molecule,HealthCanada
75597,02270609,pms-citalopram,citalopram (citalopram hydrobromide),tablet,oral,approved,31.08.2005,approved,pharmascience inc,2005,pharmascience,small molecule,HealthCanada
75617,02270811,finacea,azelaic acid,gel,topical,approved,02.09.2005,approved,leo pharma inc,2005,leo,small molecule,HealthCanada
75619,02270846,inomax,nitric oxide,gas,inhalation,approved,23.09.2005,approved,ino therapeutics,2005,ino,small molecule,HealthCanada
75626,02270889,riva-alendronate fc,alendronic acid (alendronate sodium),tablet,oral,approved,09.09.2005,approved,laboratoire riva inc.,2005,riva,small molecule,HealthCanada
75630,02270919,"allergenic extract, standardized mite mixed",dermatophagoides farinae; dermatophagoides pteronyssinus,liquid,percutaneous; intradermal; subcutaneous,marketed,28.02.2006,approved,alk-abello inc,2006,alk-abello,vaccine,HealthCanada
75642,02270994,avastin,bevacizumab,solution,intravenous,approved,09.09.2005,approved,hoffmann-la roche limited,2005,hoffmann-la roche,biologics,HealthCanada
75669,02271214,vinorelbine tartrate for injection,vinorelbine (vinorelbine tartrate),solution,intravenous,approved,26.09.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75672,02271249,erbitux,cetuximab,solution,intravenous,approved,09.09.2005,approved,"imclone, llc",2005,imclone,biologics,HealthCanada
75697,02271508,clinique for men spf 21 moisturizer,octisalate; oxybenzone; octinoxate; avobenzone,cream,topical,marketed,28.11.2006,approved,clinique laboratories dist,2006,clinique,small molecule,HealthCanada
75715,02271605,teva-diltiazem hcl er,diltiazem hydrochloride,capsule,oral,approved,26.09.2005,approved,"bausch health, canada inc.",2005,bausch,small molecule,HealthCanada
75716,02271613,teva-diltiazem hcl er,diltiazem hydrochloride,capsule,oral,approved,26.09.2005,approved,"bausch health, canada inc.",2005,bausch,small molecule,HealthCanada
75717,02271621,teva-diltiazem hcl er,diltiazem hydrochloride,capsule,oral,approved,26.09.2005,approved,"bausch health, canada inc.",2005,bausch,small molecule,HealthCanada
75718,02271648,teva-diltiazem hcl er,diltiazem hydrochloride,capsule,oral,approved,26.09.2005,approved,"bausch health, canada inc.",2005,bausch,small molecule,HealthCanada
75719,02271656,teva-diltiazem hcl er,diltiazem hydrochloride,capsule,oral,approved,26.09.2005,approved,"bausch health, canada inc.",2005,bausch,small molecule,HealthCanada
75736,02271842,levemir penfill,insulin detemir,solution,subcutaneous,approved,29.09.2005,approved,novo nordisk canada inc,2005,novo nordisk,peptides and proteins,HealthCanada
75747,02271931,act zopiclone,zopiclone,tablet,oral,approved,10.11.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75748,02271958,act zopiclone,zopiclone,tablet,oral,approved,10.11.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75765,02272113,mylan-amlodipine,amlodipine (amlodipine besylate),tablet,oral,approved,09.07.2009,approved,mylan pharmaceuticals ulc,2009,mylan,small molecule,HealthCanada
75766,02272121,mylan-amlodipine,amlodipine (amlodipine besylate),tablet,oral,approved,09.07.2009,approved,mylan pharmaceuticals ulc,2009,mylan,small molecule,HealthCanada
75772,02272199,somavert,pegvisomant,powder; kit,subcutaneous,approved,17.10.2005,approved,pfizer canada ulc,2005,pfizer,peptides and proteins,HealthCanada
75774,02272202,somavert,pegvisomant,powder; kit,subcutaneous,approved,17.10.2005,approved,pfizer canada ulc,2005,pfizer,peptides and proteins,HealthCanada
75775,02272210,somavert,pegvisomant,kit; powder,subcutaneous,approved,17.10.2005,approved,pfizer canada ulc,2005,pfizer,peptides and proteins,HealthCanada
75800,02272482,acetaminophen arthritis pain,acetaminophen,tablet,oral,marketed,28.08.2006,approved,perrigo international,2006,perrigo,small molecule,HealthCanada
75803,02272512,acid concentrate a1270,dextrose; sodium chloride; acetic acid; magnesium chloride; calcium chloride,solution,haemodialysis,approved,18.10.2005,approved,chief medical supplies ltd,2005,chief medical supplies,other,HealthCanada
75808,02272563,acid concentrate a1275,dextrose; magnesium chloride; calcium chloride; sodium chloride; acetic acid; potassium chloride,solution,haemodialysis,approved,18.10.2005,approved,chief medical supplies ltd,2005,chief medical supplies,other,HealthCanada
75810,02272598,acid concentrate a1277,acetic acid; calcium chloride; sodium chloride; magnesium chloride; dextrose; potassium chloride,solution,haemodialysis,marketed,16.04.2008,approved,chief medical supplies ltd,2008,chief medical supplies,other,HealthCanada
75812,02272628,acid concentrate a1279,calcium chloride; acetic acid; sodium chloride; magnesium chloride; dextrose; potassium chloride,solution,haemodialysis,marketed,28.04.2006,approved,chief medical supplies ltd,2006,chief medical supplies,small molecule,HealthCanada
75820,02272695,teva-combo sterinebs,salbutamol (salbutamol sulfate); ipratropium bromide (ipratropium bromide monohydrate),solution,inhalation,approved,25.10.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75828,02272784,vicks dayquil cold & flu multi-symptom relief liquicaps,phenylephrine hydrochloride; dextromethorphan hydrobromide; acetaminophen,capsule,oral,marketed,26.06.2006,approved,procter & gamble inc,2006,procter & gamble,small molecule,HealthCanada
75829,02272792,nyquil cold & flu liquicaps,acetaminophen; doxylamine succinate; dextromethorphan hydrobromide,capsule,oral,marketed,26.06.2006,approved,procter & gamble inc,2006,procter & gamble,small molecule,HealthCanada
75834,02272830,apo-ismn,isosorbide-5-mononitrate,tablet,oral,approved,07.11.2005,approved,apotex inc,2005,apotex,small molecule,HealthCanada
75835,02272849,ibuprofen tablets 200 mg,ibuprofen,tablet,oral,approved,07.11.2005,approved,vita health products inc,2005,vita health,small molecule,HealthCanada
75836,02272857,ibuprofen caplets 200 mg,ibuprofen,tablet,oral,approved,08.11.2005,approved,vita health products inc,2005,vita health,small molecule,HealthCanada
75839,02272873,aa-levocarb cr,carbidopa; levodopa,tablet,oral,approved,10.11.2005,approved,aa pharma inc,2005,aa,small molecule,HealthCanada
75841,02272903,linessa 21,ethinyl estradiol; desogestrel,tablet,oral,approved,21.11.2005,approved,aspen pharmacare canada inc.,2005,aspen,small molecule,HealthCanada
75871,02273217,enablex,darifenacin (darifenacin hydrobromide),tablet,oral,approved,14.11.2005,approved,searchlight pharma inc,2005,searchlight,small molecule,HealthCanada
75872,02273225,enablex,darifenacin (darifenacin hydrobromide),tablet,oral,approved,14.11.2005,approved,searchlight pharma inc,2005,searchlight,small molecule,HealthCanada
75873,02273233,caduet,atorvastatin (atorvastatin calcium); amlodipine (amlodipine besylate),tablet,oral,approved,17.11.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75874,02273241,caduet,atorvastatin (atorvastatin calcium); amlodipine (amlodipine besylate),tablet,oral,approved,17.11.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75875,02273268,caduet,atorvastatin (atorvastatin calcium); amlodipine (amlodipine besylate),tablet,oral,approved,17.11.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75876,02273276,caduet,atorvastatin (atorvastatin calcium); amlodipine (amlodipine besylate),tablet,oral,approved,17.11.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75877,02273284,caduet,atorvastatin (atorvastatin calcium); amlodipine (amlodipine besylate),tablet,oral,approved,17.11.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75878,02273292,caduet,amlodipine (amlodipine besylate); atorvastatin (atorvastatin calcium),tablet,oral,approved,17.11.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75879,02273306,caduet,atorvastatin (atorvastatin calcium); amlodipine (amlodipine besylate),tablet,oral,approved,17.11.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75880,02273314,caduet,amlodipine (amlodipine besylate); atorvastatin (atorvastatin calcium),tablet,oral,approved,17.11.2005,approved,bgp pharma ulc,2005,bgp,small molecule,HealthCanada
75881,02273322,aptivus,tipranavir,capsule,oral,approved,21.11.2005,approved,boehringer ingelheim (canada) ltd ltee,2005,boehringer ingelheim,small molecule,HealthCanada
75882,02273330,nyquil kids cough & cold,dextromethorphan hydrobromide; chlorpheniramine maleate,syrup,oral,marketed,21.07.2006,approved,procter & gamble inc,2006,procter & gamble,small molecule,HealthCanada
75884,02273357,maximum strength pepcid ac,famotidine,tablet,oral,approved,28.02.2007,approved,mcneil consumer healthcare division of johnson & johnson inc,2007,johnson & johnson,small molecule,HealthCanada
75886,02273373,apo-amlodipine,amlodipine (amlodipine besylate),tablet,oral,approved,09.07.2009,approved,apotex inc,2009,apotex,small molecule,HealthCanada
75887,02273381,apo-amlodipine,amlodipine (amlodipine besylate),tablet,oral,marketed,09.07.2009,approved,apotex inc,2009,apotex,small molecule,HealthCanada
75889,02273411,bisacodyl-odan,bisacodyl,tablet,oral,marketed,07.12.2005,approved,odan laboratories ltd,2005,odan,small molecule,HealthCanada
75893,02273446,original eye drops,tetrahydrozoline hydrochloride,solution,ophthalmic,marketed,05.06.2006,approved,juno otc inc,2006,juno,small molecule,HealthCanada
75895,02273462,benylin extra strength cold & sinus day,acetaminophen; phenylephrine hydrochloride,tablet,oral,marketed,16.08.2006,approved,mcneil consumer healthcare division of johnson & johnson inc,2006,johnson & johnson,small molecule,HealthCanada
75898,02273497,pms-ursodiol c,ursodiol,tablet,oral,approved,01.05.2006,approved,pharmascience inc,2006,pharmascience,small molecule,HealthCanada
75899,02273500,pms-ursodiol c,ursodiol,tablet,oral,approved,01.05.2006,approved,pharmascience inc,2006,pharmascience,small molecule,HealthCanada
75929,02273810,nyquil sinus liquicaps,acetaminophen; doxylamine succinate; phenylephrine hydrochloride,capsule,oral,marketed,11.06.2006,approved,procter & gamble inc,2006,procter & gamble,small molecule,HealthCanada
75930,02273829,dayquil sinus liquicaps,acetaminophen; phenylephrine hydrochloride,capsule,oral,marketed,11.06.2006,approved,procter & gamble inc,2006,procter & gamble,small molecule,HealthCanada
75937,02273918,benazepril,benazepril hydrochloride,tablet,oral,approved,28.11.2005,approved,aa pharma inc,2005,aa,small molecule,HealthCanada
75940,02273942,pms-mirtazapine,mirtazapine,tablet,oral,approved,29.11.2005,approved,pharmascience inc,2005,pharmascience,small molecule,HealthCanada
75941,02273950,apo-methylphenidate,methylphenidate hydrochloride,tablet,oral,marketed,01.02.2006,approved,apotex inc,2006,apotex,small molecule,HealthCanada
75946,02274000,differin xp,adapalene,gel,topical,approved,20.12.2005,approved,galderma canada inc,2005,galderma,small molecule,HealthCanada
75953,02274086,pms-hydrochlorothiazide,hydrochlorothiazide,tablet,oral,marketed,22.12.2005,approved,pharmascience inc,2005,pharmascience,small molecule,HealthCanada
75964,02274183,teva-levetiracetam,levetiracetam,tablet,oral,approved,02.12.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75965,02274191,teva-levetiracetam,levetiracetam,tablet,oral,approved,02.12.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75966,02274205,teva-levetiracetam,levetiracetam,tablet,oral,approved,02.12.2005,approved,teva canada limited,2005,teva,small molecule,HealthCanada
75976,02274310,sandoz ondansetron,ondansetron (ondansetron hydrochloride dihydrate),tablet,oral,approved,19.04.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
75977,02274329,sandoz ondansetron,ondansetron (ondansetron hydrochloride dihydrate),tablet,oral,approved,19.04.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
75986,02274418,ondansetron hydrochloride dihydrate injection,ondansetron (ondansetron hydrochloride dihydrate),solution,intravenous,approved,19.04.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
76013,02274655,alburex - 5,albumin (human),solution,intravenous,approved,23.04.2007,approved,csl behring canada inc,2007,csl behring,peptides and proteins,HealthCanada
76014,02274663,alburex - 25,albumin (human),solution,intravenous,approved,23.04.2007,approved,csl behring canada inc,2007,csl behring,peptides and proteins,HealthCanada
76019,02274728,enbrel,etanercept,solution,subcutaneous,approved,20.12.2005,approved,immunex corporation,2005,immunex,biologics,HealthCanada
76021,02274744,apo-clarithromycin,clarithromycin,tablet,oral,approved,26.07.2007,approved,apotex inc,2007,apotex,small molecule,HealthCanada
76022,02274752,apo-clarithromycin,clarithromycin,tablet,oral,approved,26.07.2007,approved,apotex inc,2007,apotex,small molecule,HealthCanada
76040,02274876,prism0cal,lactic acid; sodium chloride; sodium bicarbonate; magnesium chloride,solution,intravenous; haemodialysis,approved,23.12.2005,approved,vantive ulc,2005,vantive,small molecule,HealthCanada
76043,02274906,truvada,emtricitabine; tenofovir disoproxil fumarate,tablet,oral,approved,06.01.2006,approved,gilead sciences canada inc,2006,gilead,small molecule,HealthCanada
76047,02274949,pms-anagrelide,anagrelide (anagrelide hydrochloride monohydrate),capsule,oral,approved,06.01.2006,approved,pharmascience inc,2006,pharmascience,small molecule,HealthCanada
76056,02275058,teva-venlafaxine xr,venlafaxine (venlafaxine hydrochloride),capsule,oral,approved,06.10.2006,approved,teva canada limited,2006,teva,small molecule,HealthCanada
76057,02275066,trosec,trospium chloride,tablet,oral,approved,10.01.2006,approved,sunovion pharmaceuticals canada inc,2006,sunovion,small molecule,HealthCanada
76058,02275074,odan bupropion sr,bupropion hydrochloride,tablet,oral,approved,22.06.2006,approved,odan laboratories ltd,2006,odan,small molecule,HealthCanada
76059,02275082,odan bupropion sr,bupropion hydrochloride,tablet,oral,approved,22.06.2006,approved,odan laboratories ltd,2006,odan,small molecule,HealthCanada
76060,02275090,wellbutrin xl,bupropion hydrochloride,tablet,oral,approved,16.01.2006,approved,"bausch health, canada inc.",2006,bausch,small molecule,HealthCanada
76061,02275104,wellbutrin xl,bupropion hydrochloride,tablet,oral,approved,16.01.2006,approved,"bausch health, canada inc.",2006,bausch,small molecule,HealthCanada
76086,02275201,midol complete,acetaminophen; caffeine; pyrilamine maleate,tablet,oral,marketed,22.06.2006,approved,bayer inc,2006,bayer,small molecule,HealthCanada
76087,02275228,midol pms,pyrilamine maleate; acetaminophen; pamabrom,tablet,oral,marketed,31.07.2006,approved,bayer inc,2006,bayer,small molecule,HealthCanada
76094,02275309,riva-azithromycin,azithromycin (azithromycin dihydrate),tablet,oral,approved,15.03.2006,approved,laboratoire riva inc.,2006,riva,small molecule,HealthCanada
76117,02275538,apo-flecainide,flecainide acetate,tablet,oral,approved,27.01.2006,approved,apotex inc,2006,apotex,small molecule,HealthCanada
76118,02275546,apo-flecainide,flecainide acetate,tablet,oral,approved,27.01.2006,approved,apotex inc,2006,apotex,small molecule,HealthCanada
76120,02275562,auro-citalopram,citalopram (citalopram hydrobromide),tablet,oral,approved,16.02.2006,approved,auro pharma inc,2006,auro,small molecule,HealthCanada
76121,02275570,auro-citalopram,citalopram (citalopram hydrobromide),tablet,oral,approved,16.02.2006,approved,auro pharma inc,2006,auro,small molecule,HealthCanada
