DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year,Marketing_authorisation_holder_extracted,Drug_class,Agency
19488,02150379,bactine first aid spray,lidocaine hydrochloride; benzalkonium chloride,spray,topical,marketed,31.12.1995,approved,wellspring pharmaceutical canada corp,1995,wellspring,small molecule,HealthCanada
19489,02150417,aspirin coated for delayed release regular strength,acetylsalicylic acid,tablet,oral,marketed,31.12.1995,approved,bayer inc,1995,bayer,small molecule,HealthCanada
19497,02172763,sevorane af,sevoflurane,liquid,inhalation,marketed,31.12.1995,approved,abbvie corporation,1995,abbvie,small molecule,HealthCanada
19521,02108119,cefazolin for injection,cefazolin (cefazolin sodium),powder,intramuscular; intravenous,marketed,31.12.1995,approved,teva canada limited,1995,teva,small molecule,HealthCanada
19524,02171929,teva-5 asa,mesalazine,tablet,oral,marketed,31.12.1995,approved,teva canada limited,1995,teva,small molecule,HealthCanada
19525,02192748,cellcept,mycophenolate mofetil,capsule,oral,approved,15.11.1995,approved,hoffmann-la roche limited,1995,hoffmann-la roche,small molecule,HealthCanada
19532,02108127,cefazolin for injection,cefazolin (cefazolin sodium),powder,intramuscular; intravenous,marketed,31.12.1995,approved,teva canada limited,1995,teva,small molecule,HealthCanada
19534,02108135,cefazolin for injection,cefazolin (cefazolin sodium),powder,intravenous,marketed,31.12.1995,approved,teva canada limited,1995,teva,small molecule,HealthCanada
19553,02162695,cytovene,ganciclovir (ganciclovir sodium),powder,intravenous,approved,26.04.1995,approved,cheplapharm arzneimittel gmbh,1995,cheplapharm,small molecule,HealthCanada
19587,02172070,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19588,02172062,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19589,02171228,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19594,02172119,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19595,02172089,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19596,02172151,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19597,02172143,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19598,02172127,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19599,02172097,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19600,02172135,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19601,02172100,synthroid,levothyroxine sodium,tablet,oral,marketed,31.12.1996,approved,bgp pharma ulc,1996,bgp,peptides and proteins,HealthCanada
19610,02013932,clinimix,histidine; l-threonine; glycine; l-isoleucine; l-phenylalanine hydrochloride; l-arginine; dextrose; l-valine; methionine; l-alanine; l-leucine hydrochloride; l-lysine hydrochloride; tryptophan; l-proline; l-tyrosine,solution,intravenous,marketed,31.12.1995,approved,baxter corporation,1995,baxter,peptides and proteins,HealthCanada
19614,02192683,3tc,lamivudine,tablet,oral,marketed,31.12.1995,approved,viiv healthcare ulc,1995,viiv,small molecule,HealthCanada
19615,02192691,3tc,lamivudine,solution,oral,marketed,31.12.1995,approved,viiv healthcare ulc,1995,viiv,small molecule,HealthCanada
19625,02099748,cough syrup with codeine,codeine phosphate; pseudoephedrine hydrochloride; guaifenesin,syrup,oral,marketed,31.12.1995,approved,teva canada limited,1995,teva,small molecule,HealthCanada
19628,02207818,pms-clonazepam-r,clonazepam,tablet,oral,marketed,31.12.1996,approved,pharmascience inc,1996,pharmascience,small molecule,HealthCanada
19661,02162431,pediapharm naproxen suspension,naproxen,suspension,oral,marketed,31.12.1996,approved,medexus pharmaceuticals inc.,1996,medexus,small molecule,HealthCanada
19677,02171775,miconazole 3 day ovule treatment 400mg,miconazole nitrate,suppository,vaginal,marketed,31.12.1996,approved,vita health products inc,1996,vita health,small molecule,HealthCanada
19681,02099705,methotrexate sodium injection,methotrexate (methotrexate sodium),solution,intravenous; intrathecal; intramuscular; intraarterial; intracerebroventricular,marketed,31.12.1995,approved,teva canada limited,1995,teva,small molecule,HealthCanada
19690,02198630,calmylin ace,guaifenesin; pheniramine maleate; codeine phosphate,syrup,oral,marketed,31.12.1996,approved,teva canada limited,1996,teva,small molecule,HealthCanada
19691,02171791,teva-atenolol,atenolol,tablet,oral,marketed,31.12.1995,approved,teva canada limited,1995,teva,small molecule,HealthCanada
19692,02171805,teva-atenolol,atenolol,tablet,oral,marketed,31.12.1995,approved,teva canada limited,1995,teva,small molecule,HealthCanada
19720,02179679,teva-tiaprofenic acid,tiaprofenic acid,tablet,oral,marketed,31.12.1996,approved,teva canada limited,1996,teva,small molecule,HealthCanada
19722,02179687,teva-tiaprofenic acid,tiaprofenic acid,tablet,oral,marketed,31.12.1996,approved,teva canada limited,1996,teva,small molecule,HealthCanada
19729,02194333,tegretol suspension,carbamazepine,suspension,oral,marketed,31.12.1996,approved,novartis pharmaceuticals canada inc,1996,novartis,small molecule,HealthCanada
19757,02210320,olestyr,cholestyramine resin,powder,oral,marketed,15.03.1996,approved,pharmascience inc,1996,pharmascience,other,HealthCanada
19761,02208245,pms-salbutamol,salbutamol (salbutamol sulfate),solution,inhalation,marketed,31.12.1996,approved,pharmascience inc,1996,pharmascience,small molecule,HealthCanada
19762,02208237,pms-salbutamol,salbutamol (salbutamol sulfate),solution,inhalation,marketed,31.12.1996,approved,pharmascience inc,1996,pharmascience,small molecule,HealthCanada
19763,02208229,pms-salbutamol,salbutamol (salbutamol sulfate),solution,inhalation,marketed,31.12.1996,approved,pharmascience inc,1996,pharmascience,small molecule,HealthCanada
19802,02153513,oncotice,bacillus calmette-guerin (bcg) strain tice,powder,intravesical,marketed,31.12.1995,approved,merck canada inc,1995,merck,vaccine,HealthCanada
19807,02213834,nasacort aq,triamcinolone acetonide,spray,nasal,marketed,31.12.1996,approved,sanofi consumer health inc,1996,sanofi,small molecule,HealthCanada
19812,02214733,sterile water for injection usp,water,liquid,intravenous,marketed,31.12.1996,approved,baxter healthcare corporation,1996,baxter,other,HealthCanada
19827,02212048,pms-cyclobenzaprine - tab 10mg,cyclobenzaprine hydrochloride,tablet,oral,marketed,31.12.1996,approved,pharmascience inc,1996,pharmascience,small molecule,HealthCanada
19894,02216132,pms-lithium carbonate - cap 150mg,lithium carbonate,capsule,oral,marketed,31.12.1996,approved,pharmascience inc,1996,pharmascience,small molecule,HealthCanada
19895,02216590,teva-fluoxetine,fluoxetine (fluoxetine hydrochloride),capsule,oral,marketed,31.12.1996,approved,teva canada limited,1996,teva,small molecule,HealthCanada
19916,02216582,teva-fluoxetine,fluoxetine (fluoxetine hydrochloride),capsule,oral,marketed,31.12.1996,approved,teva canada limited,1996,teva,small molecule,HealthCanada
19933,02216140,pms-lithium carbonate - cap 300mg,lithium carbonate,capsule,oral,marketed,31.12.1996,approved,pharmascience inc,1996,pharmascience,small molecule,HealthCanada
19936,02164353,trazodone-50,trazodone hydrochloride,tablet,oral,marketed,31.12.1996,approved,pro doc limitee,1996,pro doc,small molecule,HealthCanada
19937,02164361,trazodone-100,trazodone hydrochloride,tablet,oral,marketed,31.12.1996,approved,pro doc limitee,1996,pro doc,small molecule,HealthCanada
19938,02164388,trazodone-150 d,trazodone hydrochloride,tablet,oral,marketed,31.12.1996,approved,pro doc limitee,1996,pro doc,small molecule,HealthCanada
19961,02216361,apo-fluoxetine,fluoxetine (fluoxetine hydrochloride),capsule,oral,marketed,31.12.1996,approved,apotex inc,1996,apotex,small molecule,HealthCanada
19962,02216353,apo-fluoxetine,fluoxetine (fluoxetine hydrochloride),capsule,oral,marketed,31.12.1996,approved,apotex inc,1996,apotex,small molecule,HealthCanada
20002,02210428,apo-sotalol,sotalol hydrochloride,tablet,oral,marketed,31.12.1996,approved,apotex inc,1996,apotex,small molecule,HealthCanada
20011,02211076,apo-buspirone,buspirone hydrochloride,tablet,oral,marketed,31.12.1996,approved,apotex inc,1996,apotex,small molecule,HealthCanada
20014,02216248,desipramine,desipramine hydrochloride,tablet,oral,marketed,31.12.1996,approved,aa pharma inc,1996,aa,small molecule,HealthCanada
20015,02216256,desipramine,desipramine hydrochloride,tablet,oral,marketed,31.12.1996,approved,aa pharma inc,1996,aa,small molecule,HealthCanada
20018,02210347,mylan-verapamil sr,verapamil hydrochloride,tablet,oral,approved,12.02.1996,approved,mylan pharmaceuticals ulc,1996,mylan,small molecule,HealthCanada
20021,02216280,desipramine,desipramine hydrochloride,tablet,oral,marketed,31.12.1996,approved,aa pharma inc,1996,aa,small molecule,HealthCanada
20022,02216272,desipramine,desipramine hydrochloride,tablet,oral,marketed,31.12.1996,approved,aa pharma inc,1996,aa,small molecule,HealthCanada
20023,02216264,desipramine,desipramine hydrochloride,tablet,oral,marketed,31.12.1996,approved,aa pharma inc,1996,aa,small molecule,HealthCanada
20026,02195925,megestrol,megestrol acetate,tablet,oral,marketed,31.12.1995,approved,aa pharma inc,1995,aa,small molecule,HealthCanada
20029,02195917,megestrol,megestrol acetate,tablet,oral,marketed,31.12.1995,approved,aa pharma inc,1995,aa,small molecule,HealthCanada
20040,02217244,acid concentrate d12236,dextrose; sodium chloride; calcium chloride; potassium chloride; acetic acid; magnesium chloride,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,small molecule,HealthCanada
20041,02217643,acid concentrate d12290,acetic acid; magnesium chloride; sodium chloride; calcium chloride; dextrose; potassium chloride,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,other,HealthCanada
20044,02217554,acid concentrate d12293,acetic acid; calcium chloride; dextrose; magnesium chloride; potassium chloride; sodium chloride,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,other,HealthCanada
20046,02217635,acid concentrate d12302,potassium chloride; dextrose; magnesium chloride; calcium chloride; sodium chloride; acetic acid,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,other,HealthCanada
20083,02216205,trusopt,dorzolamide (dorzolamide hydrochloride),solution,ophthalmic,marketed,31.12.1996,approved,elvium life sciences,1996,elvium,small molecule,HealthCanada
20105,02147440,activase rt-pa,water; alteplase,liquid; powder,intravenous,marketed,31.12.1996,approved,hoffmann-la roche limited,1996,hoffmann-la roche,other,HealthCanada
20107,02148749,differin,adapalene,gel,topical,approved,24.01.1995,approved,galderma canada inc,1995,galderma,small molecule,HealthCanada
20111,02217597,acid concentrate d12300,calcium chloride; acetic acid; dextrose; sodium chloride; magnesium chloride; potassium chloride,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,small molecule,HealthCanada
20112,02219301,magnesium-45 0.5-4.5,magnesium chloride,powder,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,small molecule,HealthCanada
20114,02218879,acid concentrate d12275,acetic acid; calcium chloride; dextrose; potassium chloride; magnesium chloride; sodium chloride,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,other,HealthCanada
20115,02217260,acid concentrate d12299,calcium chloride; sodium chloride; potassium chloride; acetic acid; magnesium chloride; dextrose,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,other,HealthCanada
20116,02217252,acid concentrate d12286,acetic acid; calcium chloride; magnesium chloride; sodium chloride; potassium chloride; dextrose,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,other,HealthCanada
20118,02217600,acid concentrate d12305,sodium chloride; calcium chloride; dextrose; potassium chloride; acetic acid; magnesium chloride,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,other,HealthCanada
20119,02217619,acid concentrate d12294,magnesium chloride; potassium chloride; calcium chloride; acetic acid; dextrose; sodium chloride,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,other,HealthCanada
20121,02217279,acid concentrate d12291,potassium chloride; calcium chloride; magnesium chloride; sodium chloride; acetic acid; dextrose,solution,haemodialysis,marketed,31.12.1996,approved,vantive ulc,1996,vantive,small molecule,HealthCanada
20134,02181908,polyderm ointment usp,polymyxin b sulfate; bacitracin zinc,ointment,topical,marketed,31.12.1996,approved,taro pharmaceuticals inc,1996,taro,peptides and proteins,HealthCanada
20160,02188856,forane,isoflurane,liquid,inhalation,marketed,31.12.1996,approved,baxter corporation,1996,baxter,small molecule,HealthCanada
20171,02125366,hydromorph contin-controlled release cap - 12mg,hydromorphone hydrochloride,capsule,oral,marketed,31.12.1996,approved,purdue pharma,1996,purdue,small molecule,HealthCanada
20172,02125382,hydromorph contin-controlled release cap - 24mg,hydromorphone hydrochloride,capsule,oral,marketed,31.12.1996,approved,purdue pharma,1996,purdue,small molecule,HealthCanada
20189,02195933,apo-levocarb,levodopa; carbidopa,tablet,oral,marketed,31.12.1995,approved,apotex inc,1995,apotex,small molecule,HealthCanada
20190,02195968,apo-levocarb,carbidopa; levodopa,tablet,oral,marketed,31.12.1995,approved,apotex inc,1995,apotex,small molecule,HealthCanada
20216,02209055,oro-clense,chlorhexidine gluconate,mouthwash,buccal,marketed,31.12.1996,approved,germiphene corporation,1996,germiphene,small molecule,HealthCanada
20218,02219492,valtrex,valacyclovir (valacyclovir hydrochloride),tablet,oral,marketed,31.12.1996,approved,glaxosmithkline inc,1996,glaxosmithkline,small molecule,HealthCanada
20239,02195941,apo-levocarb,carbidopa; levodopa,tablet,oral,marketed,31.12.1995,approved,apotex inc,1995,apotex,small molecule,HealthCanada
20256,02187078,havrix 1440,"hepatitis a virus, inactivated",suspension,intramuscular,approved,16.10.1995,approved,glaxosmithkline inc,1995,glaxosmithkline,vaccine,HealthCanada
20287,02130955,typhim vi,salmonella typhi ty2 vi capsular polysaccharide,solution,intramuscular,marketed,31.12.1995,approved,sanofi pasteur limited,1995,sanofi pasteur,vaccine,HealthCanada
20291,02142384,clinimix e,dextrose; serine; sodium chloride; methionine; l-alanine; potassium phosphate dibasic; sodium acetate; histidine; l-leucine; l-isoleucine; l-phenylalanine; magnesium chloride; tryptophan; l-tyrosine; l-threonine; l-valine; glycine; l-arginine; l-proline; lysine (l-lysine hydrochloride),solution,intravenous,marketed,31.12.1996,approved,baxter corporation,1996,baxter,peptides and proteins,HealthCanada
20299,02162121,benzagel 5 wash,benzoyl peroxide,solution,topical,marketed,31.12.1996,approved,columbia laboratories canada inc,1996,columbia,small molecule,HealthCanada
20308,02152584,pro-baclofen,baclofen,tablet,oral,marketed,31.12.1996,approved,pro doc limitee,1996,pro doc,small molecule,HealthCanada
20309,02152592,pro-baclofen,baclofen,tablet,oral,marketed,31.12.1996,approved,pro doc limitee,1996,pro doc,small molecule,HealthCanada
20312,02186926,lansoyl sugar free - jelly - 78%,mineral oil,gel,oral,marketed,31.12.1996,approved,aurium pharma inc.,1996,aurium,other,HealthCanada
20329,02169126,teva-cotridin,pseudoephedrine hydrochloride; triprolidine hydrochloride; codeine phosphate,syrup,oral,marketed,30.07.1996,approved,teva canada limited,1996,teva,small molecule,HealthCanada
