Non_proprietary_name,n_agencies,drug_names,has_globally_consistent_name
finerenone,6,['kerendia'],True
fingolimod,3,"['fingolimod', 'fingolimod accord', 'fingolimod mylan', 'gilenya', 'gilenya, fynefta & filosir']",False
fingolimod (fingolimod hydrochloride),1,"['ach-fingolimod', 'apo-fingolimod', 'gilenya', 'jamp fingolimod', 'mylan-fingolimod', 'pms-fingolimod', 'sandoz fingolimod', 'taro-fingolimod', 'teva-fingolimod']",True
fingolimod hydrochloride,1,"['fingolimod hydrochloride', 'gilenya']",True
fingolimod lauryl sulfate,1,['tascenso odt'],True
fish oil,1,['smoflipid 20%'],True
fish oil triglycerides,1,['omegaven'],True
fitusiran sodium,1,['qfitlia'],True
flavoxate hydrochloride,1,['flavoxate hydrochloride'],True
flecainide acetate,2,"['ag-flecainide', 'apo-flecainide', 'auro-flecainide', 'flecainide', 'flecainide acetate', 'jamp flecainide', 'nra-flecainide']",False
flibanserin,2,['addyi'],True
florbetaben (18f),2,['neuraceq'],True
florbetaben f-18,1,['neuraceq'],True
florbetapir (18f),1,['amyvid'],True
florbetapir f-18,1,['amyvid'],True
flortaucipir (18f),1,['tauvid'],True
flortaucipir f-18,1,['tauvid'],True
flotufolastat f-18 gallium,1,['posluma'],True
floxuridine,1,['floxuridine'],True
fluciclovine (18f),1,['axumin'],True
fluciclovine f-18,1,['axumin'],True
fluconazole,2,"['act fluconazole', 'apo-fluconazole', 'apo-fluconazole-150', 'bio-fluconazole', 'canesoral', 'diflucan', 'diflucan one', 'fluconazole', 'fluconazole 150', 'fluconazole in dextrose 5% in plastic container', 'fluconazole in sodium chloride 0.9%', 'fluconazole in sodium chloride 0.9% in plastic container', 'fluconazole in sodium chloride injection usp', 'fluconazole injection sdz', 'fluconazole-150', 'jamp fluconazole 150 mg', 'jamp-fluconazole', 'mar-fluconazole-150', 'mylan-fluconazole', 'nra-fluconazole-150', 'pms-fluconazole', 'pro-fluconazole', 'riva-fluconazole', 'teva-fluconazole']",True
fluconazole; clotrimazole,1,"['clotrimazole-fluconazole combi', 'extra strength clotrimazole extra fort -fluconazole combi']",True
flucytosine,1,['flucytosine'],True
fludarabine phosphate,2,"['fludara', 'fludarabine phosphate', 'fludarabine phosphate for injection', 'fludarabine phosphate injection, usp', 'oforta']",False
fludeoxyglucose 18f,1,"['18f-fludeoxyglucose (18f-fdg)', '[f-18]-fludeoxyglucose (fdg) injection', 'atlantiscan', 'cyclodx', 'fludeoxyglucose (18f) injection', 'fludeoxyglucose (f-18)', 'fludeoxyglucose [f-18] fdg injection', 'fluglucoscan']",True
fludeoxyglucose f-18,1,['fludeoxyglucose f18'],True
fludrocortisone 21-acetate,1,"['florinef', 'jamp fludrocortisone']",True
fludrocortisone acetate,1,['fludrocortisone acetate'],True
flumazenil,2,"['flumazenil', 'flumazenil injection', 'flumazenil injection, usp']",False
flunarizine (flunarizine hydrochloride),1,['flunarizine'],True
flunisolide,1,"['aerospan hfa', 'flunisolide', 'nasarel']",True
fluocinolone acetonide,2,"['dermotic oil ear drops', 'flac', 'flucinolone acetonide', 'fluocinolone acetonide', 'fluocinonide acetonide', 'iluvien', 'retisert', 'tri-luma', 'yutiq']",False
fluocinonide,2,"['fluocinonide', 'fluocinonide emulsified base', 'lyderm', 'vanos']",False
fluorescein sodium,2,"['ak-fluor 10%; ak-fluor 25%', 'diofluor strips', 'fluorescein sodium', 'fluorescite', 'minims fluorescein sodium']",False
fluoride (sodium fluoride); copper (cupric chloride); chromium (chromic chloride); iron (ferric chloride); molybdenum (sodium molybdate); iodine (potassium iodide); selenium (sodium selenite); manganese (manganese chloride); zinc (zinc chloride),1,['addnutriv'],True
fluorodopa f-18,1,['fluorodopa f18'],True
fluoroestradiol f-18,1,['cerianna'],True
fluorometholone,2,"['fluorometholone', 'sandoz fluorometholone']",False
fluorouracil,2,"['carac', 'fluorouracil', 'fluorouracil injection', 'fluorouracil injection usp', 'tolak']",False
fluorouracil (fluorouracil sodium),1,['tolak'],True
fluorouracil; salicylic acid,1,['actikerall'],True
fluoxetine (fluoxetine hydrochloride),1,"['ach-fluoxetine', 'ag-fluoxetine', 'apo-fluoxetine', 'auro-fluoxetine', 'bio-fluoxetine', 'fluoxetine', 'jamp fluoxetine solution', 'jamp-fluoxetine', 'm-fluoxetine', 'mar-fluoxetine', 'mint-fluoxetine', 'nra-fluoxetine', 'odan-fluoxetine', 'pms-fluoxetine', 'pro-fluoxetine', 'riva-fluoxetine', 'teva-fluoxetine']",True
fluoxetine hydrochloride,1,"['fluoxetine', 'fluoxetine hydrochloride', 'olanzapine and fluoxetine hydrochloride', 'prozac', 'prozac weekly', 'sarafem', 'selfemra', 'symbyax']",True
flupentixol (flupentixol dihydrochloride),1,"['fluanxol 0.5mg - tab', 'fluanxol 3mg - tab']",True
flupentixol decanoate,1,"['fluanxol depot 10%- liq im 100mg/ml', 'fluanxol depot 2% -liq im 20mg/ml']",True
fluphenazine decanoate,1,['fluphenazine decanoate'],True
fluphenazine hydrochloride,1,['fluphenazine hydrochloride'],True
flurandrenolide,1,['flurandrenolide'],True
flurbiprofen,1,['flurbiprofen'],True
flurbiprofen sodium,1,['flurbiprofen sodium'],True
flurpiridaz f-18,1,['flyrcado'],True
flutamide,2,['flutamide'],True
flutemetamol (18f),1,['vizamyl'],True
flutemetamol f-18,1,['vizamyl'],True
fluticasone furoate,3,"['arnuity ellipta', 'avamys', 'breo ellipta', 'flonase sensimist allergy relief', 'fluticasone furoate gsk', 'trelegy ellipta']",False
fluticasone furoate / umeclidinium / vilanterol,2,"['elebrato ellipta', 'temybric ellipta', 'trelegy ellipta']",True
fluticasone furoate / vilanterol,1,"['relvar ellipta', 'revinty ellipta']",True
fluticasone furoate/vilanterol trifenatate,1,['breo ellipta'],True
fluticasone furoate; umeclidinium (umeclidinium bromide); vilanterol (vilanterol trifenatate),1,['trelegy ellipta'],True
fluticasone furoate; vilanterol (vilanterol trifenatate),1,['breo ellipta'],True
fluticasone propionate,2,"['24hr nasal allergy relief', 'advair diskus 100/50; advair diskus 250/50; advair diskus 500/50', 'advair hfa', 'aermony respiclick', 'airduo digihaler; airduo respiclick', 'apo-fluticasone', 'apo-fluticasone hfa', 'armonair digihaler; armonair respiclick', 'cutivate', 'flonase allergy relief', 'flovent', 'flovent diskus', 'flovent diskus 100; flovent diskus 250; flovent diskus 50', 'flovent hfa', 'fluticasone propionate', 'fluticasone propionate and salmeterol xinafoate', 'pms-fluticasone hfa', 'teva-fluticasone', 'wixela inhub', 'xhance']",True
fluticasone propionate / eformoterol fumarate dihydrate,1,['flutiform'],True
fluticasone propionate and azelastine hydrochloride,1,['dymista/dylastine'],True
fluticasone propionate; azelastine hydrochloride,1,"['dymista', 'mylan-azelastine/fluticasone']",True
fluticasone propionate; salmeterol (salmeterol xinafoate),1,"['advair', 'advair 100 diskus', 'advair 250 diskus', 'pms-fluticasone propionate/salmeterol dpi', 'wixela inhub']",True
fluvastatin (fluvastatin sodium),1,['teva-fluvastatin'],True
fluvastatin sodium,1,"['fluvastatin sodium', 'lescol xl']",True
fluvoxamine maleate,2,"['apo-fluvoxamine', 'fluvoxamine maleate', 'luvox', 'luvox cr', 'teva-fluvoxamine']",False
folic acid,3,"['folic acid', 'jamp-folic acid', 'neocepri']",False
folic acid (sodium folate),1,"['folic acid injection, usp']",True
follitropin alfa,3,"['bemfola', 'bemfola, afolia', 'gonal-f', 'gonal-f pen', 'ovaleap']",False
follitropin alfa/beta,1,"['follistim', 'follistim aq', 'gonal-f', 'gonal-f rff redi-ject', 'gonal-f; gonal-f rff']",True
follitropin alfa/lutropin alfa,1,['pergoveris'],True
follitropin alfa; lutropin alfa,1,['pergoveris'],True
follitropin beta,2,"['fertavid', 'puregon']",False
follitropin delta,3,['rekovelle'],True
fomepizole,3,"['antizol', 'fomepizole', 'fomepizole for injection']",True
fomivirsen sodium,1,['vitravene preservative free'],True
fondaparinux,1,['arixtra'],True
fondaparinux sodium,2,"['arixtra', 'fondaparinux sodium', 'fondaparinux sodium injection']",True
formoterol / glycopyrronium bromide/ budesonide,1,['trixeo aerosphere'],True
formoterol fumarate,1,"['bevespi aerosphere', 'dulera', 'foradil', 'foradil certihaler', 'formoterol fumarate', 'perforomist']",True
formoterol fumarate dihydrate,1,['oxeze turbuhaler'],True
formoterol fumarate dihydrate; mometasone furoate,1,['zenhale'],True
formoterol/ glycopyrronium bromide / budesonide,1,['riltrava aerosphere'],True
forodesine hydrochloride,1,['mundesine'],True
fosamprenavir calcium,1,"['fosamprenavir calcium', 'lexiva']",True
fosaprepitant (fosaprepitant dimeglumine),1,['emend iv'],True
fosaprepitant dimeglumine,2,"['emend', 'focinvez', 'fosaprepitant dimeglumine', 'ivemend']",False
fosaprepitant meglumine,1,['proemend'],True
foscarbidopa,1,['vyalev'],True
foscarnet sodium,2,"['foscarnet sodium', 'vocarvi']",False
fosdenopterin,1,['nulibry'],True
fosdenopterin hydrobromide,1,['nulibry'],True
fosfomycin (fosfomycin sodium),1,['ivozfo'],True
fosfomycin (fosfomycin tromethamine),1,"['jamp-fosfomycin', 'monurol']",True
fosfomycin trometamol,1,['monurol'],True
fosfomycin tromethamine,1,"['fosfomycin tromethamine', 'monurol']",True
fosinopril sodium,2,"['apo-fosinopril', 'fosinopril', 'fosinopril sodium', 'fosinopril sodium and hydrochlorothiazide', 'teva-fosinopril']",False
foslevodopa / foscarbidopa,1,['vyalev'],True
foslevodopa; foscarbidopa,1,['vyalev'],True
fosnetupitant / palonosetron,1,['akynzeo iv'],True
fosnetupitant chloride hydrochloride,1,['akynzeo'],True
fosphenytoin sodium,2,"['cerebyx', 'fosphenytoin sodium', 'sesquient']",True
fospropofol disodium,1,['lusedra'],True
fostamatinib,1,['tavlesse'],True
fostamatinib (fostamatinib disodium),1,['tavalisse'],True
fostamatinib disodium,1,['tavalisse'],True
fostemsavir,2,['rukobia'],True
fostemsavir (fostemsavir tromethamine),1,['rukobia'],True
fostemsavir trometamol,1,['rukobia'],True
fostemsavir tromethamine,1,['rukobia'],True
framycetin sulfate; esculin; hydrocortisone; dibucaine hydrochloride,1,['proctol ointment'],True
freeze-dried smallpox vaccine prepared in cell culture,1,['freeze-dried smallpox vaccine prepared in cell culture lc16 “kmb”'],True
fremanezumab,3,['ajovy'],True
fremanezumab-vfrm,1,['ajovy'],True
frovatriptan (frovatriptan succinate monohydrate),1,"['apo-frovatriptan', 'jamp frovatriptan']",True
frovatriptan (frovatriptan succinate),1,"['frova', 'frovatriptan', 'mint-frovatriptan', 'teva-frovatriptan']",True
frovatriptan succinate,1,"['frova', 'frovatriptan succinate']",True
fruquintinib,4,['fruzaqla'],True
fulvestrant,3,"['faslodex', 'fulvestrant', 'fulvestrant injectable', 'fulvestrant injection', 'fulvestrant mylan', 'teva-fulvestrant injection']",False
furosemide,2,"['furoscix', 'furosemide', 'furosemide injection sdz', 'furosemide injection usp', 'furosemide special injection', 'lasix oral solution', 'lasix special', 'mint-furosemide', 'pro-furosemide']",True
furosemide injection,1,['lasix onyu'],True
fusidic acid,1,['fucithalmic'],True
fusidic acid (fusidic acid hemihydrate),1,['taro-fusidic acid'],True
fusidic acid; hydrocortisone acetate,1,['fucidin h'],True
futibatinib,4,['lytgobi'],True
gabapentin,2,"['apo-gabapentin', 'auro-gabapentin', 'auro-gabapentin tablets', 'gabapentin', 'gabapentin capsules usp', 'gabapentin tablets usp', 'gln-gabapentin', 'gralise', 'jamp gabapentin capsules', 'jamp-gabapentin', 'mint-gabapentin', 'neurontin', 'pms-gabapentin', 'pro-gabapentin', 'riva-gabapentin', 'teva-gabapentin']",True
gabapentin enacarbil,1,['horizant'],True
gabapentin encarbil,1,['gabapentin encarbil'],True
gadobenate dimeglumine,2,"['multihance', 'multihance multipack']",True
gadobutrol,3,"['gadavist', 'gadobutrol', 'gadovist', 'gadovist 1.0', 'pixxoscan']",False
gadodiamide,2,['omniscan'],True
gadofosveset trisodium,1,['ablavar'],True
gadopentetate dimeglumine,1,['magnevist'],True
gadopiclenol,3,"['elucirem', 'vueway']",True
gadoterate meglumine,2,"['clariscan', 'dotarem', 'gadoterate meglumine']",True
gadoteridol,2,"['gadoteridol', 'prohance', 'prohance multipack']",False
gadoversetamide,1,"['optimark', 'optimark in plastic container']",True
gadoxetate disodium,2,"['eovist', 'primovist']",False
galantamine (galantamine hydrobromide),1,"['auro-galantamine er', 'galantamine er', 'mylan-galantamine er', 'pat-galantamine er']",True
galantamine hydrobromide,1,"['galantamine hydrobromide', 'razadyne', 'razadyne er']",True
galcanezumab,4,['emgality'],True
galcanezumab-gnlm,1,['emgality'],True
gallium (68ga) gozetotide,1,"['illuccix', 'locametz']",True
gallium 68 ga chloride,1,"['galli eo', 'galliapharm']",True
gallium citrate ga 67,1,['gallium (ga67) citrate injection'],True
gallium dotatate ga-68,1,['netspot'],True
gallium ga-68 edotreotide,1,['gallium ga 68 edotreotide'],True
gallium ga-68 gozetotide,1,"['gallium ga 68 gozetotide', 'gozellix', 'illuccix', 'locametz']",True
galsulfase,3,['naglazyme'],True
ganaxolone,2,['ztalmy'],True
ganciclovir,2,"['eyezirgan', 'ganzyk-rtu', 'vitrasert', 'zirgan']",False
ganciclovir (ganciclovir sodium),1,"['cytovene', 'ganciclovir for injection', 'ganciclovir for injection usp']",True
ganciclovir sodium,1,['ganciclovir sodium'],True
ganirelix,1,['ganirelix gedeon richter'],True
ganirelix (ganirelix acetate),1,['orgalutran'],True
ganirelix acetate,1,"['fyremadel', 'ganirelix acetate']",True
garadacimab,2,['andembry'],True
garenoxacin mesilate hydrate,1,['geninax'],True
gatifloxacin,2,"['gatifloxacin', 'jamp gatifloxacin', 'zymar', 'zymaxid']",True
gatifloxacin (gatifloxacin hemihydrate),1,['apo-gatifloxacin'],True
gbp510,1,['skycovion'],True
gefapixant,2,"['gefzuris', 'lyfnua']",True
gefapixant citrate,1,['lyfnua'],True
gefitinib,4,"['apo-gefitinib', 'gefitinib', 'gefitinib mylan', 'iressa', 'jamp gefitinib', 'nat-gefitinib', 'sandoz gefitinib']",True
gemcitabine,1,['gemcitabine'],True
gemcitabine (gemcitabine hydrochloride),1,"['gemcitabine for injection', 'gemcitabine injection']",True
gemcitabine hydrochloride,1,"['gemcitabine hydrochloride', 'gemzar', 'infugem']",True
gemfibrozil,2,"['gemfibrozil', 'teva-gemfibrozil']",False
gemifloxacin,1,['factive'],True
gemifloxacin mesylate,1,"['factive', 'gemifloxacin mesylate']",True
gemtuzumab ozogamicin,4,['mylotarg'],True
gentamicin (gentamicin sulfate),1,"['gentamicin injection usp', 'gentamicin(e)']",True
gentamicin sulfate,1,"['gentak', 'gentamicin sulfate']",True
gepirone hydrochloride,1,['exxua'],True
gepotidacin mesylate,1,['blujepa'],True
germanium (68ge) chloride / gallium (68ga) chloride,1,"['galliapharm', 'gegant']",True
gilteritinib,3,['xospata'],True
gilteritinib (gilteritinib fumarate),1,['xospata'],True
gilteritinib fumarate,1,['xospata'],True
"gilteritinib, gilteritinib hemifumarate",1,['xospata'],True
givinostat hydrochloride,1,['duvyzat'],True
givosiran,3,['givlaari'],True
givosiran (givosiran sodium),1,['givlaari'],True
givosiran sodium,1,['givlaari'],True
glasdegib,2,['daurismo'],True
glasdegib (glasdegib maleate),1,['daurismo'],True
glasdegib maleate,1,['daurismo'],True
glatiramer acetate,2,"['copaxone', 'glatect', 'glatiramer acetate', 'glatiramer acetate injection', 'glatopa']",True
glecaprevir,1,['mavyret'],True
glecaprevir / pibrentasvir,2,['maviret'],True
glecaprevir hydrate/pibrentasvir,1,['maviret'],True
glecaprevir/pibrentasvir,1,['maviret'],True
glibenclamide,1,['amglidia'],True
gliclazide,2,"['ag-gliclazide mr', 'apo-gliclazide', 'apo-gliclazide mr', 'diamicron mr', 'gliclazide', 'gliclazide gppl mr 30; gliclazide gxp mr 60; gliclazide genpar mr 60', 'gliclazide mr', 'jamp gliclazide-mr', 'mint-gliclazide mr', 'mylan-gliclazide mr', 'sandoz gliclazide mr', 'taro-gliclazide mr', 'teva-gliclazide']",False
glimepiride,2,"['amaryl', 'avandaryl', 'duetact', 'glimepiride', 'pioglitazone hydrochloride and glimepiride', 'rosiglitazone maleate and glimepiride', 'sandoz glimepiride']",False
glipizide,1,"['glipizide', 'glipizide and metformin hydrochloride', 'metaglip']",True
glofitamab,4,['columvi'],True
glofitamab-gxbm,1,['columvi'],True
glu-urea-lys(ahx)-hbed-cc,1,['illuccix'],True
glucagon,3,"['baqsimi', 'glucagon', 'gvoke hypopen; gvoke kit; gvoke pfs; gvoke vialdx', 'ogluo']",True
glucagon (recombinant dna origin) (glucagon hydrochloride),1,['glucagen hypokit'],True
glucagon hydrochloride,1,"['glucagen', 'glucagon']",True
glucarpidase,2,['voraxaze'],True
glutamine,1,['xyndari'],True
glyburide,2,"['glucovance', 'glyburide', 'glyburide (micronized)', 'glyburide and metformin hydrochloride']",True
glycerine; carboxymethylcellulose sodium,1,"['refresh optive fusion', 'refresh optive gel drops']",True
glycerine; hypromellose,1,['dry eye tears'],True
glycerine; naphazoline hydrochloride,1,['clear eyes extra strength redness relief'],True
glycerine; polysorbate 80; carboxymethylcellulose sodium,1,"['refresh optive advanced', 'refresh optive advanced sensitive']",True
glycerine; zinc sulfate; naphazoline hydrochloride,1,['clear eyes allergy'],True
glycerol phenylbutyrate,3,"['glycerol phenylbutyrate', 'ravicti']",True
glycine; histidine; threonine; tyrosine; arginine; phenylalanine; tryptophan; alanine; methionine; leucine; taurine; proline; isoleucine; lysine (l-lysine acetate); serine; valine,1,['essepna'],True
glycine; methionine; valine; leucine; dextrose; histidine; tryptophan; fish oil; alanine; proline; phenylalanine; taurine; arginine; threonine; tyrosine; lysine (lysine acetate); soybean oil; olive oil; isoleucine; medium chain triglycerides (mct); serine,1,['smofkabiven extra nitrogen electrolyte free'],True
glycopyrrolate,2,"['cuvposa', 'dartisla odt', 'glycopyrrolate', 'glycopyrrolate injection', 'glycopyrrolate injection multidose', 'glycopyrrolate injection usp', 'glyrx-pf', 'lonhala magnair kit', 'prevduo', 'seebri', 'utibron']",True
glycopyrronium,1,['seebri breezhaler/tovanor breezhaler'],True
glycopyrronium (glycopyrronium bromide),1,['seebri breezhaler'],True
glycopyrronium (glycopyrronium bromide); formoterol fumarate dihydrate; budesonide,1,['breztri aerosphere'],True
glycopyrronium (glycopyrronium bromide); indacaterol (indacaterol maleate),1,['ultibro breezhaler'],True
glycopyrronium bromide,2,"['enurev breezhaler', 'seebri', 'seebri breezhaler', 'sialanar', 'tovanor breezhaler']",False
glycopyrronium bromide / formoterol,1,['bevespi aerosphere'],True
glycopyrronium bromide /formoterol fumarate hydrate,1,['bevespi aerosphere'],True
glycopyrronium tosylate,1,['qbrexza'],True
golimumab,4,"['simponi', 'simponi and simponi smartject injector', 'simponi aria', 'simponi i.v.']",True
golodirsen,1,['vyondys 53'],True
gonadotrophin - human menopausal,1,['menopur'],True
goserelin (goserelin acetate),1,['zoladex la'],True
goserelin acetate,1,['zoladex'],True
gozetotide,2,['locametz'],True
gramicidin,1,['neomycin and polymyxin b sulfates and gramicidin'],True
gramicidin; framycetin sulfate; dexamethasone (dexamethasone sodium metasulphobenzoate),1,['sofracort'],True
gramicidin; lidocaine hydrochloride; polymyxin b (polymyxin b sulfate),1,['polysporin for kids'],True
gramicidin; lidocaine hydrochloride; polymyxin b sulfate,1,['antibiotic plus pain relief cream'],True
gramicidin; polymyxin b (polymyxin b sulfate),1,['polysporin antibiotic cream'],True
gramicidin; polymyxin b (polymyxin b sulfate); bacitracin zinc,1,['triple antibiotic ointment'],True
gramicidin; polymyxin b sulfate,1,['original antibiotic cream'],True
gramicidin; polymyxin b sulfate; lidocaine hydrochloride,1,['antibiotic cream for kids'],True
granisetron,3,"['sancuso', 'sustol']",True
granisetron (granisetron hydrochloride),1,"['apo-granisetron', 'granisetron hydrochloride injection', 'nat-granisetron']",True
granisetron hydrochloride,1,"['granisetron hydrochloride', 'granisetron hydrochloride preservative free', 'granisetron hydrochloride; granisetron hydrochloride preservative free', 'granisol', 'kytril']",True
grass pollen allergen extract,1,['oralair'],True
grazoprevir,1,['grazyna'],True
grazoprevir / elbasvir,1,['zepatier'],True
grepafloxacin hydrochloride,1,['raxar'],True
"griseofulvin, microsize",1,['griseofulvin'],True
"griseofulvin, ultramicrosize",1,"['griseofulvin, ultramicrosize', 'griseofulvin,ultramicrosize']",True
guaifenesin,2,"['bronchophan expectorant (sans sucrose)', 'flowtuss', 'guaifenesin', 'guaifenesin and pseudoephedrine hydrochloride', 'hycofenix', 'mucinex', 'mucinex chest congestion', 'mucinex d', 'mucus & phlegm relief extra strength', 'obredon', 'robitussin extra strength mucus and phlegm', 'xtrelus']",False
guaifenesin; acetaminophen; dextromethorphan hydrobromide,1,['coricidin cold & flu liquid gels'],True
guaifenesin; chlorpheniramine maleate; dextromethorphan hydrobromide; acetaminophen; pseudoephedrine hydrochloride,1,"['benylin extra strength all-in-one cough, cold & flu night']",True
guaifenesin; codeine phosphate; pseudoephedrine hydrochloride,1,['calmylin pse with codeine'],True
guaifenesin; dextromethorphan hydrobromide,1,"['cough & chest congestion extra strength', 'mucinex multi-action wet & dry cough liquid', 'mucus & phlegm relief with cough control extra strength', 'robitussin extra strength cough control', 'robitussin extra strength honey cough & congestion', 'robitussin sugar free cough control']",True
guaifenesin; dextromethorphan hydrobromide; acetaminophen; diphenhydramine hydrochloride; pseudoephedrine hydrochloride,1,['total cold & flu combo'],True
guaifenesin; dextromethorphan hydrobromide; acetaminophen; pseudoephedrine hydrochloride,1,['total cold and flu'],True
guaifenesin; dextromethorphan hydrobromide; pseudoephedrine hydrochloride; acetaminophen,1,"['extra strength tylenol complete cold, cough & flu plus mucus relief']",True
guaifenesin; menthol,1,['benylin extra strength sore throat & cough'],True
guaifenesin; menthol; acetaminophen,1,"[""buckley's complete plus extra strength mucus relief""]",True
guaifenesin; pheniramine maleate; codeine phosphate,1,['calmylin ace'],True
guaifenesin; phenylephrine hydrochloride; acetaminophen; dextromethorphan hydrobromide,1,['dayquil complete + vicks vapocool'],True
guaifenesin; phenylephrine hydrochloride; dextromethorphan hydrobromide,1,['dayquil cough dm + congestion'],True
guaifenesin; pseudoephedrine hydrochloride; acetaminophen; dextromethorphan hydrobromide,1,"['cold and sinus complete liquid gels', 'extra strength tylenol complete cold, cough & flu', 'flu, cough & cold complete']",True
guanabenz acetate,1,['guanabenz acetate'],True
guanfacine,3,"['intuniv', 'paxneury']",True
guanfacine (guanfacine hydrochloride),1,"['apo-guanfacine xr', 'intuniv xr', 'jamp guanfacine xr']",True
guanfacine hydrochloride,1,"['guanfacine hydrochloride', 'intuniv']",True
guselkumab,5,"['tremfya', 'tremfya / janssen guselkumab', 'tremfya one-press']",True
gusperimus,1,['spanidin'],True
haemagglutinin-strain a (h1n1); haemagglutinin-strain a (h3n2); haemagglutinin-strain b,1,['fluad'],True
haemagglutinin-strain a (h1n1); haemagglutinin-strain b (victoria); haemagglutinin-strain b (yamagata); haemagglutinin-strain a (h3n2),1,"['fluzone high-dose quadrivalent', 'fluzone quadrivalent']",True
haemagglutinin-strain a (h1n1); haemagglutinin-strain b (yamagata); haemagglutinin-strain a (h3n2); haemagglutinin-strain b (victoria),1,['influvac tetra'],True
haemagglutinin-strain a (h3n2); haemagglutinin-strain b (victoria); haemagglutinin-strain b (yamagata); haemagglutinin-strain a (h1n1),1,['afluria tetra'],True
haemagglutinin-strain a (h5n1),1,['arepanrix h5n1'],True
haemagglutinin-strain b (victoria); haemagglutinin-strain a (h3n2); haemagglutinin-strain a (h1n1); haemagglutinin-strain b (yamagata),1,['flucelvax quad'],True
haemagglutinin-strain b (yamagata); haemagglutinin-strain a (h1n1); haemagglutinin-strain b (victoria); haemagglutinin-strain a (h3n2),1,['afluria tetra'],True
haemagglutinin-strain b (yamagata); haemagglutinin-strain a (h3n2); haemagglutinin-strain a (h1n1); haemagglutinin-strain b (victoria),1,['fluzone quadrivalent'],True
haemagglutinin-strain b (yamagata); haemagglutinin-strain b (victoria); haemagglutinin-strain a (h1n1); haemagglutinin-strain a (h3n2),1,['flulaval tetra'],True
"haemagglutininum influenzae a (h1n1) (rha), haemagglutininum influenzae a (h3n2) (rha), haemagglutininum influenzae b (rha) (yamagata lineage) and haemagglutininum influenzae b (rha) (victoria lineage)",1,['supemtek'],True
"haemagglutininum influenzae a (h1n1), haemagglutininum influenzae a (h3n2), haemagglutininum influenzae b (victoria), haemagglutininum influenzae b (yamagata)",1,['efluelda'],True
haemophilus influenzae type b polyribose ribitol phosphate and group c meningococcal polysaccharide conjugate vaccine,1,['menitorix'],True
halcinonide,1,['halcinonide'],True
halobetasol propionate,2,"['bryhali', 'duobrii', 'halobetasol propionate', 'halobetasol propionate and tazarotene', 'lexette', 'ultravate']",True
haloperidol,2,"['haloperidol', 'haloperidol injection', 'haloperidol injection, usp']",False
haloperidol decanoate,1,['haloperidol decanoate'],True
haloperidol lactate,1,"['haloperidol', 'haloperidol lactate']",True
haptens,1,"['topical hapten gel', 'topical hapten liquid']",True
helium,1,"['helium, usp']",True
helium; oxygen,1,"['heliox 70/30', 'helium / oxygen mixture', 'helium-oxygen mix gas']",True
hemin,1,['panhematin'],True
heparin sodium,4,"['defencath', 'heparin interpharma', 'heparin sintetica', 'heparin sodium', 'heparin sodium 1,000 units in sodium chloride 0.9% in plastic container; heparin sodium 2,000 units in sodium chloride 0.9% in plastic container', 'heparin sodium injection usp', 'heparin sodium injection usp    (multidose vial-with preservative)', 'heparin sodium injection, usp', 'heparin sodium preservative free', 'heparin sodium; heparin sodium preservative free']",False
heparin sodium; dextrose,1,['heparin sodium 20000units in 5% dextrose inj'],True
"hepatitis a vaccine, inactivated",1,['vaqta'],True
"hepatitis a virus, inactivated",1,"['avaxim', 'havrix 1440', 'havrix 720 junior']",True
hepatitis b immunoglobulin (human),1,"['hepagam b', 'hyperhep b']",True
hepatitis b surface antigen,1,['prehevbri'],True
hepatitis b surface antigen (recombinant),1,"['engerix-b', 'recombivax hb']",True
"hepatitis b surface antigen (recombinant); hepatitis a virus, inactivated",1,"['twinrix', 'twinrix junior']",True
"hepatitis b vaccine (rdna, adjuvanted)",1,['heplisav'],True
"hepatitis b vaccine (recombinant, adjuvanted)",1,['heplisav b'],True
"herpes zoster vaccine (recombinant, adjuvanted)",1,['shingrix'],True
hexaminolevulinate hydrochloride,2,"['cysview', 'cysview kit']",False
hexylresorcinol,1,['strepsils anaesthetic formula'],True
hexylresorcinol; levomenthol,1,['strepsils extra black cherry'],True
histamine (histamine dihydrochloride),1,['positive skin test control-histamine'],True
histamine dihydrochloride,2,"['allergen scratch extract positive control “torii”', 'ceplene']",False
histidine; dextrose; tryptophan; l-arginine; l-isoleucine; l-phenylalanine; l-tyrosine; l-lysine hydrochloride; l-threonine; l-proline; glycine; l-valine; l-leucine; alanine; methionine; serine,1,['clinimix'],True
histidine; l-threonine; glycine; l-isoleucine; l-phenylalanine hydrochloride; l-arginine; dextrose; l-valine; methionine; l-alanine; l-leucine hydrochloride; l-lysine hydrochloride; tryptophan; l-proline; l-tyrosine,1,['clinimix'],True
histidine; l-valine; glycine; l-tyrosine; l-leucine; serine; l-arginine; tryptophan; methionine; dextrose; l-proline; alanine; l-phenylalanine; l-threonine; l-lysine hydrochloride; l-isoleucine,1,['clinimix'],True
histrelin acetate,1,"['supprelin la', 'vantas']",True
homatropine methylbromide,1,"['homatropine methylbromide and hydrocodone bitartrate', 'hydrocodone bitartrate and homatropine methylbromide']",True
homosalate; avobenzone; octinoxate; octisalate,1,['smart spf 30 wrinkle correcting cream'],True
homosalate; avobenzone; octinoxate; octisalate; octocrylene,1,['lait solaire corps fps 50+'],True
