Non_proprietary_name,n_agencies,drug_names,has_globally_consistent_name
homosalate; avobenzone; octisalate,1,"['photo regul cream / crème unifying protective face care / soin protecteur visage unificateur spf 25 / fps 25', 'sun ultimate face cream / crème visage', 'watermelon glow dew balm']",True
homosalate; avobenzone; octisalate; octocrylene,1,"['coola classic body spf 50 sunscreen lotion fragrance-free', 'crème solaire visage toucher sec fps 30', 'invisible daily defense body mist sunscreen', 'olay hyaluronic hydrating facial moisturizer with spf', 'sunscreen lotion 30 spf fps', 'sunscreen lotion 50 spf fps', 'ultra sheer dry-touch sunscreen spf 30', 'unseen sunscreen stick']",True
homosalate; avobenzone; octocrylene,1,['haute exigence jour spf 20 multi-intensive'],True
homosalate; avobenzone; octocrylene; octisalate,1,"['coola classic face spf 50 sunscreen lotion fragrance-free', 'olay regenerist spf 30 hydrating collagen peptide 24', 'skin firming retinol moisturizer', 'sport sunscreen lotion spf 30', 'sunthera3 spf 30 sun protection lotion', 'ultra sheer face sunscreen', 'émulsion hydratante visage fps 30']",True
homosalate; avobenzone; oxybenzone; octocrylene; octisalate,1,['degil sun 50 spf fps'],True
homosalate; bisoctrizole; avobenzone; octocrylene,1,['lotion solaire corps fps 30'],True
homosalate; drometrizole trisiloxane; octisalate; avobenzone; oxybenzone; octocrylene,1,['lait solaire corps lotion protectrice corps fps 30'],True
homosalate; drometrizole trisiloxane; octisalate; oxybenzone; avobenzone; octocrylene,1,['spf 60 sport endurance'],True
homosalate; octinoxate; octocrylene; octisalate; avobenzone,1,['spf fps 40 lotion'],True
homosalate; octisalate; avobenzone; octocrylene,1,"['color control oil-free moisturizer broad spectrum spf 30', 'coppertone lotion sunscreen spf 30 sport', 'crème uv protectrice protective uv cream', 'hawaiian sunscreen spf 50+', 'olay complete 15 uva/uvb 365 daily moisturizing lotion with spf broad spectrum spf 15 combination/oily', 'olay complete normal 15 uva/uvb 365 daily moisturizing cream with spf', 'smart tone broad-spectrum sunscreen spf 50', 'sport 50 continuous spray sunscreen ecran solaire en vaporisateur', 'ultra facial cream/crème spf 30', 'urban environment fresh - moisture']",True
homosalate; octisalate; drometrizole trisiloxane; octocrylene; avobenzone,1,['complete sensitive advanced [80 minutes] water/sweat resistant lotion spf 60'],True
homosalate; octisalate; octocrylene; avobenzone,1,"['beyond screen uv serum', 'bright reveal spf50+', 'kids sunscreen lotion spf 50+', 'life brand sunscreen lotion spf 50+', 'olay total effects spf 30', 'premium sunscreen lotion sun bum 50', 'super brightening spf 50 active moisturizer', 'ultra sheer moisturizing face serum sunscreen']",True
homosalate; octisalate; octocrylene; ensulizole; drometrizole trisiloxane; avobenzone; bemotrizinol,1,['face daily uv anti-aging moisturizer'],True
homosalate; octisalate; zinc oxide; octocrylene; octinoxate,1,['facial moisturizing lotion spf 30'],True
homosalate; octocrylene; avobenzone,1,"['extra-firming jour fps/spf 15', 'island sport face sweat resistant sunscreen spritz spf 30', 'island sport sweat resistant sunscreen spritz spf 30']",True
homosalate; octocrylene; avobenzone; octisalate,1,"['banana boat daily protect face sunscreen lotion', 'eucerin complete hydration lotion', 'invisible daily defense face serum sunscreen', 'origins plantscription spf 25 power anti-aging cream', 'protect + hydrate moisturizing sunscreen spf 30', 'silk hydration weightless sunscreen spray spf 30', 'sunscreen lotion 50 spf/fps sport', 'suntouchable whoa glow spf 30 sunscreen', 'unseen sunscreen lip protector']",True
homosalate; octocrylene; drometrizole trisiloxane; octisalate; avobenzone,1,['face anti-shine cream'],True
homosalate; octocrylene; octisalate; avobenzone,1,"['banana boat kids sunscreen lotion roll-on', 'coola classic body spf 30 sunscreen lotion tropical coconut scent', 'coola classic face spf 30 sunscreen lotion cucumber scent', 'coola environmental 360° daily protection spf 18 refreshing water mist sunscreen', 'laneige hydro uv defense ex', 'olay regenerist enhancing uva/uvb lotion with spf 15', 'olay regenerist whip sun protection factor 40', 'prisma protect spf 30', 'rénergie lift multi-action ultra', 'sheer touch leaves skin radiant spf 15', 'sport 30 lotion sunscreen lotion écran solaire', 'toleriane sensitive crème uv']",True
homosalate; octocrylene; octisalate; drometrizole trisiloxane; avobenzone,1,['spf 45 sport clear continuous spray'],True
homosalate; oxybenzone; octinoxate,1,['mary kay cc cream'],True
homosalate; oxybenzone; octocrylene; octisalate; avobenzone,1,['clinique spf 50 face cream'],True
homosalate; titanium dioxide; oxybenzone; octocrylene,1,['uv 50 ecran teinté multi-protection spf 50'],True
homosalate; zinc oxide,1,['daily matte moisturizer spf 30'],True
homosalate; zinc oxide; octisalate,1,['lait famille - visage & corps'],True
honey bee venom protein,1,['hymenoptera venom product - honey bee venom (550 mcg)'],True
human adenovirus serotype 26 encoding the sars-cov-2 spike glycoprotein (ad26.cov2-s),1,['covid-19 vaccine janssen'],True
human alpha1-proteinase inhibitor,1,['respreeza'],True
human c1 esterase inhibitor,1,['berinert'],True
human coagulation factor viii / von willebrand factor,1,['voncento'],True
human coagulation factor x,1,['coagadex'],True
human fibrinogen / human thrombin,2,"['evarrest', 'evicel', 'raplixa', 'veraseal']",True
human fibrinogen/human thrombin,1,['tachosil'],True
human hepatitis b immunoglobulin,1,"['immunogam', 'zutectra']",True
human heterologous liver cells,1,['heparesc'],True
human igg1 monoclonal antibody specific for human interleukin-1 alpha,1,['nan'],True
human normal immunoglobulin,2,"['cutaquig', 'deqsiga', 'flebogammadif', 'hizentra', 'hyqvia', 'privigen', 'xembify']",False
human papilloma virus (hpv) quadrivalent l1 vlp vaccine,1,['gardasil'],True
human papillomavirus 9-valent vaccine,1,['gardasil 9'],True
"human papillomavirus 9-valent vaccine (recombinant, adsorbed)",1,['gardasil 9'],True
"human papillomavirus 9-valent vaccine, recombinant",1,['gardasil 9'],True
"human papillomavirus vaccine [types 6, 11, 16, 18] (recombinant, adsorbed)",1,['silgard'],True
human papillomavirus vaccine types 16 and 18,1,['cervarix'],True
"human papillomavirus vaccine types 16 and 18 (recombinant, as04 adjuvanted)",1,['cervarix'],True
human plasma proteins,1,['octaplasma'],True
human prothrombin complex,1,['beriplex p/n'],True
human-bovine rotavirus reassortant type g1; human-bovine rotavirus reassortant type p1(8); human-bovine rotavirus reassortant type g4; human-bovine rotavirus reassortant type g2; human-bovine rotavirus reassortant type g3,1,['rotateq'],True
hyaluronidase,1,"['amphadase', 'hydase', 'vitrase']",True
hyaluronidase recombinant human,1,['hylenex recombinant'],True
"hyaluronidase, ovine",1,['vitragan'],True
hydralazine hydrochloride,2,"['bidil', 'hydralazine', 'hydralazine hydrochloride', 'hydralazine hydrochloride injection, usp', 'isosorbide dinitrate and hydralazine hydrochloride', 'jamp-hydralazine', 'mint-hydralazine']",False
hydrochlorothiazide,2,"['accuretic', 'apo-hydrochlorothiazide', 'avalide', 'benicar hct', 'diovan hct', 'dutoprol', 'hydrochlorothiazide', 'hydrochlorothiazide and olmesartan medoxomil', 'hydrochlorothiazide; irbesartan', 'hydrochlorothiazide; valsartan', 'hyzaar', 'inzirqo', 'irbesartan and hydrochlorothiazide', 'irbesartan and hydrochlorothiazide; irbesartan hydrochlorothiazide', 'lisinopril and hydrochlorothiazide', 'losartan potassium and hydrochlorothiazide', 'metoprolol tartrate and hydrochlorothiazide', 'micardis hct', 'microzide', 'mint-hydrochlorothiazide', 'moexipril hydrochloride and hydrochlorothiazide', 'olmesartan medoxomil and hydrochlorothiazide', 'pms-hydrochlorothiazide', 'quinapril hydrochloride and hydrochlorothiazide', 'telmisartan and hydrochlorothiazide', 'triamterene and hydrochlorothiazide', 'uniretic', 'valsartan and hydrochlorothiazide']",True
hydrochlorothiazide; candesartan cilexetil,1,"['atacand plus', 'auro-candesartan hct', 'candesartan hct', 'candesartan/hctz', 'jamp candesartan-hct', 'nra-candesartan hctz', 'sandoz candesartan plus', 'teva-candesartan/hctz']",True
hydrochlorothiazide; cilazapril (cilazapril monohydrate),1,"['inhibace plus', 'teva-cilazapril/hctz']",True
hydrochlorothiazide; enalapril maleate,1,['enalapril maleate/hctz'],True
hydrochlorothiazide; irbesartan,2,"['avalide', 'irbesartan and hydrochlorothiazide; irbesartan; hydrochlorothiazide', 'irbesartan-hctz', 'irbesartan/hctz', 'pms-irbesartan-hctz', 'sandoz irbesartan hct', 'teva-irbesartan hctz']",False
hydrochlorothiazide; irbesartan: hydrochlorothiazide,1,['irbesartan and hydrochlorothiazide; irbesartan; hydrochlorothiazide'],True
hydrochlorothiazide; lisinopril (lisinopril dihydrate),1,"['lisinopril/hctz (type z)', 'sandoz lisinopril hct', 'teva-lisinopril/hctz (type p)', 'teva-lisinopril/hctz (type z)']",True
hydrochlorothiazide; losartan potassium,1,"['auro-losartan hct', 'hyzaar', 'hyzaar ds', 'losartan/hctz', 'mint-losartan/hctz', 'pms-losartan-hctz', 'sandoz losartan hct ds', 'teva-losartan/hctz']",True
hydrochlorothiazide; olmesartan medoxomil,1,"['ach-olmesartan hctz', 'apo-olmesartan/hctz', 'auro-olmesartan hctz', 'gln-olmesartan hctz', 'nra-olmesartan hctz', 'olmesartan/hctz', 'olmetec plus', 'prz-olmesartan/hctz']",True
hydrochlorothiazide; quinapril (quinapril hydrochloride),1,"['auro-quinapril hctz', 'jamp quinapril / hctz']",True
hydrochlorothiazide; ramipril,1,"['altace hct', 'pms-ramipril-hctz', 'taro-ramipril hctz']",True
hydrochlorothiazide; telmisartan,1,"['ach-telmisartan hctz', 'ag telmisartan-hct', 'auro-telmisartan hctz', 'jamp telmisartan-hct', 'micardis plus', 'nra-telmisartan/hctz', 'telmisartan hctz', 'telmisartan/hctz']",True
hydrochlorothiazide; valsartan,1,"['auro-valsartan hct', 'diovan-hct', 'sandoz valsartan hct', 'teva-valsartan/hctz', 'valsartan hct', 'valsartan-hctz']",True
hydrocodone bitartrate,2,"['codamine', 'hydrocodone bitartrate', 'hydrocodone bitartrate and ibuprofen', 'hydrocodone bitartrate and ibuprofen; reprexain', 'hydrocodone bitartrate and pseudoephedrine hydrochloride', 'hydrocodone; hydrocodone bitartrate and ibuprofen', 'hysingla er', 'pdp-hydrocodone', 'rezira', 'vantrela er', 'vicoprofen', 'zohydro er']",False
hydrocortisone,3,"['alkindi', 'alkindi sprinkle', 'auro-hydrocortisone', 'colocort', 'efmody', 'hydrocortisone', 'khindiv', 'neomycin and polymyxin b sulfates and hydrocortisone', 'oticair', 'plenadren', 'sandoz hydrocortisone']",False
hydrocortisone acetate,1,"['hydrocortisone acetate', 'micort-hc']",True
hydrocortisone acetate; zinc sulfate,1,['anodan-hc 10mg suppositories'],True
hydrocortisone butyrate,1,"['hydrocortisone butyrate', 'locoid', 'locoid lipocream']",True
hydrocortisone probutate,1,['pandel'],True
hydrocortisone sodium succinate,1,"['a-hydrocort', 'hydrocortisone sodium succinate']",True
hydrocortisone valerate,2,"['hydrocortisone valerate', 'hydroval cream 0.2%', 'hydroval ointment 0.2%']",False
hydrogen peroxide,1,['eskata'],True
hydromorphone hydrochloride,2,"['apo-hydromorphone', 'exalgo', 'hydromorph contin', 'hydromorph contin-controlled release cap - 12mg', 'hydromorph contin-controlled release cap - 18mg', 'hydromorph contin-controlled release cap - 24mg', 'hydromorph contin-controlled release cap - 30mg', 'hydromorph contin-controlled release cap - 3mg', 'hydromorph contin-controlled release cap - 6mg', 'hydromorphone hp 10', 'hydromorphone hp 20', 'hydromorphone hp 50', 'hydromorphone hydrochloride', 'hydromorphone hydrochloride injection', 'hydromorphone hydrochloride injection hp 10', 'hydromorphone hydrochloride injection hp 50', 'hydromorphone hydrochloride injection hp forte', 'hydromorphone hydrochloride injection usp', 'hydromorphone hydrochloride injection, usp', 'palladone']",False
hydroquinone,1,['erfa hydroquinone'],True
hydroxocobalamin,3,['cyanokit'],True
hydroxycarbamide,1,"['siklos', 'xromi']",True
hydroxychloroquine sulfate,2,"['apo-hydroxyquine', 'hydroxychloroquine', 'hydroxychloroquine sulfate', 'jamp hydroxychloroquine sulfate', 'mint-hydroxychloroquine', 'nra-hydroxychloroquine', 'sovuna']",False
hydroxyethyl starch 130/0.4,1,"['volulyte', 'voluven']",True
hydroxyprogesterone caproate,1,['hydroxyprogesterone caproate'],True
hydroxyurea,2,"['apo-hydroxyurea', 'hydroxyurea', 'mylan-hydroxyurea', 'riva-hydroxyurea', 'siklos', 'xromi']",False
hydroxyzine hydrochloride,1,['hydroxyzine hydrochloride'],True
hydroxyzine pamoate,1,['hydroxyzine pamoate'],True
hyoscine butylbromide,1,"['accel-hyoscine', 'hyoscine butylbromide injection', 'hyoscine butylbromide injection bp']",True
hypromellose,1,['genteal'],True
hypromellose; glycerine,1,"['artificial tears', 'visine for dry eye tired eye relief']",True
ibalizumab,1,['trogarzo'],True
ibalizumab-uiyk,1,['trogarzo'],True
ibandronate sodium,1,"['boniva', 'ibandronate sodium']",True
ibandronic acid,1,"['iasibon', 'ibandronic acid accord', 'ibandronic acid hexal', 'ibandronic acid sandoz', 'ibandronic acid teva']",True
ibrexafungerp citrate,1,['brexafemme'],True
ibritumomab tiuxetan,1,['zevalin'],True
ibrutinib,4,"['ibrutinib', 'imbruvica']",True
ibuprofen,4,"['advil 12 hour', 'advil arthritis pain', 'advil cold and sinus', 'advil congestion relief', 'advil extra strength caplets', 'advil extra strength liqui-gels', 'advil liqui-gels', 'advil liqui-gels; advil migraine liqui-gels', 'advil mini-gels', 'advil muscle and joint', 'advil pediatric drops', 'advil pediatric drops fever from colds or flu', 'caldolor', ""children's advil"", ""children's advil cold"", ""children's advil fever from colds or flu"", ""children's advil; children's advil-flavored"", ""children's advil; junior strength advil"", ""children's elixsure"", ""children's ibuprofen"", ""children's ibuprofen suspension"", ""children's motrin"", ""children's motrin cold"", ""children's motrin; junior strength motrin"", 'combunox', 'extra strength ibuprofen', 'extra strength ibuprofen liquid capsules', 'extra strength ibuprofen liquid gel capsules', 'ibuprofen', 'ibuprofen 200 mg', 'ibuprofen 400 mg', 'ibuprofen and phenylephrine hydrochloride', 'ibuprofen and pseudoephedrine hydrochloride', 'ibuprofen caplets', 'ibuprofen caplets 200 mg', 'ibuprofen extra strength caplets', 'ibuprofen gen.orph', 'ibuprofen liquid capsules', 'ibuprofen liquid gel capsules', 'ibuprofen liquid gels', 'ibuprofen muscle and joint', 'ibuprofen tablets', 'ibuprofen tablets 200 mg', 'ibuprohm cold and sinus', ""infant's advil; pediatric advil"", ""infants' motrin"", 'junior strength advil', 'junior strength advil fever from colds or flu', 'junior strength ibuprofen', 'junior strength motrin', 'midol liquid gels', 'motrin', 'motrin 300mg', 'motrin 400mg', 'motrin liquid gels 200mg', 'motrin liquid gels 400 mg', 'muscle & joint', 'oxycodone hydrochloride and ibuprofen', 'pedea']",False
ibuprofen (ibuprofen sodium dihydrate); acetaminophen,1,['combogesic iv'],True
ibuprofen and diphenhydramine hydrochloride,1,['ibuprofen/diphenhydramine hydrochloride wyeth'],True
ibuprofen lysine,1,"['ibuprofen lysine', 'neoprofen']",True
ibuprofen sodium,1,"['advil', 'ibuprofen sodium']",True
ibuprofen; acetaminophen,1,"['advil plus acetaminophen', 'combogesic']",True
ibuprofen; chlorpheniramine maleate; pseudoephedrine hydrochloride,1,"['advil cold, sinus & flu extra strength', ""children's advil cold & flu multi-symptom""]",True
ibuprofen; diphenhydramine citrate,1,['advil cold & flu'],True
ibuprofen; methocarbamol,1,"['analgesic and muscle relaxant', 'motrin platinum muscle & body', 'robax platinum']",True
ibuprofen; pseudoephedrine hydrochloride,1,"['advil cold and sinus daytime', 'cold + sinus', 'sudafed sinus advance']",True
ibuprofen; pseudoephedrine hydrochloride; chlorpheniramine maleate,1,['advil cold & sinus plus'],True
ibutilide fumarate,2,"['corvert', 'ibutilide fumarate']",True
icatibant,2,"['firazyr', 'icatibant accord']",True
icatibant (icatibant acetate),1,"['firazyr', 'icatibant injection']",True
icatibant acetate,1,"['firazyr', 'icatibant acetate']",True
iclaprim mesylate,1,['mersarex'],True
icodextrin,1,['extraneal'],True
icodextrin; calcium chloride; magnesium chloride; sodium chloride; sodium lactate,1,['extraneal'],True
icosapent ethyl,5,"['icosapent ethyl', 'vascepa', 'vazkepa']",False
idarubicin hydrochloride,2,"['idamycin pfs', 'idarubicin', 'idarubicin hydrochloride']",False
idarucizumab,5,"['praxbind', 'prizbind']",False
idebenone,3,"['puldysa', 'raxone', 'sovrima']",True
idecabtagene vicleucel,1,['abecma'],True
idelalisib,4,['zydelig'],True
idursulfase,3,['elaprase'],True
ifosfamide,2,"['ifex', 'ifosfamide', 'ifosfamide/mesna kit']",False
iloperidone,3,"['fanapt', 'fanaptum', 'iloperidone']",False
iloprost,1,"['aurlumyn', 'ventavis']",True
imatinib,2,"['glivec', 'imatinib accord', 'imatinib actavis', 'imatinib koanaa', 'imatinib medac', 'imatinib teva', 'imatinib teva b.v.']",False
imatinib (imatinib mesylate),1,"['ach-imatinib', 'apo-imatinib', 'gleevec', 'imatinib', 'jamp imatinib', 'mint-imatinib', 'nat-imatinib', 'teva-imatinib']",True
imatinib mesilate,1,"['glivec', 'ruvise']",True
imatinib mesylate,1,"['gleevec', 'imatinib mesylate', 'imkeldi']",True
imciromab pentetate,1,['myoscint'],True
imeglimin hydrochloride,1,['twymeeg'],True
imetelstat,1,['rytelo'],True
imetelstat sodium,1,['rytelo'],True
imiglucerase,1,['cerezyme'],True
imipenem / cilastatin / relebactam,1,['recarbrio'],True
