Non_proprietary_name,Drug_name,n_agencies_per_name,n_agencies,is_globally_consistent
aliskiren / amlodipine,rasilamlo,1,1,True
aliskiren / amlodipine / hydrochlorothiazide,rasitrio,1,1,True
aliskiren / hydrochlorothiazide,sprimeo hct,1,1,True
aliskiren hemifumarate,aliskiren hemifumarate,1,1,True
aliskiren hemifumarate,amturnide,1,1,True
aliskiren hemifumarate,tekamlo,1,1,True
aliskiren hemifumarate,tekturna,1,1,True
aliskiren hemifumarate,tekturna hct,1,1,True
aliskiren hemifumarate,valturna,1,1,True
aliskiren hemifumarate / hydrochlorothiazide,rasilez hct,1,1,True
aliskiren hemifumarate / hydrochlorothiazide,riprazo hct,1,1,True
"aliskiren, amlodipine, hydrochlorothiazide",rasilamlo hct,1,1,True
aliskiren/amlodipine,rasilamlo,1,1,True
aliskiren/hydrochlorothiazide,rasilez hct/enviage hct,1,1,True
alitretinoin,hanzema,1,2,False
alitretinoin,panretin,1,2,False
allergen extract - alum precipitated,allergy canada allergen extract - alum precipitated,1,1,True
allergen pollen extract of 5 grasses,oralair tablet,1,1,True
allergenic extract non-pollen,omega allergenic extracts - non-pollens (aqueous),1,1,True
allergenic extract non-pollen,omega allergenic extracts - non-pollens (glycerinated),1,1,True
allergenic extract non-pollen,omega allergenic extracts - non-pollens (suspal),1,1,True
allergenic extracts pollens,omega allergenic extracts - pollens (aqueous),1,1,True
allergenic extracts pollens,omega allergenic extracts - pollens (glycerinated),1,1,True
allergenic extracts pollens,omega allergenic extracts - pollens (suspal),1,1,True
allergens of peanut (arachis hypogaea),palforzia,1,1,True
allogeneic t cells genetically modified with a retroviral vector encoding for a truncated form of the human low affinity nerve growth factor receptor (δlngfr) and the herpes simplex i virus thymidine kinase (hsv-tk mut2),zalmoxis,1,1,True
allopurinol,allopurinol,1,2,False
allopurinol,allopurinol-200,1,2,False
allopurinol,apo-allopurinol,1,2,False
allopurinol,duzallo,1,2,False
allopurinol,jamp allopurinol,1,2,False
allopurinol,mar-allopurinol,1,2,False
allopurinol / lesinurad,duzallo,1,1,True
allopurinol sodium,allopurinol sodium,1,1,True
allopurinol sodium,aloprim,1,1,True
almotriptan (almotriptan malate),almotriptan,1,1,True
almotriptan (almotriptan malate),mylan-almotriptan,1,1,True
almotriptan (almotriptan malate),sandoz almotriptan,1,1,True
almotriptan (almotriptan malate),teva-almotriptan,1,1,True
almotriptan malate,almotriptan malate,1,1,True
almotriptan malate,axert,1,1,True
alogliptin,alogliptin; metformin hydrochloride,1,3,False
alogliptin,"nesina, vipidia",1,3,False
alogliptin,vipidia,1,3,False
alogliptin (alogliptin benzoate),nesina,1,1,True
alogliptin (alogliptin benzoate); metformin hydrochloride,kazano,1,1,True
alogliptin / metformin,vipdomet,1,1,True
alogliptin / pioglitazone,incresync,1,1,True
alogliptin and metformin hydrochloride,alogliptin and metformin hydrochloride,1,1,True
alogliptin benzoate,alogliptin,1,1,True
alogliptin benzoate,kazano,1,1,True
alogliptin benzoate,nesina,1,1,True
alogliptin benzoate,oseni,1,1,True
alosetron hydrochloride,alosetron hydrochloride,1,1,True
alosetron hydrochloride,lotronex,1,1,True
alpelisib,piqray,5,5,True
alpelisib,vijoice,2,5,False
alpha-1-antitrypsin,infinia,1,1,True
alpha-1-proteinase inhibitor,prolastin-c,1,1,True
alpha-tocopherol acetate,infuvite adult,1,1,True
alpha1-proteinase inhibitor (human),glassia,1,1,True
alpha1-proteinase inhibitor (human),prolastin-c,1,1,True
alprazolam,alprazolam,1,2,False
alprazolam,apo-alpraz,1,2,False
alprazolam,apo-alpraz ts,1,2,False
alprazolam,niravam,1,2,False
alprazolam,pro-alprazolam,1,2,False
alprazolam,xanax xr,1,2,False
alprostadil,alprostadil,1,2,False
alprostadil,caverject,1,2,False
alprostadil,caverject impulse,1,2,False
alprostadil,caverject sterile powder,1,2,False
alprostadil,caverject sterile powder - pws 23.2mcg/vial,1,2,False
alprostadil,edex,1,2,False
alprostadil,muse,1,2,False
alteplase,actilyse,1,2,False
alteplase,cathflo,1,2,False
alteplase; water,activase rt-pa,1,1,True
aluminum hydroxide-sucrose dried gel; simethicone; magnesium hydroxide,gelusil antacid and anti-gas,1,1,True
aluminum hydroxide; dimethicone; magnesium hydroxide,almagel plus sus,1,1,True
alvimopan,alvimopan,1,1,True
alvimopan,entereg,1,1,True
amantadine hydrochloride,amantadine hydrochloride,1,2,False
amantadine hydrochloride,gocovri,1,2,False
amantadine hydrochloride,odan-amantadine syrup,1,2,False
amantadine hydrochloride,osmolex er,1,2,False
amantadine; amantadine hydrochloride,amantadine; amantadine hydrochloride,1,1,True
ambrisentan,ambrisentan,1,5,False
ambrisentan,ambrisentan mylan,1,5,False
ambrisentan,apo-ambrisentan,1,5,False
ambrisentan,jamp ambrisentan,1,5,False
ambrisentan,letairis,1,5,False
ambrisentan,sandoz ambrisentan tablets,1,5,False
ambrisentan,volibris,4,5,False
amcinonide,amcinonide,1,2,False
amcinonide,taro-amcinonide,1,2,False
amenamevir,amenalief,1,1,True
american house dust mite / european house dust mite,actair initiation treatment and actair continuation treatment,1,1,True
american house dust mite extract; european house dust mite extract,acarizax,1,1,True
amifampridine,amifampridine serb,1,4,False
amifampridine,ruzurgi,3,4,False
amifampridine,zenas,1,4,False
amifampridine (amifampridine phosphate),firdapse,1,1,True
amifampridine phosphate,firdapse,1,1,True
amifostine,amifostine,1,1,True
amifostine,ethyol,1,1,True
amikacin,arikayce,1,1,True
amikacin,arikayce liposomal,1,1,True
amikacin (amikacin sulfate),amikacin sulfate injection,1,1,True
amikacin (amikacin sulfate),amikacin sulfate injection usp,1,1,True
amikacin sulfate,amikacin sulfate,1,1,True
amikacin sulfate,amikacin sulfate in sodium chloride 0.9% in plastic container,1,1,True
amikacin sulfate,arikayce kit,1,1,True
amiloride hydrochloride,amiloride hydrochloride,1,2,False
amiloride hydrochloride,midamor,1,2,False
amino acids,amino acids,1,1,True
amino acids,aminosyn-hf 8%,1,1,True
amino acids,clinimix 2.75/10 sulfite free in dextrose 10% in plastic container; clinimix 2.75/25 sulfite free in dextrose 25% in plastic container; clinimix 2.75/5 sulfite free in dextrose 5% in plastic container; clinimix 4.25/10 sulfite free in dextrose 10% in plastic container; clinimix 4.25/20 sulfite free in dextrose 20% in plastic container; clinimix 4.25/25 sulfite free in dextrose 25% in plastic container; clinimix 4.25/5 sulfite free in dextrose 5% in plastic container; clinimix 5/10 sulfite free in dextrose 10% in plastic container; clinimix 5/15 sulfite free in dextrose 15% in plastic container; clinimix 5/20 sulfite free in dextrose 20% in plastic container; clinimix 5/25 sulfite free in dextrose 25% in plastic container; clinimix 5/35 sulfite free in dextrose 35% in plastic container; clinimix 8/14 sulfite free in dextrose 14% in plastic container,1,1,True
amino acids,clinimix e 2.75/10 sulfite free w/ elect in dextrose 10% w/ calcium in plastic container; clinimix e 2.75/25 sulfite free w/ elect in dextrose 25% w/ calcium in plastic container; clinimix e 2.75/5 sulfite free w/ elect in dextrose 5% w/ calcium in plastic container; clinimix e 4.25/10 sulfite free w/ elect in dextrose 10% w/ calcium in plastic container; clinimix e 4.25/20 sulfite free w/ elect in dextrose 20% w/ calcium in plastic container; clinimix e 4.25/25 sulfite free w/ elect in dextrose 25% w/ calcium in plastic container; clinimix e 4.25/5 sulfite free w/ elect in dextrose 5% w/ calcium in plastic container; clinimix e 5/10 sulfite free w/ elect in dextrose 10% w/ calcium in plastic container; clinimix e 5/15 sulfite free w/ elect in dextrose 15% w/ calcium in plastic container; clinimix e 5/20 sulfite free w/ elect in 20% dextrose w/ calcium in plastic container; clinimix e 5/25 sulfite free w/ elect in dextrose 25% w/ calcium in plastic container; clinimix e 5/35 sulfite free w/ elect in dextrose 35% w/ calcium in plastic container,1,1,True
amino acids,clinisol 15% sulfite free in plastic container,1,1,True
amino acids,hepatasol 8%,1,1,True
amino acids,kabiven in plastic container; perikabiven in plastic container,1,1,True
amino acids,premasol 10% in plastic container; premasol 6% in plastic container,1,1,True
amino acids,prosol 20% sulfite free in plastic container,1,1,True
amino acids,travasol 2.75% sulfite free w/ electrolytes in dextrose 10% in plastic container; travasol 2.75% sulfite free w/ electrolytes in dextrose 15% in plastic container; travasol 2.75% sulfite free w/ electrolytes in dextrose 20% in plastic container; travasol 2.75% sulfite free w/ electrolytes in dextrose 25% in plastic container; travasol 2.75% sulfite free w/ electrolytes in dextrose 5% in plastic container; travasol 4.25% sulfite free w/ electrolytes in dextrose 10% in plastic container; travasol 4.25% sulfite free w/ electrolytes in dextrose 15% in plastic container; travasol 4.25% sulfite free w/ electrolytes in dextrose 20% in plastic container; travasol 4.25% sulfite free w/ electrolytes in dextrose 25% in plastic container; travasol 4.25% sulfite free w/ electrolytes in dextrose 5% in plastic container,1,1,True
amino acids,travasol 3.5% sulfite free w/ electrolytes in plastic container,1,1,True
amino acids,travasol 5.5% sulfite free w/ electrolytes in plastic container; travasol 8.5% sulfite free w/ electrolytes in plastic container,1,1,True
"amino acids, lipids and glucose","periolimel n4-600e, olimel n5-860e, olimel n7-960, olimel n7-960e, olimel n9-840, olimel n9-840e",1,1,True
aminocaproic acid,aminocaproic,1,1,True
aminocaproic acid,aminocaproic acid,1,1,True
aminolevulinic acid hcl,gliolan,1,1,True
aminolevulinic acid hydrochloride,alabel,1,3,False
aminolevulinic acid hydrochloride,ameluz,1,3,False
aminolevulinic acid hydrochloride,gleolan,2,3,False
aminolevulinic acid hydrochloride,levulan,1,3,False
aminolevulinic acid hydrochloride,levulan kerastick,1,3,False
amiodarone hydrochloride,amiodarone,1,2,False
amiodarone hydrochloride,amiodarone hydrochloride,1,2,False
amiodarone hydrochloride,amiodarone hydrochloride for injection,1,2,False
amiodarone hydrochloride,"amiodarone hydrochloride for injection, usp",1,2,False
amiodarone hydrochloride,apo-amiodarone tablets,1,2,False
amiodarone hydrochloride,cordarone,1,2,False
amiodarone hydrochloride,dom-amiodarone,1,2,False
amiodarone hydrochloride,jamp amiodarone,1,2,False
amiodarone hydrochloride,nexterone,1,2,False
amiodarone hydrochloride,pacerone,1,2,False
amiodarone hydrochloride,pms-amiodarone,1,2,False
amiodarone hydrochloride,pro-amiodarone - 200,1,2,False
amiodarone hydrochloride,riva-amiodarone,1,2,False
amiodarone hydrochloride,sandoz amiodarone,1,2,False
amiodarone hydrochloride,teva-amiodarone,1,2,False
amisulpride,barhemsys,1,1,True
amitriptyline hydrochloride,amitriptyline hydrochloride,1,2,False
amitriptyline hydrochloride,apo-amitriptyline,1,2,False
amitriptyline hydrochloride,chlordiazepoxide and amitriptyline hydrochloride,1,2,False
amitriptyline hydrochloride,jamp-amitriptyline,1,2,False
amitriptyline hydrochloride,mar-amitriptyline,1,2,False
amitriptyline hydrochloride,pms-amitriptyline,1,2,False
amivantamab,rybrevant,4,4,True
amivantamab-vmjw,rybrevant,1,1,True
amlexanox,amlexanox,1,1,True
amlexanox,aphthasol,1,1,True
amlodipine (amlodipine besylate),ach-amlodipine,1,1,True
amlodipine (amlodipine besylate),ag-amlodipine,1,1,True
amlodipine (amlodipine besylate),amlodipine,1,1,True
amlodipine (amlodipine besylate),apo-amlodipine,1,1,True
amlodipine (amlodipine besylate),auro-amlodipine,1,1,True
amlodipine (amlodipine besylate),bio-amlodipine,1,1,True
amlodipine (amlodipine besylate),jamp-amlodipine,1,1,True
amlodipine (amlodipine besylate),m-amlodipine,1,1,True
amlodipine (amlodipine besylate),mar-amlodipine,1,1,True
amlodipine (amlodipine besylate),mint-amlodipine,1,1,True
amlodipine (amlodipine besylate),mylan-amlodipine,1,1,True
amlodipine (amlodipine besylate),nra-amlodipine,1,1,True
amlodipine (amlodipine besylate),pdp-amlodipine,1,1,True
amlodipine (amlodipine besylate),pms-amlodipine,1,1,True
amlodipine (amlodipine besylate),prz-amlodipine,1,1,True
amlodipine (amlodipine besylate),riva-amlodipine,1,1,True
amlodipine (amlodipine besylate),sandoz amlodipine,1,1,True
amlodipine (amlodipine besylate),taro-amlodipine,1,1,True
amlodipine (amlodipine besylate),teva-amlodipine,1,1,True
amlodipine (amlodipine besylate); atorvastatin (atorvastatin calcium propylene glycol solvate),apo-amlodipine-atorvastatin,1,1,True
amlodipine (amlodipine besylate); atorvastatin (atorvastatin calcium),caduet,1,1,True
amlodipine (amlodipine besylate); atorvastatin (atorvastatin calcium),mylan-amlodipine/atorvastatin,1,1,True
amlodipine (amlodipine besylate); perindopril arginine,apo-perindopril/amlodipine,1,1,True
amlodipine (amlodipine besylate); perindopril arginine,pms-perindopril-amlodipine,1,1,True
amlodipine (amlodipine besylate); perindopril arginine,viacoram,1,1,True
amlodipine (amlodipine besylate); telmisartan,twynsta,1,1,True
amlodipine / valsartan,amlodipine /valsartan mylan,1,1,True
amlodipine benzoate,amlodipine benzoate,1,1,True
amlodipine benzoate,katerzia,1,1,True
amlodipine besylate,amlodipine and olmesartan medoxomil,1,1,True
amlodipine besylate,amlodipine besylate,1,1,True
amlodipine besylate,amlodipine besylate and atorvastatin calcium,1,1,True
amlodipine besylate,amlodipine besylate and benazepril hydrochloride,1,1,True
amlodipine besylate,amlodipine besylate and benazepril hydrochloride; amlodipine besylate; benazepril hydrochloride,1,1,True
amlodipine besylate,amlodipine besylate and valsartan,1,1,True
amlodipine besylate,"amlodipine besylate, valsartan and hydrochlorothiazide",1,1,True
amlodipine besylate,amlodipine besylate; benazepril hydrochloride,1,1,True
amlodipine besylate,azor,1,1,True
amlodipine besylate,caduet,1,1,True
amlodipine besylate,consensi,1,1,True
amlodipine besylate,exforge,1,1,True
amlodipine besylate,exforge hct,1,1,True
amlodipine besylate,lotrel,1,1,True
amlodipine besylate,norliqva,1,1,True
amlodipine besylate,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",1,1,True
amlodipine besylate,prestalia,1,1,True
amlodipine besylate,telmisartan and amlodipine,1,1,True
amlodipine besylate,tribenzor,1,1,True
amlodipine besylate,twynsta,1,1,True
amlodipine besylate / valsartan / hydrochlorothiazide,copalia hct,1,1,True
amlodipine besylate / valsartan / hydrochlorothiazide,dafiro hct,1,1,True
amlodipine besylate / valsartan / hydrochlorothiazide,exforge hct,1,1,True
amlodipine besylate / valsartan / hydrochlorothiazide,imprida hct,1,1,True
amlodipine besylate and valsartan,copalia,1,1,True
amlodipine besylate and valsartan,exforge,1,1,True
amlodipine maleate,amlodipine maleate; benazepril hydrochloride,1,1,True
amlodipine maleate,amvaz,1,1,True
"amlodipine, valsartan, hydrochlorothiazide","exforge hct, ejocia hct",1,1,True
amlodipine/valsartan,exforge/ejocia 5/320; exforge ejocia 10/320,1,1,True
ammonia n-13,ammonia n 13,1,1,True
ammonium chloride; codeine phosphate; diphenhydramine hydrochloride,damylin with codeine syrup,1,1,True
ammonium lactate,ammonium lactate,1,1,True
ammonium lactate,lac-hydrin,1,1,True
amoxicillin,amoxicillin,1,1,True
amoxicillin,amoxicillin and clavulanate potassium,1,1,True
amoxicillin,amoxil,1,1,True
amoxicillin,augmentin '200'; augmentin '400',1,1,True
amoxicillin,augmentin '875',1,1,True
amoxicillin,augmentin es-600,1,1,True
amoxicillin,augmentin xr,1,1,True
amoxicillin,dispermox,1,1,True
amoxicillin,"lansoprazole, amoxicillin and clarithromycin (copackaged)",1,1,True
amoxicillin,moxatag,1,1,True
amoxicillin,omeclamox-pak,1,1,True
amoxicillin,prevpac (copackaged),1,1,True
amoxicillin,talicia,1,1,True
amoxicillin,voquezna dual pak,1,1,True
amoxicillin,voquezna triple pak,1,1,True
amoxicillin (amoxicillin sodium); clavulanic acid (clavulanate potassium),amoxicillin sodium and potassium clavulanate for injection,1,1,True
amoxicillin (amoxicillin trihydrate),ag-amoxicillin,1,1,True
amoxicillin (amoxicillin trihydrate),amoxicillin,1,1,True
amoxicillin (amoxicillin trihydrate),amoxicillin capsules bp,1,1,True
amoxicillin (amoxicillin trihydrate),auro-amoxicillin,1,1,True
amoxicillin (amoxicillin trihydrate),jamp-amoxicillin,1,1,True
amoxicillin (amoxicillin trihydrate),pms-amoxicillin,1,1,True
amoxicillin (amoxicillin trihydrate),prz-amoxicillin,1,1,True
amoxicillin (amoxicillin trihydrate),sandoz amoxicillin,1,1,True
amoxicillin (amoxicillin trihydrate); clavulanic acid (clavulanate potassium),ag-amoxi clav,1,1,True
amoxicillin (amoxicillin trihydrate); clavulanic acid (clavulanate potassium),amoxicillin/clav,1,1,True
amoxicillin (amoxicillin trihydrate); clavulanic acid (clavulanate potassium),apo-amoxi clav,1,1,True
amoxicillin (amoxicillin trihydrate); clavulanic acid (clavulanate potassium),auro-amoxiclav,1,1,True
amoxicillin (amoxicillin trihydrate); clavulanic acid (clavulanate potassium),clavulin 200,1,1,True
amoxicillin (amoxicillin trihydrate); clavulanic acid (clavulanate potassium),jamp amoxi clav,1,1,True
amoxicillin (amoxicillin trihydrate); clavulanic acid (clavulanate potassium),jamp amoxi clav suspension,1,1,True
amoxicillin (amoxicillin trihydrate); clavulanic acid (clavulanate potassium),m-amoxi clav,1,1,True
amphetamine,adzenys er,1,1,True
amphetamine,adzenys xr-odt,1,1,True
amphetamine,amphetamine,1,1,True
amphetamine,dyanavel xr,1,1,True
amphetamine,dyanavel xr 10; dyanavel xr 15; dyanavel xr 20; dyanavel xr 5,1,1,True
amphetamine aspartate,adderall xr 10; adderall xr 15; adderall xr 20; adderall xr 25; adderall xr 30; adderall xr 5,1,1,True
amphetamine aspartate,"dextroamp saccharate, amp aspartate, dextroamp sulfate and amp sulfate",1,1,True
amphetamine aspartate,"dextroamp saccharate,amp aspartate,dextroamp sulfate and amp sulfate",1,1,True
amphetamine aspartate,mydayis,1,1,True
amphetamine sulfate,amphetamine sulfate,1,1,True
amphetamine sulfate,evekeo,1,1,True
amphetamine sulfate,evekeo odt,1,1,True
amphotericin b,abelcet,1,2,False
