Non_proprietary_name,Drug_name,n_agencies_per_name,n_agencies,is_globally_consistent
insulin lispro,insulin lispro sanofi,1,3,False
insulin lispro,liumjev,1,3,False
insulin lispro protamine recombinant,humalog mix 50/50; humalog mix 50/50 kwikpen; humalog mix 50/50 pen,1,1,True
insulin lispro protamine recombinant,humalog mix 75/25; humalog mix 75/25 kwikpen; humalog mix 75/25 pen,1,1,True
insulin lispro protamine suspension; insulin lispro,humalog mix 25 (cartridge),1,1,True
insulin lispro protamine suspension; insulin lispro,humalog mix 50 (cartridge),1,1,True
insulin lispro recombinant,humalog kwikpen,1,1,True
insulin lispro recombinant,humalog; humalog kwikpen; humalog pen; humalog tempo pen,1,1,True
insulin lispro-aabc,lyumjev,1,1,True
insulin lispro; insulin lispro protamine suspension,humalog mix 25 (kwikpen),1,1,True
insulin lispro; insulin lispro protamine suspension,humalog mix 50 (kwikpen),1,1,True
insulin recombinant human,afrezza,1,1,True
interferon alfa-2b,introna,1,1,True
interferon alfa-2b,viraferon,1,1,True
interferon beta-1a,avonex,3,4,False
interferon beta-1a,biferonex,1,4,False
interferon beta-1a,rebif,3,4,False
interferon beta-1b,betaferon,1,2,False
interferon beta-1b,betaseron,1,2,False
interferon beta-1b,extavia,1,2,False
interferon gamma-1b,actimmune,1,1,True
iobenguane 123 i,adreview,1,1,True
iobenguane i-131,azedra,1,1,True
iobenguane sulfate i-123,adreview,1,1,True
iobenguane sulfate i-123,iobenguane i-123,1,1,True
iodine (131i) omburtamab,omblastys,1,1,True
iodine povacrylex,duraprep,1,1,True
iodised oil,lipiodol ultra fluid,1,1,True
iodixanol,iodixanol,1,3,False
iodixanol,visipaque,1,3,False
iodixanol,visipaque 270,1,3,False
iodixanol,visipaque 270; visipaque 320,1,3,False
iodixanol,visipaque 320,1,3,False
ioflupane (123 i),striascan,1,1,True
ioflupane (123i),celsunax,1,2,False
ioflupane (123i),datscan,1,2,False
ioflupane i-123,datscan,1,1,True
ioflupane i-123,ioflupane i-123,1,1,True
iohexol,omnipaque 240,1,2,False
iohexol,omnipaque 240; omnipaque 300; omnipaque 350,1,2,False
iohexol,omnipaque 300,1,2,False
iohexol,omnipaque 350,1,2,False
iohexol,oraltag,1,2,False
iomeprol,iomervu,1,1,True
iopamidol,iopamidol,1,2,False
iopamidol,iopamidol-200 in plastic container; iopamidol-250 in plastic container; iopamidol-300 in plastic container; iopamidol-370 in plastic container,1,2,False
iopamidol,iopamidol-200; iopamidol-250; iopamidol-300; iopamidol-370,1,2,False
iopamidol,iopamidol-250; iopamidol-300; iopamidol-370,1,2,False
iopamidol,iopamidol-300,1,2,False
iopamidol,iopamidol-300 in plastic container,1,2,False
iopamidol,isovue 200 injection,1,2,False
iopamidol,isovue 300 injection,1,2,False
iopamidol,isovue 370 injection,1,2,False
iopamidol,isovue multipack-300,1,2,False
iopamidol,isovue multipack-370,1,2,False
iopamidol,scanlux-300; scanlux-370,1,2,False
iopromide,ultravist (pharmacy bulk),1,1,True
iopromide,ultravist 150; ultravist 240; ultravist 300; ultravist 300 in plastic container; ultravist 370,1,1,True
iothalamate sodium,angio-conray,1,1,True
ioversol,optiray 240; optiray 300; optiray 320; optiray 350,1,2,False
ioversol,optiray 320 (ultraject),1,2,False
ioxilan,oxilan-300; oxilan-350,1,1,True
ipilimumab,yervoy,4,5,False
ipilimumab,yervoy/winglore,1,5,False
ipragliflozin,suglat,1,1,True
ipratropium bromide,atrovent,1,2,False
ipratropium bromide,atrovent hfa,2,2,True
ipratropium bromide,ipratropium bromide,1,2,False
ipratropium bromide,ipravent,1,2,False
ipratropium bromide,jamp ipratropium hfa,1,2,False
ipratropium bromide,pms-ipratropium,1,2,False
ipratropium bromide,teva-ipratropium sterinebs,1,2,False
ipratropium bromide (ipratropium bromide monohydrate); salbutamol (salbutamol sulfate),combivent respimat,1,1,True
iptacopan,fabhalta,3,3,True
iptacopan (iptacopan hydrochloride),fabhalta,1,1,True
iptacopan hydrochloride,fabhalta,1,1,True
irbesartan,ag-irbesartan,1,3,False
irbesartan,avapro,2,3,False
irbesartan,irbesartan,2,3,False
irbesartan,irbesartan krka,1,3,False
irbesartan,irbesartan teva,1,3,False
irbesartan,irbesartan; hydrochlorothiazide,1,3,False
irbesartan,jamp irbesartan,1,3,False
irbesartan,m-irbesartan,1,3,False
irbesartan,mint-irbesartan,1,3,False
irbesartan,pms-irbesartan,1,3,False
irbesartan,riva-irbesartan,1,3,False
irbesartan,sabervel,1,3,False
irbesartan,sandoz irbesartan,1,3,False
irbesartan,taro-irbesartan,1,3,False
irbesartan,teva-irbesartan,1,3,False
irbesartan / hydrochlorothiazide,ifirmacombi,1,1,True
irbesartan / hydrochlorothiazide,irbesartan / hydrochlorothiazide teva,1,1,True
irbesartan; hydrochlorothiazide,avalide,1,1,True
irbesartan; hydrochlorothiazide,irbesartan hct,1,1,True
irbesartan; hydrochlorothiazide,irbesartan-hctz,1,1,True
irbesartan; hydrochlorothiazide,irbesartan/hctz,1,1,True
irbesartan; hydrochlorothiazide,pms-irbesartan-hctz,1,1,True
irbesartan; hydrochlorothiazide,sandoz irbesartan hct,1,1,True
irbesartan; hydrochlorothiazide,teva-irbesartan hctz,1,1,True
irinotecan,onivyde,2,2,True
irinotecan (irinotecan sucrose octasulfate),onivyde,1,1,True
irinotecan hydrochloride,camptosar,1,2,False
irinotecan hydrochloride,irinotecan for injection,1,2,False
irinotecan hydrochloride,irinotecan hydrochloride,1,2,False
irinotecan hydrochloride,irinotecan hydrochloride injection,1,2,False
irinotecan hydrochloride,irinotecan hydrochloride injection usp,1,2,False
irinotecan hydrochloride,onivyde,1,2,False
irinotecan hydrochloride (irinotecan hydrochloride trihydrate),irinotecan hydrochloride injection usp,1,1,True
irinotecan hydrochloride (irinotecan hydrochloride trihydrate),"irinotecan hydrochloride injection, usp",1,1,True
iron (ferric carboxymaltose),ferinject,1,1,True
iron (ferric derisomaltose),monoferric,1,1,True
iron (ferric maltol),accrufer,1,1,True
iron (iron sucrose),pms-iron sucrose,1,1,True
iron (iron sucrose),venofer,1,1,True
iron (sodium ferric gluconate complex in sucrose injection),ferrlecit,1,1,True
iron (sucroferric oxyhydroxide),velphoro,1,1,True
isatuximab,sarclisa,5,5,True
isatuximab-irfc,sarclisa,1,1,True
isavuconazole,cresemba,2,2,True
isavuconazole (isavuconazonium sulfate),cresemba,1,1,True
isavuconazonium sulfate,cresemba,1,1,True
islelizumab-jsgr,tevimbra,1,1,True
isoflurane,forane,1,2,False
isoflurane,isoflurane,1,2,False
isoflurane,isoflurane usp,1,2,False
isoniazid,isoniazid,1,1,True
isoniazid,rifampin and isoniazid,1,1,True
isophane insulin injection,insulin human long marvel,1,1,True
isopropyl alcohol,zuragard,1,1,True
isopropyl alcohol; chlorhexidine gluconate,chloraprep,1,1,True
isopropyl alcohol; chlorhexidine gluconate,dexidin 0.5 solution,1,1,True
isopropyl alcohol; chlorhexidine gluconate,loris - i.v.,1,1,True
isopropyl alcohol; chlorhexidine gluconate,soluprep applicator,1,1,True
isopropyl alcohol; chlorhexidine gluconate,soluprep qd swab,1,1,True
isopropyl alcohol; chlorhexidine gluconate,stanhexidine aqueous 2% with 4% isopropyl alcohol,1,1,True
isopropyl myristate,resultz,1,1,True
isoproterenol hydrochloride,isoproterenol hydrochloride,1,2,False
isoproterenol hydrochloride,isoproterenol hydrochloride injection usp,1,2,False
isosorbide dinitrate,isosorbide dinitrate,1,1,True
isosorbide mononitrate,isosorbide mononitrate,1,1,True
isosorbide-5-mononitrate,apo-ismn,1,1,True
isosorbide-5-mononitrate,pms-ismn,1,1,True
isosorbide-5-mononitrate,pro-ismn - 60,1,1,True
isosulfan blue,isosulfan blue,1,1,True
isotretinoin,absorica,1,2,False
isotretinoin,absorica ld,2,2,True
isotretinoin,amnesteem,1,2,False
isotretinoin,claravis,1,2,False
isotretinoin,clarus,1,2,False
isotretinoin,epuris,1,2,False
isotretinoin,isotretinoin,1,2,False
isotretinoin,myorisan,1,2,False
isotretinoin,sotret,1,2,False
isotretinoin,zenatane,1,2,False
isradipine,isradipine,1,1,True
istradefylline,nourianz,1,3,False
istradefylline,nouriast,1,3,False
istradefylline,nouryant,1,3,False
itraconazole,itraconazole,1,2,False
itraconazole,jamp itraconazole oral solution,1,2,False
itraconazole,mint-itraconazole,1,2,False
itraconazole,odan itraconazole,1,2,False
itraconazole,onmel,1,2,False
itraconazole,sporanox,1,2,False
itraconazole,tolsura,1,2,False
ivabradine,coralan,1,3,False
ivabradine,corlanor,1,3,False
ivabradine,ivabradine accord,1,3,False
ivabradine,ivabradine anpharm,1,3,False
ivabradine,ivabradine jensonr,1,3,False
ivabradine,ivabradine zentiva,1,3,False
ivabradine (ivabradine hydrochloride),lancora,1,1,True
ivabradine hydrochloride,corlanor,1,1,True
ivabradine hydrochloride,ivabradine hydrochloride,1,1,True
ivacaftor,ivacaftor,1,4,False
ivacaftor,kalydeco,4,4,True
ivacaftor,orkambi,1,4,False
ivacaftor,symdeko (copackaged),1,4,False
ivacaftor / tezacaftor / elexacaftor,kaftrio,1,1,True
ivacaftor; lumacaftor,orkambi,1,1,True
ivacaftor; tezacaftor,symdeko,1,1,True
ivacaftor; tezacaftor; elexacaftor,trikafta,1,1,True
ivermectin,ivermectin,1,3,False
ivermectin,rosiver,1,3,False
ivermectin,sklice,1,3,False
ivermectin,soolantra,1,3,False
ivermectin,soolantra and vastreka,1,3,False
ivermectin,stromectol,3,3,True
ivosidenib,tibsovo,5,5,True
ivosidenib,tidhesco,1,5,False
ixabepilone,ixempra,1,2,False
ixabepilone,ixempra kit,1,2,False
ixazomib,ninlaro,2,2,True
ixazomib (ixazomib citrate),ninlaro,1,1,True
ixazomib citrate,ninlaro,2,2,True
ixekizumab,taltz,5,5,True
japanese encephalitis chimeric virus,imojev,1,1,True
japanese encephalitis vaccine,imojev,1,1,True
"japanese encephalitis vaccine (inactivated, adsorbed)",ixiaro,1,1,True
kanamycin sulfate,kanamycin sulfate,1,1,True
ketamine (ketamine hydrochloride),ketamine hydrochloride injection usp,1,1,True
ketamine (ketamine hydrochloride),"ketamine injection, bp",1,1,True
ketamine hydrochloride,ketamine hydrochloride,1,1,True
ketoconazole,apo-ketoconazole,1,2,False
ketoconazole,extina,1,2,False
ketoconazole,ketoconazole,1,2,False
ketoconazole,ketoderm cream 2%,1,2,False
ketoconazole,ketozole,1,2,False
ketoconazole,nizoral anti-dandruff,1,2,False
ketoconazole,teva-ketoconazole,1,2,False
ketoconazole,xolegel,1,2,False
ketoconazole hra,ketoconazole hra,1,1,True
ketoprofen,actron,1,3,False
ketoprofen,diractin,1,3,False
ketoprofen,ketoprofen,1,3,False
ketoprofen,ketoprofen sr,1,3,False
ketoprofen,nexcede,1,3,False
ketoprofen,orudis kt,1,3,False
ketorolac tromethamine,acular ls,2,2,True
ketorolac tromethamine,acular preservative free,1,2,False
ketorolac tromethamine,acuvail,2,2,True
ketorolac tromethamine,apo-ketorolac,1,2,False
ketorolac tromethamine,jamp ketorolac,1,2,False
ketorolac tromethamine,ketorolac,1,2,False
ketorolac tromethamine,ketorolac tromethamine,1,2,False
ketorolac tromethamine,ketorolac tromethamine and phenylephrine hydrochloride,1,2,False
ketorolac tromethamine,ketorolac tromethamine injection usp,1,2,False
ketorolac tromethamine,"ketorolac tromethamine injection, usp",1,2,False
ketorolac tromethamine,mar-ketorolac,1,2,False
ketorolac tromethamine,mint-ketorolac,1,2,False
ketorolac tromethamine,omidria,1,2,False
ketorolac tromethamine,sprix,1,2,False
ketorolac tromethamine,toradol,1,2,False
ketorolac tromethamine,toradol im,1,2,False
ketotifen (ketotifen fumarate),jamp ketotifen ophthalmic,1,1,True
ketotifen (ketotifen fumarate),zaditor,1,1,True
ketotifen fumarate,acuvue theravision with ketotifen,1,1,True
ketotifen fumarate,alaway,1,1,True
ketotifen fumarate,alaway; children's alaway,1,1,True
ketotifen fumarate,ketotifen fumarate,1,1,True
ketotifen fumarate,zaditor,1,1,True
l-arginine; l-aspartic acid; l-leucine; glutamic acid; l-isoleucine; l-proline; glycine; taurine; l-valine; tryptophan; l-cysteine; methionine; l-tyrosine; l-threonine; l-phenylalanine; l-ornithine dihydrochloride; histidine; l-lysine; serine; l-alanine,primene 10%,1,1,True
l-glutamine,endari,1,1,True
l-glutamine,l-glutamine,1,1,True
l-glutamine,nutrestore,1,1,True
l-leucine; l-phenylalanine; serine; glycine; l-valine; l-lysine hydrochloride; l-threonine; histidine; l-proline; calcium chloride; alanine; l-arginine; methionine; magnesium chloride; sodium chloride; dextrose; l-isoleucine; potassium phosphate dibasic; tryptophan; l-tyrosine,clinimix e,1,1,True
l-phenylalanine; histidine; tryptophan; glycine; l-leucine; serine; methionine; l-tyrosine; l-threonine; l-isoleucine; dextrose; l-proline; l-valine; l-arginine; l-lysine hydrochloride; alanine,clinimix,1,1,True
labetalol hydrochloride,apo-labetalol,1,3,False
labetalol hydrochloride,labetalol hydrochloride,1,3,False
labetalol hydrochloride,labetalol hydrochloride injection,1,3,False
labetalol hydrochloride,labetalol hydrochloride injection usp,1,3,False
labetalol hydrochloride,labetalol hydrochloride; labetalol hydrochloride in dextrose; labetalol hydrochloride in sodium chloride,1,3,False
labetalol hydrochloride,labetalol sxp/rmb/tlb,1,3,False
labetalol hydrochloride,riva-labetalol,1,3,False
labetalol hydrochloride,trandate,1,3,False
lacosamide,ach-lacosamide,1,4,False
lacosamide,ag-lacosamide,1,4,False
lacosamide,auro-lacosamide,1,4,False
lacosamide,jamp-lacosamide,1,4,False
lacosamide,lacosamide,2,4,False
lacosamide,lacosamide accord,1,4,False
lacosamide,lacosamide adroiq,1,4,False
lacosamide,"lacosamide injection, usp",1,4,False
lacosamide,lacosamide pain ucb pharma,1,4,False
lacosamide,lacosamide ucb,1,4,False
lacosamide,mint-lacosamide,1,4,False
lacosamide,motpoly xr,1,4,False
lacosamide,nra-lacosamide,1,4,False
lacosamide,pharma-lacosamide,1,4,False
lacosamide,sandoz lacosamide,1,4,False
lacosamide,teva-lacosamide,1,4,False
lacosamide,vimpat,4,4,True
lactic acid; sodium chloride; sodium bicarbonate; magnesium chloride,prism0cal,1,1,True
lactitol,pizensy,1,1,True
lactulose,generlac,1,2,False
lactulose,jamp-lactulose,1,2,False
lactulose,lactulose,2,2,True
lactulose,pharma-lactulose,1,2,False
lactulose,pms-lactulose syr 667mg/ml,1,2,False
lactulose,pms-lactulose-pharma,1,2,False
lactulose,teva-lactulose,1,2,False
lamivudine,3tc,1,3,False
lamivudine,apo-lamivudine,1,3,False
lamivudine,apo-lamivudine hbv,1,3,False
lamivudine,cimduo,1,3,False
lamivudine,combivir,1,3,False
lamivudine,dutrebis,1,3,False
lamivudine,epivir,2,3,False
lamivudine,epivir-hbv,1,3,False
lamivudine,jamp lamivudine,1,3,False
lamivudine,jamp lamivudine hbv,1,3,False
lamivudine,lamivudine,1,3,False
lamivudine,lamivudine and stavudine,1,3,False
lamivudine,lamivudine and tenofovir disoproxil fumarate,1,3,False
lamivudine,lamivudine and zidovudine,1,3,False
lamivudine,lamivudine teva,1,3,False
lamivudine,lamivudine teva pharma b.v.,1,3,False
lamivudine,"lamivudine, nevirapine and zidovudine",1,3,False
lamivudine,"lamivudine, nevirapine, and stavudine",1,3,False
lamivudine,"lamivudine, zidovudine tabs 150mg/300mg co-packaged with nevirapine tabs 200mg",1,3,False
lamivudine,"lamivudine, zidovudine, nevirapine tabs 150mg/300mg/200mg",1,3,False
lamivudine,lamivudine/nevirapine/zidovudine tablets,1,3,False
lamivudine,lamivudine/tenofovir disoproxil fumarate fdc tabs,1,3,False
lamivudine,lamivudine/zidovudine 150 mg/300 mg tablets co-packaged with nevirapine 200 mg tablets,1,3,False
lamivudine,lamivudine; nevirapine; zidovudine,1,3,False
lamivudine,lamivudine; stavudine,1,3,False
lamivudine,lamivudine; stavudine; nevirapine,1,3,False
lamivudine,lamivudine; tenofovir disoproxil fumarate,1,3,False
lamivudine,lamivudine; tenofovir disoproxil fumarate; nevirapine,1,3,False
lamivudine,lamivudine; zidovudine,1,3,False
lamivudine,lamivudine; zidovudine; abacavir,1,3,False
lamivudine,lamivudine; zidovudine; efavirenz,1,3,False
lamivudine,lamivudine; zidovudine; nevirapine,1,3,False
lamivudine,temixys,1,3,False
lamivudine / raltegravir potassium,dutrebis,1,1,True
lamivudine / zidovudine,lamivudine / zidovudine teva,1,1,True
"lamivudine, nevirapine, and stavudine","lamivudine, nevirapine, and stavudine",1,1,True
lamivudine; abacavir (abacavir sulfate),apo-abacavir-lamivudine,1,1,True
lamivudine; abacavir (abacavir sulfate),auro-abacavir/lamivudine,1,1,True
lamivudine; dolutegravir (dolutegravir sodium); abacavir (abacavir sulfate),triumeq,1,1,True
lamivudine; zidovudine,apo-lamivudine-zidovudine,1,1,True
lamivudine; zidovudine,auro-lamivudine/zidovudine,1,1,True
lamivudine; zidovudine,jamp lamivudine / zidovudine,1,1,True
lamotrigine,ag-lamotrigine,1,2,False
lamotrigine,apo-lamotrigine,1,2,False
lamotrigine,auro-lamotrigine,1,2,False
lamotrigine,jamp lamotrigine,1,2,False
lamotrigine,lamictal,1,2,False
lamotrigine,lamictal cd,1,2,False
lamotrigine,lamictal odt,1,2,False
lamotrigine,lamictal xr,1,2,False
lamotrigine,lamotrigine,2,2,True
lamotrigine,lamotrigine-100,1,2,False
lamotrigine,lamotrigine-150,1,2,False
lamotrigine,lamotrigine-25,1,2,False
lamotrigine,mylan-lamotrigine,1,2,False
lamotrigine,pms-lamotrigine,1,2,False
lamotrigine,teva-lamotrigine,1,2,False
lanadelumab,takhzyro,3,3,True
lanadelumab-flyo,takhzyro,1,1,True
landiolol hydrochloride,rapibloc,1,3,False
landiolol hydrochloride,rapiblyk,1,3,False
landiolol hydrochloride,sibboran,1,3,False
laninamivir octanoate hydrate,inavir,1,1,True
lanreotide (lanreotide acetate),somatuline autogel,1,1,True
lanreotide acetate,lanreotide acetate,1,1,True
lanreotide acetate,somatuline depot,1,1,True
lansoprazole,apo-lansoprazole,1,2,False
lansoprazole,lansoprazole,2,2,True
lansoprazole,m-lansoprazole,1,2,False
lansoprazole,mylan-lansoprazole,1,2,False
lansoprazole,prevacid,2,2,True
lansoprazole,prevacid 24 hr,1,2,False
lansoprazole,prevacid fastab,1,2,False
lansoprazole,prevacid iv,1,2,False
lansoprazole,prevacid naprapac 250 (copackaged); prevacid naprapac 375 (copackaged); prevacid naprapac 500 (copackaged),1,2,False
lansoprazole,pro-lansoprazole,1,2,False
lansoprazole,riva-lansoprazole,1,2,False
lansoprazole,sandoz lansoprazole,1,2,False
lansoprazole,taro-lansoprazole,1,2,False
lansoprazole,teva-lansoprazole,1,2,False
lansoprazole; amoxicillin; clarithromycin,aa-lansoprazole-amoxicillin-clarithromycin,1,1,True
lanthanum (lanthanum carbonate dihydrate),nat-lanthanum,1,1,True
lanthanum carbonate,fosrenol,2,2,True
lanthanum carbonate,lanthanum carbonate,1,2,False
lapatinib,tykerb,1,2,False
lapatinib,tyverb,1,2,False
lapatinib (lapatinib ditosylate),tykerb,1,1,True
lapatinib ditosylate,lapatinib ditosylate,1,1,True
lapatinib ditosylate,tykerb,1,1,True
laquinimod,nerventra,1,1,True
laronidase,aldurazyme,2,2,True
larotrectinib,vitrakvi,2,2,True
larotrectinib (larotrectinib sulfate),vitrakvi,1,1,True
larotrectinib sulfate,vitrakvi,1,1,True
lasmiditan,lasmiditan,1,2,False
lasmiditan,rayvow,1,2,False
lasmiditan succinate,reyvow,1,1,True
lasofoxifene,fablyn,1,1,True
latanoprost,ag-latanoprost,1,3,False
latanoprost,apo-latanoprost,1,3,False
latanoprost,catiolanze,1,3,False
latanoprost,iyuzeh,1,3,False
latanoprost,jamp latanoprost,1,3,False
latanoprost,latanoprost,1,3,False
latanoprost,m-latanoprost,1,3,False
latanoprost,med-latanoprost,1,3,False
latanoprost,monoprost,1,3,False
latanoprost,mylan-latanoprost,1,3,False
latanoprost,riva-latanoprost,1,3,False
latanoprost,rocklatan,1,3,False
latanoprost,sandoz latanoprost,1,3,False
latanoprost,teva-latanoprost,1,3,False
latanoprost,xalatan,2,3,False
latanoprost,xelpros,1,3,False
latanoprost / netarsudil,roclanda,1,1,True
"latanoprost, netarsudil",roclanda,1,1,True
latanoprost; timolol (timolol maleate),m-latanoprost-timolol,1,1,True
latanoprost; timolol (timolol maleate),mylan-latanoprost/timolol,1,1,True
latanoprost; timolol (timolol maleate),xalacom,1,1,True
latanoprostene bunod,latanoprostene bunod,1,2,False
latanoprostene bunod,vyzulta,2,2,True
lazertinib,lazcluze,1,1,True
lazertinib (lazertinib mesylate),lazcluze,1,1,True
lazertinib mesylate,lazcluze,1,1,True
lebrikizumab,ebglyss,4,4,True
lebrikizumab-lbkz,ebglyss,1,1,True
lecanemab,leqembi,3,3,True
lecanemab-irmb,leqembi,1,1,True
ledipasvir,harvoni,1,1,True
ledipasvir / sofosbuvir,harvoni,2,2,True
ledipasvir acetonate/sofosbuvir,harvoni,1,1,True
lefamulin,xenleta,1,1,True
lefamulin acetate,xenleta,1,1,True
leflunomide,accel-leflunomide,1,3,False
leflunomide,apo-leflunomide,1,3,False
leflunomide,arava,2,3,False
leflunomide,leflunomide,2,3,False
leflunomide,leflunomide medac,1,3,False
leflunomide,leflunomide ratiopharm,1,3,False
leflunomide,leflunomide teva,1,3,False
leflunomide,leflunomide winthrop,1,3,False
leflunomide,mar-leflunomide,1,3,False
leflunomide,repso,1,3,False
leflunomide,sandoz leflunomide,1,3,False
leflunomide,teva-leflunomide,1,3,False
lemborexant,dayvigo,4,4,True
lenacapavir,sunlenca,2,2,True
lenacapavir (lenacapavir sodium),sunlenca,1,1,True
lenacapavir sodium,sunlenca,1,1,True
lenalidomide,apo-lenalidomide,1,4,False
lenalidomide,jamp lenalidomide,1,4,False
lenalidomide,lenalidomide,1,4,False
lenalidomide,lenalidomide accord,1,4,False
lenalidomide,lenalidomide celgene europe,1,4,False
lenalidomide,lenalidomide krka,1,4,False
lenalidomide,lenalidomide krka d.d.,1,4,False
lenalidomide,lenalidomide krka d.d. novo mesto,1,4,False
lenalidomide,lenalidomide mylan,1,4,False
lenalidomide,nat-lenalidomide,1,4,False
lenalidomide,reddy-lenalidomide,1,4,False
lenalidomide,revlimid,4,4,True
lenalidomide,sandoz lenalidomide,1,4,False
lenalidomide,taro-lenalidomide,1,4,False
lenalidomide hydrate,revlimid,1,1,True
leniolisib phosphate,joenja,1,1,True
lenvatinib,kisplyx,1,2,False
lenvatinib,lenvima,2,2,True
lenvatinib (lenvatinib mesylate),lenvima,1,1,True
lenvatinib mesilate,lenvima,1,1,True
lenvatinib mesylate,lenvatinib,1,1,True
lenvatinib mesylate,lenvima,1,1,True
leriglitazone,nezglyal,1,1,True
lesinurad,zurampic,2,2,True
letermovir,letermovir,1,4,False
letermovir,prevymis,4,4,True
letibotulinumtoxina,letybo,2,2,True
letibotulinumtoxina-wlbg,letybo,1,1,True
letrozole,ach-letrozole,1,2,False
letrozole,ag-letrozole,1,2,False
letrozole,ag-letrozole tablets,1,2,False
letrozole,apo-letrozole,1,2,False
letrozole,bio-letrozole,1,2,False
letrozole,femara,2,2,True
letrozole,jamp letrozole tablets,1,2,False
letrozole,jamp-letrozole,1,2,False
letrozole,kisqali femara co-pack (copackaged),1,2,False
letrozole,letrozole,2,2,True
letrozole,letrozole;vribociclib succinate,1,2,False
letrozole,m-letrozole,1,2,False
letrozole,mar-letrozole,1,2,False
letrozole,mint-letrozole,1,2,False
letrozole,nat-letrozole,1,2,False
letrozole,nra-letrozole,1,2,False
letrozole,pms-letrozole,1,2,False
letrozole,riva-letrozole,1,2,False
letrozole,sandoz letrozole,1,2,False
letrozole,teva-letrozole,1,2,False
leucovorin (leucovorin calcium),jamp leucovorin,1,1,True
leucovorin (leucovorin calcium),lederle leucovorin,1,1,True
leucovorin (leucovorin calcium),leucovorin calcium injection,1,1,True
leucovorin (leucovorin calcium),leucovorin calcium injection usp,1,1,True
leucovorin (leucovorin calcium),mint-leucovorin,1,1,True
leucovorin (leucovorin calcium),riva leucovorin,1,1,True
leucovorin calcium,leucovorin calcium,1,1,True
leucovorin calcium,leucovorin calcium preservative free,1,1,True
leuprolide acetate,eligard,1,2,False
leuprolide acetate,eligard kit,1,2,False
leuprolide acetate,fensolvi kit,1,2,False
leuprolide acetate,leuprolide acetate,1,2,False
leuprolide acetate,leuprolide acetate for depot suspension,1,2,False
leuprolide acetate,lupaneta pack,1,2,False
leuprolide acetate,lupron depot,2,2,True
leuprolide acetate,viadur,1,2,False
leuprolide acetate,zeulide depot,1,2,False
leuprolide mesylate,camcevi kit,1,1,True
leuprorelin,camcevi,1,2,False
leuprorelin,eligard,1,2,False
leuprorelin acetate,eligard,1,1,True
leuprorelin acetate,"lucrin depot, lucrin xl depot",1,1,True
levacetylleucine,aqneursa,1,1,True
levalbuterol hydrochloride,levalbuterol hydrochloride,1,1,True
levalbuterol hydrochloride,xopenex,1,1,True
levalbuterol tartrate,xopenex hfa,1,1,True
levamisole,elmisol,1,1,True
levamlodipine maleate,conjupri,1,1,True
levetiracetam,ach-levetiracetam,1,3,False
levetiracetam,ag-levetiracetam,1,3,False
levetiracetam,apo-levetiracetam,1,3,False
levetiracetam,auro-levetiracetam,1,3,False
levetiracetam,elepsia xr,1,3,False
levetiracetam,epixram,1,3,False
levetiracetam,jamp levetiracetam tablets,1,3,False
levetiracetam,keppra,2,3,False
levetiracetam,keppra xr,1,3,False
levetiracetam,levetiracetam,2,3,False
levetiracetam,levetiracetam accord,1,3,False
levetiracetam,levetiracetam actavis,1,3,False
levetiracetam,levetiracetam actavis group,1,3,False
levetiracetam,levetiracetam hospira,1,3,False
levetiracetam,levetiracetam in sodium chloride,1,3,False
levetiracetam,levetiracetam injection usp,1,3,False
levetiracetam,levetiracetam ratiopharm,1,3,False
levetiracetam,levetiracetam sun,1,3,False
levetiracetam,levetiracetam teva,1,3,False
levetiracetam,m-levetiracetam,1,3,False
levetiracetam,matever,1,3,False
levetiracetam,mint-levetiracetam,1,3,False
levetiracetam,nat-levetiracetam,1,3,False
levetiracetam,nra-levetiracetam,1,3,False
levetiracetam,pdp-levetiracetam,1,3,False
levetiracetam,pms-levetiracetam,1,3,False
levetiracetam,pro-levetiracetam - 250,1,3,False
levetiracetam,pro-levetiracetam - 500,1,3,False
levetiracetam,pro-levetiracetam - 750,1,3,False
levetiracetam,sandoz levetiracetam,1,3,False
levetiracetam,spritam,1,3,False
levetiracetam,teva-levetiracetam,1,3,False
levobetaxolol hydrochloride,betaxon,1,1,True
levobunolol hydrochloride,akbeta,1,1,True
levobunolol hydrochloride,levobunolol hydrochloride,1,1,True
levobupivacaine hydrochloride,chirocaine,1,1,True
levocarnitine,carnitor,1,2,False
levocarnitine,levocarnitine,1,2,False
levocarnitine,levocarnitine; levocarnitine sf,1,2,False
levocarnitine,odan levocarnitine,1,2,False
levocetirizine dihydrochloride,levocetirizine dihydrochloride,1,1,True
levocetirizine dihydrochloride,levocetirizine hydrochloride,1,1,True
levocetirizine dihydrochloride,xyzal,1,1,True
levocetirizine dihydrochloride,xyzal allergy 24hr,1,1,True
levodopa,inbrija,2,2,True
levodopa / carbidopa,numient,1,1,True
levodopa carbidopa entacapone,levodopa carbidopa entacapone sandoz,1,1,True
levodopa/carbidopa/entacapone,levodopa/carbidopa/entacapone orion,1,1,True
levodopa; carbidopa,aa-levocarb cr,1,1,True
levodopa; carbidopa,ag-levocarb,1,1,True
levodopa; carbidopa,apo-levocarb,1,1,True
levodopa; carbidopa,auro-levocarb,1,1,True
levodopa; carbidopa,pms-levodopa-carbidopa,1,1,True
levodopa; carbidopa,teva-levocarbidopa,1,1,True
