DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year
95063,02462796,MAR-RIZATRIPTAN ODT,RIZATRIPTAN (RIZATRIPTAN BENZOATE),TABLET (ORALLY DISINTEGRATING),ORAL,APPROVED,31.03.2017,MARKETED,MARCAN PHARMACEUTICALS INC,2017
95068,02462826,AZACITIDINE FOR INJECTION,AZACITIDINE,POWDER FOR SUSPENSION,SUBCUTANEOUS,APPROVED,24.10.2017,MARKETED,DR REDDY'S LABORATORIES LTD,2017
95069,02462834,PRZ-DOMPERIDONE,DOMPERIDONE (DOMPERIDONE MALEATE),TABLET,ORAL,APPROVED,05.04.2017,MARKETED,PHARMARIS CANADA INC,2017
95071,02462842,EURO-CHLORHEXIDINE,CHLORHEXIDINE GLUCONATE,MOUTHWASH,BUCCAL,APPROVED,05.04.2017,MARKETED,EURO-PHARM INTERNATIONAL CANADA INC,2017
95072,02462850,ERELZI,ETANERCEPT,SOLUTION,SUBCUTANEOUS,APPROVED,06.04.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
95073,02462869,ERELZI,ETANERCEPT,SOLUTION,SUBCUTANEOUS,APPROVED,06.04.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
95074,02462877,ERELZI,ETANERCEPT,SOLUTION,SUBCUTANEOUS,APPROVED,06.04.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
95075,02462885,MEROPENEM FOR INJECTION,MEROPENEM (MEROPENEM TRIHYDRATE),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,06.04.2017,MARKETED,AURO PHARMA INC,2017
95076,02462893,MEROPENEM FOR INJECTION,MEROPENEM (MEROPENEM TRIHYDRATE),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,06.04.2017,MARKETED,AURO PHARMA INC,2017
95080,02462915,HEALING OINTMENT,WHITE PETROLATUM,OINTMENT,TOPICAL,APPROVED,05.04.2017,MARKETED,CERAVE CANADA,2017
95083,02462958,CYCLODX,FLUDEOXYGLUCOSE 18F,SOLUTION,INTRAVENOUS,APPROVED,06.04.2017,MARKETED,CIUSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,2017
95086,02462974,MOXIFLOXACIN,MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE),TABLET,ORAL,APPROVED,12.04.2017,MARKETED,PRO DOC LIMITEE,2017
95089,02462990,TECENTRIQ,ATEZOLIZUMAB,SOLUTION,INTRAVENOUS,APPROVED,12.04.2017,MARKETED,HOFFMANN-LA ROCHE LIMITED,2017
95094,02463040,ORKAMBI,IVACAFTOR; LUMACAFTOR,TABLET,ORAL,APPROVED,18.04.2017,MARKETED,VERTEX PHARMACEUTICALS (CANADA) INCORPORATED,2017
95095,02463059,HIZENTRA,IMMUNOGLOBULIN (HUMAN),SOLUTION,SUBCUTANEOUS,APPROVED,13.04.2017,MARKETED,CSL BEHRING CANADA INC,2017
95096,02463067,HIZENTRA,IMMUNOGLOBULIN (HUMAN),SOLUTION,SUBCUTANEOUS,APPROVED,13.04.2017,MARKETED,CSL BEHRING CANADA INC,2017
95098,02463083,"PEMETREXED FOR INJECTION, USP",PEMETREXED (PEMETREXED DISODIUM),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,12.04.2017,MARKETED,DR REDDY'S LABORATORIES LTD,2017
95099,02463091,"PEMETREXED FOR INJECTION, USP",PEMETREXED (PEMETREXED DISODIUM),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,12.04.2017,MARKETED,DR REDDY'S LABORATORIES LTD,2017
95102,02463113,REDDY-PROGESTERONE,PROGESTERONE,CAPSULE,ORAL,APPROVED,20.04.2017,MARKETED,DR. REDDY'S LABORATORIES INC,2017
95103,02463105,ODAN-BENZYDAMINE,BENZYDAMINE HYDROCHLORIDE,MOUTHWASH/GARGLE,BUCCAL,APPROVED,13.04.2017,MARKETED,ODAN LABORATORIES LTD,2017
95104,02463121,OCALIVA,OBETICHOLIC ACID,TABLET,ORAL,APPROVED,24.05.2017,MARKETED,ADVANZ PHARMA CANADA INC.,2017
95105,02463148,OCALIVA,OBETICHOLIC ACID,TABLET,ORAL,APPROVED,24.05.2017,MARKETED,ADVANZ PHARMA CANADA INC.,2017
95108,02463172,HYDRO BOOST WATER GEL LOTION SUNSCREEN SPF 30,OCTISALATE; AVOBENZONE; OCTOCRYLENE; HOMOSALATE,LOTION,TOPICAL,APPROVED,13.04.2017,MARKETED,JOHNSON & JOHNSON INC,2017
95111,02463202,ACNE CLEARING TREATMENT,BENZOYL PEROXIDE,LOTION,TOPICAL,APPROVED,18.04.2017,MARKETED,"RODAN & FIELDS BEAUTY, LLC",2017
95112,02463210,DAILY ACNE WASH,BENZOYL PEROXIDE,CREAM,TOPICAL,APPROVED,18.04.2017,MARKETED,"RODAN & FIELDS BEAUTY, LLC",2017
95113,02463229,TEVA-EVEROLIMUS,EVEROLIMUS,TABLET,ORAL,APPROVED,06.12.2019,MARKETED,TEVA CANADA LIMITED,2019
95114,02463237,TEVA-EVEROLIMUS,EVEROLIMUS,TABLET,ORAL,APPROVED,06.12.2019,MARKETED,TEVA CANADA LIMITED,2019
95116,02463253,TEVA-EVEROLIMUS,EVEROLIMUS,TABLET,ORAL,APPROVED,06.12.2019,MARKETED,TEVA CANADA LIMITED,2019
95117,02463261,CERDELGA,ELIGLUSTAT (ELIGLUSTAT TARTRATE),CAPSULE,ORAL,APPROVED,21.04.2017,MARKETED,SANOFI-AVENTIS CANADA INC,2017
95136,02463393,CYANOCOBALAMIN INJECTION USP,VITAMIN B12,SOLUTION,INTRAMUSCULAR; SUBCUTANEOUS,APPROVED,21.04.2017,MARKETED,HIKMA CANADA LIMITED,2017
95161,02463520,TARO-DEFERASIROX,DEFERASIROX,TABLET FOR SUSPENSION,ORAL,APPROVED,26.06.2017,MARKETED,TARO PHARMACEUTICALS INC,2017
95162,02463539,TARO-DEFERASIROX,DEFERASIROX,TABLET FOR SUSPENSION,ORAL,APPROVED,26.06.2017,MARKETED,TARO PHARMACEUTICALS INC,2017
95163,02463547,TARO-DEFERASIROX,DEFERASIROX,TABLET FOR SUSPENSION,ORAL,APPROVED,26.06.2017,MARKETED,TARO PHARMACEUTICALS INC,2017
95168,02463571,TARO-GLICLAZIDE MR,GLICLAZIDE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,04.05.2017,MARKETED,SUN PHARMA CANADA INC,2017
95174,02463644,ACARIZAX,DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES PTERONYSSINUS,TABLET,SUBLINGUAL,APPROVED,04.05.2017,MARKETED,ALK-ABELLO A/S,2017
95175,02463652,REFRESH OPTIVE GEL DROPS,GLYCERINE; CARBOXYMETHYLCELLULOSE SODIUM,SOLUTION,OPHTHALMIC,APPROVED,03.05.2017,MARKETED,ABBVIE CORPORATION,2017
95184,02463733,BUSULFAN FOR INJECTION,BUSULFAN,SOLUTION,INTRAVENOUS,APPROVED,05.05.2017,MARKETED,STERIMAX INC,2017
95189,02463792,TARO-TESTOSTERONE GEL,TESTOSTERONE,GEL,TRANSDERMAL,APPROVED,05.05.2017,MARKETED,TARO PHARMACEUTICALS INC,2017
95190,02463806,TARO-TESTOSTERONE GEL,TESTOSTERONE,GEL,TRANSDERMAL,APPROVED,05.05.2017,MARKETED,TARO PHARMACEUTICALS INC,2017
95201,02463911,OLAY LUMINOUS WHIP,OCTISALATE; AVOBENZONE; HOMOSALATE; OCTOCRYLENE,CREAM,TOPICAL,APPROVED,08.05.2017,MARKETED,PROCTER & GAMBLE INC,2017
95202,02463938,OLAY REGENERIST WHIP,OCTISALATE; OCTOCRYLENE; AVOBENZONE; HOMOSALATE,CREAM,TOPICAL,APPROVED,08.05.2017,MARKETED,PROCTER & GAMBLE INC,2017
95203,02463946,OLAY TOTAL EFFECTS WHIP,AVOBENZONE; HOMOSALATE; OCTISALATE; OCTOCRYLENE,CREAM,TOPICAL,APPROVED,08.05.2017,MARKETED,PROCTER & GAMBLE INC,2017
95215,02464039,TEVA-PERINDOPRIL/INDAPAMIDE,INDAPAMIDE; PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,07.03.2018,MARKETED,TEVA CANADA LIMITED,2018
95216,02464020,TEVA-PERINDOPRIL/INDAPAMIDE,INDAPAMIDE; PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,07.03.2018,MARKETED,TEVA CANADA LIMITED,2018
95236,02464209,MYLAN-VARDENAFIL,VARDENAFIL (VARDENAFIL HYDROCHLORIDE TRIHYDRATE),TABLET,ORAL,MARKETED,01.11.2018,APPROVED,MYLAN PHARMACEUTICALS ULC,2018
95239,02464225,MYLAN-VARDENAFIL,VARDENAFIL (VARDENAFIL HYDROCHLORIDE TRIHYDRATE),TABLET,ORAL,MARKETED,01.11.2018,APPROVED,MYLAN PHARMACEUTICALS ULC,2018
95240,02464233,MYLAN-VARDENAFIL,VARDENAFIL (VARDENAFIL HYDROCHLORIDE TRIHYDRATE),TABLET,ORAL,MARKETED,01.11.2018,APPROVED,MYLAN PHARMACEUTICALS ULC,2018
95241,02464241,VEMLIDY,TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE),TABLET,ORAL,APPROVED,17.05.2017,MARKETED,GILEAD SCIENCES CANADA INC,2017
95248,02464322,SPF 50+ KIDS (80 MINUTES) WATER RESISTANT,OCTOCRYLENE; AVOBENZONE; HOMOSALATE; OCTISALATE; DROMETRIZOLE TRISILOXANE,SPRAY,TOPICAL,APPROVED,19.05.2017,MARKETED,OMBRELLE CANADA,2017
95252,02464365,METHOTREXATE INJECTION BP,METHOTREXATE (METHOTREXATE SODIUM),SOLUTION,INTRAVENOUS; INTRA-ARTERIAL; INTRAMUSCULAR,APPROVED,12.06.2017,MARKETED,ACCORD HEALTHCARE INC,2017
95254,02464381,DEXMEDETOMIDINE HYDROCHLORIDE FOR INJECTION,DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE),SOLUTION,INTRAVENOUS,APPROVED,03.01.2019,MARKETED,AURO PHARMA INC,2019
95259,02464454,SANDOZ DEFERASIROX,DEFERASIROX,TABLET FOR SUSPENSION,ORAL,APPROVED,08.06.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
95260,02464462,SANDOZ DEFERASIROX,DEFERASIROX,TABLET FOR SUSPENSION,ORAL,APPROVED,08.06.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
95261,02464470,SANDOZ DEFERASIROX,DEFERASIROX,TABLET FOR SUSPENSION,ORAL,APPROVED,08.06.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
95262,02464489,ESBRIET,PIRFENIDONE,TABLET,ORAL,APPROVED,02.06.2017,MARKETED,HOFFMANN-LA ROCHE LIMITED,2017
95264,02464500,ESBRIET,PIRFENIDONE,TABLET,ORAL,APPROVED,02.06.2017,MARKETED,HOFFMANN-LA ROCHE LIMITED,2017
95265,02464519,TARO-BENZOYL PEROXIDE / CLINDAMYCIN KIT,BENZOYL PEROXIDE; CLINDAMYCIN (CLINDAMYCIN PHOSPHATE),GEL,TOPICAL,APPROVED,31.05.2017,MARKETED,TARO PHARMACEUTICALS INC,2017
95270,02464578,ONDANSETRON INJECTION USP,ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),SOLUTION,INTRAVENOUS,APPROVED,05.06.2017,MARKETED,STERIMAX INC,2017
95272,02464594,EURO D 10 000,VITAMIN D3 (CHOLECALCIFEROL),CAPSULE,ORAL,APPROVED,02.06.2017,MARKETED,EURO-PHARM INTERNATIONAL CANADA INC,2017
95274,02464616,FIBRYGA,FIBRINOGEN (HUMAN),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,07.06.2017,MARKETED,OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,2017
95277,02464640,PMS-FLUOXETINE,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),CAPSULE,ORAL,APPROVED,13.06.2017,MARKETED,PHARMASCIENCE INC,2017
95278,02464659,PMS-FLUOXETINE,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),CAPSULE,ORAL,APPROVED,13.06.2017,MARKETED,PHARMASCIENCE INC,2017
95281,02464683,NIGHTTIME SLEEP AID,DIPHENHYDRAMINE HYDROCHLORIDE,SOLUTION,ORAL,APPROVED,07.06.2017,MARKETED,JUNO OTC INC,2017
95282,02464691,MITOMYCIN FOR INJECTION USP,MITOMYCIN,POWDER FOR SOLUTION,INTRAVENOUS; INTRAVESICAL,APPROVED,09.06.2017,MARKETED,ACCORD HEALTHCARE INC,2017
95283,02464705,PROCYSBI,CYSTEAMINE (CYSTEAMINE BITARTRATE),CAPSULE (DELAYED RELEASE),ORAL,APPROVED,13.06.2017,MARKETED,AMGEN CANADA INC,2017
95284,02464713,PROCYSBI,CYSTEAMINE (CYSTEAMINE BITARTRATE),CAPSULE (DELAYED RELEASE),ORAL,APPROVED,13.06.2017,MARKETED,AMGEN CANADA INC,2017
95288,02464748,MARCELLE SHEER TINT MOISTURIZER HYDRATANT TEINTÉ TRANSLUCIDE SPF 30 FPS,OCTINOXATE; OXYBENZONE,CREAM,TOPICAL,APPROVED,08.06.2017,MARKETED,GROUPE MARCELLE INC,2017
95295,02464802,DIAL FOAMING ANTIBACTERIAL HAND WASH,BENZALKONIUM CHLORIDE,SOLUTION,TOPICAL (HOUSEHOLD),APPROVED,09.06.2017,MARKETED,HENKEL CANADA CORPORATION,2017
95297,02464829,DIAL ANTIBACTERIAL HAND SOAP,BENZALKONIUM CHLORIDE,SOLUTION,TOPICAL (HOUSEHOLD),APPROVED,09.06.2017,MARKETED,HENKEL CANADA CORPORATION,2017
95318,02464977,BANANA BOAT KIDS TEAR-FREE SUNSCREEN SPRAY SPF 50+,AVOBENZONE; OCTOCRYLENE; OCTISALATE; HOMOSALATE,SPRAY,TOPICAL,APPROVED,13.06.2017,MARKETED,"EDGEWELL PERSONAL CARE CANADA, ULC",2017
95319,02464985,TEVA-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,07.03.2018,MARKETED,TEVA CANADA LIMITED,2018
95320,02464993,TEVA-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,07.03.2018,MARKETED,TEVA CANADA LIMITED,2018
95321,02465000,TEVA-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,07.03.2018,MARKETED,TEVA CANADA LIMITED,2018
95324,02465035,VOLTAREN EMULGEL BACK & MUSCLE PAIN,DICLOFENAC DIETHYLAMINE,GEL,TOPICAL,APPROVED,23.06.2017,APPROVED,HALEON CANADA ULC,2017
95325,02465043,VOLTAREN EMULGEL JOINT PAIN EXTRA STRENGTH,DICLOFENAC DIETHYLAMINE,GEL,TOPICAL,APPROVED,23.06.2017,MARKETED,HALEON CANADA ULC,2017
95327,02465086,JAMP-RIZATRIPTAN ODT,RIZATRIPTAN (RIZATRIPTAN BENZOATE),TABLET (ORALLY DISINTEGRATING),ORAL,APPROVED,16.06.2017,MARKETED,JAMP PHARMA CORPORATION,2017
95328,02465094,JAMP-RIZATRIPTAN ODT,RIZATRIPTAN (RIZATRIPTAN BENZOATE),TABLET (ORALLY DISINTEGRATING),ORAL,APPROVED,16.06.2017,MARKETED,JAMP PHARMA CORPORATION,2017
95330,02465108,ALLERGY FORMULA,DIPHENHYDRAMINE HYDROCHLORIDE,SOLUTION,ORAL,APPROVED,14.06.2017,MARKETED,JUNO OTC INC,2017
95332,02465124,MAR-KETOROLAC,KETOROLAC TROMETHAMINE,TABLET,ORAL,APPROVED,16.06.2017,MARKETED,MARCAN PHARMACEUTICALS INC,2017
95350,02465302,SOOTHE RESTORE,MINERAL OIL; MINERAL OIL LIGHT,DROPS,OPHTHALMIC,APPROVED,19.06.2017,MARKETED,BAUSCH & LOMB INC,2017
95353,02465337,ISENTRESS HD,RALTEGRAVIR (RALTEGRAVIR POTASSIUM),TABLET,ORAL,APPROVED,21.06.2017,MARKETED,MERCK CANADA INC,2017
95355,02465353,MAR-DILTIAZEM T,DILTIAZEM HYDROCHLORIDE,CAPSULE (EXTENDED RELEASE),ORAL,APPROVED,21.06.2017,MARKETED,MARCAN PHARMACEUTICALS INC,2017
95356,02465361,MAR-DILTIAZEM T,DILTIAZEM HYDROCHLORIDE,CAPSULE (EXTENDED RELEASE),ORAL,APPROVED,21.06.2017,MARKETED,MARCAN PHARMACEUTICALS INC,2017
95357,02465388,MAR-DILTIAZEM T,DILTIAZEM HYDROCHLORIDE,CAPSULE (EXTENDED RELEASE),ORAL,APPROVED,21.06.2017,MARKETED,MARCAN PHARMACEUTICALS INC,2017
95358,02465396,MAR-DILTIAZEM T,DILTIAZEM HYDROCHLORIDE,CAPSULE (EXTENDED RELEASE),ORAL,APPROVED,21.06.2017,MARKETED,MARCAN PHARMACEUTICALS INC,2017
95359,02465418,MAR-DILTIAZEM T,DILTIAZEM HYDROCHLORIDE,CAPSULE (EXTENDED RELEASE),ORAL,APPROVED,21.06.2017,MARKETED,MARCAN PHARMACEUTICALS INC,2017
95364,02465469,CEFAZOLIN SODIUM FOR INJECTION BP,CEFAZOLIN (CEFAZOLIN SODIUM),POWDER FOR SOLUTION,INTRAVENOUS; INTRAMUSCULAR,APPROVED,27.06.2017,MARKETED,STERIMAX INC,2017
95365,02465477,CEFAZOLIN SODIUM FOR INJECTION BP,CEFAZOLIN (CEFAZOLIN SODIUM),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,27.06.2017,MARKETED,STERIMAX INC,2017
95367,02465493,CUBICIN RF,DAPTOMYCIN,POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,30.06.2017,MARKETED,CUBIST PHARMACEUTICALS LLC,2017
95368,02465507,CYANOCOBALAMIN INJECTION USP,VITAMIN B12,SOLUTION,SUBCUTANEOUS; INTRAMUSCULAR,APPROVED,23.06.2017,MARKETED,HIKMA CANADA LIMITED,2017
95373,02465574,CIMZIA,CERTOLIZUMAB PEGOL,SOLUTION,SUBCUTANEOUS,APPROVED,04.07.2017,MARKETED,UCB CANADA INC,2017
95383,02465604,"AZITHROMYCIN FOR INJECTION, USP",AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,05.09.2017,MARKETED,AURO PHARMA INC,2017
95384,02465612,MINT-BISOPROLOL,BISOPROLOL FUMARATE,TABLET,ORAL,APPROVED,30.06.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
95385,02465620,MINT-BISOPROLOL,BISOPROLOL FUMARATE,TABLET,ORAL,APPROVED,30.06.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
95389,02465663,SPINRAZA,NUSINERSEN (NUSINERSEN SODIUM),SOLUTION,INTRATHECAL,APPROVED,29.06.2017,MARKETED,BIOGEN CANADA INC,2017
95399,02465752,OCTASA,MESALAZINE,TABLET (DELAYED-RELEASE),ORAL,APPROVED,18.05.2021,MARKETED,TILLOTTS PHARMA AG,2021
95407,02465833,PIPERACILLIN AND TAZOBACTAM FOR INJECTION,TAZOBACTAM (TAZOBACTAM SODIUM); PIPERACILLIN (PIPERACILLIN SODIUM),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,07.07.2017,MARKETED,FRESENIUS KABI CANADA LTD,2017
95414,02465884,COMPLETE SENSITIVE ADVANCED [80 MINUTES] WATER/SWEAT RESISTANT LOTION SPF 60,HOMOSALATE; OCTISALATE; DROMETRIZOLE TRISILOXANE; OCTOCRYLENE; AVOBENZONE,LOTION,TOPICAL,APPROVED,04.07.2017,MARKETED,OMBRELLE CANADA,2017
95417,02465949,TEVA-BUDESONIDE,BUDESONIDE,SUSPENSION,INHALATION,APPROVED,06.07.2017,MARKETED,TEVA CANADA LIMITED,2017
95418,02465957,TEVA-BUDESONIDE,BUDESONIDE,SUSPENSION,INHALATION,APPROVED,06.07.2017,MARKETED,TEVA CANADA LIMITED,2017
95424,02465981,DEFITELIO,DEFIBROTIDE,SOLUTION,INTRAVENOUS,APPROVED,10.07.2017,MARKETED,JAZZ PHARMACEUTICALS IRELAND LIMITED,2017
95428,02466015,TRANEXAMIC ACID INJECTION,TRANEXAMIC ACID,SOLUTION,INTRAVENOUS,APPROVED,07.07.2017,MARKETED,AURO PHARMA INC,2017
95437,02466074,TARO-ACITRETIN,ACITRETIN,CAPSULE,ORAL,APPROVED,10.07.2017,MARKETED,TARO PHARMACEUTICALS INC,2017
95438,02466082,TARO-ACITRETIN,ACITRETIN,CAPSULE,ORAL,APPROVED,10.07.2017,MARKETED,TARO PHARMACEUTICALS INC,2017
95440,02466090,DOVE DERMA+CARE SCALP ANTI-DANDRUFF DRYNESS & ITCH RELIEF,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,07.07.2017,MARKETED,UNILEVER CANADA,2017
95443,02466120,CLARITHROMYCIN,CLARITHROMYCIN,TABLET,ORAL,APPROVED,14.07.2017,MARKETED,SANIS HEALTH INC,2017
95444,02466139,CLARITHROMYCIN,CLARITHROMYCIN,TABLET,ORAL,APPROVED,14.07.2017,MARKETED,SANIS HEALTH INC,2017
95445,02466147,PANTOPRAZOLE T,PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM HEMIPENTAHYDRATE),TABLET (DELAYED-RELEASE),ORAL,APPROVED,13.07.2017,MARKETED,SANIS HEALTH INC,2017
95446,02466171,JAMP-CETIRIZINE,CETIRIZINE HYDROCHLORIDE,TABLET,ORAL,APPROVED,14.07.2017,MARKETED,JAMP PHARMA CORPORATION,2017
95449,02466198,TEVA-FEBUXOSTAT,FEBUXOSTAT (FEBUXOSTAT HEMIHYDRATE),TABLET,ORAL,APPROVED,23.04.2019,MARKETED,TEVA CANADA LIMITED,2019
95454,02466236,RYDAPT,MIDOSTAURIN,CAPSULE,ORAL,APPROVED,21.07.2017,MARKETED,NOVARTIS PHARMACEUTICALS CANADA INC,2017
95465,02466325,TOPICAL HAPTEN GEL,HAPTENS,GEL,TOPICAL,APPROVED,14.07.2017,MARKETED,DORMER LABORATORIES INC.,2017
95467,02466333,TOPICAL HAPTEN GEL,HAPTENS,GEL,TOPICAL,APPROVED,14.07.2017,MARKETED,DORMER LABORATORIES INC.,2017
95469,02466341,TOPICAL HAPTEN LIQUID,HAPTENS,LIQUID,TOPICAL,APPROVED,14.07.2017,MARKETED,DORMER LABORATORIES INC.,2017
95470,02466368,TOPICAL HAPTEN LIQUID,HAPTENS,LIQUID,TOPICAL,APPROVED,14.07.2017,MARKETED,DORMER LABORATORIES INC.,2017
95472,02466376,ANTI-SHINE ANTHELIOS XL DRY TOUCH GEL-CREAM,AVOBENZONE; OCTOCRYLENE; DROMETRIZOLE TRISILOXANE; HOMOSALATE; OCTISALATE,CREAM,TOPICAL,APPROVED,14.07.2017,MARKETED,LABORATOIRES LA ROCHE-POSAY CANADA,2017
95474,02466392,AURO-NITROFURANTOIN BID,NITROFURANTOIN,CAPSULE,ORAL,APPROVED,18.07.2017,MARKETED,AURO PHARMA INC,2017
95476,02466406,ANTI-SHINE DRY TOUCH UV LOTION,DROMETRIZOLE TRISILOXANE; AVOBENZONE; OCTOCRYLENE; OCTISALATE; HOMOSALATE,LOTION,TOPICAL,APPROVED,17.07.2017,MARKETED,VICHY CANADA,2017
95480,02466449,BETAHISTINE,BETAHISTINE HYDROCHLORIDE,TABLET,ORAL,APPROVED,20.07.2017,MARKETED,SANIS HEALTH INC,2017
95481,02466457,BETAHISTINE,BETAHISTINE HYDROCHLORIDE,TABLET,ORAL,APPROVED,20.07.2017,MARKETED,SANIS HEALTH INC,2017
95482,02466465,ATENOLOL,ATENOLOL,TABLET,ORAL,APPROVED,20.07.2017,MARKETED,SANIS HEALTH INC,2017
95483,02466473,ATENOLOL,ATENOLOL,TABLET,ORAL,APPROVED,20.07.2017,MARKETED,SANIS HEALTH INC,2017
95486,02466511,BOBBI BROWN PRIMER PLUS PROTECTION SPF 50,OCTOCRYLENE; AVOBENZONE; HOMOSALATE; OXYBENZONE; OCTISALATE,LOTION,TOPICAL,APPROVED,18.07.2017,MARKETED,DIST. BOBBI BROWN PROFESSIONAL COSMETICS,2017
95491,02466570,NOURISHING DAY CREAM,AVOBENZONE; ENSULIZOLE; OCTOCRYLENE,CREAM,TOPICAL,APPROVED,19.07.2017,MARKETED,BEIERSDORF CANADA INC,2017
95492,02466589,REFRESHING DAY CREAM,ENSULIZOLE; AVOBENZONE; OCTOCRYLENE,CREAM,TOPICAL,APPROVED,19.07.2017,MARKETED,BEIERSDORF CANADA INC,2017
95498,02466635,PMS-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,PHARMASCIENCE INC,2018
95499,02466643,PMS-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,PHARMASCIENCE INC,2018
95500,02466651,PMS-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,PHARMASCIENCE INC,2018
95501,02466678,PMS-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,PHARMASCIENCE INC,2018
95502,02466708,PMS-BORTEZOMIB,BORTEZOMIB (BORTEZOMIB MANNITOL BORONIC ESTER),POWDER FOR SOLUTION,SUBCUTANEOUS; INTRAVENOUS,APPROVED,21.07.2017,MARKETED,PHARMASCIENCE INC,2017
95503,02466686,PMS-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,PHARMASCIENCE INC,2018
95504,02466694,PMS-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,PHARMASCIENCE INC,2018
95508,02466724,REVITALIFT ANTI-WRINKLE + FIRMING DAY CREAM,AVOBENZONE; OCTISALATE; OCTOCRYLENE,CREAM,TOPICAL,APPROVED,20.07.2017,MARKETED,L' OREAL CANADA,2017
95509,02466732,EURO-CYPROHEPTADINE 2MG/5ML,CYPROHEPTADINE HYDROCHLORIDE,SYRUP,ORAL,APPROVED,20.07.2017,MARKETED,EURO-PHARM INTERNATIONAL CANADA INC,2017
95511,02466759,MINT-FUROSEMIDE,FUROSEMIDE,TABLET,ORAL,APPROVED,24.07.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
95512,02466767,MINT-FUROSEMIDE,FUROSEMIDE,TABLET,ORAL,APPROVED,24.07.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
95513,02466775,MINT-FUROSEMIDE,FUROSEMIDE,TABLET,ORAL,APPROVED,24.07.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
95514,02466783,ATOVAQUONE AND PROGUANIL HYDROCHLORIDE TABLETS,PROGUANIL HYDROCHLORIDE; ATOVAQUONE,TABLET,ORAL,APPROVED,26.07.2017,MARKETED,GLENMARK PHARMACEUTICALS CANADA INC.,2017
95519,02466821,ALMOTRIPTAN,ALMOTRIPTAN (ALMOTRIPTAN MALATE),TABLET,ORAL,APPROVED,04.08.2017,MARKETED,SANIS HEALTH INC,2017
95524,02466864,ENTUZITY KWIKPEN,INSULIN INJECTION HUMAN BIOSYNTHETIC,SOLUTION,SUBCUTANEOUS,APPROVED,27.07.2017,MARKETED,ELI LILLY CANADA INC,2017
95539,02466988,APO-DESVENLAFAXINE,DESVENLAFAXINE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,08.08.2017,MARKETED,APOTEX INC,2017
