DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year
94663,02459396,FOSINOPRIL,FOSINOPRIL SODIUM,TABLET,ORAL,APPROVED,07.12.2016,MARKETED,SANIS HEALTH INC,2016
94664,02459418,REVLIMID,LENALIDOMIDE,CAPSULE,ORAL,APPROVED,14.12.2016,MARKETED,BRISTOL-MYERS SQUIBB CANADA,2016
94667,02459434,PEMETREXED DISODIUM FOR INJECTION,PEMETREXED (PEMETREXED DISODIUM),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,02.12.2016,MARKETED,TEVA CANADA LIMITED,2016
94669,02459450,MAR-ENALAPRIL,ENALAPRIL MALEATE,TABLET,ORAL,APPROVED,05.12.2016,MARKETED,MARCAN PHARMACEUTICALS INC,2016
94670,02459469,MAR-ENALAPRIL,ENALAPRIL MALEATE,TABLET,ORAL,APPROVED,05.12.2016,MARKETED,MARCAN PHARMACEUTICALS INC,2016
94684,02459523,KYLEENA,LEVONORGESTREL,INSERT (EXTENDED-RELEASE),INTRAUTERINE,APPROVED,14.12.2016,MARKETED,BAYER INC,2016
94695,02459647,OMNITROPE,SOMATROPIN,SOLUTION,SUBCUTANEOUS,APPROVED,12.12.2016,MARKETED,SANDOZ CANADA INCORPORATED,2016
94696,02459655,OTIXAL,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE); FLUOCINOLONE ACETONIDE,SOLUTION,OTIC,APPROVED,08.12.2016,MARKETED,MEDEXUS PHARMACEUTICALS INC.,2016
94698,02459671,STELARA I.V.,USTEKINUMAB,SOLUTION,INTRAVENOUS,APPROVED,12.12.2016,MARKETED,JANSSEN INC,2016
94699,02459698,ORFADIN,NITISINONE,CAPSULE,ORAL,APPROVED,13.12.2016,MARKETED,SWEDISH ORPHAN BIOVITRUM AB (PUBL),2016
94700,02459701,ORFADIN,NITISINONE,CAPSULE,ORAL,APPROVED,13.12.2016,MARKETED,SWEDISH ORPHAN BIOVITRUM AB (PUBL),2016
94701,02459728,ORFADIN,NITISINONE,CAPSULE,ORAL,APPROVED,13.12.2016,MARKETED,SWEDISH ORPHAN BIOVITRUM AB (PUBL),2016
94702,02459736,ORFADIN,NITISINONE,CAPSULE,ORAL,APPROVED,13.12.2016,MARKETED,SWEDISH ORPHAN BIOVITRUM AB (PUBL),2016
94710,02459779,REPATHA,EVOLOCUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,15.12.2016,MARKETED,AMGEN CANADA INC,2016
94711,02459787,XOLAIR,OMALIZUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,15.12.2016,MARKETED,NOVARTIS PHARMACEUTICALS CANADA INC,2016
94712,02459795,XOLAIR,OMALIZUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,15.12.2016,MARKETED,NOVARTIS PHARMACEUTICALS CANADA INC,2016
94713,02459817,AURO-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,07.03.2018,MARKETED,AURO PHARMA INC,2018
94714,02459825,AURO-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,07.03.2018,MARKETED,AURO PHARMA INC,2018
94715,02459833,AURO-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,07.03.2018,MARKETED,AURO PHARMA INC,2018
94721,02459906,ACETYLCYSTEINE SOLUTION USP,ACETYLCYSTEINE,SOLUTION,INHALATION; INTRAVENOUS; ORAL,APPROVED,19.12.2016,MARKETED,HIKMA CANADA LIMITED,2016
94724,02459930,KYPROLIS,CARFILZOMIB,POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,21.12.2016,MARKETED,AMGEN CANADA INC,2016
94725,02459949,KYPROLIS,CARFILZOMIB,POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,20.12.2016,MARKETED,AMGEN CANADA INC,2016
94726,02459957,AURO-FLECAINIDE,FLECAINIDE ACETATE,TABLET,ORAL,APPROVED,20.12.2016,MARKETED,AURO PHARMA INC,2016
94727,02459965,AURO-FLECAINIDE,FLECAINIDE ACETATE,TABLET,ORAL,APPROVED,20.12.2016,MARKETED,AURO PHARMA INC,2016
94728,02459973,LANCORA,IVABRADINE (IVABRADINE HYDROCHLORIDE),TABLET,ORAL,APPROVED,23.12.2016,MARKETED,SERVIER CANADA INC,2016
94729,02459981,LANCORA,IVABRADINE (IVABRADINE HYDROCHLORIDE),TABLET,ORAL,APPROVED,23.12.2016,MARKETED,SERVIER CANADA INC,2016
94732,02460025,AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,AURO PHARMA INC,2018
94733,02460033,AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,AURO PHARMA INC,2018
94734,02460041,AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,AURO PHARMA INC,2018
94735,02460068,AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,AURO PHARMA INC,2018
94736,02460076,AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,AURO PHARMA INC,2018
94737,02460084,AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,AURO PHARMA INC,2018
94743,02460130,TEVA-FULVESTRANT INJECTION,FULVESTRANT,SOLUTION,INTRAMUSCULAR,APPROVED,15.01.2019,MARKETED,TEVA CANADA LIMITED,2019
94747,02460173,AURO-TENOFOVIR,TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,APPROVED,26.07.2017,MARKETED,AURO PHARMA INC,2017
94749,02460203,DYSPORT THERAPEUTIC,ABOBOTULINUMTOXINA,POWDER FOR SOLUTION,INTRAMUSCULAR,APPROVED,03.01.2017,MARKETED,IPSEN BIOPHARMACEUTICALS CANADA INC,2017
94755,02460262,MICTORYL,PROPIVERINE HYDROCHLORIDE,CAPSULE (CONTROLLED-DELIVERY),ORAL,APPROVED,05.01.2017,MARKETED,DUCHESNAY INC,2017
94756,02460270,MICTORYL,PROPIVERINE HYDROCHLORIDE,CAPSULE (CONTROLLED-DELIVERY),ORAL,APPROVED,05.01.2017,MARKETED,DUCHESNAY INC,2017
94757,02460289,MICTORYL PEDIATRIC,PROPIVERINE HYDROCHLORIDE,TABLET,ORAL,APPROVED,05.01.2017,MARKETED,DUCHESNAY INC,2017
94758,02460297,COMFILAX,POLYETHYLENE GLYCOL 3350,POWDER FOR SOLUTION,ORAL,APPROVED,03.01.2017,MARKETED,CELLCHEM PHARMACEUTICALS INC.,2017
94759,02460300,NO7 LIFT & LUMINATE TRIPLE ACTION DAY CREAM,OCTISALATE; AVOBENZONE; OCTOCRYLENE,CREAM,TOPICAL,APPROVED,03.01.2017,MARKETED,THE BOOTS COMPANY PLC,2017
94764,02460327,TIMELESS ILLUMINATING MAKEUP BROAD SPECTRUM SPF 30,OCTINOXATE; OXYBENZONE,EMULSION,TOPICAL,APPROVED,04.01.2017,MARKETED,MERLE NORMAN COSMETICS INC,2017
94767,02460351,ILARIS,CANAKINUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,06.01.2017,MARKETED,NOVARTIS PHARMACEUTICALS CANADA INC,2017
94775,02460408,FIASP,INSULIN ASPART,SOLUTION,SUBCUTANEOUS,APPROVED,06.01.2017,MARKETED,NOVO NORDISK CANADA INC,2017
94776,02460416,FIASP,INSULIN ASPART,SOLUTION,SUBCUTANEOUS,APPROVED,06.01.2017,MARKETED,NOVO NORDISK CANADA INC,2017
94777,02460424,FIASP,INSULIN ASPART,SOLUTION,SUBCUTANEOUS,APPROVED,06.01.2017,MARKETED,NOVO NORDISK CANADA INC,2017
94795,02460513,24HR NASAL ALLERGY RELIEF,FLUTICASONE PROPIONATE,"SPRAY, METERED DOSE",NASAL,APPROVED,11.01.2017,MARKETED,APOTEX INC,2017
94797,02460548,KEVZARA,SARILUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,12.01.2017,MARKETED,SANOFI-AVENTIS CANADA INC,2017
94800,02460572,EXTRA MOISTURIZING NASAL SPRAY,OXYMETAZOLINE HYDROCHLORIDE,"SPRAY, METERED DOSE",NASAL,APPROVED,10.01.2017,MARKETED,JUNO OTC INC,2017
94802,02460599,NASAL CONGESTION SPRAY,OXYMETAZOLINE HYDROCHLORIDE,"SPRAY, METERED DOSE",NASAL,APPROVED,10.01.2017,MARKETED,JUNO OTC INC,2017
94803,02460602,HYDROMORPHONE HYDROCHLORIDE INJECTION,HYDROMORPHONE HYDROCHLORIDE,SOLUTION,INTRAMUSCULAR; SUBCUTANEOUS; INTRAVENOUS,APPROVED,31.01.2017,MARKETED,STERIMAX INC,2017
94804,02460610,HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10,HYDROMORPHONE HYDROCHLORIDE,SOLUTION,INTRAMUSCULAR; SUBCUTANEOUS; INTRAVENOUS,APPROVED,31.01.2017,MARKETED,STERIMAX INC,2017
94807,02460645,BUPIVACAINE HYDROCHLORIDE IN DEXTROSE INJECTION USP,BUPIVACAINE HYDROCHLORIDE,SOLUTION,INTRASPINAL,APPROVED,13.01.2017,MARKETED,STERIMAX INC,2017
94808,02460653,APO-METFORMIN ER,METFORMIN HYDROCHLORIDE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,13.01.2017,MARKETED,APOTEX INC,2017
94809,02460661,GLATECT,GLATIRAMER ACETATE,SOLUTION,SUBCUTANEOUS,APPROVED,17.01.2017,MARKETED,PHARMASCIENCE INC,2017
94822,02460734,[F-18]-FLUDEOXYGLUCOSE (FDG) INJECTION,FLUDEOXYGLUCOSE 18F,SOLUTION,INTRAVENOUS,MARKETED,04.10.2016,MARKETED,SYLVIA FEDORUK CANADIAN CENTRE FOR NUCLEAR INNOVATION,2016
94824,02460750,GLN-EZETIMIBE,EZETIMIBE,TABLET,ORAL,APPROVED,20.01.2017,MARKETED,GLENMARK PHARMACEUTICALS CANADA INC.,2017
94837,02460882,OLAY AGE DEFYING CLASSIC,OCTINOXATE; ZINC OXIDE,LOTION,TOPICAL,APPROVED,20.07.2017,MARKETED,PROCTER & GAMBLE INC,2017
94840,02460890,VIBERZI,ELUXADOLINE,TABLET,ORAL,APPROVED,26.01.2017,MARKETED,ABBVIE CORPORATION,2017
94841,02460904,VIBERZI,ELUXADOLINE,TABLET,ORAL,APPROVED,26.01.2017,MARKETED,ABBVIE CORPORATION,2017
94843,02460912,PHENYTOIN SODIUM,PHENYTOIN SODIUM,CAPSULE,ORAL,APPROVED,26.01.2017,MARKETED,AA PHARMA INC,2017
94844,02460920,SANDOZ ESOMEPRAZOLE,ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE),TABLET (DELAYED-RELEASE),ORAL,APPROVED,30.01.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
94845,02460939,SANDOZ ESOMEPRAZOLE,ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE),TABLET (DELAYED-RELEASE),ORAL,APPROVED,30.01.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
94846,02460947,CASPOFUNGIN FOR INJECTION,CASPOFUNGIN (CASPOFUNGIN ACETATE),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,18.04.2017,MARKETED,JUNO PHARMACEUTICALS CORP.,2017
94847,02460955,CASPOFUNGIN FOR INJECTION,CASPOFUNGIN (CASPOFUNGIN ACETATE),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,18.04.2017,MARKETED,JUNO PHARMACEUTICALS CORP.,2017
94854,02461048,COMPLETE* DRY TOUCH SUNSCREEN/ÉCRAN SOLAIRE,DROMETRIZOLE TRISILOXANE; HOMOSALATE; OCTISALATE; AVOBENZONE; OCTOCRYLENE,LOTION,TOPICAL,APPROVED,26.01.2017,MARKETED,OMBRELLE CANADA,2017
94857,02461072,COMPLETE* DRY TOUCH,OCTISALATE; HOMOSALATE; OCTOCRYLENE; AVOBENZONE; DROMETRIZOLE TRISILOXANE,LOTION,TOPICAL,APPROVED,26.01.2017,MARKETED,OMBRELLE CANADA,2017
94861,02461110,PMS-EMTRICITABINE-TENOFOVIR,EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,APPROVED,26.07.2017,MARKETED,PHARMASCIENCE INC,2017
94867,02461188,OLAY COMPLETE 30 UVA/UVB 365 DAILY MOISTURIZING LOTION WITH SPF BROAD SPECTRUM SPF 30 SENSITIVE,OCTOCRYLENE; ZINC OXIDE; OCTISALATE; OCTINOXATE,LOTION,TOPICAL,APPROVED,31.01.2017,MARKETED,PROCTER & GAMBLE INC,2017
94870,02461196,OLAY COMPLETE NORMAL 15 UVA/UVB 365 DAILY MOISTURIZING CREAM WITH SPF,HOMOSALATE; OCTISALATE; AVOBENZONE; OCTOCRYLENE,CREAM,TOPICAL,APPROVED,31.01.2017,MARKETED,PROCTER & GAMBLE INC,2017
94873,02461242,OLAY COMPLETE 15 UVA/UVB 365 DAILY MOISTURIZING LOTION WITH SPF BROAD SPECTRUM SPF 15 SENSITIVE,ZINC OXIDE; OCTINOXATE,LOTION,TOPICAL,APPROVED,31.01.2017,MARKETED,PROCTER & GAMBLE INC,2017
94874,02461234,OLAY COMPLETE 15 UVA/UVB 365 DAILY MOISTURIZING LOTION WITH SPF BROAD SPECTRUM SPF 15 NORMAL,AVOBENZONE; OCTOCRYLENE; HOMOSALATE; OCTISALATE,LOTION,TOPICAL,APPROVED,31.01.2017,MARKETED,PROCTER & GAMBLE INC,2017
94877,02461269,OLAY COMPLETE 15 UVA/UVB 365 DAILY MOISTURIZING LOTION WITH SPF BROAD SPECTRUM SPF 15 COMBINATION/OILY,HOMOSALATE; OCTISALATE; AVOBENZONE; OCTOCRYLENE,LOTION,TOPICAL,APPROVED,31.01.2017,MARKETED,PROCTER & GAMBLE INC,2017
94881,02461307,PMS-OLMESARTAN,OLMESARTAN MEDOXOMIL,TABLET,ORAL,APPROVED,01.05.2017,MARKETED,PHARMASCIENCE INC,2017
94882,02461315,PMS-OLMESARTAN,OLMESARTAN MEDOXOMIL,TABLET,ORAL,APPROVED,01.05.2017,MARKETED,PHARMASCIENCE INC,2017
94883,02461323,SANDOZ GLICLAZIDE MR,GLICLAZIDE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,07.02.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
94884,02461331,SANDOZ GLICLAZIDE MR,GLICLAZIDE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,07.02.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
94885,02461358,HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF SHAMPOO DEEP MOISTURE 2IN1,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,01.02.2017,MARKETED,PROCTER & GAMBLE INC,2017
94899,02461404,FUROSEMIDE INJECTION USP,FUROSEMIDE,SOLUTION,INTRAMUSCULAR; INTRAVENOUS,APPROVED,03.02.2017,MARKETED,STERIMAX INC,2017
94902,02461412,MYLAN-EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE; EFAVIRENZ; EMTRICITABINE,TABLET,ORAL,APPROVED,26.07.2017,MARKETED,MYLAN PHARMACEUTICALS ULC,2017
94903,02461420,ONDANSETRON INJECTION BP,ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),SOLUTION,INTRAVENOUS,APPROVED,07.02.2017,MARKETED,AURO PHARMA INC,2017
94908,02461455,MINT-KETOROLAC,KETOROLAC TROMETHAMINE,TABLET,ORAL,APPROVED,07.02.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
94909,02461463,ODEFSEY,TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE); EMTRICITABINE; RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE),TABLET,ORAL,APPROVED,10.02.2017,MARKETED,GILEAD SCIENCES CANADA INC,2017
94913,02461501,ACCEL-SEVELAMER,SEVELAMER CARBONATE,TABLET,ORAL,APPROVED,11.10.2017,MARKETED,ACCEL PHARMA INC,2017
94916,02461528,BASAGLAR,INSULIN GLARGINE,SOLUTION,SUBCUTANEOUS,APPROVED,10.02.2017,MARKETED,ELI LILLY CANADA INC,2017
94917,02461536,MINT-INDOMETHACIN,INDOMETHACIN,CAPSULE,ORAL,APPROVED,17.02.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
94918,02461544,APO-DEFERASIROX,DEFERASIROX,TABLET FOR SUSPENSION,ORAL,APPROVED,26.06.2017,MARKETED,APOTEX INC,2017
94919,02461552,APO-DEFERASIROX,DEFERASIROX,TABLET FOR SUSPENSION,ORAL,APPROVED,26.06.2017,MARKETED,APOTEX INC,2017
94920,02461560,APO-DEFERASIROX,DEFERASIROX,TABLET FOR SUSPENSION,ORAL,APPROVED,26.06.2017,MARKETED,APOTEX INC,2017
94931,02461641,JAMP OLMESARTAN,OLMESARTAN MEDOXOMIL,TABLET,ORAL,APPROVED,01.05.2017,MARKETED,JAMP PHARMA CORPORATION,2017
94932,02461668,JAMP OLMESARTAN,OLMESARTAN MEDOXOMIL,TABLET,ORAL,APPROVED,01.05.2017,MARKETED,JAMP PHARMA CORPORATION,2017
94943,02461692,CUVITRU,IMMUNOGLOBULIN (HUMAN),SOLUTION,SUBCUTANEOUS,APPROVED,16.02.2017,MARKETED,TAKEDA CANADA INC,2017
94948,02461714,LEVOTHYROXINE SODIUM FOR INJECTION,LEVOTHYROXINE SODIUM,POWDER FOR SOLUTION,INTRAMUSCULAR; INTRAVENOUS,APPROVED,16.02.2017,MARKETED,AVIR PHARMA INC.,2017
94949,02461722,LEVOTHYROXINE SODIUM FOR INJECTION,LEVOTHYROXINE SODIUM,POWDER FOR SOLUTION,INTRAMUSCULAR; INTRAVENOUS,APPROVED,16.02.2017,MARKETED,AVIR PHARMA INC.,2017
94950,02461749,REXULTI,BREXPIPRAZOLE,TABLET,ORAL,APPROVED,16.02.2017,MARKETED,OTSUKA PHARMACEUTICAL CO LTD,2017
94951,02461757,REXULTI,BREXPIPRAZOLE,TABLET,ORAL,APPROVED,16.02.2017,MARKETED,OTSUKA PHARMACEUTICAL CO LTD,2017
94952,02461765,REXULTI,BREXPIPRAZOLE,TABLET,ORAL,APPROVED,16.02.2017,MARKETED,OTSUKA PHARMACEUTICAL CO LTD,2017
94953,02461773,REXULTI,BREXPIPRAZOLE,TABLET,ORAL,APPROVED,16.02.2017,MARKETED,OTSUKA PHARMACEUTICAL CO LTD,2017
94954,02461781,REXULTI,BREXPIPRAZOLE,TABLET,ORAL,APPROVED,16.02.2017,MARKETED,OTSUKA PHARMACEUTICAL CO LTD,2017
94955,02461803,REXULTI,BREXPIPRAZOLE,TABLET,ORAL,APPROVED,16.02.2017,MARKETED,OTSUKA PHARMACEUTICAL CO LTD,2017
94956,02461811,MINT-INDOMETHACIN,INDOMETHACIN,CAPSULE,ORAL,APPROVED,17.02.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
94960,02461862,APO-ERLOTINIB,ERLOTINIB (ERLOTINIB HYDROCHLORIDE),TABLET,ORAL,APPROVED,09.03.2017,MARKETED,APOTEX INC,2017
94961,02461870,APO-ERLOTINIB,ERLOTINIB (ERLOTINIB HYDROCHLORIDE),TABLET,ORAL,APPROVED,09.03.2017,MARKETED,APOTEX INC,2017
94962,02461889,APO-ERLOTINIB,ERLOTINIB (ERLOTINIB HYDROCHLORIDE),TABLET,ORAL,APPROVED,09.03.2017,MARKETED,APOTEX INC,2017
94965,02461900,ONCASPAR,PEGASPARGASE,SOLUTION,INTRAVENOUS; INTRAMUSCULAR,APPROVED,24.02.2017,MARKETED,SERVIER CANADA INC,2017
94968,02461927,NEURACEQ,FLORBETABEN (18F),SOLUTION,INTRAVENOUS,APPROVED,22.02.2017,MARKETED,ISOLOGIC INNOVATIVE RADIOPHARMACEUTICALS LTD.,2017
94970,02461943,FUTURE SOLUTION LX TOTAL PROTECTIVE CREAM E,AVOBENZONE; OXYBENZONE; OCTINOXATE; OCTOCRYLENE,CREAM,TOPICAL,APPROVED,24.02.2017,MARKETED,SHISEIDO AMERICAS CORPORATION DIST,2017
94973,02461986,SANDOZ LEVETIRACETAM,LEVETIRACETAM,TABLET,ORAL,APPROVED,03.03.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
94974,02461994,SANDOZ LEVETIRACETAM,LEVETIRACETAM,TABLET,ORAL,APPROVED,03.03.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
94975,02462001,SANDOZ LEVETIRACETAM,LEVETIRACETAM,TABLET,ORAL,APPROVED,03.03.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
94976,02462028,SANDOZ LEVETIRACETAM,LEVETIRACETAM,TABLET,ORAL,APPROVED,03.03.2017,MARKETED,SANDOZ CANADA INCORPORATED,2017
94980,02462060,DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP,DROSPIRENONE; ETHINYL ESTRADIOL,TABLET,ORAL,APPROVED,01.09.2020,MARKETED,GLENMARK PHARMACEUTICALS CANADA INC.,2020
94981,02462079,MARCELLE REVIVAL+ SKIN RENEWAL ANTI-AGING DAY CREAM SPF 15,OXYBENZONE; ENSULIZOLE; OCTINOXATE,CREAM,TOPICAL,APPROVED,02.03.2017,MARKETED,GROUPE MARCELLE INC,2017
94986,02462125,SPF 50 BROAD SPECTRUM KIDS,OCTOCRYLENE; HOMOSALATE; OCTINOXATE; AVOBENZONE; OCTISALATE,SPRAY,TOPICAL,APPROVED,07.03.2017,MARKETED,"BU BRANDS, INC.",2017
94989,02462168,BIO-FLUCONAZOLE,FLUCONAZOLE,CAPSULE,ORAL,APPROVED,09.03.2017,MARKETED,BIOMED PHARMA,2017
94990,02462176,SPF/FPS 50 BROAD SPECTRUM ALCOHOL FREE SUNSCREEN,AVOBENZONE; HOMOSALATE; OCTISALATE; OCTOCRYLENE; OCTINOXATE,SPRAY,TOPICAL,APPROVED,08.03.2017,MARKETED,"BU BRANDS, INC.",2017
94991,02462184,SPF/FPS 30 BROAD SPECTRUM ALCOHOL FREE SUNSCREEN,AVOBENZONE; OCTOCRYLENE; OCTISALATE; OCTINOXATE,SPRAY,TOPICAL,APPROVED,08.03.2017,MARKETED,"BU BRANDS, INC.",2017
94992,02462192,MINT-CLONIDINE,CLONIDINE HYDROCHLORIDE,TABLET,ORAL,APPROVED,15.03.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
94993,02462206,MINT-CLONIDINE,CLONIDINE HYDROCHLORIDE,TABLET,ORAL,APPROVED,15.03.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
94995,02462257,ONDANSETRON INJECTION USP,ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),SOLUTION,INTRAVENOUS,APPROVED,10.03.2017,MARKETED,STERIMAX INC,2017
94999,02462249,HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF SHAMPOO DEEP MOISTURE,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,08.03.2017,MARKETED,PROCTER & GAMBLE INC,2017
95004,02462303,AMPICILLIN SODIUM FOR INJECTION BP,AMPICILLIN (AMPICILLIN SODIUM),POWDER FOR SOLUTION,INTRAMUSCULAR; INTRAVENOUS,APPROVED,09.03.2017,MARKETED,AURO PHARMA INC,2017
95005,02462311,AMPICILLIN SODIUM FOR INJECTION BP,AMPICILLIN (AMPICILLIN SODIUM),POWDER FOR SOLUTION,INTRAMUSCULAR; INTRAVENOUS,APPROVED,09.03.2017,MARKETED,AURO PHARMA INC,2017
95006,02462338,AMPICILLIN SODIUM FOR INJECTION BP,AMPICILLIN (AMPICILLIN SODIUM),POWDER FOR SOLUTION,INTRAVENOUS; INTRAMUSCULAR,APPROVED,09.03.2017,MARKETED,AURO PHARMA INC,2017
95007,02462346,AMPICILLIN SODIUM FOR INJECTION BP,AMPICILLIN (AMPICILLIN SODIUM),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,09.03.2017,MARKETED,AURO PHARMA INC,2017
95011,02462354,FLUDEOXYGLUCOSE (F-18),FLUDEOXYGLUCOSE 18F,SOLUTION,INTRAVENOUS,APPROVED,09.03.2017,MARKETED,LAWSON HEALTH RESEARCH INSTITUTE,2017
95012,02462362,ETHACRYNATE SODIUM,ETHACRYNIC ACID (ETHACRYNATE SODIUM),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,10.03.2017,MARKETED,STERIMAX INC,2017
95015,02462397,CLOTRIMAZOLE EXTERNAL ANTIFUNGAL CREAM,CLOTRIMAZOLE,CREAM,TOPICAL,APPROVED,09.03.2017,MARKETED,TARO PHARMACEUTICALS INC,2017
95016,02462400,BRINAVESS,VERNAKALANT HYDROCHLORIDE,SOLUTION,INTRAVENOUS,APPROVED,13.03.2017,MARKETED,CIPHER PHARMACEUTICALS INC,2017
95020,02462443,LIDOCAINE INJECTION BP,LIDOCAINE HYDROCHLORIDE,SOLUTION,BLOCK/INFILTRATION,APPROVED,13.03.2017,MARKETED,AURO PHARMA INC,2017
95021,02462451,LIDOCAINE INJECTION BP,LIDOCAINE HYDROCHLORIDE,SOLUTION,BLOCK/INFILTRATION,APPROVED,13.03.2017,MARKETED,AURO PHARMA INC,2017
95023,02462486,TEVA-CYCLOSPORINE,CYCLOSPORINE,EMULSION,OPHTHALMIC,APPROVED,14.03.2017,MARKETED,TEVA CANADA LIMITED,2017
95031,02462559,MINT-ITRACONAZOLE,ITRACONAZOLE,CAPSULE,ORAL,APPROVED,22.03.2017,MARKETED,MINT PHARMACEUTICALS INC,2017
95040,02462605,BOBBI BROWN SKIN WEIGHTLESS LONG-WEAR FOUNDATION SPF15 FULL COVER OIL-FREE SHINE CONTROL,OCTINOXATE; TITANIUM DIOXIDE,LIQUID,TOPICAL,APPROVED,21.03.2017,MARKETED,DIST. BOBBI BROWN PROFESSIONAL COSMETICS,2017
95045,02462656,MED-CLINDAMYCIN,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),CAPSULE,ORAL,APPROVED,28.03.2017,MARKETED,GENERIC MEDICAL PARTNERS INC,2017
95046,02462664,MED-CLINDAMYCIN,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),CAPSULE,ORAL,APPROVED,28.03.2017,MARKETED,GENERIC MEDICAL PARTNERS INC,2017
95050,02462680,TEPADINA,THIOTEPA,POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,29.03.2017,MARKETED,ADIENNE SA,2017
95051,02462702,TEPADINA,THIOTEPA,POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,29.03.2017,MARKETED,ADIENNE SA,2017
95052,02462699,ZEULIDE DEPOT,LEUPROLIDE ACETATE,"KIT; POWDER FOR SUSPENSION, SUSTAINED-RELEASE",INTRAMUSCULAR,APPROVED,30.03.2017,MARKETED,VERITY PHARMACEUTICALS INC.,2017
95055,02462729,DOBUTAMINE INJECTION USP,DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE),SOLUTION,INTRAVENOUS,APPROVED,03.04.2017,MARKETED,HIKMA CANADA LIMITED,2017
95062,02462788,MAR-RIZATRIPTAN ODT,RIZATRIPTAN (RIZATRIPTAN BENZOATE),TABLET (ORALLY DISINTEGRATING),ORAL,APPROVED,31.03.2017,MARKETED,MARCAN PHARMACEUTICALS INC,2017
