Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Marketing_authorisation_holder_extracted,Agency,Indications_and_usage,Origin,Referral,Disease_name(s),DRUG_CODE
02353261,,gabapentin,gabapentin,sanis health inc,small molecule,capsule,oral,approved,approved,28.07.2010,2010,,,,,,,,,,,sanis,HealthCanada,,,,,83848.0
02361469,,jamp-gabapentin,gabapentin,jamp pharma corporation,small molecule,capsule,oral,approved,approved,28.02.2011,2011,,,,,,,,,,,jamp,HealthCanada,,,,,84654.0
02361485,,jamp-gabapentin,gabapentin,jamp pharma corporation,small molecule,capsule,oral,approved,approved,28.02.2011,2011,,,,,,,,,,,jamp,HealthCanada,,,,,84656.0
02361493,,jamp-gabapentin,gabapentin,jamp pharma corporation,small molecule,capsule,oral,approved,approved,28.02.2011,2011,,,,,,,,,,,jamp,HealthCanada,,,,,84657.0
02388200,,gabapentin,gabapentin,sivem pharmaceuticals ulc,small molecule,tablet,oral,marketed,approved,26.06.2012,2012,,,,,,,,,,,sivem,HealthCanada,,,,,87375.0
02388219,,gabapentin,gabapentin,sivem pharmaceuticals ulc,small molecule,tablet,oral,marketed,approved,26.06.2012,2012,,,,,,,,,,,sivem,HealthCanada,,,,,87376.0
02392526,,gabapentin tablets usp,gabapentin,accord healthcare inc,small molecule,tablet,oral,approved,approved,10.10.2012,2012,,,,,,,,,,,accord,HealthCanada,,,,,87778.0
02392534,,gabapentin tablets usp,gabapentin,accord healthcare inc,small molecule,tablet,oral,approved,approved,10.10.2012,2012,,,,,,,,,,,accord,HealthCanada,,,,,87779.0
02408880,,mint-gabapentin,gabapentin,mint pharmaceuticals inc,small molecule,capsule,oral,approved,approved,28.06.2013,2013,,,,,,,,,,,mint,HealthCanada,,,,,89363.0
02408899,,mint-gabapentin,gabapentin,mint pharmaceuticals inc,small molecule,capsule,oral,approved,approved,28.06.2013,2013,,,,,,,,,,,mint,HealthCanada,,,,,89364.0
02408902,,mint-gabapentin,gabapentin,mint pharmaceuticals inc,small molecule,capsule,oral,approved,approved,28.06.2013,2013,,,,,,,,,,,mint,HealthCanada,,,,,89365.0
02410990,,gln-gabapentin,gabapentin,glenmark pharmaceuticals canada inc.,small molecule,tablet,oral,approved,approved,16.08.2013,2013,,,,,,,,,,,glenmark,HealthCanada,,,,,89563.0
02411008,,gln-gabapentin,gabapentin,glenmark pharmaceuticals canada inc.,small molecule,tablet,oral,approved,approved,16.08.2013,2013,,,,,,,,,,,glenmark,HealthCanada,,,,,89564.0
02416840,,gabapentin capsules usp,gabapentin,accord healthcare inc,small molecule,capsule,oral,approved,approved,25.03.2014,2014,,,,,,,,,,,accord,HealthCanada,,,,,90145.0
02416859,,gabapentin capsules usp,gabapentin,accord healthcare inc,small molecule,capsule,oral,approved,approved,25.03.2014,2014,,,,,,,,,,,accord,HealthCanada,,,,,90146.0
02416867,,gabapentin capsules usp,gabapentin,accord healthcare inc,small molecule,capsule,oral,approved,approved,26.03.2014,2014,,,,,,,,,,,accord,HealthCanada,,,,,90147.0
02428334,,auro-gabapentin tablets,gabapentin,auro pharma inc,small molecule,tablet,oral,approved,approved,17.07.2014,2014,,,,,,,,,,,auro,HealthCanada,,,,,91281.0
02428342,,auro-gabapentin tablets,gabapentin,auro pharma inc,small molecule,tablet,oral,approved,approved,17.07.2014,2014,,,,,,,,,,,auro,HealthCanada,,,,,91282.0
02431289,,gabapentin,gabapentin,sanis health inc,small molecule,tablet,oral,approved,approved,17.09.2014,2014,,,,,,,,,,,sanis,HealthCanada,,,,,91570.0
02432072,,gabapentin,gabapentin,jamp pharma corporation,small molecule,tablet,oral,approved,approved,24.03.2017,2017,,,,,,,,,,,jamp,HealthCanada,,,,,91652.0
02432080,,gabapentin,gabapentin,jamp pharma corporation,small molecule,tablet,oral,approved,approved,24.03.2017,2017,,,,,,,,,,,jamp,HealthCanada,,,,,91653.0
02535246,,jamp gabapentin capsules,gabapentin,jamp pharma corporation,small molecule,capsule,oral,approved,approved,09.02.2023,2023,,,,,,,,,,,jamp,HealthCanada,,,,,102411.0
02535254,,jamp gabapentin capsules,gabapentin,jamp pharma corporation,small molecule,capsule,oral,approved,approved,09.02.2023,2023,,,,,,,,,,,jamp,HealthCanada,,,,,102412.0
02535262,,jamp gabapentin capsules,gabapentin,jamp pharma corporation,small molecule,capsule,oral,approved,approved,09.02.2023,2023,,,,,,,,,,,jamp,HealthCanada,,,,,102413.0
anda040412,,hydrochlorothiazide,hydrochlorothiazide,prinston inc,small molecule,tablet,oral,approved,discontinued,29.03.2002,2002,no,,,,,,,yes,,,prinston,FDA,,fda,no,,
anda040702,,hydrochlorothiazide,hydrochlorothiazide,leading,small molecule,tablet,oral,approved,authorised,16.03.2007,2007,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda040707,,hydrochlorothiazide,hydrochlorothiazide,actavis elizabeth,small molecule,tablet,oral,approved,authorised,27.02.2007,2007,no,,,,diseases of the circulatory system; diseases of the genitourinary system; pregnancy and childbirth,,,yes,,,actavis,FDA,"indications and usage hydrochlorothiazide tablets are indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. hydrochlorothiazide has also been found useful in edema due to various forms of renal dysfunction such as nephrotic syndrome, acute glomerulonephritis, and chronic renal failure. hydrochlorothiazide tablets are indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertension. use in pregnancy routine use of diuretics during normal pregnancy is inappropriate and exposes mother and fetus to unnecessary hazard. diuretics do not prevent development of toxemia of pregnancy and there is no satisfactory evidence that they are useful in the treatment of toxemia. edema during pregnancy may arise from pathologic causes or from the physiologic and mechanical consequences of pregnancy. thiazides are indicated in pregnancy when edema is due to pathologic causes, just as they are in the absence of pregnancy (see precautions , pregnancy ). dependent edema in pregnancy, resulting from restriction of venous return by the gravid uterus, is properly treated through elevation of the lower extremities and use of support stockings. use of diuretics to lower intravascular volume in this instance is illogical and unnecessary. during normal pregnancy there is hypervolemia which is not harmful to the fetus or the mother in the absence of cardiovascular disease. however, it may be associated with edema, rarely generalized edema. if such edema causes discomfort, increased recumbency will often provide relief. rarely this edema may cause extreme discomfort which is not relieved by rest. in these instances, a short course of diuretic therapy may provide relief and be appropriate.",fda,no,"<heart failure, congestive>; <liver cirrhosis>; <nephrotic syndrome>; <glomerulonephritis>; <kidney failure, chronic>; <hypertension>",
anda040735,,hydrochlorothiazide,hydrochlorothiazide,norvium bioscience,small molecule,tablet,oral,approved,discontinued,23.01.2007,2007,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda040770,,hydrochlorothiazide,hydrochlorothiazide,norvium bioscience,small molecule,tablet,oral,approved,discontinued,23.01.2007,2007,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda040774,,hydrochlorothiazide,hydrochlorothiazide,apotex,small molecule,tablet,oral,approved,discontinued,03.10.2007,2007,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda040780,,hydrochlorothiazide,hydrochlorothiazide,aurobindo pharma,small molecule,tablet,oral,approved,authorised,20.07.2007,2007,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda040807,,hydrochlorothiazide,hydrochlorothiazide,ipca labs ltd,small molecule,tablet,oral,approved,discontinued,20.07.2007,2007,no,,,,,,,yes,,,ipca,FDA,,fda,no,,
anda040809,,hydrochlorothiazide,hydrochlorothiazide,jubilant cadista,small molecule,tablet,oral,approved,discontinued,04.09.2007,2007,no,,,,,,,yes,,,jubilant,FDA,,fda,no,,
anda040810,,hydrochlorothiazide,hydrochlorothiazide,sun pharm inds inc,small molecule,tablet,oral,approved,discontinued,27.03.2007,2007,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda040857,,hydrochlorothiazide,hydrochlorothiazide,sun pharm inds inc,small molecule,tablet,oral,approved,discontinued,30.05.2008,2008,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda040907,,hydrochlorothiazide,hydrochlorothiazide,unichem,small molecule,tablet,oral,approved,authorised,15.08.2008,2008,no,,,,,,,yes,,,unichem,FDA,,fda,no,,
anda073467,,triamterene and hydrochlorothiazide,hydrochlorothiazide,ani pharms,small molecule,tablet,oral,approved,discontinued,31.01.1996,1996,no,,,,,,,yes,,,ani,FDA,,fda,no,,
anda074026,,triamterene and hydrochlorothiazide,hydrochlorothiazide,pliva,small molecule,tablet,oral,approved,discontinued,26.04.1996,1996,no,,,,,,,yes,,,pliva,FDA,,fda,no,,
anda074259,,triamterene and hydrochlorothiazide,hydrochlorothiazide,ani pharms,small molecule,capsule,oral,approved,discontinued,30.03.1995,1995,no,,,,,,,yes,,,ani,FDA,,fda,no,,
anda074701,,triamterene and hydrochlorothiazide,hydrochlorothiazide,norvium bioscience,small molecule,capsule,oral,approved,discontinued,07.06.1996,1996,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda074821,,triamterene and hydrochlorothiazide,hydrochlorothiazide,sandoz,small molecule,capsule,oral,approved,authorised,05.06.1997,1997,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda074970,,triamterene and hydrochlorothiazide,hydrochlorothiazide,ani pharms,small molecule,capsule,oral,approved,discontinued,06.01.1998,1998,no,,,,,,,yes,,,ani,FDA,,fda,no,,
anda075052,,triamterene and hydrochlorothiazide,hydrochlorothiazide,duramed pharms barr,small molecule,capsule,oral,approved,discontinued,18.06.1999,1999,no,,,,,,,yes,,,barr,FDA,,fda,no,,
anda075640,,hydrochlorothiazide,hydrochlorothiazide,norvium bioscience,small molecule,capsule,oral,approved,discontinued,28.01.2000,2000,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda075776,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,chartwell rx,small molecule,tablet,oral,approved,discontinued,01.07.2002,2002,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda075869,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,teva,small molecule,tablet,oral,approved,discontinued,01.07.2002,2002,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda075907,,hydrochlorothiazide,hydrochlorothiazide,prinston inc,small molecule,capsule,oral,approved,authorised,17.09.2002,2002,no,,,,,,,yes,,,prinston,FDA,,fda,no,,
anda075926,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,epic pharma llc,small molecule,tablet,oral,approved,discontinued,01.07.2002,2002,no,,,,,,,yes,,,epic,FDA,,fda,no,,
anda076007,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,sun pharm inds ltd,small molecule,tablet,oral,approved,authorised,01.07.2002,2002,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda076113,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,norvium bioscience,small molecule,tablet,oral,approved,discontinued,01.07.2002,2002,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda076194,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,watson labs,small molecule,tablet,oral,approved,authorised,01.07.2002,2002,no,,,,,,,yes,,,watson,FDA,,fda,no,,
anda076230,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,prinston inc,small molecule,tablet,oral,approved,authorised,01.07.2002,2002,no,,,,,,,yes,,,prinston,FDA,,fda,no,,
anda076262,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,sandoz,small molecule,tablet,oral,approved,authorised,01.07.2002,2002,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda076265,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,hikma intl pharms,small molecule,tablet,oral,approved,discontinued,08.07.2002,2002,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda076374,,quinapril hydrochloride and hydrochlorothiazide,hydrochlorothiazide,chartwell rx,small molecule,tablet,oral,approved,authorised,31.03.2004,2004,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda076674,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,corepharma,,tablet,oral,approved,authorised,05.10.2004,2004,no,,,,diseases of the circulatory system,,,yes,,,not reported,FDA,"indications and usage lisinopril and hydrochlorothiazide tablets are indicated for the treatment of hypertension, to lower blood pressure. lowering blood pressure lowers the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including lisinopril and hydrochlorothiazide. control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. many patients will require more than 1 drug to achieve blood pressure goals. for specific advice on goals and management, see published guidelines, such as those of the national high blood pressure education program’s joint national committee on prevention, detection, evaluation, and treatment of high blood pressure (jnc). numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmhg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). these considerations may guide selection of therapy. these fixed-dose combinations are not indicated for initial therapy (see dosage and administration ). in using lisinopril and hydrochlorothiazide tablets, consideration should be given to the fact that an angiotensin converting enzyme inhibitor, captopril, has caused agranulocytosis, particularly in patients with renal impairment or collagen vascular disease, and that available data are insufficient to show that lisinopril does not have a similar risk (see warnings ). in considering the use of lisinopril and hydrochlorothiazide tablets, it should be noted that black patients receiving ace inhibitors have been reported to have a higher incidence of angioedema compared to non-blacks (see warnings , lisinopril ).",fda,no,<hypertension>,
anda076792,,metoprolol tartrate and hydrochlorothiazide,hydrochlorothiazide,mylan,,tablet,oral,approved,authorised,20.08.2004,2004,no,,,,,,,yes,,,mylan,FDA,,fda,no,,
anda076980,,moexipril hydrochloride and hydrochlorothiazide,hydrochlorothiazide,teva,,tablet,oral,approved,authorised,07.03.2007,2007,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda077005,,hydrochlorothiazide,hydrochlorothiazide,ivax sub teva pharms,,capsule,oral,approved,discontinued,13.07.2005,2005,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda077093,,quinapril hydrochloride and hydrochlorothiazide,hydrochlorothiazide,norvium bioscience,,tablet,oral,approved,discontinued,28.03.2005,2005,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda077157,,losartan potassium and hydrochlorothiazide,hydrochlorothiazide,teva pharms,,tablet,oral,approved,authorised,06.04.2010,2010,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda077369,,irbesartan and hydrochlorothiazide,hydrochlorothiazide,teva,,tablet,oral,approved,authorised,30.03.2012,2012,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda077446,,irbesartan and hydrochlorothiazide,hydrochlorothiazide,sandoz,,tablet,oral,approved,authorised,27.09.2012,2012,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda077606,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,aurobindo,,tablet,oral,approved,authorised,14.03.2006,2006,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda077732,,losartan potassium and hydrochlorothiazide,hydrochlorothiazide,hikma,,tablet,oral,approved,discontinued,06.10.2010,2010,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda077885,,hydrochlorothiazide,hydrochlorothiazide,hikma intl pharms,,capsule,oral,approved,discontinued,26.11.2007,2007,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda077912,,lisinopril and hydrochlorothiazide,hydrochlorothiazide,lupin,,tablet,oral,approved,authorised,27.09.2006,2006,no,,,,diseases of the circulatory system,,,yes,,,lupin,FDA,"indications and usage lisinopril and hydrochlorothiazide tablets usp are indicated for the treatment of hypertension, to lower blood pressure. lowering blood pressure lowers the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including lisinopril and hydrochlorothiazide. control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. many patients will require more than 1 drug to achieve blood pressure goals. for specific advice on goals and management, see published guidelines, such as those of the national high blood pressure education program's joint national committee on prevention, detection, evaluation, and treatment of high blood pressure (jnc). numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmhg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (eg., on angina, heart failure, or diabetic kidney disease). these considerations may guide selection of therapy. these fixed-dose combinations are not indicated for initial therapy (see dosage and administration ). in using lisinopril and hydrochlorothiazide tablets usp, consideration should be given to the fact that an angiotensin converting enzyme inhibitor, captopril, has caused agranulocytosis, particularly in patients with renal impairment or collagen vascular disease, and that available data are insufficient to show that lisinopril does not have a similar risk. (see warnings ). in considering the use of lisinopril and hydrochlorothiazide tablets usp, it should be noted that ace inhibitors have been associated with a higher rate of angioedema in black than in nonblack patients. (see warnings , lisinopril ).",fda,no,<hypertension>,
anda077948,,losartan potassium and hydrochlorothiazide,hydrochlorothiazide,chartwell rx,,tablet,oral,approved,authorised,19.08.2010,2010,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda077969,,irbesartan and hydrochlorothiazide,hydrochlorothiazide,norvium bioscience,,tablet,oral,approved,discontinued,20.07.2016,2016,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda078020,,valsartan and hydrochlorothiazide,hydrochlorothiazide,mylan pharms inc,,tablet,oral,approved,authorised,21.09.2012,2012,no,,,,diseases of the circulatory system,,,yes,,,mylan,FDA,"1 indications and usage valsartan and hydrochlorothiazide tablets are indicated for the treatment of hypertension, to lower blood pressure. lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes, including hydrochlorothiazide and the angiotensin ii receptor blocker (arb) class to which valsartan principally belongs. there are no controlled trials demonstrating risk reduction with valsartan and hydrochlorothiazide tablets. control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. many patients will require more than 1 drug to achieve blood pressure goals. for specific advice on goals and management, see published guidelines, such as those of the national high blood pressure education program’s joint national committee on prevention, detection, evaluation, and treatment of high blood pressure (jnc). numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality have also been seen regularly. elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmhg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (e.g., patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). these considerations may guide selection of therapy. add-on therapy: valsartan and hydrochlorothiazide tablets may be used in patients whose blood pressure is not adequately controlled on monotherapy. replacement therapy: valsartan and hydrochlorothiazide tablets may be substituted for the titrated components. initial therapy: valsartan and hydrochlorothiazide tablets may be used as initial therapy in patients who are likely to need multiple drugs to achieve blood pressure goals. the choice of valsartan and hydrochlorothiazide tablets as initial therapy for hypertension should be based on an assessment of potential benefits and risks. patients with stage 2 hypertension are at a relatively high risk for cardiovascular events (such as strokes, heart attacks, and heart failure), kidney failure, and vision problems, so prompt treatment is clinically relevant. the decision to use a combination as initial therapy should be individualized and should be shaped by considerations such as baseline blood pressure, the target goal, and the incremental likelihood of achieving goal with a combination compared to monotherapy. individual blood pressure goals may vary based upon the patient’s risk. data from the high dose multifactorial trial [see clinical studies (14.1) ] provides estimates of the probability of reaching a target blood pressure with valsartan and hydrochlorothiazide tablets compared to valsartan or hydrochlorothiazide monotherapy. the figures below provide estimates of the likelihood of achieving systolic or diastolic blood pressure control with valsartan and hydrochlorothiazide tablets 320/25 mg, based upon baseline systolic or diastolic blood pressure. the curve of each treatment group was estimated by logistic regression modeling. the estimated likelihood at the right tail of each curve is less reliable due to small numbers of subjects with high baseline blood pressures. for example, a patient with a baseline blood pressure of 160/100 mmhg has about a 41% likelihood of achieving a goal of < 140 mmhg (systolic) and 60% likelihood of achieving < 90 mmhg (diastolic) on valsartan alone and the likelihood of achieving these goals on hctz alone is about 50% (systolic) or 57% (diastolic). the likelihood of achieving these goals on valsartan and hydrochlorothiazide tablets rises to about 84% (systolic) or 80% (diastolic). the likelihood of achieving these goals on placebo is about 23% (systolic) or 36% (diastolic). valsartan and hydrochlorothiazide tablets are the combination tablet of valsartan, an angiotensin ii receptor blocker (arb) and hydrochlorothiazide (hctz), a diuretic. valsartan and hydrochlorothiazide tablets are indicated for the treatment of hypertension, to lower blood pressure: in patients not adequately controlled with monotherapy ( 1 ) as initial therapy in patients likely to need multiple drugs to achieve their blood pressure goals ( 1 ) lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. figure 1: probability of achieving systolic blood pressure less than 140 mmhg at week 8 figure 2: probability of achieving diastolic blood pressure less than 90 mmhg at week 8 figure 3: probability of achieving systolic blood pressure less than 130 mmhg at week 8 figure 4: probability of achieving diastolic blood pressure less than 80 mmhg at week 8",fda,no,<hypertension>,
anda078164,,hydrochlorothiazide,hydrochlorothiazide,aurobindo pharma,,capsule,oral,approved,authorised,19.09.2007,2007,no,,,,diseases of the circulatory system; pregnancy and childbirth,,,yes,,,aurobindo,FDA,"indications and usage hydrochloro­thiazide capsules are indicated in the management of hypertension either as the sole therapeutic agent, or in combination with other antihypertensives. unlike potassium sparing combina­tion diuretic products, hydrochloro­thiazide capsules may be used in those patients in whom the development of hyperkalemia cannot be risked, including patients taking ace inhibitors. usage in pregnancy the rou­tine use of diuretics in an otherwise healthy woman is inappropriate and exposes mother and fetus to unneces­sary hazard. diuretics do not prevent development of tox­emia of pregnancy, and there is no satisfactory evidence that they are useful in the treatment of developed toxemia. edema during pregnancy may arise from pathological causes or from the physiologic and mechanical consequences of pregnancy. diuretics are indi­cated in pregnancy when edema is due to pathologic causes, just as they are in the absence of pregnancy. dependent edema in pregnan­cy resulting from restriction of venous return by the expanded uterus is properly treated through elevation of the lower extremities and use of support hose; use of diuretics to lower intravascular volume in this case is illogical and unneces­sary. there is hypervolemia during normal pregnancy which is harmful to neither the fetus nor the mother (in the absence of cardiovascular dis­ease), but which is associated with edema, including general­ized edema in the majority of pregnant women. if this edema produces discomfort, in­creased recumbency will often provide relief. in rare instances this edema may cause extreme discomfort which is not relieved by rest. in these cases a short course of diuretics may provide relief and may be appropriate.",fda,no,<hypertension>,
anda078211,,quinapril hydrochloride and hydrochlorothiazide,hydrochlorothiazide,sun pharm inds ltd,,tablet,oral,approved,discontinued,04.03.2009,2009,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda078245,,losartan potassium and hydrochlorothiazide,hydrochlorothiazide,lupin ltd,,tablet,oral,approved,authorised,21.05.2010,2010,no,,,,,,,yes,,,lupin,FDA,,fda,no,,
anda078385,,losartan potassium and hydrochlorothiazide,hydrochlorothiazide,zydus pharms usa inc,,tablet,oral,approved,authorised,06.10.2010,2010,no,,,,,,,yes,,,zydus,FDA,,fda,no,,
anda078389,,hydrochlorothiazide,hydrochlorothiazide,apotex,,capsule,oral,approved,discontinued,16.05.2008,2008,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda078391,,hydrochlorothiazide,hydrochlorothiazide,jubilant cadista,,capsule,oral,approved,authorised,11.02.2008,2008,no,,,,,,,yes,,,jubilant,FDA,,fda,no,,
anda078450,,quinapril hydrochloride and hydrochlorothiazide,hydrochlorothiazide,aurobindo pharma,,tablet,oral,approved,authorised,24.08.2007,2007,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda078827,,olmesartan medoxomil and hydrochlorothiazide,hydrochlorothiazide,natco pharma usa,,tablet,oral,approved,discontinued,26.10.2016,2016,no,,,,,,,yes,,,natco,FDA,,fda,no,,
anda078946,,valsartan and hydrochlorothiazide,hydrochlorothiazide,lupin ltd,,tablet,oral,approved,authorised,21.03.2013,2013,no,,,,,,,yes,,,lupin,FDA,,fda,no,,
anda079237,,hydrochlorothiazide,hydrochlorothiazide,ipca labs ltd,,capsule,oral,approved,discontinued,02.04.2009,2009,no,,,,,,,yes,,,ipca,FDA,,fda,no,,
anda090096,,moexipril hydrochloride and hydrochlorothiazide,hydrochlorothiazide,chartwell rx,,tablet,oral,approved,discontinued,25.09.2008,2008,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda090150,,losartan potassium and hydrochlorothiazide,hydrochlorothiazide,apotex,,tablet,oral,approved,discontinued,11.08.2010,2010,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda090351,,irbesartan and hydrochlorothiazide,hydrochlorothiazide,hikma,,tablet,oral,approved,authorised,08.06.2017,2017,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda090510,,hydrochlorothiazide,hydrochlorothiazide,unichem,,capsule,oral,approved,authorised,19.01.2010,2010,no,,,,,,,yes,,,unichem,FDA,,fda,no,,
anda090528,,losartan potassium and hydrochlorothiazide,hydrochlorothiazide,torrent pharms,,tablet,oral,approved,discontinued,06.10.2010,2010,no,,,,,,,yes,,,torrent,FDA,,fda,no,,
anda090651,,hydrochlorothiazide,hydrochlorothiazide,sun pharm inds inc,,capsule,oral,approved,discontinued,07.04.2014,2014,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda090654,,metoprolol tartrate and hydrochlorothiazide,hydrochlorothiazide,sun pharm inds,,tablet,oral,approved,discontinued,19.01.2012,2012,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda090718,,moexipril hydrochloride and hydrochlorothiazide,hydrochlorothiazide,glenmark pharms,,tablet,oral,approved,authorised,17.03.2010,2010,no,,,,,,,yes,,,glenmark,FDA,,fda,no,,
