Origin,Marketing authorisation Number,Drug name,Non proprietary name,Marketing authorisation holder/ applicant,Pharmaceutical form,Administration route,Decision,Decision date,Current status,Non-clinical abridge,Referral
FDA,NDA213170,,,LA JOLLA PHARMA,,,Tentative Approval,29.05.2020,None (Tentative Approval),no,
FDA,ANDA213181,DIVALPROEX SODIUM,DIVALPROEX SODIUM,AJANTA PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,Approved,28.02.2020,authorised,yes,No
FDA,ANDA213232,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,CAPLIN,SOLUTION,INTRAVENOUS,Approved,25.03.2020,authorised,yes,No
FDA,ANDA213248,LURASIDONE HYDROCHLORIDE,LURASIDONE HYDROCHLORIDE,ALEMBIC,TABLET,ORAL,Approved,13.05.2021,authorised,yes,No
FDA,ANDA213261,MICAFUNGIN SODIUM,MICAFUNGIN SODIUM,HIKMA,INJECTABLE,INTRAVENOUS,Approved,09.07.2021,authorised,yes,No
FDA,ANDA213265,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,10.06.2020,authorised,yes,No
FDA,ANDA213266,NICOTINE POLACRILEX,NICOTINE POLACRILEX,AUROBINDO PHARMA,TROCHE/LOZENGE,ORAL,Approved,03.08.2021,authorised,yes,No
FDA,ANDA213294,LORATADINE,LORATADINE,TENSHI,"TABLET, ORALLY DISINTEGRATING",ORAL,Approved,30.10.2020,authorised,yes,No
FDA,ANDA213327,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,LUPIN,TABLET,ORAL,Approved,13.07.2023,authorised,yes,No
FDA,ANDA213334,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,SCIEGEN PHARMS INC,"TABLET, EXTENDED RELEASE",ORAL,Approved,16.04.2021,authorised,yes,No
FDA,ANDA213338,DOFETILIDE,DOFETILIDE,ACCORD HLTHCARE,CAPSULE,ORAL,Approved,19.06.2020,authorised,yes,No
FDA,ANDA213346,SOLIFENACIN SUCCINATE,SOLIFENACIN SUCCINATE,SUNSHINE,TABLET,ORAL,Approved,13.04.2020,Discontinued,yes,No
FDA,ANDA213351,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE,POLYGEN PHARMS,TABLET,ORAL,Approved,17.07.2020,authorised,yes,No
FDA,NDA020397,ZANAFLEX,TIZANIDINE HYDROCHLORIDE,LEGACY PHARMA USA,TABLET,ORAL,Approved,27.11.1996,authorised,no,Yes
FDA,ANDA213420,GUAIFENESIN,GUAIFENESIN,GRANULES,"TABLET, EXTENDED RELEASE",ORAL,Approved,08.05.2020,authorised,yes,No
FDA,ANDA213441,NORTRIPTYLINE HYDROCHLORIDE,NORTRIPTYLINE HYDROCHLORIDE,ZYDUS LIFESCIENCES,CAPSULE,ORAL,Approved,24.02.2021,Discontinued,yes,No
FDA,ANDA213447,,,SUN PHARM INDS LTD,,,Tentative Approval,17.11.2021,None (Tentative Approval),yes,
FDA,ANDA213450,FENOFIBRIC ACID,CHOLINE FENOFIBRATE,MICRO LABS,"CAPSULE, DELAYED RELEASE",ORAL,Approved,16.06.2020,authorised,yes,No
FDA,ANDA213463,DACTINOMYCIN,DACTINOMYCIN,MEITHEAL,INJECTABLE,INJECTION,Approved,13.11.2020,authorised,yes,No
FDA,ANDA213473,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,DR REDDYS,"TABLET, EXTENDED RELEASE",ORAL,Approved,29.07.2020,authorised,yes,No
FDA,NDA009357,RAU-SED,RESERPINE,BRISTOL MYERS SQUIBB,TABLET,ORAL,,,Discontinued,no,No
FDA,ANDA213549,SUCRALFATE,SUCRALFATE,PD PARTNERS,SUSPENSION,ORAL,Approved,17.01.2024,authorised,yes,No
FDA,ANDA213565,IBUPROFEN AND PSEUDOEPHEDRINE HYDROCHLORIDE,IBUPROFEN,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,10.03.2023,Discontinued,yes,No
FDA,ANDA213566,NYSTATIN,NYSTATIN,MACLEODS PHARMS LTD,CREAM,TOPICAL,Approved,10.08.2021,authorised,yes,No
FDA,ANDA213588,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,BRECKENRIDGE,"TABLET, EXTENDED RELEASE",ORAL,Approved,21.08.2020,Discontinued,yes,No
FDA,NDA213591,TABRECTA,CAPMATINIB HYDROCHLORIDE,NOVARTIS PHARM,TABLET,ORAL,Approved,06.05.2020,authorised,no,Yes
FDA,ANDA213597,OFLOXACIN,OFLOXACIN,SOMERSET,SOLUTION/DROPS,OPHTHALMIC,Approved,01.08.2024,authorised,yes,No
FDA,ANDA213604,SACUBITRIL AND VALSARTAN,SACUBITRIL,TORRENT,TABLET,ORAL,Approved,22.08.2024,authorised,yes,No
FDA,ANDA213619,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,CINTEX SVCS,OINTMENT,TOPICAL,Approved,10.11.2020,authorised,yes,No
FDA,NDA213645,DAPTOMYCIN IN 0.9% SODIUM CHLORIDE; DAPZURA RT,DAPTOMYCIN,BAXTER HLTHCARE CORP,POWDER; SOLUTION,INTRAVENOUS,Approved,25.01.2022,authorised,no,Yes
FDA,ANDA213651,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,AJANTA PHARMA LTD,"TABLET, EXTENDED RELEASE",ORAL,Approved,09.04.2020,authorised,yes,No
FDA,ANDA213659,BREXPIPRAZOLE,BREXPIPRAZOLE,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,02.11.2023,Discontinued,yes,No
FDA,ANDA213662,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,01.05.2020,authorised,yes,No
FDA,ANDA213680,SACUBITRIL AND VALSARTAN,SACUBITRIL,BIOCON PHARMA,TABLET,ORAL,Approved,30.08.2024,authorised,yes,No
FDA,ANDA213682,SACUBITRIL AND VALSARTAN,SACUBITRIL,ALEMBIC,TABLET,ORAL,Approved,28.05.2024,authorised,yes,No
FDA,ANDA213695,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,JUBILANT GENERICS,FOR SUSPENSION,ORAL,Approved,03.03.2025,authorised,yes,No
FDA,ANDA213706,ACETAZOLAMIDE,ACETAZOLAMIDE,TORRENT,TABLET,ORAL,Approved,26.01.2024,Discontinued,yes,No
FDA,ANDA213723,,,MACLEODS PHARMS LTD,,,Tentative Approval,11.02.2025,None (Tentative Approval),yes,
FDA,ANDA213734,METYROSINE,METYROSINE,AMNEAL,CAPSULE,ORAL,Approved,24.07.2020,authorised,yes,No
FDA,ANDA213826,NYSTATIN,NYSTATIN,MACLEODS PHARMS LTD,OINTMENT,TOPICAL,Approved,14.01.2021,authorised,yes,No
FDA,ANDA213875,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,AUROBINDO PHARMA LTD,CAPSULE,ORAL,Approved,19.10.2021,authorised,yes,No
FDA,ANDA213897,CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,AJANTA PHARMA LTD,CAPSULE,ORAL,Approved,02.10.2020,Discontinued,yes,No
FDA,ANDA213947,TIROFIBAN HYDROCHLORIDE,TIROFIBAN HYDROCHLORIDE,NEXUS,SOLUTION,INTRAVENOUS,Approved,07.02.2023,authorised,yes,No
FDA,ANDA213985,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,XIAMEN LP PHARM CO,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,11.10.2022,authorised,yes,No
FDA,ANDA213999,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,MANKIND PHARMA,TABLET,ORAL,Approved,19.02.2021,authorised,yes,No
FDA,ANDA214020,TIGECYCLINE,TIGECYCLINE,MEITHEAL,POWDER,INTRAVENOUS,Approved,13.05.2021,authorised,yes,No
FDA,ANDA214087,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",ACETAMINOPHEN,SENORES PHARMS,CAPSULE,ORAL,Approved,13.08.2021,authorised,yes,No
FDA,ANDA214090,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN,ALEMBIC,CREAM,TOPICAL,Approved,31.03.2021,authorised,yes,No
FDA,NDA214094,ORLADEYO,BEROTRALSTAT HYDROCHLORIDE,BIOCRYST,CAPSULE,ORAL,Approved,03.12.2020,authorised,no,Yes
FDA,ANDA214126,,,TEVA PHARMS USA INC,,,Tentative Approval,20.02.2024,None (Tentative Approval),yes,
FDA,ANDA214129,CHLORTHALIDONE,CHLORTHALIDONE,AJANTA PHARMA LTD,TABLET,ORAL,Approved,27.11.2020,authorised,yes,No
FDA,ANDA214134,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,SUN PHARM INDS INC,"TABLET, CHEWABLE",ORAL,Approved,25.08.2023,authorised,yes,No
FDA,NDA214187,EPCLUSA,SOFOSBUVIR,GILEAD SCIENCES INC,PELLETS,ORAL,Approved,10.06.2021,authorised,no,Yes
FDA,ANDA214194,DEFERASIROX,DEFERASIROX,AMNEAL,GRANULE,ORAL,Approved,09.02.2021,Discontinued,yes,No
FDA,ANDA214201,DIATRIZOATE MEGLUMINE AND DIATRIZOATE SODIUM,DIATRIZOATE MEGLUMINE,ANDA REPOSITORY,SOLUTION,"ORAL, RECTAL",Approved,27.06.2022,authorised,yes,No
FDA,ANDA214230,SUGAMMADEX,SUGAMMADEX,MANKIND PHARMA,INJECTABLE,INJECTION,Tentative Approval,28.04.2025,None (Tentative Approval),yes,No
FDA,ANDA214255,VARENICLINE TARTRATE,VARENICLINE TARTRATE,MANKIND PHARMA,TABLET,ORAL,Approved,01.08.2023,authorised,yes,No
FDA,NDA020472,ESTRING,ESTRADIOL,PFIZER,"INSERT, EXTENDED RELEASE",VAGINAL,Approved,26.04.1996,authorised,no,Yes
FDA,NDA020474,VEXOL,RIMEXOLONE,HARROW EYE,SUSPENSION/DROPS,OPHTHALMIC,Approved,30.12.1994,Discontinued,no,No
FDA,ANDA214308,SUCCINYLCHOLINE CHLORIDE,SUCCINYLCHOLINE CHLORIDE,ADAPTIS,INJECTABLE,INJECTION,Approved,22.05.2020,authorised,yes,No
FDA,NDA214313,NOREPINEPHRINE BITARTRATE IN 5% DEXTROSE,NOREPINEPHRINE BITARTRATE,BAXTER HLTHCARE CORP,SOLUTION,INTRAVENOUS,Approved,15.01.2021,authorised,no,Yes
FDA,ANDA214316,CYANOCOBALAMIN,CYANOCOBALAMIN,MEITHEAL,INJECTABLE,INJECTION,Approved,15.11.2024,authorised,yes,No
FDA,ANDA214331,ACETAMINOPHEN,ACETAMINOPHEN,BAXTER HLTHCARE CORP,SOLUTION,INTRAVENOUS,Approved,17.09.2021,authorised,yes,No
FDA,ANDA214366,ERLOTINIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,MSN,TABLET,ORAL,Approved,10.05.2021,authorised,yes,No
FDA,ANDA214369,RIFAXIMIN,RIFAXIMIN,NORWICH PHARMACEUTICALS INC,TABLET,ORAL,Tentative Approval,20.06.2024,None (Tentative Approval),yes,No
FDA,NDA214377,VERQUVO,VERICIGUAT,MSD,TABLET,ORAL,Approved,19.01.2021,authorised,no,Yes
FDA,ANDA214384,DROXIDOPA,DROXIDOPA,SUN PHARM,CAPSULE,ORAL,Approved,18.02.2021,authorised,yes,No
FDA,ANDA214404,CLOBAZAM,CLOBAZAM,AUROBINDO PHARMA LTD,SUSPENSION,ORAL,Approved,24.03.2022,authorised,yes,No
FDA,ANDA214440,,,GLENMARK PHARMS LTD,,,Tentative Approval,14.01.2022,None (Tentative Approval),yes,
FDA,ANDA214443,ALLOPURINOL,ALLOPURINOL,HARMAN FINOCHEM,TABLET,ORAL,Approved,07.03.2022,authorised,yes,No
FDA,ANDA214455,NOREPINEPHRINE BITARTRATE,NOREPINEPHRINE BITARTRATE,BRECKENRIDGE,INJECTABLE,INJECTION,Approved,22.01.2021,authorised,yes,No
FDA,ANDA214462,DIVALPROEX SODIUM,DIVALPROEX SODIUM,UTOPIC PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Approved,15.03.2021,Discontinued,yes,No
FDA,ANDA214491,SUCCINYLCHOLINE CHLORIDE,SUCCINYLCHOLINE CHLORIDE,DEVA HOLDING AS,INJECTABLE,INJECTION,Approved,21.12.2020,authorised,yes,No
FDA,ANDA214502,PIMAVANSERIN,PIMAVANSERIN TARTRATE,ZYDUS,TABLET,ORAL,Approved,16.01.2024,Discontinued,yes,No
FDA,ANDA214505,MITOMYCIN,MITOMYCIN,MEITHEAL,INJECTABLE,INJECTION,Approved,08.09.2022,authorised,yes,No
FDA,NDA214510,EPSOLAY,BENZOYL PEROXIDE,MAYNE PHARMA,CREAM,TOPICAL,Approved,22.04.2022,authorised,no,Yes
FDA,ANDA214513,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,LAURUS,TABLET,ORAL,Approved,22.01.2024,authorised,yes,No
FDA,ANDA214608,PRAZOSIN HYDROCHLORIDE,PRAZOSIN HYDROCHLORIDE,GRANULES,CAPSULE,ORAL,Approved,23.12.2021,authorised,yes,No
FDA,ANDA214651,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,09.08.2021,authorised,yes,No
FDA,ANDA214654,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,YICHANG HUMANWELL,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,06.08.2021,authorised,yes,No
FDA,ANDA214672,LACOSAMIDE,LACOSAMIDE,ALKEM LABS LTD,SOLUTION,ORAL,Approved,19.05.2022,authorised,yes,No
FDA,ANDA214680,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,KNACK,INJECTABLE,INTRAVENOUS,Approved,19.05.2022,authorised,yes,No
FDA,ANDA214757,LEVETIRACETAM,LEVETIRACETAM,MSN,SOLUTION,ORAL,Approved,15.07.2022,authorised,yes,No
FDA,NDA214759,GRAFAPEX,TREOSULFAN,MEDEXUS,POWDER,INTRAVENOUS,Approved,21.01.2025,authorised,no,Yes
FDA,ANDA214768,TRIAMTERENE,TRIAMTERENE,BIOCON GENERICS,CAPSULE,ORAL,Approved,06.07.2022,authorised,yes,No
FDA,ANDA214777,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",AMPHETAMINE ASPARTATE,LUPIN,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,07.11.2024,authorised,yes,No
FDA,ANDA214790,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE,ASCENT PHARMS INC,TABLET,ORAL,Approved,03.05.2021,authorised,yes,No
FDA,NDA020516,CHILDREN'S MOTRIN,IBUPROFEN,KENVUE BRANDS,SUSPENSION,ORAL,Approved,16.06.1995,authorised,no,Yes
FDA,ANDA214816,TIAGABINE HYDROCHLORIDE,TIAGABINE HYDROCHLORIDE,MSN,TABLET,ORAL,Approved,16.11.2021,authorised,yes,No
FDA,ANDA214817,RUFINAMIDE,RUFINAMIDE,MSN,SUSPENSION,ORAL,Approved,15.04.2025,authorised,yes,No
FDA,ANDA214842,POSACONAZOLE,POSACONAZOLE,EUGIA PHARMA,SOLUTION,INTRAVENOUS,Approved,26.12.2023,authorised,yes,No
FDA,ANDA214845,FLUOROURACIL,FLUOROURACIL,ACCORD HLTHCARE,CREAM,TOPICAL,Approved,07.10.2021,authorised,yes,No
FDA,ANDA214870,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,WILSHIRE PHARMS INC,INJECTABLE,INJECTION,Approved,03.01.2023,authorised,yes,No
FDA,NDA214900,BREXAFEMME,IBREXAFUNGERP CITRATE,SCYNEXIS,TABLET,ORAL,Approved,01.06.2021,authorised,no,Yes
FDA,NDA214902,TWYNEO,BENZOYL PEROXIDE,MAYNE PHARMA,CREAM,TOPICAL,Approved,26.07.2021,authorised,no,Yes
FDA,NDA214919,GLYCOPYRROLATE,GLYCOPYRROLATE,FRESENIUS KABI USA,SOLUTION,"INTRAMUSCULAR, INTRAVENOUS",Approved,21.04.2022,authorised,no,Yes
FDA,ANDA214934,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,NEXUS,INJECTABLE,INJECTION,Approved,24.10.2024,authorised,yes,No
FDA,NDA214938,VOXZOGO,VOSORITIDE,BIOMARIN PHARM,POWDER,SUBCUTANEOUS,Approved,19.11.2021,authorised,no,Yes
FDA,NDA020526,GYNE-LOTRIMIN 3 COMBINATION PACK,CLOTRIMAZOLE,BAYER HEALTHCARE LLC,"CREAM, TABLET","TOPICAL, VAGINAL",Approved,29.07.1996,Discontinued,no,Yes
FDA,ANDA214982,DIGOXIN,DIGOXIN,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,08.02.2022,authorised,yes,No
FDA,ANDA215004,DORZOLAMIDE HYDROCHLORIDE,DORZOLAMIDE HYDROCHLORIDE,SOMERSET THERAPS LLC,SOLUTION/DROPS,OPHTHALMIC,Approved,11.02.2025,authorised,yes,No
FDA,ANDA215012,TACROLIMUS,TACROLIMUS,CHENGDU,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,25.01.2024,authorised,yes,No
FDA,ANDA215016,SIROLIMUS,SIROLIMUS,TORRENT,SOLUTION,ORAL,Approved,27.12.2021,Discontinued,yes,No
FDA,ANDA215026,DEFERASIROX,DEFERASIROX,CIPLA,GRANULE,ORAL,Approved,23.02.2022,authorised,yes,No
FDA,NDA215033,BENDAMUSTINE HYDROCHLORIDE,BENDAMUSTINE HYDROCHLORIDE,APOTEX,SOLUTION,INTRAVENOUS,Approved,07.12.2022,authorised,no,Yes
FDA,ANDA215037,NELARABINE,NELARABINE,ZYDUS PHARMS,INJECTABLE,INTRAVENOUS,Approved,17.11.2021,authorised,yes,No
FDA,NDA215064,FILSUVEZ,BIRCH TRITERPENES,CHIESI,GEL,TOPICAL,Approved,18.12.2023,authorised,no,Yes
FDA,ANDA215072,,,LUPIN LTD,,,Tentative Approval,08.07.2024,None (Tentative Approval),yes,
FDA,ANDA215089,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,SUNNY,INJECTABLE,INJECTION,Approved,26.10.2023,authorised,yes,No
FDA,ANDA215104,IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE,AMNEAL,"SPRAY, METERED",NASAL,Approved,16.08.2022,authorised,yes,No
FDA,ANDA215123,NINTEDANIB,NINTEDANIB,EUGIA PHARMA SPECLTS,CAPSULE,ORAL,Tentative Approval,12.05.2022,None (Tentative Approval),yes,No
FDA,ANDA215146,TECHNETIUM TC-99M PENTETATE KIT,TECHNETIUM TC-99M PENTETATE KIT,CURIUM,INJECTABLE,INJECTION,Approved,26.03.2025,authorised,yes,No
FDA,NDA215153,VOQUEZNA DUAL PAK,AMOXICILLIN,PHATHOM,"CAPSULE, TABLET",ORAL,Approved,03.05.2022,authorised,no,Yes
FDA,ANDA215155,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE,ALKEM LABS LTD,TABLET,ORAL,Tentative Approval,08.04.2022,None (Tentative Approval),yes,No
FDA,ANDA215203,LOTEPREDNOL ETABONATE,LOTEPREDNOL ETABONATE,PADAGIS US,SUSPENSION/DROPS,OPHTHALMIC,Approved,10.07.2024,authorised,yes,No
FDA,ANDA215208,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,EPIC PHARMA LLC,CAPSULE,ORAL,Approved,01.10.2021,authorised,yes,No
FDA,ANDA215210,IVERMECTIN,IVERMECTIN,ZYDUS LIFESCIENCES,CREAM,TOPICAL,Approved,02.08.2022,authorised,yes,No
FDA,ANDA215228,DIHYDROERGOTAMINE MESYLATE,DIHYDROERGOTAMINE MESYLATE,AGGREGA,"SPRAY, METERED",NASAL,Approved,26.02.2025,authorised,yes,No
FDA,NDA009410,LOTUSATE,TALBUTAL,SANOFI AVENTIS US,TABLET,ORAL,Approved,21.09.1954,Discontinued,no,No
FDA,ANDA215246,PREDNISONE,PREDNISONE,NOVITIUM PHARMA,TABLET,ORAL,Approved,06.07.2021,authorised,yes,No
FDA,NDA020545,PROCANBID,PROCAINAMIDE HYDROCHLORIDE,KING PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Approved,31.01.1996,Discontinued,no,No
FDA,ANDA215304,GADOTERATE MEGLUMINE,GADOTERATE MEGLUMINE,HENGRUI PHARMA,SOLUTION,INTRAVENOUS,Approved,11.04.2022,authorised,yes,No
FDA,ANDA215329,SCOPOLAMINE,SCOPOLAMINE,RHODES PHARMS,SYSTEM,TRANSDERMAL,Approved,06.05.2024,authorised,yes,No
FDA,NDA215331,BORTEZOMIB,BORTEZOMIB,MAIA PHARMS INC,SOLUTION,INTRAVENOUS,Approved,27.07.2022,Discontinued,no,Yes
FDA,ANDA215343,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,BRIGHT,OINTMENT,TOPICAL,Approved,01.09.2023,Discontinued,yes,No
FDA,ANDA215368,CARMUSTINE,CARMUSTINE,NORVIUM BIOSCIENCE,INJECTABLE,INJECTION,Approved,03.03.2023,Discontinued,yes,No
FDA,ANDA215404,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,25.06.2024,Discontinued,yes,No
FDA,ANDA215409,PENICILLAMINE,PENICILLAMINE,BRECKENRIDGE,CAPSULE,ORAL,Approved,23.08.2021,authorised,yes,No
FDA,NDA215423,ENTADFI,FINASTERIDE,BLUE WATER BIOTECH,CAPSULE,ORAL,Approved,09.12.2021,Discontinued,no,Yes
FDA,ANDA215435,RAMELTEON,RAMELTEON,ANDAS 5 HOLDING,TABLET,ORAL,Approved,24.08.2022,authorised,yes,No
FDA,ANDA215458,OMEGA-3-ACID ETHYL ESTERS,OMEGA-3-ACID ETHYL ESTERS,MANKIND PHARMA,CAPSULE,ORAL,Approved,15.11.2021,authorised,yes,No
FDA,ANDA215464,IBRUTINIB,IBRUTINIB,SANDOZ INC,TABLET,ORAL,Tentative Approval,10.02.2023,None (Tentative Approval),yes,No
FDA,NDA215498,BYLVAY,ODEVIXIBAT,IPSEN,"CAPSULE; CAPSULE, PELLETS",ORAL,Approved,20.07.2021,authorised,no,Yes
FDA,NDA020564,EPIVIR,LAMIVUDINE,VIIV HLTHCARE,TABLET,ORAL,Approved,22.11.2004,authorised,no,Yes
FDA,ANDA215522,SILDENAFIL CITRATE,SILDENAFIL CITRATE,TARO,FOR SUSPENSION,ORAL,Approved,16.11.2021,authorised,yes,No
FDA,ANDA215538,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,EPIC PHARMA LLC,FOR SUSPENSION,ORAL,Approved,14.02.2023,authorised,yes,No
FDA,ANDA215540,CHLORZOXAZONE,CHLORZOXAZONE,AJENAT PHARMS,TABLET,ORAL,Approved,24.01.2023,authorised,yes,No
FDA,NDA020571,CAMPTOSAR,IRINOTECAN HYDROCHLORIDE,PFIZER INC,INJECTABLE,INJECTION,Approved,14.06.1996,authorised,no,Yes
FDA,ANDA215591,CARBAMAZEPINE,CARBAMAZEPINE,ZHEJIANG JIUZHOU,"TABLET, EXTENDED RELEASE",ORAL,Approved,31.03.2022,authorised,yes,No
FDA,ANDA215641,CLOTRIMAZOLE,CLOTRIMAZOLE,THINQ PHARM-CRO PVT,TROCHE/LOZENGE,ORAL,Approved,29.02.2024,authorised,yes,No
FDA,ANDA215659,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,TEVA PHARMS,TABLET,ORAL,Approved,25.10.2021,authorised,yes,No
FDA,ANDA215724,ACYCLOVIR,ACYCLOVIR,RUBICON,SUSPENSION,ORAL,Approved,18.08.2022,authorised,yes,No
FDA,ANDA215730,CARMUSTINE,CARMUSTINE,ALEMBIC,INJECTABLE,INJECTION,Approved,20.10.2023,authorised,yes,No
FDA,ANDA215732,ESOMEPRAZOLE SODIUM,ESOMEPRAZOLE SODIUM,SLATE RUN PHARMA,INJECTABLE,INTRAVENOUS,Approved,10.02.2022,authorised,yes,No
FDA,ANDA215737,CETRORELIX ACETATE,CETRORELIX ACETATE,TEVA PHARMS INC,POWDER,SUBCUTANEOUS,Approved,12.08.2022,authorised,yes,No
FDA,ANDA215768,CIPROFLOXACIN AND DEXAMETHASONE,CIPROFLOXACIN,SENTISS,SUSPENSION/DROPS,OTIC,Approved,09.06.2023,authorised,yes,No
FDA,ANDA215821,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,SLATE RUN PHARMA,INJECTABLE,INJECTION,Approved,18.11.2021,authorised,yes,No
FDA,ANDA215828,FAMOTIDINE,FAMOTIDINE,ZYDUS PHARMS,INJECTABLE,INJECTION,Approved,22.11.2022,Discontinued,yes,No
FDA,NDA009436,ACYLANID,ACETYLDIGITOXIN,NOVARTIS,TABLET,ORAL,,,Discontinued,no,No
FDA,ANDA215846,SODIUM NITROPRUSSIDE,SODIUM NITROPRUSSIDE,SLATE RUN PHARMA,SOLUTION,INTRAVENOUS,Approved,26.08.2022,authorised,yes,No
FDA,ANDA215856,FUROSEMIDE,FUROSEMIDE,SABA ILAC SANAYIVE,INJECTABLE,INJECTION,Approved,02.04.2024,authorised,yes,No
FDA,ANDA215878,MOMETASONE FUROATE,MOMETASONE FUROATE,AUROBINDO PHARMA,"SPRAY, METERED",NASAL,Approved,18.03.2024,authorised,yes,No
FDA,NDA215887,QALSODY,TOFERSEN,BIOGEN MA,SOLUTION,INTRATHECAL,Approved,25.04.2023,authorised,no,Yes
FDA,ANDA215939,OXCARBAZEPINE,OXCARBAZEPINE,ANNORA PHARMA,TABLET,ORAL,Approved,11.01.2022,authorised,yes,No
FDA,ANDA215955,REGADENOSON,REGADENOSON,GE HEALTHCARE,SOLUTION,INTRAVENOUS,Approved,05.08.2024,authorised,yes,No
FDA,ANDA215988,ISOSORBIDE DINITRATE AND HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,I3 PHARMS,TABLET,ORAL,Approved,17.01.2024,authorised,yes,No
FDA,ANDA215998,SEVELAMER CARBONATE,SEVELAMER CARBONATE,SHANDONG XINHUA,TABLET,ORAL,Approved,24.10.2024,authorised,yes,No
FDA,ANDA216001,,,SINOTHERAPEUTICS INC,,,Tentative Approval,08.08.2023,None (Tentative Approval),yes,
FDA,ANDA216030,FAMOTIDINE,FAMOTIDINE,ASCENT PHARMS INC,TABLET,ORAL,Approved,03.11.2021,authorised,yes,No
FDA,ANDA216095,,,LUPIN LTD,,,Tentative Approval,15.07.2024,None (Tentative Approval),yes,
FDA,ANDA216096,OMEPRAZOLE MAGNESIUM,OMEPRAZOLE MAGNESIUM,L PERRIGO CO,"CAPSULE, DELAYED RELEASE",ORAL,Approved,24.05.2022,authorised,yes,No
FDA,ANDA216103,NITROGLYCERIN,NITROGLYCERIN,COSETTE,OINTMENT,INTRA-ANAL,Approved,16.02.2024,authorised,yes,No
FDA,NDA020606,IMODIUM MULTI-SYMPTOM RELIEF,LOPERAMIDE HYDROCHLORIDE,J AND J CONSUMER INC,"TABLET, CHEWABLE",ORAL,Approved,26.06.1997,Discontinued,no,Yes
FDA,ANDA216152,ZINC CHLORIDE,ZINC CHLORIDE,SOMERSET,INJECTABLE,INJECTION,Approved,16.10.2024,authorised,yes,No
