ApplNo	SubmissionType	SubmissionNo	SubmissionPropertyTypeCode	SubmissionPropertyTypeID
008453	SUPPL     	6	Null	0
008453	SUPPL     	7	Null	0
008453	SUPPL     	8	Null	0
008453	SUPPL     	10	Null	0
008453	SUPPL     	11	Null	0
008453	SUPPL     	12	Null	0
008453	SUPPL     	18	Null	0
008453	SUPPL     	27	Null	6
008453	SUPPL     	27	Null	7
008453	SUPPL     	30	Null	0
008453	SUPPL     	32	Null	0
008453	SUPPL     	33	Null	15
008453	SUPPL     	33	Null	31
008453	SUPPL     	33	Null	7
008453	SUPPL     	33	Null	6
008453	SUPPL     	36	Null	7
008453	SUPPL     	36	Null	31
008453	SUPPL     	36	Null	15
008453	SUPPL     	36	Null	6
008453	SUPPL     	37	Null	15
008453	SUPPL     	37	Null	31
008453	SUPPL     	40	Null	31
008453	SUPPL     	40	Null	7
008453	SUPPL     	40	Null	6
008453	SUPPL     	40	Null	15
008453	SUPPL     	41	Null	7
008453	SUPPL     	41	Null	15
008453	SUPPL     	41	Null	31
008506	SUPPL     	15	Null	0
008506	SUPPL     	24	Null	0
008506	SUPPL     	25	Null	0
008565	ORIG      	1	Null	0
008565	SUPPL     	3	Null	0
008565	SUPPL     	4	Null	0
008565	SUPPL     	5	Null	0
008565	SUPPL     	6	Null	0
008565	SUPPL     	7	Null	0
008565	SUPPL     	8	Null	0
008565	SUPPL     	9	Null	0
008565	SUPPL     	10	Null	0
008565	SUPPL     	11	Null	0
008565	SUPPL     	12	Null	0
008565	SUPPL     	13	Null	0
008565	SUPPL     	14	Null	0
008565	SUPPL     	20	Null	0
008565	SUPPL     	21	Null	0
008578	SUPPL     	19	Null	31
008578	SUPPL     	19	Null	15
008578	SUPPL     	19	Null	6
008578	SUPPL     	19	Null	7
008578	SUPPL     	20	Null	31
008578	SUPPL     	20	Null	15
008578	SUPPL     	20	Null	6
008578	SUPPL     	20	Null	7
008604	ORIG      	1	Null	0
008604	SUPPL     	10	Null	0
008604	SUPPL     	11	Null	0
008604	SUPPL     	12	Null	0
008604	SUPPL     	13	Null	0
008604	SUPPL     	14	Null	0
008604	SUPPL     	15	Null	0
008604	SUPPL     	16	Null	0
008604	SUPPL     	19	Null	0
008604	SUPPL     	21	Null	0
008604	SUPPL     	22	Null	0
008604	SUPPL     	23	Null	0
008604	SUPPL     	24	Null	0
008604	SUPPL     	26	Null	0
008662	SUPPL     	12	Null	0
008662	SUPPL     	14	Null	0
008662	SUPPL     	16	Null	0
008662	SUPPL     	17	Null	0
008662	SUPPL     	18	Null	0
008662	SUPPL     	20	Null	15
008662	SUPPL     	20	Null	31
008662	SUPPL     	20	Null	7
008662	SUPPL     	20	Null	54
008678	SUPPL     	7	Null	0
008678	SUPPL     	8	Null	0
008678	SUPPL     	9	Null	0
008678	SUPPL     	10	Null	0
008678	SUPPL     	11	Null	0
008678	SUPPL     	12	Null	0
008678	SUPPL     	15	Null	0
008678	SUPPL     	16	Null	0
008678	SUPPL     	17	Null	0
008678	SUPPL     	18	Null	0
008678	SUPPL     	20	Null	0
008678	SUPPL     	22	Null	0
008678	SUPPL     	23	Null	0
008678	SUPPL     	28	Null	7
008678	SUPPL     	28	Null	6
008678	SUPPL     	28	Null	31
008678	SUPPL     	28	Null	15
008678	SUPPL     	30	Null	31
008678	SUPPL     	30	Null	15
008678	SUPPL     	30	Null	54
008678	SUPPL     	30	Null	7
008693	ORIG      	1	Null	0
008693	SUPPL     	10	Null	0
008693	SUPPL     	11	Null	0
008693	SUPPL     	15	Null	0
008693	SUPPL     	16	Null	0
008693	SUPPL     	17	Null	0
008693	SUPPL     	19	Null	0
008693	SUPPL     	20	Null	0
008693	SUPPL     	21	Null	0
008693	SUPPL     	25	Null	0
008693	SUPPL     	26	Null	0
008693	SUPPL     	27	Null	0
008693	SUPPL     	28	Null	0
008693	SUPPL     	29	Null	0
008693	SUPPL     	30	Null	0
008697	SUPPL     	16	Null	0
008697	SUPPL     	20	Null	0
008697	SUPPL     	25	Null	0
008697	SUPPL     	32	Null	7
008697	SUPPL     	32	Null	6
008697	SUPPL     	32	Null	31
008697	SUPPL     	32	Null	15
008697	SUPPL     	33	Null	15
008697	SUPPL     	33	Null	31
008697	SUPPL     	33	Null	7
008697	SUPPL     	33	Null	6
008697	SUPPL     	36	Null	7
008697	SUPPL     	36	Null	15
008697	SUPPL     	36	Null	6
008697	SUPPL     	36	Null	31
008697	SUPPL     	38	Null	15
008697	SUPPL     	38	Null	7
008697	SUPPL     	38	Null	31
008697	SUPPL     	40	Null	54
008697	SUPPL     	40	Null	31
008697	SUPPL     	40	Null	7
008697	SUPPL     	40	Null	15
008708	SUPPL     	17	Null	0
008708	SUPPL     	18	Null	0
008708	SUPPL     	19	Null	0
008708	SUPPL     	20	Null	0
008708	SUPPL     	21	Null	0
008719	ORIG      	1	Null	0
008719	SUPPL     	8	Null	0
008719	SUPPL     	10	Null	0
008719	SUPPL     	11	Null	0
008719	SUPPL     	14	Null	0
008719	SUPPL     	16	Null	0
008719	SUPPL     	17	Null	0
008719	SUPPL     	18	Null	0
008719	SUPPL     	19	Null	0
008719	SUPPL     	20	Null	0
008719	SUPPL     	21	Null	0
008719	SUPPL     	22	Null	0
008719	SUPPL     	23	Null	0
008719	SUPPL     	24	Null	0
008719	SUPPL     	25	Null	0
008719	SUPPL     	26	Null	0
008719	SUPPL     	27	Null	0
008719	SUPPL     	28	Null	0
008719	SUPPL     	29	Null	0
008719	SUPPL     	30	Null	0
008719	SUPPL     	31	Null	0
008719	SUPPL     	32	Null	0
008720	ORIG      	1	Null	0
008720	SUPPL     	6	Null	0
008720	SUPPL     	8	Null	0
008720	SUPPL     	9	Null	0
008720	SUPPL     	11	Null	0
008720	SUPPL     	13	Null	0
008720	SUPPL     	14	Null	0
008720	SUPPL     	15	Null	0
008720	SUPPL     	16	Null	0
008732	SUPPL     	23	Null	0
008732	SUPPL     	28	Null	0
008732	SUPPL     	31	Null	0
008762	SUPPL     	7	Null	0
008762	SUPPL     	11	Null	0
008762	SUPPL     	14	Null	0
008762	SUPPL     	15	Null	0
008762	SUPPL     	23	Null	0
008762	SUPPL     	25	Null	0
008762	SUPPL     	27	Null	0
008762	SUPPL     	28	Null	0
008762	SUPPL     	29	Null	0
008762	SUPPL     	30	Null	0
008762	SUPPL     	32	Null	15
008762	SUPPL     	32	Null	7
008762	SUPPL     	32	Null	6
008762	SUPPL     	38	Null	6
008762	SUPPL     	38	Null	7
008762	SUPPL     	39	Null	6
008762	SUPPL     	39	Null	15
008762	SUPPL     	39	Null	7
008762	SUPPL     	40	Null	7
008762	SUPPL     	40	Null	6
008762	SUPPL     	40	Null	15
008762	SUPPL     	41	Null	15
008762	SUPPL     	41	Null	6
008762	SUPPL     	41	Null	7
008762	SUPPL     	42	Null	6
008762	SUPPL     	42	Null	7
008762	SUPPL     	43	Null	6
008762	SUPPL     	43	Null	15
008762	SUPPL     	43	Null	7
008762	SUPPL     	47	Null	15
008762	SUPPL     	47	Null	7
008762	SUPPL     	47	Null	6
008762	SUPPL     	48	Null	0
008762	SUPPL     	49	Null	0
008762	SUPPL     	50	Null	15
008762	SUPPL     	50	Null	7
008762	SUPPL     	50	Null	6
008762	SUPPL     	51	Null	31
008762	SUPPL     	51	Null	7
008762	SUPPL     	51	Null	15
008762	SUPPL     	51	Null	6
008762	SUPPL     	52	Null	6
008762	SUPPL     	52	Null	31
008762	SUPPL     	52	Null	7
008762	SUPPL     	52	Null	15
008762	SUPPL     	53	Null	0
008762	SUPPL     	54	Null	7
008762	SUPPL     	54	Null	6
008762	SUPPL     	54	Null	31
008762	SUPPL     	54	Null	15
008762	SUPPL     	55	Null	6
008762	SUPPL     	55	Null	31
008762	SUPPL     	55	Null	7
008762	SUPPL     	55	Null	15
008762	SUPPL     	57	Null	7
008762	SUPPL     	57	Null	15
008762	SUPPL     	57	Null	31
008762	SUPPL     	57	Null	6
008762	SUPPL     	58	Null	31
008762	SUPPL     	58	Null	15
008762	SUPPL     	58	Null	6
008762	SUPPL     	58	Null	7
008762	SUPPL     	58	Null	33
008762	SUPPL     	59	Null	15
008762	SUPPL     	59	Null	7
008762	SUPPL     	59	Null	31
008762	SUPPL     	59	Null	6
008762	SUPPL     	60	Null	6
008762	SUPPL     	60	Null	15
008762	SUPPL     	60	Null	7
008762	SUPPL     	60	Null	31
008762	SUPPL     	61	Null	31
008762	SUPPL     	61	Null	6
008762	SUPPL     	61	Null	15
008762	SUPPL     	61	Null	7
008762	SUPPL     	62	Null	6
008762	SUPPL     	62	Null	7
008762	SUPPL     	62	Null	31
008762	SUPPL     	62	Null	15
008762	SUPPL     	63	Null	15
008762	SUPPL     	63	Null	31
008762	SUPPL     	63	Null	6
008762	SUPPL     	63	Null	7
008762	SUPPL     	65	Null	6
008762	SUPPL     	65	Null	15
008762	SUPPL     	65	Null	31
008762	SUPPL     	65	Null	7
008762	SUPPL     	66	Null	7
008762	SUPPL     	66	Null	15
008762	SUPPL     	66	Null	31
008762	SUPPL     	66	Null	6
008794	SUPPL     	4	Null	0
008794	SUPPL     	8	Null	0
008809	SUPPL     	19	Null	0
008809	SUPPL     	20	Null	0
008809	SUPPL     	24	Null	0
008809	SUPPL     	27	Null	0
008809	SUPPL     	28	Null	0
008809	SUPPL     	29	Null	0
008809	SUPPL     	30	Null	0
008809	SUPPL     	31	Null	0
008809	SUPPL     	33	Null	0
008809	SUPPL     	35	Null	0
008809	SUPPL     	36	Null	0
008809	SUPPL     	37	Null	0
008809	SUPPL     	38	Null	0
008809	SUPPL     	39	Null	0
008809	SUPPL     	40	Null	0
008809	SUPPL     	41	Null	0
008809	SUPPL     	42	Null	0
008809	SUPPL     	43	Null	0
008809	SUPPL     	44	Null	0
008809	SUPPL     	45	Null	0
008809	SUPPL     	47	Null	0
008809	SUPPL     	48	Null	0
008809	SUPPL     	52	Null	0
008809	SUPPL     	60	Null	6
008809	SUPPL     	60	Null	4
008809	SUPPL     	65	Null	15
008809	SUPPL     	65	Null	6
008809	SUPPL     	65	Null	7
008809	SUPPL     	66	Null	7
008809	SUPPL     	66	Null	6
008809	SUPPL     	66	Null	15
008809	SUPPL     	67	Null	0
008809	SUPPL     	69	Null	0
008809	SUPPL     	72	Null	0
008809	SUPPL     	73	Null	7
008809	SUPPL     	73	Null	15
008809	SUPPL     	73	Null	31
008809	SUPPL     	73	Null	6
008816	SUPPL     	3	Null	0
008816	SUPPL     	5	Null	0
008816	SUPPL     	9	Null	0
008816	SUPPL     	12	Null	0
008816	SUPPL     	14	Null	0
008816	SUPPL     	15	Null	0
008816	SUPPL     	16	Null	0
008816	SUPPL     	17	Null	0
008816	SUPPL     	24	Null	0
008816	SUPPL     	27	Null	0
008816	SUPPL     	28	Null	0
008816	SUPPL     	29	Null	0
008816	SUPPL     	30	Null	0
008816	SUPPL     	31	Null	0
008816	SUPPL     	36	Null	0
008816	SUPPL     	37	Null	0
008816	SUPPL     	38	Null	0
008816	SUPPL     	39	Null	7
008816	SUPPL     	39	Null	31
008816	SUPPL     	39	Null	15
008816	SUPPL     	39	Null	6
008816	SUPPL     	40	Null	7
008816	SUPPL     	40	Null	33
008816	SUPPL     	40	Null	15
008816	SUPPL     	40	Null	54
008816	SUPPL     	40	Null	31
008845	SUPPL     	11	Null	0
008845	SUPPL     	14	Null	0
008845	SUPPL     	16	Null	0
008845	SUPPL     	18	Null	0
008845	SUPPL     	20	Null	0
008845	SUPPL     	21	Null	0
008845	SUPPL     	22	Null	0
008845	SUPPL     	23	Null	0
008845	SUPPL     	24	Null	0
008845	SUPPL     	25	Null	0
008845	SUPPL     	26	Null	0
008845	SUPPL     	27	Null	0
008845	SUPPL     	29	Null	0
008845	SUPPL     	30	Null	0
008845	SUPPL     	31	Null	0
008845	SUPPL     	32	Null	0
008845	SUPPL     	37	Null	0
008845	SUPPL     	40	Null	0
008845	SUPPL     	43	Null	0
008845	SUPPL     	44	Null	0
008845	SUPPL     	45	Null	0
008845	SUPPL     	48	Null	0
008845	SUPPL     	50	Null	0
008845	SUPPL     	54	Null	0
008845	SUPPL     	55	Null	0
008845	SUPPL     	65	Null	7
008845	SUPPL     	65	Null	6
008845	SUPPL     	69	Null	0
008845	SUPPL     	70	Null	0
008845	SUPPL     	73	Null	7
008845	SUPPL     	73	Null	15
008845	SUPPL     	73	Null	6
008845	SUPPL     	73	Null	31
008845	SUPPL     	76	Null	7
008845	SUPPL     	76	Null	15
008845	SUPPL     	76	Null	33
008845	SUPPL     	76	Null	31
008845	SUPPL     	76	Null	6
008845	SUPPL     	79	Null	15
008845	SUPPL     	79	Null	31
008845	SUPPL     	80	Null	15
008845	SUPPL     	80	Null	31
008845	SUPPL     	80	Null	6
008845	SUPPL     	80	Null	7
008848	SUPPL     	14	Null	0
008848	SUPPL     	16	Null	0
008848	SUPPL     	20	Null	0
008848	SUPPL     	21	Null	0
008848	SUPPL     	22	Null	0
008848	SUPPL     	23	Null	0
008848	SUPPL     	24	Null	0
008848	SUPPL     	25	Null	0
008857	ORIG      	1	Null	0
008857	SUPPL     	6	Null	0
008857	SUPPL     	7	Null	0
008857	SUPPL     	8	Null	0
008857	SUPPL     	9	Null	0
008857	SUPPL     	10	Null	0
008857	SUPPL     	11	Null	0
008857	SUPPL     	12	Null	0
008857	SUPPL     	13	Null	0
008857	SUPPL     	14	Null	0
008857	SUPPL     	15	Null	0
008857	SUPPL     	16	Null	0
008857	SUPPL     	17	Null	0
008857	SUPPL     	19	Null	0
008883	SUPPL     	7	Null	0
008883	SUPPL     	8	Null	0
008883	SUPPL     	10	Null	0
008883	SUPPL     	11	Null	0
008883	SUPPL     	12	Null	0
008883	SUPPL     	13	Null	0
008883	SUPPL     	14	Null	0
008917	SUPPL     	12	Null	0
008917	SUPPL     	13	Null	0
008917	SUPPL     	14	Null	0
008917	SUPPL     	18	Null	0
008917	SUPPL     	19	Null	0
008917	SUPPL     	21	Null	0
008922	SUPPL     	11	Null	0
008922	SUPPL     	15	Null	0
008922	SUPPL     	18	Null	0
008922	SUPPL     	19	Null	0
008922	SUPPL     	22	Null	7
008922	SUPPL     	22	Null	15
008922	SUPPL     	22	Null	31
008943	SUPPL     	13	Null	0
008943	SUPPL     	15	Null	0
008943	SUPPL     	17	Null	0
008943	SUPPL     	18	Null	0
008943	SUPPL     	19	Null	0
008943	SUPPL     	20	Null	0
008943	SUPPL     	21	Null	0
008943	SUPPL     	22	Null	0
008943	SUPPL     	24	Null	0
008943	SUPPL     	25	Null	0
008943	SUPPL     	26	Null	0
008943	SUPPL     	27	Null	0
008943	SUPPL     	28	Null	0
008943	SUPPL     	29	Null	0
008943	SUPPL     	30	Null	0
008943	SUPPL     	31	Null	0
008943	SUPPL     	32	Null	0
008943	SUPPL     	33	Null	0
008943	SUPPL     	34	Null	0
008943	SUPPL     	38	Null	0
008943	SUPPL     	39	Null	0
008943	SUPPL     	42	Null	0
008943	SUPPL     	45	Null	0
008943	SUPPL     	47	Null	0
008943	SUPPL     	48	Null	0
008943	SUPPL     	52	Null	15
008943	SUPPL     	52	Null	6
008943	SUPPL     	52	Null	7
008943	SUPPL     	52	Null	31
008943	SUPPL     	53	Null	15
008943	SUPPL     	53	Null	7
008943	SUPPL     	53	Null	54
008943	SUPPL     	53	Null	31
008955	SUPPL     	2	Null	0
008955	SUPPL     	4	Null	0
008955	SUPPL     	7	Null	0
008975	SUPPL     	12	Null	7
008975	SUPPL     	12	Null	15
008975	SUPPL     	12	Null	31
008975	SUPPL     	15	Null	31
008975	SUPPL     	15	Null	15
008975	SUPPL     	15	Null	54
008975	SUPPL     	15	Null	7
009000	ORIG      	1	Null	0
009000	SUPPL     	3	Null	0
009000	SUPPL     	4	Null	0
009000	SUPPL     	5	Null	0
009000	SUPPL     	6	Null	0
009000	SUPPL     	7	Null	0
009000	SUPPL     	9	Null	0
009000	SUPPL     	10	Null	0
009000	SUPPL     	11	Null	0
009000	SUPPL     	12	Null	0
009000	SUPPL     	13	Null	0
009000	SUPPL     	14	Null	0
009000	SUPPL     	15	Null	0
009000	SUPPL     	16	Null	0
009000	SUPPL     	17	Null	0
009000	SUPPL     	19	Null	0
009000	SUPPL     	20	Null	0
009000	SUPPL     	21	Null	0
009000	SUPPL     	22	Null	0
009000	SUPPL     	23	Null	0
009000	SUPPL     	24	Null	0
009000	SUPPL     	26	Null	0
009000	SUPPL     	27	Null	0
009000	SUPPL     	28	Null	0
009048	SUPPL     	5	Null	0
009048	SUPPL     	31	Null	0
009048	SUPPL     	33	Null	0
009048	SUPPL     	34	Null	0
009048	SUPPL     	35	Null	0
009048	SUPPL     	36	Null	0
009048	SUPPL     	38	Null	0
009048	SUPPL     	40	Null	0
009048	SUPPL     	45	Null	0
009048	SUPPL     	46	Null	31
009048	SUPPL     	46	Null	15
009048	SUPPL     	47	Null	0
009048	SUPPL     	48	Null	0
009053	SUPPL     	6	Null	0
009053	SUPPL     	8	Null	0
009053	SUPPL     	10	Null	0
009053	SUPPL     	15	Null	0
009053	SUPPL     	16	Null	0
009053	SUPPL     	19	Null	0
009053	SUPPL     	32	Null	7
009053	SUPPL     	32	Null	6
009053	SUPPL     	35	Null	15
009053	SUPPL     	35	Null	6
009053	SUPPL     	35	Null	31
009053	SUPPL     	35	Null	7
009053	SUPPL     	39	Null	33
009053	SUPPL     	39	Null	7
009053	SUPPL     	39	Null	6
009053	SUPPL     	39	Null	31
009053	SUPPL     	39	Null	15
009053	SUPPL     	40	Null	6
009053	SUPPL     	40	Null	7
009053	SUPPL     	40	Null	31
009053	SUPPL     	40	Null	15
009053	SUPPL     	40	Null	33
009053	SUPPL     	44	Null	31
009053	SUPPL     	44	Null	7
009053	SUPPL     	44	Null	15
009053	SUPPL     	44	Null	54
009087	ORIG      	1	Null	0
009087	SUPPL     	2	Null	0
009087	SUPPL     	4	Null	0
009087	SUPPL     	5	Null	0
009087	SUPPL     	6	Null	0
009087	SUPPL     	7	Null	0
009087	SUPPL     	8	Null	0
009087	SUPPL     	9	Null	0
009087	SUPPL     	11	Null	0
009087	SUPPL     	12	Null	0
009087	SUPPL     	13	Null	0
009087	SUPPL     	17	Null	0
009087	SUPPL     	19	Null	0
009087	SUPPL     	20	Null	0
009087	SUPPL     	21	Null	0
009087	SUPPL     	22	Null	0
009087	SUPPL     	24	Null	0
009087	SUPPL     	25	Null	0
009087	SUPPL     	26	Null	0
009087	SUPPL     	27	Null	0
009087	SUPPL     	28	Null	0
009087	SUPPL     	29	Null	0
009087	SUPPL     	30	Null	0
009087	SUPPL     	31	Null	0
009087	SUPPL     	33	Null	0
009087	SUPPL     	35	Null	0
009087	SUPPL     	36	Null	0
009087	SUPPL     	38	Null	0
009087	SUPPL     	39	Null	0
009087	SUPPL     	41	Null	0
009087	SUPPL     	44	Null	0
009087	SUPPL     	45	Null	0
009087	SUPPL     	46	Null	0
009087	SUPPL     	47	Null	0
009112	SUPPL     	8	Null	0
009112	SUPPL     	9	Null	0
009112	SUPPL     	10	Null	0
009112	SUPPL     	11	Null	0
009112	SUPPL     	12	Null	0
009112	SUPPL     	13	Null	0
009112	SUPPL     	14	Null	0
009112	SUPPL     	15	Null	0
009112	SUPPL     	16	Null	0
009112	SUPPL     	17	Null	0
009112	SUPPL     	18	Null	0
009112	SUPPL     	19	Null	0
009112	SUPPL     	20	Null	0
009112	SUPPL     	22	Null	0
009112	SUPPL     	25	Null	0
009149	ORIG      	1	Null	0
009149	SUPPL     	151	Null	0
009149	SUPPL     	165	Null	0
009149	SUPPL     	173	Null	0
009149	SUPPL     	178	Null	0
009165	SUPPL     	18	Null	0
009165	SUPPL     	19	Null	0
009165	SUPPL     	20	Null	0
009165	SUPPL     	21	Null	0
009165	SUPPL     	24	Null	0
009165	SUPPL     	26	Null	0
009165	SUPPL     	27	Null	0
009165	SUPPL     	28	Null	0
009165	SUPPL     	32	Null	7
009165	SUPPL     	32	Null	15
009165	SUPPL     	32	Null	6
009165	SUPPL     	32	Null	31
009165	SUPPL     	33	Null	15
009165	SUPPL     	33	Null	7
009165	SUPPL     	33	Null	6
009165	SUPPL     	33	Null	31
009165	SUPPL     	34	Null	7
009165	SUPPL     	34	Null	6
009165	SUPPL     	34	Null	31
009165	SUPPL     	34	Null	15
009166	ORIG      	1	Null	0
009166	SUPPL     	5	Null	0
009166	SUPPL     	6	Null	0
009166	SUPPL     	7	Null	0
009166	SUPPL     	8	Null	0
009170	SUPPL     	7	Null	0
009170	SUPPL     	11	Null	0
009170	SUPPL     	12	Null	0
009170	SUPPL     	13	Null	0
009170	SUPPL     	14	Null	0
009170	SUPPL     	16	Null	0
009170	SUPPL     	17	Null	0
009170	SUPPL     	18	Null	0
009170	SUPPL     	20	Null	0
009170	SUPPL     	21	Null	0
009170	SUPPL     	33	Null	0
009170	SUPPL     	35	Null	6
009170	SUPPL     	35	Null	7
009170	SUPPL     	38	Null	6
009170	SUPPL     	38	Null	15
009170	SUPPL     	38	Null	7
009170	SUPPL     	39	Null	0
009175	SUPPL     	6	Null	0
009175	SUPPL     	8	Null	0
009175	SUPPL     	21	Null	0
009175	SUPPL     	24	Null	0
009175	SUPPL     	25	Null	0
009175	SUPPL     	36	Null	6
009175	SUPPL     	36	Null	15
009175	SUPPL     	36	Null	7
009175	SUPPL     	38	Null	6
009175	SUPPL     	38	Null	7
009175	SUPPL     	39	Null	7
009175	SUPPL     	39	Null	6
009175	SUPPL     	43	Null	0
009175	SUPPL     	44	Null	0
009175	SUPPL     	46	Null	7
009175	SUPPL     	46	Null	31
009175	SUPPL     	46	Null	6
009175	SUPPL     	46	Null	15
009175	SUPPL     	50	Null	7
009175	SUPPL     	50	Null	15
009175	SUPPL     	50	Null	31
009176	ORIG      	1	Null	0
009176	SUPPL     	5	Null	0
009176	SUPPL     	7	Null	0
009182	ORIG      	1	Null	0
009182	SUPPL     	12	Null	0
009182	SUPPL     	13	Null	0
009182	SUPPL     	14	Null	0
009182	SUPPL     	16	Null	0
009182	SUPPL     	17	Null	0
009182	SUPPL     	19	Null	0
009182	SUPPL     	20	Null	0
009190	ORIG      	1	Null	25
009190	ORIG      	1	Orphan	5
009190	SUPPL     	9	Null	0
009190	SUPPL     	10	Null	0
009190	SUPPL     	11	Null	0
009190	SUPPL     	21	Null	6
009190	SUPPL     	21	Null	15
009190	SUPPL     	21	Null	7
009190	SUPPL     	22	Null	0
009190	SUPPL     	24	Null	31
009190	SUPPL     	24	Null	7
009190	SUPPL     	24	Null	6
009190	SUPPL     	24	Null	15
009190	SUPPL     	27	Null	15
009190	SUPPL     	27	Orphan	5
009190	SUPPL     	27	Null	25
009190	SUPPL     	27	Null	31
009190	SUPPL     	29	Null	6
009190	SUPPL     	29	Null	25
009190	SUPPL     	29	Null	33
009190	SUPPL     	29	Orphan	5
009190	SUPPL     	29	Null	7
009190	SUPPL     	29	Null	15
009190	SUPPL     	29	Null	31
009190	SUPPL     	31	Null	25
009190	SUPPL     	31	Null	7
009190	SUPPL     	31	Orphan	5
009190	SUPPL     	31	Null	15
009190	SUPPL     	31	Null	6
009190	SUPPL     	31	Null	31
009190	SUPPL     	32	Null	31
009190	SUPPL     	32	Orphan	5
009190	SUPPL     	32	Null	25
009190	SUPPL     	32	Null	15
009190	SUPPL     	32	Null	7
009190	SUPPL     	32	Null	6
009193	SUPPL     	10	Null	0
009193	SUPPL     	17	Null	0
009193	SUPPL     	18	Null	0
009193	SUPPL     	22	Null	0
009193	SUPPL     	23	Null	0
009193	SUPPL     	25	Null	0
009193	SUPPL     	26	Null	0
009193	SUPPL     	27	Null	0
009193	SUPPL     	28	Null	0
009193	SUPPL     	30	Null	0
009193	SUPPL     	31	Null	0
009193	SUPPL     	32	Null	0
009193	SUPPL     	35	Null	0
009193	SUPPL     	36	Null	0
009218	SUPPL     	33	Null	0
009218	SUPPL     	35	Null	0
009218	SUPPL     	36	Null	0
009218	SUPPL     	37	Null	0
009218	SUPPL     	39	Null	0
009218	SUPPL     	41	Null	0
009218	SUPPL     	42	Null	0
009218	SUPPL     	61	Null	0
009218	SUPPL     	62	Null	0
009218	SUPPL     	66	Null	0
009218	SUPPL     	69	Null	0
009218	SUPPL     	70	Null	0
009218	SUPPL     	77	Null	0
009218	SUPPL     	78	Null	0
009218	SUPPL     	79	Null	0
009218	SUPPL     	83	Null	0
009218	SUPPL     	84	Null	0
009218	SUPPL     	87	Null	0
009218	SUPPL     	88	Null	0
009218	SUPPL     	89	Null	0
009218	SUPPL     	93	Null	0
009218	SUPPL     	94	Null	0
009218	SUPPL     	95	Null	0
009218	SUPPL     	107	Null	7
009218	SUPPL     	107	Null	6
009218	SUPPL     	107	Null	15
009218	SUPPL     	108	Null	6
009218	SUPPL     	108	Null	7
009218	SUPPL     	113	Null	0
009218	SUPPL     	114	Null	0
009218	SUPPL     	115	Null	7
009218	SUPPL     	115	Null	6
009218	SUPPL     	115	Null	31
009218	SUPPL     	115	Null	15
009218	SUPPL     	116	Null	7
009218	SUPPL     	116	Null	31
009218	SUPPL     	116	Null	15
009218	SUPPL     	116	Null	6
009218	SUPPL     	117	Null	6
009218	SUPPL     	117	Null	31
009218	SUPPL     	117	Null	7
009218	SUPPL     	117	Null	15
009218	SUPPL     	118	Null	6
009218	SUPPL     	118	Null	31
009218	SUPPL     	118	Null	15
009218	SUPPL     	118	Null	7
009276	ORIG      	1	Null	0
009319	SUPPL     	17	Null	0
009319	SUPPL     	23	Null	0
009319	SUPPL     	25	Null	0
009319	SUPPL     	28	Null	0
009321	SUPPL     	15	Null	0
009321	SUPPL     	16	Null	0
009321	SUPPL     	21	Null	0
009321	SUPPL     	22	Null	0
009321	SUPPL     	24	Null	0
009321	SUPPL     	28	Null	6
009321	SUPPL     	28	Null	15
009321	SUPPL     	28	Null	7
009321	SUPPL     	28	Null	31
009321	SUPPL     	30	Null	31
009321	SUPPL     	30	Null	15
009321	SUPPL     	30	Null	6
009321	SUPPL     	30	Null	7
009330	SUPPL     	14	Null	0
009330	SUPPL     	16	Null	0
009330	SUPPL     	21	Null	0
009330	SUPPL     	25	Null	6
009330	SUPPL     	25	Null	7
009330	SUPPL     	26	Null	7
009330	SUPPL     	26	Null	6
009330	SUPPL     	26	Null	15
009330	SUPPL     	27	Null	7
009330	SUPPL     	27	Null	15
009330	SUPPL     	27	Null	6
009330	SUPPL     	30	Null	31
009330	SUPPL     	30	Null	7
009330	SUPPL     	30	Null	6
009330	SUPPL     	30	Null	15
009330	SUPPL     	31	Null	6
009330	SUPPL     	31	Null	31
009330	SUPPL     	31	Null	15
009330	SUPPL     	31	Null	7
009330	SUPPL     	33	Null	6
009330	SUPPL     	33	Null	7
009330	SUPPL     	33	Null	15
009330	SUPPL     	33	Null	31
009330	SUPPL     	34	Null	15
009330	SUPPL     	34	Null	31
009330	SUPPL     	34	Null	7
009330	SUPPL     	34	Null	6
009330	SUPPL     	36	Null	31
009330	SUPPL     	36	Null	15
009330	SUPPL     	39	Null	15
009330	SUPPL     	39	Null	7
009330	SUPPL     	39	Null	31
009330	SUPPL     	39	Null	54
009378	SUPPL     	15	Null	0
009378	SUPPL     	17	Null	0
009386	SUPPL     	4	Null	0
009386	SUPPL     	5	Null	0
009386	SUPPL     	11	Null	0
009386	SUPPL     	16	Null	0
009386	SUPPL     	19	Null	0
009388	SUPPL     	28	Null	0
009388	SUPPL     	29	Null	0
009388	SUPPL     	31	Null	0
009388	SUPPL     	32	Null	0
009388	SUPPL     	33	Null	0
009388	SUPPL     	35	Null	0
009388	SUPPL     	38	Null	7
009388	SUPPL     	38	Null	6
009388	SUPPL     	38	Null	15
009388	SUPPL     	38	Null	31
009388	SUPPL     	39	Null	15
009388	SUPPL     	39	Null	31
009388	SUPPL     	39	Null	7
009388	SUPPL     	39	Null	54
009395	ORIG      	1	Null	0
