Administration_route,Current_status,DRUG_CODE,Decision,Decision_date,Decision_year,Drug_name,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Non_proprietary_name_extracted,Pharmaceutical_form
ORAL,MARKETED,97245,APPROVED,29.10.2018,2018,M-CINACALCET,MANTRA PHARMA INC,MANTRA,02481987,CINACALCET (CINACALCET HYDROCHLORIDE),Small molecule,TABLET
ORAL,MARKETED,97246,APPROVED,29.10.2018,2018,M-CINACALCET,MANTRA PHARMA INC,MANTRA,02481995,CINACALCET (CINACALCET HYDROCHLORIDE),Small molecule,TABLET
ORAL,MARKETED,97247,APPROVED,29.10.2018,2018,M-CINACALCET,MANTRA PHARMA INC,MANTRA,02482002,CINACALCET (CINACALCET HYDROCHLORIDE),Small molecule,TABLET
TOPICAL,MARKETED,97249,APPROVED,26.10.2018,2018,SHEER HYDRATION SUNSCREEN BROAD SPECTRUM SPF 40,"NEOSTRATA COMPANY, INC",NEOSTRATA,02482010,OCTINOXATE; AVOBENZONE; OCTISALATE,Small molecule,LOTION
TOPICAL,MARKETED,97264,APPROVED,01.11.2018,2018,OLAY REGENERIST SPF 30 REGENERIST MICRO-SCULPTING CREAM,PROCTER & GAMBLE INC,Procter & Gamble,02482177,AVOBENZONE; HOMOSALATE; OCTISALATE; OCTOCRYLENE,Small molecule,LOTION
ORAL,MARKETED,97268,APPROVED,08.11.2018,2018,KUVAN,BIOMARIN INTERNATIONAL LIMITED,BioMarin,02482207,SAPROPTERIN DIHYDROCHLORIDE,Small molecule,POWDER
ORAL,MARKETED,97269,APPROVED,08.11.2018,2018,KUVAN,BIOMARIN INTERNATIONAL LIMITED,BioMarin,02482215,SAPROPTERIN DIHYDROCHLORIDE,Small molecule,POWDER
ORAL,MARKETED,97270,APPROVED,01.11.2023,2023,SANDOZ RIVAROXABAN,SANDOZ CANADA INCORPORATED,Sandoz,02482223,RIVAROXABAN,Small molecule,TABLET
ORAL,MARKETED,97271,APPROVED,01.11.2023,2023,SANDOZ RIVAROXABAN,SANDOZ CANADA INCORPORATED,Sandoz,02482231,RIVAROXABAN,Small molecule,TABLET
ORAL,MARKETED,97272,APPROVED,01.11.2023,2023,SANDOZ RIVAROXABAN,SANDOZ CANADA INCORPORATED,Sandoz,02482258,RIVAROXABAN,Small molecule,TABLET
INTRAVENOUS,MARKETED,97282,APPROVED,07.11.2018,2018,JAMP-ZOLEDRONIC ACID,JAMP PHARMA CORPORATION,JAMP,02482525,ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE),Small molecule,SOLUTION
ORAL,MARKETED,97283,APPROVED,06.11.2018,2018,AURO-AZITHROMYCIN,AURO PHARMA INC,Auro,02482363,AZITHROMYCIN (AZITHROMYCIN DIHYDRATE),Small molecule,POWDER FOR SUSPENSION
ORAL,MARKETED,97284,APPROVED,06.11.2018,2018,AURO-AZITHROMYCIN,AURO PHARMA INC,Auro,02482371,AZITHROMYCIN (AZITHROMYCIN DIHYDRATE),Small molecule,POWDER FOR SUSPENSION
ORAL,MARKETED,97285,APPROVED,15.05.2020,2020,TARO-FAMPRIDINE,TARO PHARMACEUTICALS INC,Taro,02482398,FAMPRIDINE,Small molecule,TABLET (EXTENDED-RELEASE)
ORAL,MARKETED,97286,APPROVED,05.11.2018,2018,NYQUIL COMPLETE + VICKS VAPOCOOL COLD & FLU LIQUID,PROCTER & GAMBLE INC,Procter & Gamble,02482401,DOXYLAMINE SUCCINATE; PHENYLEPHRINE HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE; ACETAMINOPHEN,Small molecule,LIQUID
ORAL,MARKETED,97287,APPROVED,05.11.2018,2018,DAYQUIL COMPLETE + VICKS VAPOCOOL COLD & FLU LIQUID,PROCTER & GAMBLE INC,Procter & Gamble,02482428,DEXTROMETHORPHAN HYDROBROMIDE; ACETAMINOPHEN; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE,Small molecule,SOLUTION
INTRAMUSCULAR,MARKETED,97288,APPROVED,07.11.2018,2018,KAMRAB,KAMADA LTD,Kamada,02482436,RABIES IMMUNOGLOBULIN (HUMAN),Biologics,SOLUTION
TOPICAL,MARKETED,97289,APPROVED,05.11.2018,2018,MAKEUP SETTING SPRAY PULVÉRISATION POUR FIXER LE MAQUILLAGE,COOLA LLC,COOLA,02482444,OCTISALATE; AVOBENZONE; HOMOSALATE,Small molecule,SPRAY
ORAL,MARKETED,97297,APPROVED,07.11.2018,2018,GILENYA,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,02482533,FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE),Small molecule,CAPSULE
ORAL,MARKETED,97300,APPROVED,08.11.2018,2018,SANDOZ AMOXI-CLAV TABLET,SANDOZ CANADA INCORPORATED,Sandoz,02482576,CLAVULANIC ACID (CLAVULANATE POTASSIUM); AMOXICILLIN (AMOXICILLIN TRIHYDRATE),Small molecule,TABLET
ORAL,MARKETED,97301,APPROVED,08.11.2018,2018,SANDOZ AMOXI-CLAV TABLET,SANDOZ CANADA INCORPORATED,Sandoz,02482584,CLAVULANIC ACID (CLAVULANATE POTASSIUM); AMOXICILLIN (AMOXICILLIN TRIHYDRATE),Small molecule,TABLET
ORAL,MARKETED,97302,APPROVED,09.11.2018,2018,DELSTRIGO,MERCK CANADA INC,Merck,02482592,DORAVIRINE; TENOFOVIR DISOPROXIL FUMARATE; LAMIVUDINE,Small molecule,TABLET
ORAL,MARKETED,97303,APPROVED,11.03.2019,2019,SANDOZ FINGOLIMOD,SANDOZ CANADA INCORPORATED,Sandoz,02482606,FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE),Small molecule,CAPSULE
TOPICAL,MARKETED,97304,MARKETED,26.03.2019,2019,ESTÉE LAUDER RESILIENCE MULTI-EFFECT TRI-PEPTIDE FACE AND NECK CREME CRÈME TRI-PEPTIDE VISAGE ET COU SPF/FPS 15,ESTEE LAUDER DIST.,Estee Lauder,02482614,OCTISALATE; OCTOCRYLENE; AVOBENZONE,Small molecule,CREAM
ORAL,MARKETED,97305,APPROVED,22.03.2021,2021,APO-TICAGRELOR,APOTEX INC,Apotex,02482622,TICAGRELOR,Small molecule,TABLET
ORAL,MARKETED,97306,APPROVED,22.03.2021,2021,APO-TICAGRELOR,APOTEX INC,Apotex,02482630,TICAGRELOR,Small molecule,TABLET
INTRAVENOUS; SUBCUTANEOUS; INTRAMUSCULAR,MARKETED,97311,APPROVED,13.11.2018,2018,"MORPHINE SULFATE INJECTION, USP",FRESENIUS KABI CANADA LTD,Fresenius,02482681,MORPHINE SULFATE,Small molecule,SOLUTION
SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR,MARKETED,97315,APPROVED,13.11.2018,2018,"MORPHINE SULFATE INJECTION, USP",FRESENIUS KABI CANADA LTD,Fresenius,02482746,MORPHINE SULFATE,Small molecule,SOLUTION
ORAL,MARKETED,97324,APPROVED,21.11.2018,2018,AG-MONTELUKAST,ANGITA PHARMA INC.,Angita,02482835,MONTELUKAST (MONTELUKAST SODIUM),Small molecule,TABLET
ORAL,MARKETED,97332,APPROVED,16.11.2018,2018,M-PERINDOPRIL ERBUMINE,MANTRA PHARMA INC,MANTRA,02482924,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97333,APPROVED,16.11.2018,2018,M-PERINDOPRIL ERBUMINE,MANTRA PHARMA INC,MANTRA,02482932,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97334,APPROVED,16.11.2018,2018,M-PERINDOPRIL ERBUMINE,MANTRA PHARMA INC,MANTRA,02482940,PERINDOPRIL ERBUMINE,Small molecule,TABLET
TOPICAL,MARKETED,97338,APPROVED,22.11.2018,2018,TARO-IMIQUIMOD PUMP,TARO PHARMACEUTICALS INC,Taro,02482983,IMIQUIMOD,Small molecule,CREAM
ORAL,APPROVED,97342,MARKETED,01.09.2021,2021,REDDY-LENALIDOMIDE,DR REDDY'S LABORATORIES LTD,DR REDDY'S,02483017,LENALIDOMIDE,Small molecule,CAPSULE
ORAL,APPROVED,97343,MARKETED,01.09.2021,2021,REDDY-LENALIDOMIDE,DR REDDY'S LABORATORIES LTD,DR REDDY'S,02483025,LENALIDOMIDE,Small molecule,CAPSULE
ORAL,APPROVED,97344,MARKETED,01.09.2021,2021,REDDY-LENALIDOMIDE,DR REDDY'S LABORATORIES LTD,DR REDDY'S,02483033,LENALIDOMIDE,Small molecule,CAPSULE
ORAL,APPROVED,97345,MARKETED,01.09.2021,2021,REDDY-LENALIDOMIDE,DR REDDY'S LABORATORIES LTD,DR REDDY'S,02483041,LENALIDOMIDE,Small molecule,CAPSULE
ORAL,APPROVED,97346,MARKETED,01.09.2021,2021,REDDY-LENALIDOMIDE,DR REDDY'S LABORATORIES LTD,DR REDDY'S,02483068,LENALIDOMIDE,Small molecule,CAPSULE
INTRAVENOUS,MARKETED,97347,APPROVED,28.11.2018,2018,UNITUXIN,UNITED THERAPEUTICS CORPORATION,United Therapeutics,02483076,DINUTUXIMAB,Biologics,SOLUTION
SUBCUTANEOUS,MARKETED,97348,APPROVED,21.11.2018,2018,SUBLOCADE,INDIVIOR UK LIMITED,Indivior,02483084,BUPRENORPHINE,Small molecule,SOLUTION (EXTENDED RELEASE)
SUBCUTANEOUS,MARKETED,97349,APPROVED,21.11.2018,2018,SUBLOCADE,INDIVIOR UK LIMITED,Indivior,02483092,BUPRENORPHINE,Small molecule,SOLUTION (EXTENDED RELEASE)
ORAL,MARKETED,97359,APPROVED,23.11.2018,2018,TARO-BOSENTAN,TARO PHARMACEUTICALS INC,Taro,02483130,BOSENTAN (BOSENTAN MONOHYDRATE),Small molecule,TABLET
ORAL,MARKETED,97360,APPROVED,23.11.2018,2018,TARO-BOSENTAN,TARO PHARMACEUTICALS INC,Taro,02483149,BOSENTAN (BOSENTAN MONOHYDRATE),Small molecule,TABLET
ORAL,MARKETED,97371,APPROVED,23.11.2018,2018,ACCEL-RIZATRIPTAN ODT,ACCEL PHARMA INC,ACCEL,02483270,RIZATRIPTAN (RIZATRIPTAN BENZOATE),Small molecule,TABLET (ORALLY DISINTEGRATING)
ORAL,MARKETED,97372,APPROVED,23.11.2018,2018,ACCEL-RIZATRIPTAN ODT,ACCEL PHARMA INC,ACCEL,02483289,RIZATRIPTAN (RIZATRIPTAN BENZOATE),Small molecule,TABLET (ORALLY DISINTEGRATING)
ORAL,MARKETED,97374,APPROVED,27.11.2018,2018,AG-GLICLAZIDE MR,ANGITA PHARMA INC.,Angita,02483300,GLICLAZIDE,Small molecule,TABLET (EXTENDED-RELEASE)
ORAL,MARKETED,97375,APPROVED,27.11.2018,2018,AG-GLICLAZIDE MR,ANGITA PHARMA INC.,Angita,02483319,GLICLAZIDE,Small molecule,TABLET (EXTENDED-RELEASE)
SUBCUTANEOUS,MARKETED,97376,APPROVED,28.11.2018,2018,ACTEMRA,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02483327,TOCILIZUMAB,Biologics,SOLUTION
TOPICAL,MARKETED,97377,MARKETED,08.04.2019,2019,PREMIUM SUNSCREEN SPRAY SUN BUM 30,SUN BUM LLC,SUN BUM,02483335,AVOBENZONE; HOMOSALATE; OCTISALATE; OCTOCRYLENE,Small molecule,"SPRAY, BAG-ON-VALVE"
INTRAVENOUS,MARKETED,97378,APPROVED,29.11.2018,2018,ACETAMINOPHEN INJECTION,AVIR PHARMA INC.,AVIR,02483343,ACETAMINOPHEN,Small molecule,SOLUTION
ORAL,MARKETED,97379,APPROVED,26.11.2018,2018,VICKS NYQUIL COMPLETE COLD & FLU LIQUICAPS,PROCTER & GAMBLE INC,Procter & Gamble,02483351,PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN; DOXYLAMINE SUCCINATE; DEXTROMETHORPHAN HYDROBROMIDE,Small molecule,CAPSULE
ORAL,MARKETED,97380,APPROVED,26.11.2018,2018,VICKS DAYQUIL COMPLETE COLD & FLU LIQUICAPS,PROCTER & GAMBLE INC,Procter & Gamble,02483378,DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN; GUAIFENESIN,Small molecule,CAPSULE
INTRAVENOUS,MARKETED,97382,APPROVED,15.08.2019,2019,TRAZIMERA,PFIZER CANADA ULC,Pfizer,02483467,TRASTUZUMAB,Biologics,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,97383,APPROVED,15.08.2019,2019,TRAZIMERA,PFIZER CANADA ULC,Pfizer,02483475,TRASTUZUMAB,Biologics,POWDER FOR SOLUTION
INHALATION,MARKETED,97384,APPROVED,28.11.2018,2018,IPRATROPIUM BROMIDE AND SALBUTAMOL SULPHATE INHALATION SOLUTION,JUNO PHARMACEUTICALS CORP.,Juno,02483394,SALBUTAMOL (SALBUTAMOL SULFATE); IPRATROPIUM BROMIDE (IPRATROPIUM BROMIDE MONOHYDRATE),Small molecule,SOLUTION
TOPICAL,MARKETED,97385,APPROVED,29.11.2018,2018,STRAMUCIN,GLENMARK PHARMACEUTICALS CANADA INC.,Glenmark,02483459,MUPIROCIN (MUPIROCIN CALCIUM),Small molecule,CREAM
ORAL,MARKETED,97392,APPROVED,03.12.2018,2018,MINT-ARIPIPRAZOLE,MINT PHARMACEUTICALS INC,MINT,02483556,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,97393,APPROVED,03.12.2018,2018,MINT-ARIPIPRAZOLE,MINT PHARMACEUTICALS INC,MINT,02483564,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,97394,APPROVED,03.12.2018,2018,MINT-ARIPIPRAZOLE,MINT PHARMACEUTICALS INC,Mint,02483572,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,97395,APPROVED,03.12.2018,2018,MINT-ARIPIPRAZOLE,MINT PHARMACEUTICALS INC,MINT,02483580,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,97396,APPROVED,03.12.2018,2018,MINT-ARIPIPRAZOLE,MINT PHARMACEUTICALS INC,MINT,02483599,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,97397,APPROVED,03.12.2018,2018,MINT-ARIPIPRAZOLE,MINT PHARMACEUTICALS INC,MINT,02483602,ARIPIPRAZOLE,Small molecule,TABLET
INTRAMUSCULAR,MARKETED,97398,APPROVED,15.01.2019,2019,FULVESTRANT INJECTION,SANDOZ CANADA INCORPORATED,Sandoz,02483610,FULVESTRANT,Small molecule,SOLUTION
SUBCUTANEOUS,MARKETED,97399,APPROVED,05.12.2018,2018,CRYSVITA,"KYOWA KIRIN, INC.",Kyowa Kirin,02483629,BUROSUMAB,Biologics,SOLUTION
SUBCUTANEOUS,MARKETED,97400,APPROVED,05.12.2018,2018,CRYSVITA,"KYOWA KIRIN, INC.",Kyowa Kirin,02483637,BUROSUMAB,Biologics,SOLUTION
SUBCUTANEOUS,MARKETED,97401,APPROVED,05.12.2018,2018,CRYSVITA,"KYOWA KIRIN, INC.",Kyowa Kirin,02483645,BUROSUMAB,Biologics,SOLUTION
INTRADERMAL; INTRAVENOUS; INTERSTITIAL,MARKETED,97402,APPROVED,05.12.2018,2018,SPY AGENT GREEN,NOVADAQ TECHNOLOGIES ULC,Novadaq,02483653,INDOCYANINE GREEN,Other,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,97403,APPROVED,05.12.2018,2018,SPY AGENT GREEN KIT FOR SPY ELITE,NOVADAQ TECHNOLOGIES ULC,NOVADAQ,02483661,INDOCYANINE GREEN,Other,KIT; POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,97404,APPROVED,05.12.2018,2018,SPY AGENT GREEN KIT FOR ADVANCED IMAGING MODALITY (AIM) AND PINPOINT,NOVADAQ TECHNOLOGIES ULC,Novadaq,02483688,INDOCYANINE GREEN,Other,POWDER FOR SOLUTION; KIT
INTERSTITIAL,MARKETED,97405,APPROVED,05.12.2018,2018,SPY AGENT GREEN LYMPHATICS KIT FOR ADVANCED IMAGING MODALITY (AIM) AND PINPOINT,NOVADAQ TECHNOLOGIES ULC,Novadaq,02483696,INDOCYANINE GREEN,Other,POWDER FOR SOLUTION; KIT
TOPICAL,MARKETED,97407,APPROVED,04.12.2018,2018,PREMIUM SUNSCREEN SPRAY SUN BUM 50,SUN BUM LLC,SUN BUM,02483726,OCTOCRYLENE; AVOBENZONE; HOMOSALATE; OCTISALATE,Small molecule,"SPRAY, BAG-ON-VALVE"
ORAL,MARKETED,97408,APPROVED,10.12.2018,2018,JAMP CLINDAMYCIN,JAMP PHARMA CORPORATION,JAMP,02483734,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),Small molecule,CAPSULE
ORAL,MARKETED,97409,APPROVED,10.12.2018,2018,JAMP CLINDAMYCIN,JAMP PHARMA CORPORATION,JAMP,02483742,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),Small molecule,CAPSULE
TOPICAL,MARKETED,97412,APPROVED,04.12.2018,2018,FACIAL FUEL,KIEHLS CANADA,Kiehls,02483777,AVOBENZONE; OCTOCRYLENE; HOMOSALATE; OCTISALATE,Small molecule,LOTION
ORAL,MARKETED,97416,APPROVED,01.11.2023,2023,TARO-RIVAROXABAN,TARO PHARMACEUTICALS INC,Taro,02483807,RIVAROXABAN,Small molecule,TABLET
ORAL,MARKETED,97417,APPROVED,01.11.2023,2023,TARO-RIVAROXABAN,TARO PHARMACEUTICALS INC,Taro,02483815,RIVAROXABAN,Small molecule,TABLET
ORAL,MARKETED,97418,APPROVED,01.11.2023,2023,TARO-RIVAROXABAN,TARO PHARMACEUTICALS INC,Taro,02483823,RIVAROXABAN,Small molecule,TABLET
INTRAVENOUS,MARKETED,97419,APPROVED,12.12.2018,2018,AZITHROMYCIN FOR INJECTION USP,STERIMAX INC,Sterimax,02483890,AZITHROMYCIN (AZITHROMYCIN DIHYDRATE),Small molecule,POWDER FOR SOLUTION
ORAL,MARKETED,97420,APPROVED,11.12.2018,2018,ORKAMBI,VERTEX PHARMACEUTICALS (CANADA) INCORPORATED,Vertex,02483831,IVACAFTOR; LUMACAFTOR,Small molecule,GRANULES
ORAL,MARKETED,97421,APPROVED,11.12.2018,2018,ORKAMBI,VERTEX PHARMACEUTICALS (CANADA) INCORPORATED,Vertex,02483858,IVACAFTOR; LUMACAFTOR,Small molecule,GRANULES
TOPICAL,MARKETED,97422,APPROVED,10.12.2018,2018,OIL AND PORE CONTROL MATTIFIER BROAD SPECTRUM SPF 45,MURAD LLC,Murad,02483866,OCTISALATE; HOMOSALATE; OCTOCRYLENE; AVOBENZONE,Small molecule,LOTION
ORAL,MARKETED,97427,APPROVED,14.12.2018,2018,NAT-ERLOTINIB,NATCO PHARMA (CANADA) INC,Natco,02483912,ERLOTINIB (ERLOTINIB HYDROCHLORIDE),Small molecule,TABLET
ORAL,MARKETED,97428,APPROVED,14.12.2018,2018,NAT-ERLOTINIB,NATCO PHARMA (CANADA) INC,Natco,02483920,ERLOTINIB (ERLOTINIB HYDROCHLORIDE),Small molecule,TABLET
ORAL,MARKETED,97429,APPROVED,14.12.2018,2018,NAT-ERLOTINIB,NATCO PHARMA (CANADA) INC,Natco,02483939,ERLOTINIB (ERLOTINIB HYDROCHLORIDE),Small molecule,TABLET
ORAL,MARKETED,97432,APPROVED,19.12.2018,2018,CRESEMBA,AVIR PHARMA INC.,AVIR,02483971,ISAVUCONAZOLE (ISAVUCONAZONIUM SULFATE),Small molecule,CAPSULE
INTRAVENOUS,MARKETED,97433,APPROVED,19.12.2018,2018,CRESEMBA,AVIR PHARMA INC.,AVIR,02483998,ISAVUCONAZOLE (ISAVUCONAZONIUM SULFATE),Small molecule,POWDER FOR SOLUTION
TOPICAL,MARKETED,97434,APPROVED,17.12.2018,2018,RÉNERGIE LIFT MULTI-ACTION ULTRA,LANCOME CANADA,Lancome,02484005,HOMOSALATE; OCTOCRYLENE; OCTISALATE; AVOBENZONE,Small molecule,CREAM
INTRACEREBROVENTRICULAR,MARKETED,97435,APPROVED,19.12.2018,2018,BRINEURA,BIOMARIN INTERNATIONAL LIMITED,BioMarin,02484013,CERLIPONASE ALFA,Biologics,SOLUTION
INTRAVENOUS,MARKETED,97437,APPROVED,21.12.2018,2018,CERETEC,GE HEALTHCARE CANADA INC,GE,02484048,EXAMETAZIME,Small molecule,KIT; POWDER FOR SOLUTION
ORAL,MARKETED,97438,APPROVED,19.12.2018,2018,LENVIMA,EISAI LIMITED,Eisai,02484056,LENVATINIB (LENVATINIB MESYLATE),Small molecule,CAPSULE
ORAL,MARKETED,97439,APPROVED,19.12.2018,2018,MAR-DILTIAZEM CD,MARCAN PHARMACEUTICALS INC,Marcan,02484064,DILTIAZEM HYDROCHLORIDE,Small molecule,CAPSULE (CONTROLLED-DELIVERY)
ORAL,MARKETED,97440,APPROVED,19.12.2018,2018,MAR-DILTIAZEM CD,MARCAN PHARMACEUTICALS INC,MARCAN,02484072,DILTIAZEM HYDROCHLORIDE,Small molecule,CAPSULE (CONTROLLED-DELIVERY)
ORAL,MARKETED,97441,APPROVED,19.12.2018,2018,MAR-DILTIAZEM CD,MARCAN PHARMACEUTICALS INC,MARCAN,02484080,DILTIAZEM HYDROCHLORIDE,Small molecule,CAPSULE (CONTROLLED-DELIVERY)
ORAL,MARKETED,97442,APPROVED,19.12.2018,2018,MAR-DILTIAZEM CD,MARCAN PHARMACEUTICALS INC,Marcan,02484099,DILTIAZEM HYDROCHLORIDE,Small molecule,CAPSULE (CONTROLLED-DELIVERY)
ORAL,MARKETED,97445,APPROVED,19.12.2018,2018,LENVIMA,EISAI LIMITED,Eisai,02484129,LENVATINIB (LENVATINIB MESYLATE),Small molecule,CAPSULE
OPHTHALMIC,MARKETED,97446,APPROVED,24.12.2018,2018,VERKAZIA,APOTEX INC,Apotex,02484137,CYCLOSPORINE,Peptides and proteins,EMULSION
SUBCUTANEOUS,MARKETED,97449,APPROVED,21.12.2018,2018,FULPHILA,BIOSIMILAR COLLABORATIONS IRELAND LIMITED,Biosimilar,02484153,PEGFILGRASTIM,Biologics,SOLUTION
OPHTHALMIC,MARKETED,97453,APPROVED,27.12.2018,2018,VYZULTA,BAUSCH & LOMB INC,Bausch & Lomb,02484218,LATANOPROSTENE BUNOD,Small molecule,SOLUTION
ORAL,MARKETED,97454,APPROVED,24.12.2018,2018,COLACE CLEAR,PHARMASCIENCE INC,Pharmascience,02484226,DOCUSATE SODIUM,Small molecule,CAPSULE
TOPICAL,MARKETED,97460,APPROVED,27.12.2018,2018,HYDRO BOOST GEL CREAM SPF 25,JOHNSON & JOHNSON INC,Johnson & Johnson,02484285,AVOBENZONE; OCTOCRYLENE; HOMOSALATE; OCTISALATE,Small molecule,GEL
ORAL,MARKETED,97463,APPROVED,31.12.2018,2018,JAMP ITRACONAZOLE ORAL SOLUTION,JAMP PHARMA CORPORATION,JAMP,02484315,ITRACONAZOLE,Small molecule,SOLUTION
TOPICAL,MARKETED,97469,APPROVED,02.01.2019,2019,CHLORAPREP,BECTON DICKINSON CANADA INC.,Becton Dickinson,02484374,ISOPROPYL ALCOHOL; CHLORHEXIDINE GLUCONATE,Small molecule,SOLUTION
ORAL,MARKETED,97483,APPROVED,10.01.2019,2019,AG-TELMISARTAN,ANGITA PHARMA INC.,Angita,02484536,TELMISARTAN,Small molecule,TABLET
ORAL,MARKETED,97484,APPROVED,10.01.2019,2019,AG-TELMISARTAN,ANGITA PHARMA INC.,Angita,02484544,TELMISARTAN,Small molecule,TABLET
INTRAVENOUS,MARKETED,97485,APPROVED,09.01.2019,2019,LUTATHERA,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,02484552,LUTETIUM (177LU) OXODOTREOTIDE,Peptides and proteins,SOLUTION
ORAL,MARKETED,97486,APPROVED,10.01.2019,2019,AG TELMISARTAN-HCT,ANGITA PHARMA INC.,Angita,02484560,HYDROCHLOROTHIAZIDE; TELMISARTAN,Small molecule,TABLET
ORAL,MARKETED,97487,APPROVED,10.01.2019,2019,AG TELMISARTAN-HCT,ANGITA PHARMA INC.,Angita,02484579,TELMISARTAN; HYDROCHLOROTHIAZIDE,Small molecule,TABLET
ORAL,MARKETED,97492,APPROVED,10.01.2019,2019,ONSTRYV,VALEO PHARMA INC,Valeo,02484641,SAFINAMIDE (SAFINAMIDE MESYLATE),Small molecule,TABLET
ORAL,MARKETED,97495,APPROVED,10.01.2019,2019,ONSTRYV,VALEO PHARMA INC,Valeo,02484668,SAFINAMIDE (SAFINAMIDE MESYLATE),Small molecule,TABLET
ORAL,MARKETED,97499,APPROVED,11.01.2019,2019,PDP-AMLODIPINE,PENDOPHARM DIVISION OF PHARMASCIENCE INC,Pharmascience,02484706,AMLODIPINE (AMLODIPINE BESYLATE),Small molecule,SOLUTION
ORAL,APPROVED,97500,MARKETED,01.09.2021,2021,REDDY-LENALIDOMIDE,DR REDDY'S LABORATORIES LTD,DR REDDY'S,02484714,LENALIDOMIDE,Small molecule,CAPSULE
OPHTHALMIC,MARKETED,97504,APPROVED,17.01.2019,2019,AG-MOXIFLOXACIN,ANGITA PHARMA INC.,Angita,02484757,MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE),Small molecule,SOLUTION
INTRAVENOUS,MARKETED,97510,APPROVED,21.01.2019,2019,DEMYLOCAN,PENDOPHARM DIVISION OF PHARMASCIENCE INC,Pharmascience,02484811,DECITABINE,Small molecule,POWDER
TOPICAL,MARKETED,97511,APPROVED,17.01.2019,2019,BENADRYL ITCH STOPPING CREAM,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Johnson & Johnson,02484838,DIPHENHYDRAMINE HYDROCHLORIDE; ZINC ACETATE,Small molecule,CREAM
INTRAMUSCULAR; SUBCUTANEOUS,MARKETED,97512,APPROVED,01.03.2019,2019,INFLUVAC TETRA,BGP PHARMA ULC,BGP,02484854,HAEMAGGLUTININ-STRAIN A (H1N1); HAEMAGGLUTININ-STRAIN B (YAMAGATA); HAEMAGGLUTININ-STRAIN A (H3N2); HAEMAGGLUTININ-STRAIN B (VICTORIA),Vaccine,SUSPENSION
ORAL,MARKETED,97515,APPROVED,22.01.2019,2019,JAMP DUTASTERIDE,JAMP PHARMA CORPORATION,JAMP,02484870,DUTASTERIDE,Small molecule,CAPSULE
TOPICAL,MARKETED,97516,APPROVED,17.01.2019,2019,ITCH RELIEF MOISTURIZING CREAM,CERAVE CANADA,Not Reported,02484889,PRAMOXINE HYDROCHLORIDE,Small molecule,CREAM
ORAL,MARKETED,97524,APPROVED,20.09.2022,2022,TEVA-APIXABAN,TEVA CANADA LIMITED,Teva,02484994,APIXABAN,Small molecule,TABLET
ORAL,MARKETED,97527,APPROVED,20.09.2022,2022,TEVA-APIXABAN,TEVA CANADA LIMITED,Teva,02485001,APIXABAN,Small molecule,TABLET
ORAL,MARKETED,97531,APPROVED,22.01.2019,2019,AG-FLUOXETINE,ANGITA PHARMA INC.,Angita,02485052,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),Small molecule,CAPSULE
ORAL,MARKETED,97532,APPROVED,22.01.2019,2019,AG-FLUOXETINE,ANGITA PHARMA INC.,Angita,02485060,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),Small molecule,CAPSULE
ORAL,MARKETED,97543,APPROVED,28.01.2019,2019,AG-ALENDRONATE,ANGITA PHARMA INC.,Angita,02485184,ALENDRONIC ACID (ALENDRONATE SODIUM),Small molecule,TABLET
ORAL,MARKETED,97544,APPROVED,30.01.2019,2019,AG-LEVETIRACETAM,ANGITA PHARMA INC.,Angita,02485192,LEVETIRACETAM,Small molecule,TABLET
